X,RamDA_mESC_48h_A04,RamDA_mESC_48h_A05,RamDA_mESC_48h_A06,RamDA_mESC_48h_A07,RamDA_mESC_48h_A08,RamDA_mESC_48h_B01,RamDA_mESC_48h_B02,RamDA_mESC_48h_B03,RamDA_mESC_48h_B04,RamDA_mESC_48h_B05,RamDA_mESC_48h_B06,RamDA_mESC_48h_B07,RamDA_mESC_48h_B08,RamDA_mESC_48h_B09,RamDA_mESC_48h_B10,RamDA_mESC_48h_B11,RamDA_mESC_48h_C01,RamDA_mESC_48h_C02,RamDA_mESC_48h_C03,RamDA_mESC_48h_C04,RamDA_mESC_48h_C05,RamDA_mESC_48h_C07,RamDA_mESC_48h_C08,RamDA_mESC_48h_C09,RamDA_mESC_48h_C10,RamDA_mESC_48h_C11,RamDA_mESC_48h_C12,RamDA_mESC_48h_D01,RamDA_mESC_48h_D02,RamDA_mESC_48h_D03,RamDA_mESC_48h_D04,RamDA_mESC_48h_D05,RamDA_mESC_48h_D06,RamDA_mESC_48h_D07,RamDA_mESC_48h_D08,RamDA_mESC_48h_D10,RamDA_mESC_48h_D11,RamDA_mESC_48h_D12,RamDA_mESC_48h_E02,RamDA_mESC_48h_E05,RamDA_mESC_48h_E06,RamDA_mESC_48h_E07,RamDA_mESC_48h_E08,RamDA_mESC_48h_E10,RamDA_mESC_48h_E11,RamDA_mESC_48h_E12,RamDA_mESC_48h_F01,RamDA_mESC_48h_F02,RamDA_mESC_48h_F03,RamDA_mESC_48h_F04,RamDA_mESC_48h_F05,RamDA_mESC_48h_F06,RamDA_mESC_48h_F07,RamDA_mESC_48h_F08,RamDA_mESC_48h_F09,RamDA_mESC_48h_F10,RamDA_mESC_48h_F11,RamDA_mESC_48h_F12,RamDA_mESC_48h_G01,RamDA_mESC_48h_G03,RamDA_mESC_48h_G04,RamDA_mESC_48h_G05,RamDA_mESC_48h_G06,RamDA_mESC_48h_G07,RamDA_mESC_48h_G08,RamDA_mESC_48h_G09,RamDA_mESC_48h_G10,RamDA_mESC_48h_G11,RamDA_mESC_48h_G12,RamDA_mESC_48h_H01,RamDA_mESC_48h_H02,RamDA_mESC_48h_H03,RamDA_mESC_48h_H04,RamDA_mESC_48h_H05,RamDA_mESC_48h_H06,RamDA_mESC_48h_H07,RamDA_mESC_48h_H08,RamDA_mESC_48h_H09,RamDA_mESC_48h_H10,RamDA_mESC_48h_H11,RamDA_mESC_48h_H12
Klf13,0.69487417,0.437736819,0.104072184,0.058372271,1.034252761,1.886161436,0.432840038,1.577219205,1.102113055,0.302947763,0.54938643,0.112997912,0.568398536,0.205170388,0.309029605,0.956723153,0.409478418,0.607537676,0.402516174,0.624398799,1.721606173,0.869990939,0.057726494,0.870072694,0.102728278,0.207178772,0.321008271,1.15989743,1.862209088,0.747159395,0.265342483,0.564520483,0.79172954,0.837329807,0.195420313,0.908897525,0.083427165,0.125054129,0.356167561,0.244624523,1.031008931,0.432351652,0.776814844,0.397709791,0.51482308,0.517864788,0.031438883,0.111396557,0.71737894,0.875849282,0.984004541,0.174499546,0.679747794,1.207174817,0.172868011,0.411781217,0.588601961,0.622784525,0.470682287,0.422206675,0.389746992,0.49580639,1.210521578,1.750406127,0.512959351,0.645452789,0.41809016,1.527873683,0.313459732,1.087381037,0.385658964,0.321379875,0.310968271,0.397014684,0.601839849,1.203124027,0.885425513,0.576327701,1.251746453,0.524621663,0.727134012
Klf2,0.163359657,0.151964616,0.018666297,0,0,0.091893248,0.023813471,0.022084284,0.022820475,0,0.045393582,0,0.090869906,0.262479343,0,0,0.245736612,0,0.149738705,0.096906523,2.503127071,0,0.024127321,0.074369036,0.174385828,0.078725442,0,0,0.409118369,0,0,0,0,0,0,0.144456916,0.045385918,0.022564958,0,0.038103322,0.054946322,0.105733522,0,0.026332372,0.082558536,0.057562611,0.016980571,0.068020783,0.511889156,0.107530716,0,0.059418158,0.500894765,0.112871642,0,0.067787486,0.072471354,0.023799563,0,0,0,0.040623911,0.046399975,0.067321012,0.187576827,0,0.024441679,0.042379411,0.135641726,0.710573298,0.029347018,0.043891719,0,0.019754841,0,0.025197019,0.026359063,0.020410399,0.042397857,0.122127783,0
Klf3,0.620862153,0.293948823,0.789955615,0.852098005,2.013412091,0.463793842,1.136430315,2.176519987,0.582541839,0.170650105,0.112083694,0.253504743,1.221326263,0.128280345,0.709001307,1.269833446,0.393283907,0.414498891,0,0.181499779,4.447467052,1.355301733,0.939517249,0,1.007381558,1.400045763,0.642704083,0.499528403,0.276753103,0.615722228,0.842046194,0.58883658,0.342728072,0.018345448,0.602656681,0.513384605,1.104726447,1.524151016,2.352233328,0.583482214,1.009187557,0.253173565,1.571597445,0.362152246,1.863898644,0.511034818,0.621342684,0.588323077,0.592999791,0.380781568,0.782955099,1.74129399,0.63341586,1.401560498,0.748556376,0.100251875,0.013416334,1.44203698,1.077707175,0.548148603,0.633364242,0.321497421,0.352148301,0.940533763,1.39551273,0.8546414,1.467659835,0,0.705727072,0.482716171,1.466864842,0.206351952,0.619673548,0.720377129,0.290571478,1.688882419,0.175566234,0.577447183,1.270825818,0.848600001,1.609639665
Klf4,3.097751116,2.120697331,1.64974583,1.641822605,1.902610379,3.50442612,1.677748838,2.497709456,2.609918356,1.375705137,2.262065699,2.17601623,1.27177819,1.664228908,1.901806937,1.82301568,1.453074732,1.730957019,1.925882029,2.740351559,3.640882236,0.817681411,1.576088548,2.15810426,1.169811766,1.894921214,0.930318525,2.778194273,2.873475406,1.575172581,1.147945561,1.948695871,2.037323639,2.248498634,1.89561133,1.56148929,1.257490095,1.032890704,1.870556115,1.821655924,1.143404145,1.95639541,1.847597218,1.7776502,2.280806642,1.452437875,1.512978618,2.308793595,0.843870165,2.256329167,2.511221397,2.231962274,1.658160759,1.754819494,0.719396988,2.063008919,1.782279076,2.601510105,3.274861177,0.718700936,1.259141347,1.714981027,1.543098851,2.892119074,1.738888096,2.163492535,2.169612581,2.642220228,1.370857006,1.632026786,0.724187233,1.949358431,0.697891464,0.96723246,1.443979337,1.020985401,2.009666451,1.866242111,2.767101051,0.906286792,2.06035697
Klf6,2.253429938,3.737213708,2.212752171,2.629836362,2.573182273,2.753351646,1.911988625,1.98761261,1.676329775,0.754467843,1.31077247,2.175388173,1.538836185,2.269881566,1.882022152,2.074185625,1.630599627,2.646085592,2.033392342,3.748431025,1.355653962,1.155316212,1.273387147,2.973234395,1.124227266,2.516654275,2.412060077,2.245452201,2.12664891,2.179790169,1.685438802,2.646965244,2.43203311,1.566543485,1.497253252,3.825293691,1.434680721,1.872827351,0.832910182,0.990913677,2.29250015,3.308782745,1.885473701,2.222217639,1.987264442,2.142530421,1.235215701,1.102928524,2.58047529,3.112966172,2.538550411,1.018331186,3.273808502,3.300717038,2.230533036,2.173286557,1.830020176,2.231382596,0.389269505,0.770279536,3.292100931,2.268038506,1.773381441,3.041359574,3.183138294,2.446930441,1.810473516,1.705260405,1.219015866,2.281015022,2.305291443,2.421246216,2.383590838,2.62433186,1.463907086,1.739923506,1.225233947,1.578174433,1.392925906,3.306596591,1.190849844
Kntc1,2.907827811,2.343116661,2.033539209,2.386370867,0.880735198,1.867483499,1.856716896,1.069309048,1.155866334,1.732597217,0.861677974,2.496400369,1.914362105,2.525946352,1.869091533,2.122493951,2.691339458,1.888601807,1.633039925,1.863163813,3.682715948,1.347158899,1.675013666,2.007675198,2.688983943,1.74721745,0.42757983,1.217882552,3.259683622,2.313175523,2.254168332,1.233874812,1.688869584,1.940936556,1.021819677,2.294792536,2.489623741,2.338139965,2.463095644,1.771065763,1.962860561,2.313990408,1.796582685,1.650413997,1.609531597,2.250655677,1.714139623,1.691260873,1.111260818,1.453095256,1.779489943,1.885913339,1.840618608,1.803669522,1.784107491,2.013252095,2.341786249,1.508720204,1.148341658,2.610838708,1.051306408,1.566696401,2.479395933,1.730004063,1.593706113,2.085798326,2.069411447,0.484914224,1.089340283,1.324208055,1.934568339,2.367141005,2.092139721,2.042373614,1.642676645,2.279536265,1.915905489,1.956455287,1.452797078,1.491520836,0.896508177
Kpna2,2.456179535,1.261813073,1.57416434,1.066695071,1.369302667,1.44362595,2.267355837,0.287905733,3.147022986,0.810255054,2.036622339,1.004849984,2.08644456,0.574088649,2.456446125,1.017359752,0.600643019,0.55090305,0.174776859,0.988665485,1.778110142,2.665969786,3.369462533,2.088738421,0.770995899,1.924083816,2.175706133,2.251759702,1.090568378,2.307553748,1.70502073,1.060710899,2.980786842,1.14787511,1.943308087,1.602553844,1.164450562,2.447857381,1.251800962,1.278667945,0.693878781,1.066773008,1.106897709,2.377457558,2.464950373,1.631161162,2.6571625,1.984316365,1.018538892,3.328309185,1.067487583,0.413600941,2.693822925,2.171922112,3.177465085,0.928673937,2.413506807,1.210436708,1.569274785,1.482560544,2.639861202,2.803867901,0.853312671,3.090573914,3.546773876,0.991782994,1.50441882,0.632863508,3.433541069,1.507712036,1.384630893,3.206078441,0.667247503,0.954206553,0.467646799,1.008681633,3.256876085,3.210826,1.964488776,0.553108362,0.335718949
Krba1,1.2919261,0.85272036,0.706649384,0.463600476,1.308364684,1.160971665,0.978308956,1.509093378,1.029296012,1.049207951,0.677511202,0.388011859,1.304838239,1.090973165,0.936044901,0.929034806,1.559827141,1.351518192,0.991137568,0.335473534,1.498914827,0.774878481,1.255768464,0.546520467,1.075676928,0.676012907,0.602462925,1.140912044,0.519651489,1.22167916,0.675215256,1.064557448,0.897529413,0.562999218,0.897925152,0.63106271,1.353027024,1.039661123,1.332920441,0.729783194,1.013892104,1.194357176,1.157516816,0.923345661,0.839804706,0.790138598,0.968587529,0.744902099,0.876057774,1.019305085,0.813171127,0.782925255,1.0411203,1.420253029,1.102570773,1.013312802,1.064842313,0.828534891,1.038725962,0.941752815,0.934828802,0.797878409,1.461209975,0.81296703,0.967434291,0.806750402,0.616716504,1.494843868,0.766464501,0.620607805,0.470413852,1.007457308,0.625061166,0.7719374,1.23420836,0.569405564,1.024773425,1.040088401,1.070009255,0.752997518,1.357569726
L3mbtl2,1.814724214,1.386487836,1.213753487,1.50204924,1.092658227,0.719473546,2.024397706,1.146703695,1.35835285,2.156723545,1.110845852,1.210177226,1.945441228,1.072249223,1.81325995,1.657601213,1.41565657,0.772730183,1.535519497,0.653729276,1.840309404,2.027237389,1.485427698,1.222383891,1.569731518,1.929013987,2.152801822,1.682946133,1.468466891,1.424593257,1.874510785,1.424033233,1.030491567,1.106953127,1.664838816,1.929703826,1.862157109,2.08879396,1.954015504,1.97186616,1.45759396,1.462636954,2.157697218,1.990571971,1.760437884,1.381231719,1.546104781,1.656095165,2.003774131,1.829084056,0.9593871,1.464648573,1.563833203,1.03370114,2.132595678,0.876529672,1.458643234,1.760070505,1.688366826,1.378718809,1.336132107,2.527583351,1.857819931,1.381121822,1.753711469,2.198019093,1.521014065,0.967252931,1.729668911,1.235257219,1.86450654,1.641556533,1.767459865,1.763944854,0,1.143236266,1.605298848,1.748526974,1.61196176,1.340316222,1.355804436
Lamb1,6.438925371,6.420027151,6.056195013,6.082659731,5.888022467,6.627811023,6.800682437,5.732164668,6.238387201,5.943907183,6.224156788,6.237327204,5.712006425,6.419582232,6.45050686,6.599228348,6.482458839,6.202305049,7.145532082,6.54946702,2.442011935,6.268827862,5.993641086,6.362175113,5.683879856,6.23136162,6.226373318,6.551378329,6.620532643,6.452518856,6.355461721,6.27199341,6.739944132,6.389490141,6.108475262,6.517379618,5.779412663,6.081493162,5.619706708,6.391985866,6.07032225,6.658801024,6.105934364,6.265114732,6.721614069,6.369604907,6.290847813,5.835733293,6.444595607,6.579800482,6.697325875,6.565496026,6.795347207,6.651094885,5.911378682,6.359378722,6.626945927,6.422396939,6.641577676,6.403103888,5.925933961,6.305968098,6.237517254,6.129603949,6.520428942,6.098072349,6.551721647,5.985603481,6.637742012,6.594514826,5.828947492,6.213220152,5.956304725,6.269360659,6.718409199,6.02159546,6.319779984,6.291114696,5.788060537,6.742949304,6.40357314
Lamb2,3.211742964,3.389352545,3.29663791,2.580433778,3.324372019,2.884070425,3.002007666,3.877657567,3.024127775,2.817425402,3.166091568,3.246166507,1.538527258,3.382107783,3.271447779,3.83382012,2.700530887,2.826404623,3.182425639,2.711906869,0.478880832,3.634894299,3.258388916,3.291748848,3.134753868,3.143729718,3.430762643,2.197822301,2.975285574,3.641885853,3.046278235,1.651682058,3.166562365,2.005654546,3.528139176,2.367735028,2.779440096,3.068048147,1.942956555,3.131547546,3.779267986,3.556674974,3.393892137,3.14758062,2.689758229,2.727523212,2.952524883,2.038076401,3.554147514,3.158237303,3.252935872,3.81710509,3.179807401,3.27030323,2.353305594,2.469769445,3.015429205,3.312296845,2.260462547,3.102592609,2.518618546,2.797702813,3.509567739,3.099549635,3.265669757,2.791061351,2.710077262,3.825625393,2.745218895,3.054170045,3.062657663,2.93609765,3.354527604,3.229494755,3.616385034,2.2913492,3.426543112,3.243936628,2.370902124,2.827149807,3.046018299
Lamc1,6.564613847,6.587476582,6.408533779,6.035459842,5.822650014,6.514726677,6.721167861,5.952635904,6.322172464,6.247029282,6.080802955,6.319225308,5.796649705,6.458412086,6.6684436,6.380520322,6.324159425,6.572343603,7.334085796,6.719691475,2.645292426,6.470709534,5.707318542,6.668764241,6.040871789,6.168824348,6.167713602,6.948252419,6.116030667,6.804545649,6.322980017,6.456532279,6.949978125,6.319311481,6.345981822,6.880860214,6.111967104,6.356739881,6.165886786,6.331817622,6.349158495,6.743801944,6.297363905,5.962074331,6.734700985,6.513009111,6.352033562,6.074395664,6.524281554,6.873599341,6.794258234,6.613184861,6.808225961,6.633231666,6.17204883,6.332032172,6.816033175,6.59230459,6.916632876,6.472727311,6.251729531,6.423778694,5.945752241,6.383975523,6.822395348,6.410918406,6.847944393,5.930631387,6.59324467,6.401171203,5.855182996,6.444398739,6.315392025,6.233004762,6.734932571,5.834599167,6.58784392,6.570111126,5.814615405,6.491180709,6.499064891
Ldb1,1.860765728,1.857640045,1.705828093,1.542314803,1.719756614,1.400423883,1.692879311,2.430556346,2.272173286,0.969795389,2.112036253,1.236790368,1.521887296,2.065227891,1.809705065,1.649113179,2.190186296,2.191838405,2.225776607,1.831283946,2.183845821,1.475475095,2.200412509,1.844045108,2.2287292,0.960810921,2.32110622,1.316396802,1.567334591,1.797307679,1.4713798,1.894913369,2.262210822,1.570590661,2.459839858,1.553651556,1.957663089,1.881556306,2.122198603,2.134380668,2.616672789,1.738552354,1.826856736,1.625609797,1.51868632,1.985024041,1.186853807,1.351942557,2.000043529,1.656519298,1.770027689,2.553728983,1.481170834,1.59043271,1.355687391,1.707950287,1.637296099,1.981581058,1.882488629,1.616416082,1.291504364,1.60025466,1.486146349,2.157268702,1.745540104,1.751238979,2.116574465,1.543603937,1.493308512,1.981692453,2.211897211,2.083031112,1.786596107,1.731559263,2.144469801,1.994819553,1.642295788,1.406355795,1.360087625,1.795525627,2.225661912
Ldlrap1,1.251533686,1.957846184,1.816670756,1.305474444,1.939340413,0.667024099,1.475584991,1.055230667,0.889903239,1.068381092,1.455645793,0.535982471,0.902732261,1.870257338,1.049274702,0.818640884,0.743059223,0.750721971,1.383223558,2.574454806,1.217100022,0.973028155,0.967539037,2.175291636,1.102325542,1.322146747,1.336409641,2.323615543,0.328640567,0.991970699,1.067440762,1.714584739,0.786181689,1.493485094,0.265824832,1.809136298,0.880964479,0.276027267,0.740569289,1.052382353,1.479500422,1.421335064,1.594004653,0.428782611,2.400803271,1.293120852,0.508235426,0.937215146,0.83345676,2.224388659,1.596583922,1.149605922,0.682622598,0.508674843,0.530715211,1.577300212,2.106982587,1.100450538,2.163806696,0.922443286,1.446469251,1.800235195,0.789648441,1.613000133,1.349196546,1.67348052,2.450184919,0.047160322,1.343919687,0.726711994,1.915209682,1.684554723,1.388411076,2.452291357,0.839357675,1.48242299,1.611315645,1.30551689,0.735417043,1.036840008,0.813613988
Lefty1,0,0,0,0.152390915,0,0,0,0,0,0,0,0,0,0.228662085,0,0,0.023707481,0,0,0,0,0,0,0,0,0,0,0,0.12456734,0.089924481,0,0,0.031640312,0,0,0.105059329,0,0,0.460082409,0.065660405,0,0,0.093823906,0,0,0,0,0.020056711,0,0.262811953,0,0,0,0,0,0,0,0.081175433,0.108219628,0.219842874,0,0,0.072434437,0.127430134,0,0,0,0,0.165064768,0.357190089,0,0,0,0.161783909,0,0,0.118423962,0,0.174216366,0.193393777,0.079585627
Lefty2,0,0,0,0,0,0,0,0,0,0,0.016610289,0,0.027964134,0,0,0,0,0,0,0,0,0.015486031,0,0.018315517,0,0,0,0,0.018294449,0,0,0,0,0.015548962,0,0,0,0,0,0,0,0,0,0,0.041181135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020251345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03647129,0
Lhx2,0.324298095,0.011065135,0.034737968,0.505742954,0.190185837,0.317520678,0.3881781,0,0.19897372,0.195146922,0.153652474,0.331543542,0.260374632,0,0.090774242,0.154523545,0.14235484,0.285850414,0.20191882,0.71758252,0,0.039663952,0,0.726149836,0.162431239,0,0.471486897,0.215688342,0.815803171,0,0.11916821,1.060103632,0.111539826,0.353249751,0,0.217605641,0,0,0,0,0,0.079869235,0.226549062,0,0.149586645,0.327952074,0,0,0.083182072,0.278202828,0.337070221,0.256999416,0.049845221,0,0,1.002869014,0.285644679,0.824887495,0.553048149,0.187568369,0.585764571,0.044662613,0.382013889,0.198733424,0,0.493140457,0.159941772,0.076021078,0.086810763,0,0.080912595,0.515794601,0.663320979,0.173613121,0.223020386,0.600984376,0.45771296,0.094244045,0,0.619163057,0.682298906
Lmo4,0.511306308,0.622586591,0.496864365,0.670187645,0.439930227,0.680794811,0.693168284,0.37185351,0.591190895,0.71227521,1.004108332,0.288320454,0.522673032,0.144891387,0.575728136,0,0.249839615,0.360323876,0.366844669,0.491755164,0.6266341,0.120447431,0.867192593,0.252085386,0.378995741,0.626268763,0.052102102,1.243129625,0,0.574879873,0.076167645,0.91867681,0.466298766,0.945019386,0.488740723,0.128203626,0.117169808,0.322375148,0.548151961,0.614824933,0.449627471,0.398782374,0.431948796,0.153021911,0.481140088,0.193683895,0.81032461,0.268628715,0.199733156,0.762563993,0.263542778,0.22739402,0.550806239,0.100725155,0.235917433,0.193168524,0.062815295,0.61550137,1.019116764,0.382682576,0.131519967,0.660312636,0.230267192,0.68647343,0.754971613,0.424951374,0.485614186,0.26276096,0.352978891,0.467315625,0.315923709,0.482524792,0.240448826,0.324012716,0.11685114,0.128667394,0.502739396,0.053414867,0.279556803,0.57052917,0.119414989
Lrp2,3.968217786,3.615210527,3.063890971,3.808599184,4.64430659,3.767896792,3.980103312,4.23907444,3.906122278,2.226742387,3.513697226,3.783713272,2.74712675,4.116739728,3.869523466,3.575942631,4.319192189,3.506267092,4.73115226,4.684044031,0.332717092,2.493858353,3.629081998,4.139062811,3.331278204,3.914858637,3.567011232,3.479607623,3.824892274,3.415390666,3.759771125,3.643720425,3.896887171,3.679414216,4.70005301,4.376575624,2.77499207,2.274657354,3.16149227,3.982956552,4.09378876,3.38510359,4.163218595,3.251855881,3.986443553,3.839906784,3.283070403,3.725369743,3.6475019,4.2951595,4.114071893,3.964417404,3.929901283,3.495324444,2.616218837,4.320598611,2.968438322,4.145268408,2.906638398,3.153912831,3.972289965,3.721904034,3.925935591,3.998555737,3.035782509,3.532283094,3.562955813,3.816706588,3.314513118,3.017644506,2.504416664,4.075286421,4.183957768,3.832875057,3.19579968,4.072374154,3.992889142,3.864313531,3.223864379,3.711862512,4.488230206
Ltbp4,0.641591851,0.101233919,0.054295918,0.609086303,0.327090709,0,0.695994009,1.479163227,0,0.115080598,0.430848061,0,0.560226422,0.385838567,0.354357847,0,0.361634177,0.981571858,0.265231359,0.286363831,0.492912643,0.722303431,0.424290309,0.188770286,0.37550396,0.208198284,0.595577984,0.165422283,0.516022951,0.738104941,0.478378166,0.333825143,0.060428487,0.374638893,0.220058991,0.435521696,0.264690142,1.302976563,0.288826631,0.105226842,0.204822177,0.064111411,0.783315388,0.362095585,0.550889438,0.851605071,0.268561812,0.180373315,0.432046977,0.211448166,0.857612602,0.746301133,0.749111861,0.157584196,0.248802659,0.369363806,0.215981367,0,0.172913417,0.808706144,0.238151325,0.202899418,0.203408464,0.20228758,0.459390932,0,0.705975677,0.337221556,0.038394033,0.750861215,0.761769839,0.202937059,0.581889989,0.65684325,0.19585957,0.604558693,0.27703679,0.135919777,0.121457806,0.535481666,0.255653458
Mafk,0,0.444280202,0.482025832,0.471192839,0.754560205,0,0.182069338,0.10375977,0.313916789,0.105150956,0.107369774,0.084893366,0.478318389,0.271128635,0.181833861,0.410510127,0.39046548,0.504672861,0.324864502,0.34478259,0.464663724,0.100311352,0.417381878,0.564808035,0.709145533,0.049445626,0.961009376,0.269468195,0.651443431,0.311852079,0.312548952,0.518689496,0.265485742,0.847681815,0.172420391,0.717047662,0.285172178,0.349823527,0.193981904,0.156219915,0.240017168,0.225552545,0.457506898,0.52209235,0.356344387,0.150119378,0.062347035,0.709313504,0.208838054,0.206574503,0.899059771,0.68774751,0.270523484,0.165328068,0.262761575,0.30075498,0.313196614,0.520361926,0.222812913,0.651396396,0.701881861,0.457258886,0.383824644,0.792595594,0.256748396,0.013472168,0.265221739,0.690998799,0.155514645,0.413084119,0.389708797,0.324742258,0.048337196,0.397408237,0.418086655,1.315151951,0.256857256,0.511137297,0.395284105,0.121507204,0.685231664
Maged1,4.04443596,3.62871104,3.70372214,3.767100277,1.750145549,3.318709326,3.352031268,2.552376152,4.183761317,3.938200166,4.2525331,4.396502554,3.184331743,4.058340304,3.609910879,2.996621936,3.026769209,4.095527744,4.236566699,3.690536112,2.179886871,3.469565147,3.703466494,3.757808272,3.336039548,2.852535831,3.703852685,3.291564642,3.559009717,3.40624307,3.244221476,4.097012326,4.624681042,3.789639753,4.107071034,3.465498359,3.271165925,3.18502559,3.278644173,3.553315313,3.971455084,3.576189102,3.613014404,3.094352027,3.592254403,3.721068357,3.293208873,3.377358441,3.865302964,3.522670339,3.616286063,4.139401636,3.900030497,3.755533654,2.553769776,3.252174218,3.373929901,3.558130903,3.607830469,2.946104405,3.63414262,2.519787383,3.668606728,2.98009423,3.024906079,3.451934007,3.812114064,3.941294238,3.428746472,4.07265692,2.995952964,3.589424105,2.798632964,3.589758159,3.615261565,2.595851495,3.393006684,2.758734558,2.689166321,4.003756582,3.359615469
Maml1,1.027060677,0.851643895,0.627370447,0.828695858,1.093222322,0.474819889,0.691514929,0.660595866,0.708048969,1.107321361,0.762488374,0.442829004,0.647606825,0.773562966,0.649465845,0.589605361,0.792419599,0.457954116,0.848497518,0.827835485,1.058736892,0.830926977,1.033106293,1.091546797,0.612118666,0.66230482,0.787735965,0.558486964,0.554447668,0.789144805,0.696953196,0.68859184,0.960721954,1.295454817,0.945131921,0.944041068,0.373206576,0.691939085,1.038985714,1.025425374,0.791400726,0.557612489,0.701256635,0.391126112,0.756860781,0.785490589,0.91950681,0.742580681,0.676493481,0.617395311,0.812863839,1.064829432,0.638331412,0.870536169,0.828947065,0.725987428,0.679512999,0.805687484,0.796965152,0.804594083,1.204795743,0.702376127,1.070035537,0.788381047,0.781661303,0.994942207,0.684832262,0.40854024,1.029107244,0.517493928,0.800272981,0.564808429,0.803305292,0.758796058,0.506861509,0.707168754,0.896305906,0.815498389,0.603901098,0.288911006,0.821311374
Maml3,0.218805195,0.187630104,0.124679172,0.037527118,0.333245701,0.613079156,0.736509112,0.762775137,0.562195509,0.198858251,0.193913256,0.498937307,0.335170469,0.051529686,0.233238891,0.621130212,0.195925632,0.158919568,0.517937866,0.536675043,0.083530966,0.013112519,0.065268596,0,0.034017428,0.023145839,0.170720118,0.46637512,0.190601488,0.607685635,0.278532044,0.262545003,0.783120405,0.072064879,0.151057376,0.537936126,0.077663716,0.079313726,0.253653113,0.072271086,0.137862291,0.414930232,0.153678798,0.035217683,0.421233293,0.118324127,0.068538749,0.014776144,0.172778761,0.431824303,0.332853383,0,0.37287383,0.327474362,0.104438974,0.109864973,0.164584958,0.291175297,0.429626677,0.086862519,0.031384748,0.231593809,0.459810026,0.65230195,0.241279077,0.032853298,0.055857873,0.517926185,0.094814515,0.248824121,0.10191403,0.390992346,0.247206984,0.053360473,0.393089939,0.319076444,0.261874404,0.234093849,0.200756796,0.166334009,0.155040947
Man1a2,2.870484148,3.155746538,3.616705911,3.486825943,3.049822013,2.84639138,3.280620977,2.969935996,3.801723958,3.872841531,2.942636836,3.107322117,2.265073203,3.16906998,3.006999607,3.755707491,3.496203028,2.483015503,3.467412949,2.788780684,1.542189115,1.847546282,2.943546181,3.642634774,2.924964291,2.787562609,3.41521547,3.620423344,2.847611309,2.972113231,2.531246429,3.682232852,4.307421212,3.392110047,2.623898263,3.211919253,3.245956761,2.773006782,3.177573462,2.961210893,3.052814265,3.031661876,3.25569128,3.216219444,3.229101308,2.563384515,3.280517279,3.127844979,2.954293584,3.671168086,2.961425768,3.229962371,3.40520814,3.339322907,2.365739879,3.235176966,2.88554515,3.434957359,3.487061082,2.331193711,2.87501994,3.080399465,3.409434886,3.297573428,3.219784127,3.727522422,3.677181612,3.057558976,3.246596849,3.977327905,2.624331969,2.739109252,2.583683062,4.308462215,2.849605179,2.413510524,3.153686456,3.181168195,3.159405101,3.304562736,3.092302406
Mapk11,0.002210397,0.002577733,0,0.005733989,0,0,0.340866336,0,0.002546353,0,0,0,0.006695993,0,0,0.001585701,0,0,0.09273904,0,0,0,0,0,0,0.002495279,0.007697492,0.001897226,0.002509979,0.013781985,0.021061079,0.003025567,0.010202952,0,0,0,0.00391751,0,0.002034329,0,0,0.006485364,0.003615649,0,0,0,0,0.004771841,0.008878102,0.007278266,0.031506903,0,0.0069016,0,0,0,0,0.005092836,0,0.00935637,0.005599097,0.012157465,0,0,0,0.021183234,0,0,0.011714312,0.009588444,0,0,0,0.178589407,0,0,0.003857188,0.009719494,0.016367747,0,0
Mapk13,0,0,0,0,0.362617188,0.197785318,0.128239701,0,0.092335713,0,0,0,0.153539996,0,0,0,0.078105018,0.042382156,0,0,0,0,0.249008192,0,0,0.053562533,0,0,0,0,0,0,0.110027857,0,0,0,0,0,0,0,0.148497571,0,0,0.075603366,0,0,0,0,0,0,0,0.120550448,0,0,0,0.139325495,0,0.128167658,0,0.103637572,0,0,0,0,0.047459776,0,0,0.16977026,0,0,0.165132742,0,0,0.038221221,0,0.135413682,0,0,0.321777648,0,0.370483789
Mapk3,2.894293383,2.043442287,2.807162047,2.762704462,2.721249638,2.673982854,3.07491591,3.118823903,3.796355531,2.631161438,1.498195091,2.404267632,2.19062732,2.908355323,2.424228631,2.685695692,3.317049879,2.812150127,2.395801056,2.260144463,1.674266826,2.734857501,2.553935863,2.917351606,2.614745201,2.344402773,3.541342683,2.639935654,3.594385081,2.733599629,2.288590777,2.644449404,2.392919915,2.332097683,3.332312646,2.469864671,1.833614831,2.692625257,2.207455578,1.998834282,3.435070778,2.826131935,2.866342064,2.540267851,1.801345806,2.411681354,2.054167257,2.608567453,3.498452411,2.732514314,3.29048266,3.800937524,2.939214912,3.10820301,3.037861011,2.558572874,2.949205761,2.970414126,3.431490161,2.831727742,2.400912524,2.55858527,3.282803741,3.226375302,2.344355203,2.978812965,2.499795649,2.762679721,2.580748992,3.317576199,3.015469812,2.954063616,3.210873445,2.478022256,2.570254979,3.193759822,2.950923229,3.219067548,2.923673793,2.79814691,3.482713527
