X,RamDA_mESC_24h_A04,RamDA_mESC_24h_A05,RamDA_mESC_24h_A06,RamDA_mESC_24h_A08,RamDA_mESC_24h_A09,RamDA_mESC_24h_A10,RamDA_mESC_24h_A11,RamDA_mESC_24h_A12,RamDA_mESC_24h_B01,RamDA_mESC_24h_B02,RamDA_mESC_24h_B03,RamDA_mESC_24h_B04,RamDA_mESC_24h_B05,RamDA_mESC_24h_B06,RamDA_mESC_24h_B07,RamDA_mESC_24h_B08,RamDA_mESC_24h_B09,RamDA_mESC_24h_B10,RamDA_mESC_24h_B11,RamDA_mESC_24h_B12,RamDA_mESC_24h_C01,RamDA_mESC_24h_C02,RamDA_mESC_24h_C03,RamDA_mESC_24h_C04,RamDA_mESC_24h_C05,RamDA_mESC_24h_C06,RamDA_mESC_24h_C07,RamDA_mESC_24h_C08,RamDA_mESC_24h_C09,RamDA_mESC_24h_C10,RamDA_mESC_24h_C11,RamDA_mESC_24h_C12,RamDA_mESC_24h_D01,RamDA_mESC_24h_D02,RamDA_mESC_24h_D03,RamDA_mESC_24h_D04,RamDA_mESC_24h_D05,RamDA_mESC_24h_D06,RamDA_mESC_24h_D07,RamDA_mESC_24h_D08,RamDA_mESC_24h_D09,RamDA_mESC_24h_D10,RamDA_mESC_24h_D11,RamDA_mESC_24h_D12,RamDA_mESC_24h_E01,RamDA_mESC_24h_E02,RamDA_mESC_24h_E03,RamDA_mESC_24h_E04,RamDA_mESC_24h_E05,RamDA_mESC_24h_E06,RamDA_mESC_24h_E07,RamDA_mESC_24h_E08,RamDA_mESC_24h_E09,RamDA_mESC_24h_E10,RamDA_mESC_24h_E11,RamDA_mESC_24h_E12,RamDA_mESC_24h_F01,RamDA_mESC_24h_F02,RamDA_mESC_24h_F03,RamDA_mESC_24h_F05,RamDA_mESC_24h_F06,RamDA_mESC_24h_F07,RamDA_mESC_24h_F08,RamDA_mESC_24h_F09,RamDA_mESC_24h_F10,RamDA_mESC_24h_F11,RamDA_mESC_24h_F12,RamDA_mESC_24h_G01,RamDA_mESC_24h_G02,RamDA_mESC_24h_G03,RamDA_mESC_24h_G04,RamDA_mESC_24h_G05,RamDA_mESC_24h_G06,RamDA_mESC_24h_G07,RamDA_mESC_24h_G08,RamDA_mESC_24h_G09,RamDA_mESC_24h_G11,RamDA_mESC_24h_G12,RamDA_mESC_24h_H01,RamDA_mESC_24h_H02,RamDA_mESC_24h_H03,RamDA_mESC_24h_H04,RamDA_mESC_24h_H05,RamDA_mESC_24h_H06,RamDA_mESC_24h_H07,RamDA_mESC_24h_H08,RamDA_mESC_24h_H09,RamDA_mESC_24h_H10,RamDA_mESC_24h_H11,RamDA_mESC_24h_H12
Med12,1.429240842,0.817261902,1.543111947,1.555972682,1.373902074,1.517901307,0.90354331,1.232263678,1.593341455,1.548944517,1.242065225,1.206292665,0.947141472,1.348406818,0.899494115,1.190317302,1.192944372,1.027940005,1.508674984,0.701377904,0.983125506,1.549727763,1.041575241,0.829667664,1.192470049,1.421332934,1.491567159,1.475724261,1.138908024,1.56797046,1.02394294,1.205487065,0.653561431,1.152238754,0.906829783,1.100476018,1.091734652,0.382483517,0.725741456,1.348599629,1.144211515,1.498996626,0.816530331,1.671752368,1.728542024,1.378800906,1.32621085,1.308626044,1.975547898,0.793373114,1.125137657,1.758883593,1.099498236,0.970595382,1.083951738,1.183491565,0,1.474156638,1.203818982,1.400084369,0.708259203,1.253146725,1.655278367,0.855093351,1.086580841,0.800431823,1.537207156,1.140310292,1.403730996,0.96357549,1.468332985,1.673463764,1.059435953,1.571312738,1.473106139,1.45964474,1.24416615,0.683988032,1.072525517,0.940481201,1.663704764,1.000033836,1.575187672,0.509802337,1.046469389,0.664183564,1.205625332,0.977409716,1.247123992,1.725947412
Med15,0.931667727,1.331480983,1.138038977,0.926077518,1.128038603,1.521055483,0.94118135,0.937844155,1.458638089,1.172695465,1.184980128,1.417942402,1.421864667,1.444453263,1.205653289,1.264227093,1.180504877,0.794481023,1.198684827,0.958205806,1.321034405,0.925181814,0.90340107,0.847579651,0.982810885,1.043512533,1.471037776,1.277237079,1.186083986,1.233734439,0.931724544,1.141132654,0.655766917,1.342578985,0.992457555,1.19376271,0.589439965,1.135900898,1.310572496,1.291161518,1.214914737,1.007677625,1.159668383,1.291111485,1.450411649,1.007106724,1.237575312,1.015931676,1.295975337,0.783621355,0.928935459,1.051326924,0.961337196,1.573458843,1.313990883,1.022550373,1.123004202,1.123893755,1.115384241,1.519433959,1.075494771,1.269678945,1.383707001,0.999542486,1.341624289,1.386981773,0.988458427,0.915963477,1.551363008,0.802335116,1.012460174,0.785888523,1.07502026,1.179236694,1.147598255,1.20734139,0.582443811,0.946494088,1.061073074,1.460777081,0.973393082,0.904357135,0.825363725,1.031520802,0.89400099,1.384156663,0.675015933,1.072407501,1.123756325,1.33094263
Med21,1.506125522,2.361864647,3.201156903,2.274855309,1.549520515,1.428348971,2.482816404,2.035014116,1.381176436,1.437964195,1.525749378,1.483628661,1.639602968,1.616891347,1.774517413,2.064937264,1.740577423,1.858284869,1.453487737,2.037396798,2.454639901,2.276241761,2.02521753,1.552518436,2.194981163,1.92215112,1.948766554,1.803067439,1.385854942,2.232402164,1.083223021,2.002706595,1.895567043,1.993660508,1.061642815,1.401038311,1.637121834,1.605817884,1.807207285,1.797382433,1.629413388,2.31080822,1.789443129,1.262476128,2.777259781,0.783087099,1.964497696,1.586621374,1.394063519,1.16934523,1.523162913,1.558193749,1.4770349,1.349866657,2.350898868,1.132392482,1.303833457,2.359036235,1.830576805,1.214993362,1.412244061,2.261368843,1.582575426,1.818000394,2.059140424,1.37961559,2.53489709,1.622277895,1.894053623,2.125105939,1.613681369,1.69919634,0.852403117,1.871942935,2.05341385,2.201068526,1.832741451,2.011646173,1.365235572,1.006491862,2.310259993,1.473407121,1.273866796,0.736890784,1.321074448,0.997567519,1.533662169,1.071962097,2.612237465,2.593511629
Med31,0.803762313,0.422880256,0.721010926,0.445933155,0.650380676,1.041699851,0.329472793,0.101208724,0.629159057,0.629293525,0.397317546,0.384137295,0.14798236,0.279145121,0.667992087,0.76142231,0.405101004,0.231685869,0.73002289,0.898943886,0.407086176,0.494045565,0.48103103,0.209600848,0.911939008,0.74918348,0.685961183,0.681815686,0.774290125,0.526428177,0.191231784,0.282246732,0.889758796,0.42910838,0.545995352,0.354130229,0.420013597,0.907582139,0.572626329,0.36685912,0.901817507,0.804554194,0.697728238,1.022789554,1.010466542,0.296696932,0.563253928,0.560292616,0.804658463,0.371426732,0.152847776,0.663398507,0.380834064,0.146802433,0.314808585,0.515432743,0.774442151,0.528272229,0.189248979,0.572395837,0.842571241,0.758186783,1.000542364,0.911681493,0.823643385,0.609755195,0.312010107,0.437737269,0.788403992,0.37236576,0.842423219,0.308906883,0.551555355,0.636898286,0.20022152,0.49937383,0.690470771,0.442774013,0.205498818,0.580603247,0.449308846,0.555777931,0.773197281,0.364668793,0.433077115,1.113332181,0.789855921,0.574399532,0.789271123,1.027378446
Med4,1.568607902,1.719265861,1.375809565,1.495095802,1.999966241,1.724268959,1.941910295,1.903451375,1.229083982,1.715710493,1.524375503,1.48055961,1.606428232,1.752381967,1.595507759,1.750747984,1.864807889,1.482502169,1.991706504,1.549217441,1.565865456,2.102592747,1.76397554,1.538781398,1.524146332,2.050840236,1.520327912,1.735725837,1.873856554,1.691583079,1.856653327,1.829959513,1.664009472,1.709827902,1.835663489,1.456065637,2.011504118,1.716865964,1.788144357,1.757123487,2.000241475,2.008372679,1.786751877,1.552753266,1.545683508,1.479586851,1.985098714,1.598283186,0.722444026,1.490769989,1.279041619,1.498520432,1.66958,1.755941778,1.70664191,1.478111624,1.137043336,1.032024753,1.431884117,1.380597278,1.613397707,1.69494252,1.786585716,1.55457152,1.859535844,1.741180213,1.052491623,1.497348191,1.520937149,1.784450588,1.686531708,1.716394166,1.23159196,1.974022057,1.745929894,1.611961027,1.823010287,1.715848003,0.950649708,1.6172869,1.265843535,1.299215087,1.329138849,1.630612415,1.761739351,1.528795523,0.849573661,1.751845272,2.243742513,1.922638495
Mef2a,0.360266977,0.778954128,0.508622501,0.50798364,0.540942231,0.811448343,0.249458664,0.481174006,0.226688663,0.300842042,0.402335973,0.207937043,0.252816034,0.81804861,0.766033652,0.440408084,0.448559844,0.202460099,0.541835375,0.334076053,0.649645911,0.74223591,0.357467136,0.100913136,0.894498537,0.226541588,0.212307322,0.681912695,0.598143566,0.462454509,0.68364127,0.811416472,0.306182605,0.490389988,0.434123226,0.194318162,0.487891542,0.242766406,0.403380306,0.596374489,0.254329403,0.649094355,0.769947815,0.620597698,0.138684391,0.375704248,0.577589872,0.457103413,0.255309258,0.33088326,0.767386164,0.220451425,0.557208461,0.389812401,0.608881502,0.62443345,0.736920353,0.328572016,0.671765939,0.48940052,0.549285565,0.483237883,0.208911227,0.456012967,0.493960962,0.345203452,0.72917872,0.497021648,0.475581698,0.454411429,0.758466988,0.431814004,0.240735914,0.287019108,0.331979513,0.492122289,0.458838843,0.314361401,0.696269662,0.14360247,0.603672632,0.763861842,0.488162933,0.92241129,0.272419655,0.583507616,0.509558452,0.422834847,0.609991634,0.46590434
Mef2c,0,0,0.315504862,0.192137719,0,0,0,0,0.016238115,0.171621383,0,0,0.054594948,0.156177636,0,0.317336108,0.081258128,0,0,0.174890345,0.266874286,0,0,0,0,0.303475536,0.265497434,0.072686136,0,0.772573319,0,0.048357063,0,0,0,0.076828857,0,0,0.069982132,0,0,0,0,0.179301396,0.254109751,0.065689429,0.352484934,0.281028535,0,0,0,0,0,0.198344687,0,0.048336406,0,0.009961955,0,0.122077291,0,0,0.010046138,0.017610132,0.169398045,0.062383841,0.055296967,0,0,0.045933408,0,0,0.068309544,0.060364446,0,0.127571819,0.039011978,0.226571112,0.215926044,0.268859302,0.136259796,0,0,0,0,0,0,0,0,0
Mef2d,0.971010493,0.627347318,0.958087446,0.619868727,0.462737284,0.301212769,0.649578303,0.627007528,0.787067618,0.616269221,0.684769917,0.50728904,0.768604324,0.880129009,0.948553468,0.414002585,0.989324527,1.106872063,0.464866165,0.911153879,0.791393037,1.003626324,0.395815793,1.155740428,0.646142575,0.347670507,0.40573304,0.706667761,1.221372307,1.061146737,1.145818712,1.81022623,0.795078075,0.741844017,1.269298051,1.58155613,0.583786699,0.379065621,0.417609655,0.665788129,0.814619863,0.923515825,0.531973116,0.683614135,0.54179206,0.952264636,0.740231497,0.189217643,0.793946224,0.830020955,0.606266915,0.846382302,0.647369013,0.979426294,0.824264414,0.461565313,0.283622753,0.46744431,0.506336321,0.141445868,0.536737953,0.373447341,0.677226018,0.565929353,0.852503082,0.636221427,0.145673518,0.269337526,0.558225458,0.657718472,0.624059158,0.70240872,0.56655597,0.142447786,0.132510062,1.319099815,0.679983642,1.13871639,0.403858581,0.707139715,0.487160197,0.520076354,0.416898382,0.425942211,0.422297026,0.373751596,0.998232805,0.474431859,1.1497312,0.907770304
Meis1,0.303892201,0.462244822,1.054742452,0.957981097,0.261372353,0.588269075,0.120596572,0.064111057,0.942307351,0.986423892,0.866319591,0.664764864,0.947339884,0.816645587,0.645956874,1.386464694,0.531131367,0.433621425,1.28834674,0.509409156,0.497258881,0.302183573,0.528440896,0.953716373,0.997622377,0.729829716,0.258347257,1.286738313,0.311287185,0.623426019,1.400053314,0.18549564,0.004590277,0.551549398,0.685571707,0.456238146,0.196212447,0.158484155,1.710825635,0.466537191,1.453217323,0.286096647,0.705750821,0.088920623,0.356955078,0.212944745,0.37138732,0.51235625,0.66825362,0.59854617,0.735277803,0.386475231,0.780979407,0.52971976,0.321381407,0.733205709,0.466384392,0.644136775,0.695286579,0.636318846,0.048048258,0.441935755,0.19405357,0.181290347,0.350800218,0.433690206,0.587332733,0.70261962,1.065830807,1.006187348,0.663662642,0.408263445,1.203575113,0.133752098,0.604641686,0.370070569,1.092817242,0.639257058,0.232854796,1.231083477,0.145575741,0.119544483,1.377375285,1.080318464,1.345534675,0.991216468,0.444659745,1.749363675,0.455525335,0.544707585
Men1,1.607563687,1.925849783,1.151873602,2.121709303,1.448060185,1.795456824,1.977983625,1.369056477,1.990915935,1.521930468,1.472983047,1.200176812,1.093864918,2.005667265,1.629815807,1.91317438,1.479410361,1.861050323,1.627082767,1.260523939,1.684111779,1.743000361,1.17231159,0.818693049,1.930117124,1.07409635,2.198982147,2.073414932,2.147339906,1.927120959,1.42841135,1.964074552,1.624113937,1.891358254,1.17185226,1.426666502,1.44545685,1.843768257,1.392036355,1.828990937,1.935547812,2.137802756,1.690896909,2.319481026,1.805426279,1.45248493,1.745369455,1.469881228,1.055024122,1.881263586,1.735766382,2.014547547,1.40824629,2.129242713,2.209132673,1.224217347,1.042658874,1.926644379,1.96003062,2.106747246,2.460736673,0.874357376,1.987950724,0.831270167,2.439062709,1.7887979,1.249395347,1.652818509,2.189735629,1.428577428,1.729329208,1.849530959,2.026083351,2.283746322,1.800919077,2.201910204,1.82266454,2.418188719,1.716605774,2.415959903,2.327250267,1.159365901,1.786034305,2.176103762,1.706110463,1.36117899,1.24866655,1.951629828,1.643881829,2.327554792
Mis18bp1,0.585786564,0.526518389,2.45528374,2.323883065,1.413499542,1.996911311,0.680153548,1.009249044,0.88137721,2.87788147,1.944719153,1.307707436,0.911882237,1.258505963,1.743425712,2.245202286,1.448511181,1.691041371,2.25606439,0.879805609,1.027255599,1.143970838,0.717132307,0.50142851,1.291423232,2.123048711,1.619902782,2.001643313,0.511423122,2.081048434,1.302579007,1.641425651,0.769194697,2.121569547,0.915952396,0.613753019,1.558525852,1.094873652,2.07876258,1.897788251,1.387501908,1.515350276,2.240345926,1.666246482,1.139269798,0.983144573,2.554837136,1.16737761,0.829683022,0.946752302,0.297970173,1.726719931,0.606991469,1.373775185,2.351300105,0.851866676,1.370051505,2.270782406,1.743109018,0.863680808,0.418988499,2.256746135,1.871408428,0.179994913,2.324590959,0.976832176,0.798458806,0.761560902,1.720131107,1.973805239,2.455132007,0.446926012,1.774714901,1.528063784,0.692870519,0.586018725,2.292574126,0.772426706,0.55086336,0.575370082,1.738384138,0.897261698,0.54543491,0.284652844,1.319386629,0.433817019,0.639360039,1.715997952,0.651233628,1.735647912
Mitf,0.225032748,0.303152133,0.179666888,0.211402225,0.131653369,0.206857935,0.245609268,0.312257149,0.196976005,0.35811588,0.037402811,0.248361513,0.031917903,0.126019506,0,0.183214638,0.420810737,0.29987937,0.358200039,0.038120627,0.173835885,0,0.102771713,0.096979536,0.179550848,0.315088891,0.096154274,0.359222922,0.135841865,0.046650095,0.150296307,0.166712208,0.087914737,0.136000436,0.130156428,0,0.131875294,0.374603839,0.205481957,0.369957203,0.052441852,0.156134711,0.147116131,0.018171092,0.46366514,0.891178127,0.059813108,0,0.363580962,0.569791566,0.341397445,0.0883931,0,0,0.446447312,0.178031989,0.069191278,0.367820708,0.136737715,0.369407362,0.310375112,0.138434637,0.255458323,0.035808711,0.306124991,0.247748826,0.248597215,0.279247284,0.09362589,0.207704852,0.242572069,0,0.218057264,0.29946137,0,0.199480897,0.449644442,0.031602931,0.085659383,0,0.086969432,0,0.1591928,0.222640849,0.134711744,0,0.521296247,0.17530814,0.131443976,0.097370534
Mkrn1,2.948692441,3.077550081,3.317299206,2.475970708,3.146766341,2.8246088,3.23265475,3.147393641,3.122562118,2.633378611,2.591029399,3.49776833,3.463436374,3.247557664,3.091129382,2.45265182,4.292664605,3.136048676,3.862000987,3.098774429,3.310709732,3.011702112,3.18658118,2.306079007,4.270287553,3.163631811,2.893781151,3.024678798,3.397315873,2.776659558,2.380879501,3.039458225,3.070286086,3.298243211,3.599274159,2.745368015,3.675272067,2.941098439,4.100589535,2.582487555,3.048118722,3.017905768,3.940473844,2.85336094,3.1450354,3.738631329,3.358888714,2.783056896,2.5238319,3.320829211,3.427887067,4.253916593,3.19203923,3.384755223,3.041928983,2.603660745,3.733022836,4.37917376,2.302726481,2.975269829,3.391019469,4.311355694,3.427533162,2.908434986,2.722326581,3.556356419,2.483311839,2.85452836,2.784079953,2.716722826,3.870108158,3.056078334,2.94115411,3.065271819,3.29951993,2.962253196,2.602858618,3.202344409,3.150326585,3.525645947,3.68918504,2.737524495,2.797490995,2.674378556,3.069905852,4.029224125,2.984388126,2.953749858,3.738328396,3.104984453
Mllt1,0.31163183,0.584272912,0.403683313,0.549316028,0.275423512,0.725043641,0.640460925,0.502386593,0.486187891,0.443260199,0.372895941,0.577485202,0.441264016,0.706537093,0.694062607,0.458506375,0.330611749,0.297691153,0.314169795,0.633342539,0.397276983,0.593316716,0.540320957,0.225243757,0.25906813,0.493823969,0.386369227,0.333613657,0.81521671,0.468028599,0.659344425,0.432816311,0.46283251,0.423636324,0.812687981,0.796793028,0.395183773,0.503714927,0.563471369,0.517448655,0.439447771,0.73265465,0.280034484,0.385181455,0.326889281,0.825699767,0.431322228,0.486811656,0.683699913,0.311999896,0.451611962,0.656385371,0.247319435,0.548989147,0.513713516,0.381435555,0.450755183,0.409760128,0.504861088,0.570798246,0.514836997,0.609190811,0.299081147,0.427728316,0.424638178,0.556021301,0.446778766,0.531203604,0.288586139,0.335493237,0.549359355,0.400231792,0.744661083,0.230254079,0.47890638,0.419652351,0.659696554,0.805514409,0.742623209,0.806580872,0.671811115,0.433102105,0.244706827,0.416517261,0.556509485,0.496306776,0.652057681,0.585951712,0.616009103,0.3431276
Mlxip,0.803158557,0.613486895,1.127316335,0.604262595,0.735324807,0.825595492,0.985361037,1.149806621,0.691602731,0.406427238,0.777895384,0.385895953,0.833257646,1.996166958,0.989688299,0.813944914,0.788585192,1.104289901,0.992012269,0.392954119,0.995978544,0.772975475,1.522055047,0.844693283,0.482491521,0.366475155,1.243037106,1.212606298,1.931775248,1.073224819,1.144249604,0.789604395,0.70998646,0.926562856,0.891162141,0.87670651,0.606857319,0.446216068,0.680316266,0.654603706,0.910747328,1.056712704,0.544376203,0.771509469,0.314314229,0.909159127,0.592651342,0.388247429,0.504133858,0.370078354,1.046681843,0.575162706,0.799153639,0.720839065,0.706950618,0.578599948,1.049022357,0.523662451,1.047670461,1.219634114,0.840989086,0.445312732,0.47846561,0.929472005,1.424292864,0.932163544,1.448576296,0.327944412,1.038866491,0.708765468,0.97123099,0.925191871,0.718590809,1.389067565,0.308895498,0.811820899,0.743969243,1.241058326,1.029460444,0.809998155,1.138455607,0.484857666,0.934516297,0.974691253,0.664814519,0.813208661,0.881109461,0.9428622,1.172635052,0.571002738
Mlxipl,0.01877531,0.312989084,0.264600911,0.160890443,0,0.067341244,0.018770646,0.149881166,0.021211132,0,0,0.020525112,0,0.032065447,0.076977445,0.156348471,0.04993293,0.177877424,0.012889134,0.01915217,0,0,0,0.087312825,0.182267604,0.215651552,0.113958826,0.088567029,0.082890719,0.239915816,0.125352293,0.51592322,0,0.035535368,0.068290805,0.011224883,0.2396898,0.077214776,0.23071308,0.091299276,0.022433115,0.087508488,0.264669907,0.021614313,0,0,0.035097472,0,0.023995443,0,0.164243509,0,0.043043178,0.073995511,0,0.058565364,0.169334487,0.285937134,0.071122433,0.012182456,0.09029393,0.089445285,0.056597401,0.263992187,0.228988534,0.298029422,0,0.144285537,0,0.017006744,0.366139527,0.039184817,0,0.029963886,0.04260138,0.027795463,0.0733168,0.18002588,0.098637238,0.097608382,0.038069612,0.327846829,0.026317867,0.134024834,0.012409522,0.225010707,0,0,0.026104551,0.201830641
Morf4l2,5.460760234,2.718892345,3.817899141,3.459253472,5.633245854,4.866688458,4.04738698,5.066595399,4.79199618,5.693969928,3.326569504,3.639236046,3.90738122,4.576018732,4.422561073,5.388005733,3.640857777,4.148638114,3.629375593,5.392127395,3.502808718,4.348175175,3.458073635,5.435188736,2.860947078,4.387610166,4.583499693,4.116003296,5.555398911,4.717940721,5.53866262,6.057264436,5.820792606,4.287723162,3.675567081,5.250885607,4.727886144,3.385992567,3.126550316,3.860479095,4.707649848,4.846254071,3.440717452,3.881907606,4.014171247,4.995270106,5.55971952,3.708018651,4.407622083,1.357051659,3.711656349,4.070771893,4.799979851,6.142362195,4.527296068,3.739994667,0.995846486,2.777586455,5.361895046,5.012357043,4.377268373,2.898107312,3.335121371,5.603872977,3.244804921,3.311004615,4.593731462,6.137032754,5.255879629,5.44879474,4.416729413,4.138660682,3.310749123,3.398068781,3.225979028,5.422105973,3.73744452,4.983471078,5.96720275,4.232558202,5.566380285,5.148178637,5.466248265,3.103931521,3.381512939,3.775383119,3.201213514,4.768776153,5.19414324,5.9483388
Mphosph8,1.867867511,1.330077786,2.083506647,1.770433753,2.394360739,2.084408204,2.285890352,2.398755684,2.013762878,1.973727129,2.097259924,1.791067751,1.405900373,1.526586246,2.278208333,2.910560846,2.611247894,1.246952219,1.955116761,2.460722057,2.597400826,1.606114038,2.506137007,2.01957923,1.421710364,1.516081775,2.677523051,3.07242678,2.807559327,1.563483044,3.137343605,1.54040883,2.310999088,1.772659034,2.057731752,2.096565947,1.676268112,2.357019769,2.365319676,1.374599227,1.540684134,2.268468331,2.163386247,1.735346434,1.557292977,2.180503828,1.812440727,2.662962045,1.595868812,2.406455412,1.634189838,2.512467584,2.184584349,2.063700926,3.132430235,1.82767417,2.83836153,1.371716576,2.079983549,3.23705511,2.87320607,1.090789118,2.199114102,0.861496861,2.708354113,2.468157089,1.999591619,2.923099497,2.020943823,1.62866704,2.543838489,2.464230962,1.798089899,1.331617332,2.103438399,2.113017435,2.529738121,2.455480454,2.467420356,2.600290964,2.351114707,2.012273472,2.241952918,1.703748347,2.069091895,2.487292453,0.65504046,2.384695205,2.235102317,2.076327789
Mras,0.156130212,2.026061981,2.386336299,1.106272807,1.258587406,0.939699403,0.341884507,0.594964315,0.270652456,0.598952947,1.385632653,0.52854679,0.932547291,0.208018088,1.510683212,1.701431599,0.380199703,1.016000744,1.126035743,0.384036402,0.865791033,1.430570502,0,0.675114549,2.024723397,0.483651917,1.116712479,0.223200143,1.102778984,1.171069877,0,1.146732987,0.46456259,0.1203937,0.235462994,1.67231036,0.31084418,1.124470523,1.215099371,0.777940111,1.354631061,1.753131476,1.206258648,0.243911604,0.609094428,1.947992078,0.176222486,0.153702146,0,0.154659206,2.640088089,0.215032702,0.35556658,1.250174342,0.321791968,0,0.327541122,2.46820313,0.89465988,0.797024878,0.92091819,0,1.083109263,0.474692976,0.756356318,0.144726292,1.038519833,1.086093958,1.338223282,2.070864866,0.177577332,1.152902003,0.182889725,0.972655639,0.654187102,0.2012382,0.458488209,1.328911138,0.788963961,0.788100193,0.991901913,1.261322172,0.844451674,1.70264093,0.733077117,1.912031796,0.907739877,0.871877598,0.537194269,2.625645143
Msh6,2.086846007,3.708136085,2.772044832,1.455505274,2.539070846,2.635636698,1.957954264,2.196002435,1.479813548,2.618245823,2.596713822,2.605170147,2.723758768,2.199063186,1.690200507,2.213870808,1.715126577,2.226832231,1.850309586,1.447199562,1.402417142,2.481842296,1.803346477,2.218953751,3.513972863,1.975354157,2.142833108,2.185755216,2.004413065,2.212083527,1.678093993,1.864344222,1.663282306,1.93903811,2.394810514,2.184935685,2.797136065,2.733835719,2.863179647,1.189549026,2.008830503,1.715754555,2.770973329,3.154310364,2.791283639,1.868417188,1.924334011,2.736382083,2.655666426,1.596325521,3.2279304,2.981154254,1.966657089,2.016491436,2.071732405,2.182293543,1.960847301,4.046564786,1.671470511,2.778691336,2.368959149,3.773898324,2.956602051,1.966335596,2.297328197,2.277830533,2.291887268,2.355060913,2.650323346,2.235496453,1.538595792,2.341097545,1.725218018,3.290873661,3.223028482,1.170096947,1.422085793,2.426037924,2.441778545,3.103133256,2.730188547,2.451726519,2.060055082,2.383179862,2.283203838,3.02542357,1.979369151,1.672436821,2.465579747,2.246879623
Msx2,0.141269119,0.045268422,0.370790421,0.207212956,0.034628606,0.135895215,0.573475132,0.654174819,0.60127018,0.169109555,0.152207636,0.309292225,0.546597743,0.905073574,0.560126329,0.328861824,0.422390425,0.30480175,0.113582328,0.420503155,0.465286795,0.516680662,0.29757558,0.532677144,0.164401782,0.430901646,0.131973477,0.824934995,0.63202241,0.822301154,0.754930209,0.585342195,0.382510345,0.449338227,0.407221534,0.611406843,0.501386725,0.15695286,0.236453714,0.438999208,0.524533974,0.408611659,0.170737014,0.306671221,0.325901249,0.11911061,0.647025379,0.014271705,0.944886332,0.334804599,0.263232578,0.100661732,0.440870347,0.658656542,0.515874341,0.437924244,0.740532207,0.342620721,0.698728548,0.536872934,0.058230635,0.167783131,0.778610813,0.590949328,0.136818682,0.291967986,0.796414458,0.845631741,0.908154052,0.343291805,0.236192846,0.205057155,0.363621523,0.217490442,0.755119316,0.336004377,0.521745304,0.528732552,0.058104584,0.299645263,0.16828035,0.29794012,0.372409433,0.186816462,0.798140617,0.311548213,1.233829026,0.783690844,0.619878565,0.112820511
Mta3,0.902709431,1.358621904,1.593437224,1.863801902,1.40931494,1.812157291,1.089327893,1.442384936,1.558820343,2.029581327,1.696178028,1.740755015,1.906575382,1.063921892,1.721098142,1.868477892,1.254011089,1.771057418,1.386799878,1.128155927,1.621230328,1.568994171,1.29857287,1.665427219,1.944397274,1.021239776,1.550023144,1.724366247,2.123101582,1.850781729,1.627041096,1.954328998,1.192148041,1.294046256,1.875117642,1.197811006,1.624364564,1.191070026,2.268440119,1.185783725,1.80756082,1.706788911,1.215197423,1.689147262,1.065245853,1.72989167,1.934257467,1.620744843,1.609122324,1.427329313,2.361437601,1.50580079,2.174492168,1.844262622,1.485701457,1.508309811,1.248948164,2.637676473,1.817768357,1.85515826,1.779919942,1.606049879,1.67078209,1.147684306,1.440105311,1.661390408,1.634458706,1.949699069,1.858857538,1.317920332,1.461650808,1.479619427,1.784272649,1.409779706,1.266265245,1.474585964,1.689978275,1.950661937,1.768261001,2.104201568,1.337589874,1.286916298,1.765098805,0.988940369,1.296477264,1.169147705,1.333227709,1.683065281,1.640261305,1.772562866
Mtf2,1.95017883,3.397885979,3.016449885,3.003540761,3.005628879,2.595040672,2.336926794,2.536766412,2.790350068,3.059483391,2.756542727,2.706551463,2.471473288,2.784717893,2.9244134,3.155406765,2.761137766,3.505159027,3.411738149,2.571809259,3.0289557,3.460011219,2.460387384,2.700977068,3.750794349,2.680765695,3.083095571,2.810064434,2.864059317,4.150600316,2.751940468,3.136113442,2.405347404,2.356602913,2.977627476,2.693268225,3.170363455,2.904364207,4.124673068,3.128647129,2.497193532,3.555368397,2.790471328,2.919055622,3.060246807,2.402058033,2.790424227,2.854822601,2.598190668,3.245609328,3.464072174,2.674019509,2.751766304,2.938323482,3.118208743,2.846652748,2.657311896,3.99281372,3.698366659,3.010976779,3.577211832,3.576702677,2.388666593,2.366282743,3.163988983,3.234582076,3.010196563,2.72957095,2.535048386,3.241667383,3.73725053,2.883522655,2.356970264,3.217773784,3.088368422,2.265707942,4.093166884,3.359386199,2.744008093,2.51958983,2.843595544,2.581250164,2.859193008,2.975206955,2.866531066,3.870367772,2.216083963,2.238216362,3.004196834,3.192190925
