X,RamDA_mESC_12h_A04,RamDA_mESC_12h_A05,RamDA_mESC_12h_A06,RamDA_mESC_12h_A08,RamDA_mESC_12h_A09,RamDA_mESC_12h_A12,RamDA_mESC_12h_B02,RamDA_mESC_12h_B05,RamDA_mESC_12h_B06,RamDA_mESC_12h_B07,RamDA_mESC_12h_B08,RamDA_mESC_12h_B09,RamDA_mESC_12h_B10,RamDA_mESC_12h_B11,RamDA_mESC_12h_B12,RamDA_mESC_12h_C02,RamDA_mESC_12h_C03,RamDA_mESC_12h_C04,RamDA_mESC_12h_C05,RamDA_mESC_12h_C07,RamDA_mESC_12h_C09,RamDA_mESC_12h_C10,RamDA_mESC_12h_C11,RamDA_mESC_12h_C12,RamDA_mESC_12h_D02,RamDA_mESC_12h_D04,RamDA_mESC_12h_D05,RamDA_mESC_12h_D07,RamDA_mESC_12h_D08,RamDA_mESC_12h_D09,RamDA_mESC_12h_D10,RamDA_mESC_12h_D11,RamDA_mESC_12h_D12,RamDA_mESC_12h_E01,RamDA_mESC_12h_E02,RamDA_mESC_12h_E05,RamDA_mESC_12h_E07,RamDA_mESC_12h_E08,RamDA_mESC_12h_E09,RamDA_mESC_12h_E10,RamDA_mESC_12h_E11,RamDA_mESC_12h_E12,RamDA_mESC_12h_F01,RamDA_mESC_12h_F02,RamDA_mESC_12h_F03,RamDA_mESC_12h_F06,RamDA_mESC_12h_F07,RamDA_mESC_12h_F10,RamDA_mESC_12h_F11,RamDA_mESC_12h_F12,RamDA_mESC_12h_G01,RamDA_mESC_12h_G03,RamDA_mESC_12h_G05,RamDA_mESC_12h_G06,RamDA_mESC_12h_G07,RamDA_mESC_12h_G08,RamDA_mESC_12h_G09,RamDA_mESC_12h_G12,RamDA_mESC_12h_H01,RamDA_mESC_12h_H02,RamDA_mESC_12h_H05,RamDA_mESC_12h_H06,RamDA_mESC_12h_H07,RamDA_mESC_12h_H08,RamDA_mESC_12h_H09,RamDA_mESC_12h_H10,RamDA_mESC_12h_H11,RamDA_mESC_12h_H12
Myd88,0.249051303,0.392406961,0.019707507,0.524702547,0.116227406,0.337066407,0.495395174,0.593139831,0.27161684,0.337749755,0.858662878,0.266423743,0.311946131,1.158079909,0.173817143,0.422680093,0.692042955,0.324874234,0.452644181,0.379401154,0.273159911,0.473925943,0.349060829,0.17399978,0.48614315,0.26862532,0.797699315,0.852241952,0.543795705,0.510996065,0.354199601,0.678729954,0.198407493,0.271135121,0,0.100807583,0.315046805,0.693234044,0.462073616,0.757911605,0.390212386,0.447990635,0.595241488,0.809702881,0.210018809,0.200777483,0.298551417,0.665745685,0.51977625,0.613689845,0.395866462,0.386905562,0.359346458,0.35220773,0.919812995,0.382049034,0.775727256,0.600826032,0.437769607,0.330532846,0.377426288,0.429375106,0.567733256,0.533885218,0.38366015,0.322313194,0.248251532,0.117670437
Myh9,2.573799864,2.015150644,2.830915441,2.09580348,2.474354141,2.101207029,2.836238763,2.975909214,2.812431503,2.641994786,2.969588897,2.718755017,2.510327196,2.771492354,3.178144336,1.748362132,2.366573348,1.933881589,1.993989471,3.046165241,2.808465413,2.721393643,2.749936134,2.57928795,2.215562798,2.396196977,2.886271516,3.004125754,2.66878719,2.435749078,2.641029093,2.413524907,2.332037353,3.078785718,2.654332214,3.222773984,2.398046351,2.585455111,2.56655412,3.422511282,2.611717564,2.892093391,2.476616558,2.728965354,2.547243948,2.956444492,2.637175154,2.849172085,2.699441496,2.901309566,3.083431195,2.523678517,2.022869571,1.358979073,2.45597562,2.564376962,2.505067152,2.462465757,2.499600358,3.087963065,2.487052198,2.050420635,2.728643102,2.56802659,2.017589795,2.124843493,2.330123391,2.566294398
Myo6,0.529176368,0.424749676,0.512860849,0.478305436,0.745238441,0.214593229,0.356786644,0.586439321,0.224378356,0.730406168,0.901498385,0.451759121,0.249545446,0.231087989,0.096341091,0.376925776,0.297909563,0.011576324,0.693114664,0.281273237,0.195920974,0.192842203,0.554730278,0.259819044,0.174755844,0.210596975,0.651441452,0.438250512,0.499241352,0.30034686,0.520987871,0.408052277,0.715881281,0.634355403,0.288040968,0.437671246,0.199296949,0.216857205,0.498111027,0.500040692,0.23098629,0.532411081,0.27094264,0.289930717,0.453019786,0.068549909,0.557554025,0.404859467,0.101093657,0.93001272,0.418996561,0.647388319,0.183535564,0.217656489,0.748502079,0.362317059,0.751338369,0.9472008,0.686057295,0.682668276,0.739139461,0.188433206,0.117591216,0.130899384,0.491312745,0.217665297,0.078829728,0.081353081
Naa15,3.448499183,3.331744778,3.371831802,2.63837818,3.31305725,2.500092678,3.136835959,3.132748108,2.997493435,2.856936089,3.157909553,3.675772727,3.109944833,2.889019064,3.119426325,2.413494668,2.915009858,3.437643236,3.092552631,2.506003611,3.326373816,3.482539376,2.354438677,2.560437055,2.409550052,3.04841588,3.35375223,3.553502111,2.995080681,2.586310405,2.485543307,2.809816894,3.078882629,2.470650469,2.861473709,3.153979761,3.093743524,3.110740887,3.201459596,3.518793849,3.177693296,2.768988574,3.077142814,2.631279181,2.644929059,3.172234584,2.810769746,3.001411687,2.548897814,3.308824795,3.055394805,2.87993992,3.021628905,2.892030207,3.332926021,3.226595959,3.453759833,3.103070863,3.091733436,2.816823721,3.051704701,2.802458902,2.831306647,2.983454963,2.623756193,2.728812284,2.685434471,3.145591377
Nacc1,1.12362316,1.434007968,1.022227754,1.039463075,0.891054206,1.159295335,1.376472138,0.925609328,1.372660612,0.765792607,1.065045032,1.369048645,1.100415367,1.046101481,1.177217061,1.131879211,1.40479578,1.132171683,1.016468164,0.845390221,1.405729406,1.445108117,1.122599941,1.032393163,1.086475454,0.904571168,0.849164234,1.423097375,1.130774357,1.399196857,0.911921151,1.19209436,1.090938329,0.988821288,1.247592873,1.436432635,1.109561977,1.15428029,1.190271852,1.238469522,1.392235597,0.880217383,1.314247262,1.337784813,1.342179353,1.398484236,1.366456233,1.284657172,1.187147561,0.816171315,1.331119747,1.253997395,1.086228257,1.173261794,0.947918754,1.512559743,1.38890141,1.573997246,0.994905479,1.024905288,1.284711808,0.98449304,1.001985542,1.328035055,1.258219471,1.06371226,0.919880914,1.287903166
Nanog,1.52110493,0.070883363,0.300374912,0.200882899,0.876673102,2.444426308,0.117192618,0.022695276,0.332541512,0.128227395,0.147463675,0.407059143,0.057087093,0,0.166943935,0.057857751,1.905470394,0.130337522,0.101282925,0.438482884,0.111075046,0.117840438,0.055718348,0.319564261,0.072709223,0.235532343,0.160952559,1.308865001,0.182820527,0.466624317,0.108726066,0.090087012,0.062303622,0.672744597,0,0.147258103,0.031967221,0.16736514,0.062984665,0.001726516,0,0.228026277,0.083591272,0.126910682,0.083296522,0.383495312,0.082792621,0.781999633,0.156691985,0.172698229,0.138881551,1.145384204,1.103960916,0.055008324,0.098505508,0.078872288,0,2.861008556,0,0.089336478,3.791353834,0.142016959,0.346191762,0.060077346,0.22481061,0.058294889,0.222774095,0.139081052
Ncoa3,3.808215177,3.004788061,3.441363218,3.148280248,3.210333057,3.518915754,2.924465295,2.787874008,3.223708666,2.355669466,2.832016361,2.719463148,3.731243905,2.827733553,3.113419343,2.108913521,2.645944831,3.171712008,3.010465333,2.490536674,2.881790622,3.092463086,2.724159438,2.606326758,3.328253533,3.204280707,4.05404158,3.03045935,4.039747462,3.495058698,4.199620324,2.663003661,3.979643789,2.590720654,2.888120536,3.662068439,3.225683307,2.487930479,3.868328979,3.699716892,3.097527961,3.735678727,3.259312013,2.354529725,3.191156779,2.862128971,3.570041134,3.392788394,2.725988941,3.090948564,3.115865602,3.560779257,3.396533669,2.697444529,3.072284396,2.964765535,3.280483889,3.845424542,2.612109488,3.057646754,3.934229971,3.291734873,3.509749087,3.048461503,2.468037206,3.033158037,3.281265014,2.900316868
Ncoa6,0.888718198,0.537229248,0.538874788,0.911861013,0.812820527,0.549259889,0.279408243,0.786607274,0.5702558,1.185939311,0.762405733,0.932895576,0.851983511,0.462219892,0.510642083,0.732465595,0.905884063,0.484721268,1.00080772,0.889761149,0.837339634,1.051798716,0.691047151,0.530801686,0.747422206,0.356505873,1.258546886,0.592544946,0.803168999,0.964488498,0.653991198,0.761434754,0.818210141,0.403688488,0.887026669,0.944215069,0.852341118,0.830266956,0.674242023,0.892493589,0.576331076,0.700136345,0.491273441,0.517007744,0.480256849,0.722278256,1.050511306,1.243978563,0.552740535,1.203325105,0.505874619,0.480337479,1.084745386,0.557072171,1.277541112,0.825075303,0.881938885,0.794865039,0.475724841,1.001119832,1.227281001,0.365907038,0.833706873,0.981049974,0.775742598,0.626785667,0.611227948,0.636926871
Ncor1,4.092209747,3.002601348,3.96266995,3.734593778,4.156909898,3.201244302,3.14020987,3.101400797,3.745118267,3.591879826,3.170650059,3.567960643,4.040306761,4.046814063,3.372944806,3.809622587,3.414400242,3.67625725,3.794627728,3.21255797,3.777547078,3.597440893,3.809646317,3.313759369,3.042434464,3.299745232,4.415650904,4.08457104,3.525876828,3.793513198,4.108941465,3.176853269,3.894459004,3.358832059,3.118388732,3.732480206,3.536084205,3.35711197,3.226527398,3.596000289,3.323630007,4.097014867,3.511483885,3.474857735,3.579595631,3.664289476,3.94439058,3.908205168,3.514667675,3.669771758,3.254088226,3.794296018,3.791460653,3.048208336,3.839308263,3.48302426,3.76980008,4.409325343,2.945482981,4.212531666,4.997057635,3.578495207,3.892892328,3.440970039,3.522317277,3.398480728,3.407285467,4.105861286
Ndn,0.14212743,0.192121985,0.247367998,0.421457484,0.561086156,0.069989505,0.09597178,0.204147613,0.058989432,0.110650763,0.124677436,0.066466002,0.226761627,0,0.020528297,0.033342327,0.131972278,0.370239654,0.229035562,0.087342692,0.125639821,0.087703954,0.109327991,0.110746976,0.169543556,0.133085965,0.14446246,0.37725227,0.265649574,0.270039562,0.148294025,0.090631011,0.301060905,0.146508012,0.423736799,0.051653484,0.281920703,0.152556864,0.069422518,0.24399077,0.143116118,0.234244761,0.34656069,0.027897958,0.165332803,0.217417129,0,0.162718003,0.305948149,0.228375756,0.196365269,0,0.088569352,0,0.574940004,0.323808343,0.052325258,0.25255287,0.044118258,0.264286178,0.903612628,0.04951802,0.025845351,0.194533521,0.205942907,0.009336495,0.111060575,0.099412495
Ndrg1,0.178292807,0.272250868,0.450997352,0.402565156,0,0.801694934,0.527905736,0,0.512561408,1.584862926,0.853680507,1.053732826,0.358672849,0,0.065660195,0.223164595,0,0.921907621,0.207417727,1.292962376,0.050013936,0,0.454092812,0.368472651,0.135056184,0.476910934,0.328933277,0,1.047604468,0.862997333,0.539787659,0,0.016729061,0.086743928,0,0.385028483,0.355698905,0.300379566,0.237903614,0.531896912,0.746870386,0.089975861,0.207099691,0.285041978,0,0.191765184,0.209342514,0.21937523,0.638944087,0,0,0.117501896,0,0.267940032,0.335869878,0.279036038,1.121788006,0,0.307097512,0,0,0.175773972,1.053040161,0.312747355,0.627072498,0.059619995,0.845859214,0
Nedd4,4.338804931,4.160517034,3.628498125,3.29946711,4.295859826,3.703310735,3.541596127,3.642708621,4.555754044,3.172466954,4.19643109,4.233932394,4.317576657,3.91870774,4.28716292,4.131028893,4.207689146,3.939754238,3.551139244,4.036248941,4.588092342,4.089810253,3.987726749,4.228632713,3.957448982,3.942347993,3.411209338,4.146251174,2.795232286,4.144986975,3.369490959,3.80388345,4.42830962,3.485569605,4.204933016,3.951823446,4.018684644,4.177120024,3.6465443,4.655079192,4.199020701,3.680878204,4.332324387,4.218733552,3.632618007,4.207144253,4.222821739,4.737220733,3.796219699,4.3291991,4.284028453,4.014769697,3.39688077,3.625453124,4.534002908,4.070840774,3.51577421,4.423129749,4.435922403,3.773817611,4.192058249,3.107017166,4.159211738,4.078368501,3.941995571,3.593939488,3.670087247,3.736759129
Nfatc1,0,0.034691928,0,0.08906794,0,0,0.363010753,0,0.016198038,0.193797716,0.251830152,0.095909423,0.299588846,0.055037838,0.04135115,0.036046816,0,0,0.188574059,0.10478952,0,0,0.152915505,0.173636631,0,0.007523778,0,0.18682268,0.039693281,0.155232471,0,0.06594977,0.063778473,0,0.192899726,0.025384105,0,0.054292351,0.040650994,0.077773647,0.6386664,0.029190798,0.033083624,0.33062493,0.055777532,0,0.092666658,0,0.238453453,0,0.186468406,0.092444545,0.02753617,0,0.032090477,0.148599822,0.265546634,0.008932534,0.088149783,0,0.474834659,0,0,0.237790558,0.124248283,0,0.041972806,0
Nfatc2ip,2.031814008,1.950446533,1.413783794,2.74274066,2.067888131,1.905826063,1.608994589,1.551673092,1.78065015,1.613895935,1.203250238,2.142336999,2.725752087,1.680212583,1.668735398,1.88883917,2.028174902,2.068004931,1.468397177,2.432275619,2.555784749,2.352150446,0.670610951,1.809428358,2.439107012,2.795649854,2.239875779,2.297816175,2.655748757,1.95186585,2.362152527,2.262854124,1.678785463,2.301974011,1.50588914,2.702377211,1.568572614,2.130148803,1.949455233,2.43043445,1.78094976,2.412844444,2.656409465,2.802226032,2.139325168,1.231476431,2.181331498,1.801020604,1.621468155,1.24720181,2.139695213,1.141733326,2.595483238,2.484653619,2.274142759,1.736253669,2.56700958,2.028461952,2.420964591,2.099108005,2.590866027,2.042976989,2.559216959,2.173702518,1.417087279,2.335717521,1.549572861,2.112932757
Nfatc3,1.161629902,0.794924712,1.277913075,0.81248747,1.073804056,1.005106288,1.174453448,0.866280355,1.118517989,1.003416514,1.113629337,0.992083486,1.240068132,1.09306126,0.761061282,1.026967451,1.076609963,0.901661928,1.054845973,0.823166126,1.042655166,1.246844103,0.803524549,0.875442389,0.8623162,1.470404118,1.259099516,1.149742703,0.924332617,0.969116939,1.125229803,0.9433636,1.141468979,0.889224493,0.913854656,0.952858001,1.057112403,0.618803267,1.07465997,1.330497919,1.502972043,0.915400649,1.067593068,0.940746448,0.780658913,0.703346105,1.112967378,1.007204719,0.856599759,0.688823623,0.669337342,1.285334516,1.346361496,0.645923301,0.842921939,1.216876128,1.201645426,1.43260539,0.476012051,0.94709043,1.238850928,1.041760903,0.930001919,1.158535969,0.966136084,1.029968936,0.998370939,0.827705061
Nfatc4,0,0.072099159,0.098995825,0.05115681,0.338873044,0.1969792,0.120475158,0.209988531,0.141289817,0.312866128,0.044940674,0.184719751,0.058733613,0,0.091266708,0.025393392,0.076647176,0.008436317,0.015625032,0.649675393,0.234492695,0.201240356,0.469752214,0.101687695,0.027222061,0.041942255,0.01258234,0.117854821,0.287253262,0.389064716,0.074368108,0.16839963,0.226311487,0.118576118,0.197572627,0.258464765,0.155788829,0.031945183,0.320440472,0,0,0,0.079951425,0.132763873,0.081557307,0.074426227,0.033201239,0.251991767,0.107783874,0.118481204,0.02792186,0.042418756,0,0,0.015104081,0.050985384,0.245060038,0.073557614,0.040415403,0.41811127,0.197291656,0.027429784,0,0.043813616,0.149684075,0.235748791,0.114868873,0.064940012
Nfe2l1,2.201331332,2.285612367,2.381585174,2.381314907,1.691534056,2.135629427,1.728865178,2.55764873,2.596464475,2.088998495,3.126467205,2.565333906,2.49242928,2.353303178,2.294263901,2.563450859,2.811444501,2.056385016,1.997322389,2.140880112,2.23086494,2.274957041,1.422735962,2.701695568,2.67488631,2.371959656,2.687015813,2.298499422,2.53418467,2.584352348,2.05745052,2.328931189,1.850958089,2.225564626,2.593931107,2.649720459,2.145941755,2.433472765,2.080214316,2.466767619,2.256863653,2.478046615,2.495123009,2.447511682,2.620222863,2.037878916,2.32463192,2.358609332,2.449270946,2.744269614,2.391939169,2.547702238,2.084538211,1.927005714,2.528887636,2.107262681,2.561490515,2.878953898,2.137806183,2.504099798,2.019159494,2.549653596,2.833548826,2.428511973,2.355108623,1.90266277,2.367276574,2.393707084
Nfe2l2,1.797380135,1.372411039,1.583228639,1.285809628,1.451011833,1.289403156,1.112454353,1.130054448,1.187575541,1.523233535,1.325484464,1.400485425,1.795485612,1.174664983,1.618129016,0.995313453,1.152067117,1.555277692,1.15943706,0.751030408,1.266643641,1.995834511,1.511304578,1.330105884,1.183771508,1.033318807,1.770494725,1.155110843,1.278035534,1.383598918,1.713754062,1.48314426,1.483521583,1.654827432,1.210527208,1.449476373,1.532898945,1.21509646,0.882400093,2.232262631,1.700571583,1.483766695,1.140599614,1.394816834,1.251078955,1.730280581,1.458867808,1.834223271,1.592631118,1.586329222,1.429307412,1.891085234,1.951995383,1.111140885,1.428841149,1.330065642,1.705309842,1.659697053,1.30281536,1.599415903,2.687754643,1.305205652,1.951334465,1.282291813,0.884285403,0.98112395,1.375513407,1.354312034
Nfic,0.784271909,0.371022387,0.204741379,0.264099132,0,0.745985474,0.21458696,0.164947857,0.332832093,0.153468179,0.302939036,0.60963197,0.470074846,0.15423522,0.134694224,0.857676838,0.431375092,0,0,0.104267498,0.34971791,1.171923779,0.306404946,0.317530211,0.488654315,0,1.106495663,0.506184757,0.797598535,0.068391452,0.397917643,0.343391512,0.963356416,0,0,0.687572222,0,0,0,1.655880802,0.216337664,0.730871796,0.546196075,0.463114498,0.653951178,0.353607424,0.514455732,0.489067595,0.565231017,0.174376617,0.693746368,0.531465585,0.774169768,0.242169365,0.111292838,0.545059579,1.027167957,0.13352937,0.410790686,0.406701717,0.614240459,0.398525489,0.810834825,0.218252683,0.261758322,0.084811636,0,0
Nfil3,0.023624834,0.175199472,0.17959659,0.294534432,0,0,0.023544819,0.058739723,0.11085552,0.204827,0,0.104589783,0.15875947,0,0.132228716,0.083596106,0.126517956,0,0.077071985,0,0.019195846,0.182612495,0.070689106,0,0.056269043,0.069448018,0.126459388,0.085802995,0,0.0447619,0,0.351312407,0.099026766,0,0,0.257397368,0.251703162,0,0,0.108838687,0.201231651,0.164124738,0.495917859,0.035497622,0.081464506,0,0,0,0.104798894,0.083624371,0.135509429,0.169704138,0,0.195816869,0.025281869,0.220983441,0.390664239,0.062029381,0.062907198,0.150457853,0,0.146548227,0.312828421,0.119457945,0.091194731,0.035411639,0.273600141,0
Nfkb2,0.212181178,0.29802468,0.036247484,0.312079824,0.142042103,0.165706873,0.384346914,0.182263743,0.095084827,0.01555996,0.403838565,0.499454898,0.342458651,0.414029599,0.296408559,0.373822123,0.465861926,0.097717884,0.370224036,0.263723536,0.259531344,0.407213878,0.33919463,0.397764791,0.32705661,0.438221446,0.098056408,0.504025432,0.090271818,0.392304333,0.256273881,0.473075593,0.254816406,0.381407261,0.23081237,0.192582435,0.139627781,0.303449505,0.197325442,0.759990644,0.635305946,0.107127647,0.32618219,0.271633084,0.358902142,0,0.302758259,0.35270959,0.512916362,0.16874575,0.275021131,0.64063377,0.04133869,0.151093884,0.18360597,0.566913555,0.250862478,0.751826729,0.239497911,0.167441616,1.835183783,0.358570673,0.327107932,0.077554566,0.222781432,0.182853871,0.075104962,0.264084498
Nfkbia,0.259493603,0.784915463,0.144677075,0.08416263,0.619359352,0.49569351,0,0.371744534,0.074449594,0.419186623,0.754652191,0.239336571,0,0.085149995,0.306146042,0.5011554,0.112411404,0,0,0,0.169081436,0.110407,0.180396531,0.161071977,0.255079848,0.069083304,0.133817713,0.038560179,0.152562239,0.170403993,0.220138429,0.390450704,0.033590341,0.326891677,0.198024538,0.052421155,0.224684317,0.138938329,0,0.024773055,0.179297902,0,0.136011412,0.023635124,0.290498593,0,0,0.110680608,0.137397229,0.083187414,0.120441726,0,0.111487797,0,0.276200763,0.083884978,0.694789382,1.007111969,0.282996394,0.241495922,2.397513047,0.050254555,0.127903351,0.126426499,0.230288356,0.114213877,0.175344237,0
Nfya,1.777015902,1.33833383,2.563028303,2.016620469,0.734226405,1.436484553,0.926042758,1.462769003,1.684716949,1.416257754,0.869488249,2.269232318,1.350444041,1.64603789,0.995446468,1.698815333,0.24078666,1.71721342,0.334654552,0.960002994,0.836940877,2.211379898,1.504926918,1.853176644,1.759768192,1.492356568,1.542732579,2.536924364,1.602114327,1.450642905,2.216230817,0.51557548,0.760357462,1.435138553,0.943634003,1.820520871,1.184748102,0.868519797,1.435235011,0.989821043,1.835143187,1.057746748,1.068377838,1.987789702,0.863975205,1.631874576,1.888935669,1.432038156,1.250325581,1.186154437,1.388446712,1.522335623,0.503194391,1.039390255,1.3377832,1.177720921,1.640422613,1.235397716,0.864232818,1.620342314,2.013749351,0.608437773,1.654226522,1.673361088,1.394278148,1.319162822,1.315986875,1.152043581
Nfyb,1.634503023,0.821994442,1.295601371,0.625318327,1.905180984,0.891176551,0.90209909,1.184324088,0.731887878,1.76248441,1.023428965,1.631908395,1.249107705,1.379834224,1.075348515,0.947001298,1.70186415,1.363601577,0.956848544,0.682389126,0.875941598,1.226031634,1.322693474,1.315852559,0.745473694,0.810139301,1.044312001,1.514436518,0.701597753,1.299223942,1.041971927,0.721048424,1.198296417,0.956427025,0.870078004,1.070966453,1.801109242,1.177261995,1.188604253,1.394612116,1.491959093,1.028626341,1.541816067,1.2733719,0.987010334,1.334115178,1.491218127,1.329747585,0.791308255,1.172958695,1.075665559,1.344490795,0.830143659,1.558196241,1.615980148,0.854643197,0.71427804,1.428247052,1.3903679,1.196516648,0.93404489,1.232516856,1.070448846,1.350904377,1.024846487,1.238167511,1.208037997,1.524698298
Nme2,4.06936623,4.582794524,4.244908811,4.071672568,4.648292816,4.44689797,3.888049004,4.628841863,3.981346561,4.307346466,4.293104494,4.636721457,4.843671241,3.641416832,4.514979426,4.100332658,4.353661834,4.649806874,4.306140542,3.688365389,4.428498507,4.649355343,4.389309086,4.35145697,4.010101133,4.310346672,4.307837653,4.381231491,3.962460525,4.869986414,4.513280138,4.412279705,4.556932979,3.993562844,4.679725847,4.676455877,4.676117069,4.464057358,4.682660252,4.182506028,4.395992847,4.098339346,4.311939423,4.477234958,4.287731689,3.809103359,4.39709439,3.97330735,4.367516035,4.641493961,4.426470166,4.444310428,3.833817255,4.607483029,4.850843495,4.809694738,4.020217203,4.348452211,4.11418785,4.126007261,4.17377468,4.622966368,4.146856741,4.392090393,4.084479811,4.134586181,4.317864644,4.114513302
Nono,4.548604195,4.18677869,4.605830705,4.334784965,4.770430687,4.385328022,4.208734698,4.243738502,4.287787095,4.143552576,4.190371317,4.266529289,4.092758661,4.452316715,4.770469408,4.1008611,4.395334578,4.643100462,4.293664053,4.132412864,4.56575206,3.952501496,4.630541468,3.920735298,4.611707175,4.317785319,5.115357799,4.384040834,4.171582709,4.509820329,4.329953801,4.387151088,4.884942898,4.318310642,4.629203629,4.626343583,4.18603876,4.019007708,4.667458556,4.011617062,4.991150093,4.441541368,4.363579679,4.594370568,4.335257866,4.30010854,4.520226369,4.292168383,4.151927888,4.732305044,5.029266592,4.370382908,4.380297724,4.525307984,4.344751939,4.535939173,3.81511805,4.219596286,4.856545829,4.135542749,4.771711482,4.472211183,4.044327811,4.266009149,4.154813396,4.405448533,4.199490419,4.412377285
Notch1,0.29969543,0.624667823,0.932462465,0.039903217,0.683036182,0.780202513,0.063221989,0,1.995575692,1.322357356,1.294483012,1.72827898,1.517132064,0.299598737,1.741815587,0.265652871,0.0101973,0.302230458,0.930496616,0.776485508,0.603725394,1.109443612,0.078693686,0.790739263,0.762393972,0.320657126,0.970250277,1.300376293,0.865214762,0.886412468,0.372540638,0.565421398,0.738540685,0.8871474,0.636702717,1.374269571,0.705430981,0,0,1.991594539,0.958012454,1.377207475,0.814694444,0,0.883245384,0.897686945,1.352067777,0.7664139,2.079509758,0.561129114,0.711536998,1.159078356,1.722752108,0.147328844,0.671246119,0.865248946,1.376209667,1.770085468,0.691535891,1.61099491,1.061510982,0.492164755,0.962681561,0.510347315,0.271304603,0.052103968,0.257136498,0.013789404
Notch2,1.133962544,0.724467964,0.789042225,0.85825636,0.967107537,0.25398802,0.928646426,0.701610269,0.791546842,0.61280535,0.95796483,1.125597853,1.166669498,0.369068961,0.943395418,0.614258015,0.81299641,0.838697773,0.945131797,0.819408798,0.561599109,1.010902079,0.754649311,1.086340373,0.664392803,0.663624312,1.457324176,1.51880018,0.708320142,0.764015032,0.897220909,0.501152187,1.009776158,0.455897424,0.443905806,1.298360542,0.685991683,0.770490583,0.602660134,1.161817757,1.034398135,0.989793247,1.042648223,0.70219737,0.711902577,0.701565412,1.095357048,0.824266974,0.473497857,0.98538854,0.891832713,0.879696427,0.51553894,0.865301088,0.921888222,1.068781573,1.377457098,1.301370748,0.861012585,0.802765648,1.168661299,0.930950148,0.724006352,0.644403585,0.686553972,0.312676894,0.650370636,0.688528179
Notch4,0,0,0,0,0.249183119,0,0.416919752,0,0,0.020806143,0,0,0,0,0,0.006342508,0.287483305,0,0,0,0.005697546,0,0.015439568,0.164476138,0,0,0.26465546,0.116951515,0,0,0,0.005670557,0,0,0.075544514,0,0.019507046,0,0,0.075860744,0,0.104720952,0.005624548,0.015838173,0.415839137,0,0.079767489,0,0,0,0,0,0,0,0.084875091,0.006399359,0,0.07065861,0,0,0,0,0,0,0,0,0.310030583,0
Notum,0.990504354,0.415538543,0.283504974,0.701825976,0.188907617,0.447524969,0.155575925,0,0.974953809,0,0.315252112,0.628565924,0.421250147,0,0,0.648604335,1.064396539,0,1.078565448,0.452760507,0,0,0.764014877,0.452565374,0.064708875,0.429855757,0,0.501683945,0,0.159220532,0,0.149203039,1.01007695,0.672345426,0.631047827,0.132968875,0,0,0,0.537935939,0.449629579,0,0,0,0.461205276,0,0.124602026,1.921279093,0,0,0,0.344773111,1.308604193,0.170889451,0,0,0.57345393,1.327666937,0.072317957,0.409180562,0.618921051,0,0.184846012,0,1.45592494,0,0,0.15888438
Npas2,0,0.127410648,0.017200807,0,0.323375328,0.071786415,0.521194545,0.378926788,0,0.740191666,0.657234115,0.367746146,0.104155359,0.401558451,0.060661819,0.014780496,0.135287763,0.007921641,0,0.132354722,0.427404266,0,0.112096484,0.113549908,0.051175069,0.078298843,0.177250392,0,0.222310126,0.291139176,0.341026881,0.0522024,0.652214245,0,0.05754643,0.011881048,0.210783674,0.311269627,0.230774804,0.038510236,0.016059206,0.107743488,0.121680706,0.039014823,0.111327045,0,0.040806095,0.037685692,0.272396304,0.397165104,0.144871811,0,0,0,0.227607519,0.285344461,0.448018889,0.068113974,0,0,0,0.021063092,0.055363458,0.105674127,0,0,0,0.121489545
Nphs1,0.035749562,0.057708135,0,0.06122838,0.093556326,0.013619641,0.04668841,0.034783146,0.14383137,0.095892174,0.056563899,0.089028169,0.088335856,0.009524645,0.137376184,0.042446309,0.117471017,0.007785576,0.011559992,0.009414483,0.060718834,0.083317377,0,0.09129715,0.024684821,0.062756103,0.039226649,0.042661827,0.050866743,0.086846146,0.114224561,0.017957412,0.083752848,0.025236119,0,0.056287302,0.157699874,0.006361925,0.055120114,0.206781749,0.08020074,0.115940814,0.036895145,0.007663692,0.053454547,0,0.126092101,0,0.024613414,0.095542804,0.086761652,0,0.06480571,0.008122247,0,0.009251294,0.045437739,0.034690313,0.009355528,0.125645105,0.094369242,0.061095271,0.073114676,0.048137331,0.130554787,0,0.039753192,0
Nr0b1,1.820136702,1.358422382,1.120514927,1.126399273,2.1139731,0.194130667,1.472536494,2.655598606,1.379812593,0,1.559003054,0.248347481,1.78956017,2.407022651,1.921179968,0.576432159,1.695025555,1.830665943,1.72495493,0.457316236,0.935569886,1.051476605,1.656638133,1.473658315,0.37974522,0.628562917,0.906034874,1.615621316,0.080396555,2.369910555,0.129751858,2.296858014,1.451404647,0.492106184,0.901417496,0.866989364,1.577354762,0.208920506,1.330630945,0.848696107,1.179749693,0.36438408,0.972875076,1.296807469,2.058842299,1.942818766,2.784816771,2.424898281,1.587166385,0.267006646,1.93149878,1.105518168,0.881874157,1.954287428,0.379772404,1.840110461,1.433832793,0.377783571,0.996657114,0.285046312,0.679952625,0.495470853,0.457522981,1.999930073,1.245409635,2.109597446,0.748285749,0.763516359
