X,RamDA_mESC_00h_A04,RamDA_mESC_00h_A05,RamDA_mESC_00h_A06,RamDA_mESC_00h_A07,RamDA_mESC_00h_A08,RamDA_mESC_00h_A09,RamDA_mESC_00h_A12,RamDA_mESC_00h_B01,RamDA_mESC_00h_B02,RamDA_mESC_00h_B03,RamDA_mESC_00h_B04,RamDA_mESC_00h_B05,RamDA_mESC_00h_B06,RamDA_mESC_00h_B07,RamDA_mESC_00h_B08,RamDA_mESC_00h_B09,RamDA_mESC_00h_B10,RamDA_mESC_00h_B11,RamDA_mESC_00h_B12,RamDA_mESC_00h_C01,RamDA_mESC_00h_C02,RamDA_mESC_00h_C03,RamDA_mESC_00h_C04,RamDA_mESC_00h_C05,RamDA_mESC_00h_C06,RamDA_mESC_00h_C07,RamDA_mESC_00h_C08,RamDA_mESC_00h_C09,RamDA_mESC_00h_C10,RamDA_mESC_00h_C11,RamDA_mESC_00h_D01,RamDA_mESC_00h_D02,RamDA_mESC_00h_D03,RamDA_mESC_00h_D04,RamDA_mESC_00h_D05,RamDA_mESC_00h_D06,RamDA_mESC_00h_D07,RamDA_mESC_00h_D08,RamDA_mESC_00h_D09,RamDA_mESC_00h_D10,RamDA_mESC_00h_D11,RamDA_mESC_00h_D12,RamDA_mESC_00h_E01,RamDA_mESC_00h_E02,RamDA_mESC_00h_E03,RamDA_mESC_00h_E04,RamDA_mESC_00h_E05,RamDA_mESC_00h_E06,RamDA_mESC_00h_E07,RamDA_mESC_00h_E08,RamDA_mESC_00h_E09,RamDA_mESC_00h_E10,RamDA_mESC_00h_E11,RamDA_mESC_00h_E12,RamDA_mESC_00h_F01,RamDA_mESC_00h_F02,RamDA_mESC_00h_F03,RamDA_mESC_00h_F04,RamDA_mESC_00h_F05,RamDA_mESC_00h_F06,RamDA_mESC_00h_F07,RamDA_mESC_00h_F08,RamDA_mESC_00h_F09,RamDA_mESC_00h_F10,RamDA_mESC_00h_F11,RamDA_mESC_00h_F12,RamDA_mESC_00h_G01,RamDA_mESC_00h_G02,RamDA_mESC_00h_G03,RamDA_mESC_00h_G04,RamDA_mESC_00h_G05,RamDA_mESC_00h_G06,RamDA_mESC_00h_G07,RamDA_mESC_00h_G08,RamDA_mESC_00h_G09,RamDA_mESC_00h_G10,RamDA_mESC_00h_G11,RamDA_mESC_00h_G12,RamDA_mESC_00h_H01,RamDA_mESC_00h_H02,RamDA_mESC_00h_H03,RamDA_mESC_00h_H04,RamDA_mESC_00h_H05,RamDA_mESC_00h_H06,RamDA_mESC_00h_H07,RamDA_mESC_00h_H08,RamDA_mESC_00h_H09,RamDA_mESC_00h_H10,RamDA_mESC_00h_H11,RamDA_mESC_00h_H12
Lefty2,3.592744584,3.401374239,2.798721984,5.073026975,1.994134164,4.207882061,1.915028589,2.765645083,3.035299048,1.932380362,3.884413711,3.836500175,2.820678268,1.925295424,1.848554399,3.206769721,1.371577433,3.47128785,1.14743429,3.053359733,0.417266968,0.948161359,2.718600128,1.770864301,0.913166257,2.867903118,4.00594058,2.100302393,3.449967507,4.072798639,0.34068464,2.676455106,3.790235145,1.768955,4.153194259,4.482254794,2.678328576,0.800328847,3.553012518,4.008160471,1.939566068,4.915742653,1.966229735,0.194615974,1.13707649,3.612117996,4.44953155,4.484738623,2.011599223,3.877437744,1.185692859,2.288042184,2.546875924,2.516523897,3.427051168,4.458917403,1.505062561,3.218863808,3.247601292,1.905010186,3.377565442,3.914073984,0.877646769,4.018180941,4.156946658,2.539768795,3.311970473,0.200489173,2.669474695,0.152864998,2.980607611,4.641403775,1.983862393,2.933930304,2.092437298,1.481515619,2.83590652,1.573879765,4.431493478,4.073469062,1.297135988,2.246675796,3.147073401,1.276789456,0.395872956,2.812535368,2.576205795,2.98460275,3.553042223,1.860745611
Lhx2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20672631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301487594,0,0,0,0,0.232715284,0,0,0.072960049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409710663,0,0.015740265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07926567,0,0,0
Lmo4,0,0.377529684,0,0.104709279,0.237504788,0.454007857,0.193104489,0.565987188,0.295915828,0.322054124,0,0.196790475,0.088561485,0,0,0.513392416,0.177816956,0.071330216,0.56813698,0,0,0.233754141,0.129061223,0.280698793,0.189771614,0.165235882,0.081694631,0.336386476,0.318590397,0.15424458,0.264923066,0,0.042882007,0.490807033,0.078486661,0.111852975,0.165705296,0.129047056,0.454407528,0.103796014,0,0.183114703,0,0.057912707,0.035566348,0.158393501,0,0.083572085,0.202847976,0.553101469,0.068750571,0.318595103,0.219188825,0,0.399675723,0.227511825,0.155725468,0,0.192664895,0.352669779,0.105107525,0.114652408,0.043496186,0.148113322,0.370571567,0,0.039045829,0.287600982,0.147660964,0.033032451,0.102141418,0.188501763,0.2431667,0,0,0.140574738,0.101345898,0,0.136627838,0.141258189,0,0.183669205,0.146801265,0.11111216,0.186353463,0.203449731,0,0,0.119935816,0.035471879
Lrp2,1.086868779,0.30021448,0.57885408,0.082461737,0.380091077,0.308013506,0.88199648,0.262557512,1.15510252,0.369451986,0.834759557,0.034043501,0.223551133,0.014703518,1.167665652,0.229878594,1.338093513,1.841606071,1.660525289,0.329527787,0.211046038,1.152894388,0.42833623,1.011229137,0.958691617,0.229556405,0.399358355,0.959839237,0.034296004,0.582278404,0.44139617,0.718208204,0.920595515,0.072044803,1.303363848,1.904204034,1.178932206,0.166531904,0.361456145,0.911321794,0.050717309,1.03E-05,0.024901173,0.89015876,0.691278594,1.385669721,1.672856415,1.080187494,1.169851473,0.803614409,0.407742595,0.653613857,1.460294278,0.856265023,0.291388521,0.856721285,0.350126825,0.797986919,0.588521506,1.639999984,0.097846891,0.745418523,0.282795078,0.473818023,0.246903943,0.119923828,0.69225762,1.524867508,0.044679483,0.363644495,0.194220052,0.450307233,0.239121932,0.634313498,1.504791271,0.913643054,1.062132204,0.306863627,0.849126377,1.331103689,1.824299489,1.669911064,0.612739227,0.272754179,1.536874921,1.064294974,0.253614782,0.1284096,0.977844615,0.91732587
Ltbp4,2.032540962,2.289223485,2.14319102,1.36116747,1.937437321,2.171672178,1.320425624,1.416156499,1.555742842,2.490948903,1.551138633,1.360313052,0.965825776,1.410336699,0.953490784,0.636014191,1.366301231,2.437306263,1.490570128,1.731333318,1.69106599,2.485632955,1.338782649,1.189095116,1.366480237,2.014758422,0.58578636,1.859391388,1.721813324,2.765343364,1.881409202,1.903909509,1.535590773,1.479113798,1.020980494,1.070965206,1.439324357,1.708927402,0.881326784,2.119041798,2.417650488,0.67491836,1.659321606,1.803518016,1.885903748,1.308419206,1.982289263,2.395101073,1.44077086,1.139004529,1.037922715,1.552644536,1.342046208,2.244226285,1.045781937,3.162564561,1.427843051,1.902871604,1.446552122,2.074800965,2.373349879,1.990260703,2.282477101,2.117684372,1.811349831,1.386459618,1.131402332,2.330880521,1.453669113,1.399254202,1.418496974,1.817385658,1.468373318,1.566104022,2.139914059,1.692550742,1.074562943,1.304073782,2.452362773,2.523704417,1.413027916,1.319193707,1.60916721,1.654805072,1.586628172,2.489763707,1.403987416,1.725758556,2.199802953,2.478489475
Mafk,0,0,0.03004131,0,0.146146165,0.12796691,0,0.129358129,0,0.061215885,0.108350983,0,0,0,0.127076626,0,0,0,0.092359608,0,0,0.155221008,0.14230268,0.067344567,0,0.041009535,0,0,0,0.163117879,0.015381093,0,0.051458196,0.360338434,0,0.239378008,0,0.08366471,0.327037824,0.044484283,0.062901311,0.103204482,0.066165937,0,0.225890448,0.146142491,0.197311267,0.032733338,0,0.053059096,0.063280395,0,0,0,0.171562396,0.214692192,0.044623296,0.138587841,0.124278647,0.133705329,0,0.012755677,0.082760761,0,0,0.073211067,0.136267244,0,0,0,0.214687816,0,0.070775909,0,0.093222528,0.213678569,0,0.218686625,0.048543856,0,0.102839633,0,0,0,0.158029233,0.302063315,0.176965361,0,0.057574978,0.137327419
Maged1,1.386119134,2.152114478,1.549701852,1.637237057,1.205946507,1.795296814,1.754268519,1.885498929,1.407494196,1.586178218,1.608594446,1.722563043,1.922353245,0.767387495,1.816859021,1.75720973,1.749118282,2.148011029,0.909343753,1.230141534,1.181438914,2.470484436,1.295829889,1.717322754,1.865223127,1.571446215,1.785858777,1.858589384,1.246902202,1.819526001,1.490103545,1.570803638,1.570247336,1.76397466,1.860502083,2.140112456,2.028657109,2.179326014,2.747103449,1.012354491,1.887027333,1.192092045,2.099184805,1.178739024,1.23702328,1.72576482,1.928084334,2.06092941,1.880979244,1.818578762,1.435779064,1.29417584,1.790520594,1.624883423,1.797408255,2.098945066,1.182890762,1.749972851,1.313122349,1.028806733,1.344290393,1.383956534,1.009415466,1.78433997,1.432823454,1.542814605,2.166122562,1.667182568,1.080372947,1.584806127,1.842378012,1.638320624,1.317966775,1.523131095,1.813036543,1.173342305,1.844677497,1.817245026,1.227043616,1.537052464,1.274300661,1.487576601,1.518719037,1.521930963,1.111188555,2.08437834,1.446485583,1.905613277,2.164150844,1.734507446
Maml1,0.55299621,0.22634676,0.249471936,0.396116409,0.309305051,0.47292499,0.230823198,0.135633743,0.342481916,0.165455635,0.571951628,0.270705006,0.519459702,0.600640028,0.291286046,0.215673013,0.379600187,0.519314827,0.536192964,0.373323121,0.37085667,0.659036767,0.353569046,0.292417614,0.125017912,0.255813929,0.28804627,0.229163062,0.776126091,0.676249533,0.424994926,0.238273039,0.587105188,0.526219812,0.500854721,0.667418003,0.333425306,0.624086582,0.323502119,0.588176549,0.700172924,0.555100804,0.381416983,0.710541683,0.448856065,0.602230243,0.585482486,0.484285962,0.340311633,0.197916313,0.366399847,0.65854811,0.476144038,0.179430347,0.367710723,0.292695004,0.283616805,0.33995516,0.375241853,0.120511231,0.334453687,0.725525599,0.294224841,0.396288261,0.181536355,0.523891346,0.332510388,0.512286909,0.23606456,0.495968422,0.531517115,0.071576138,0.124618881,0.458620716,0.356943875,0.305662723,0.542785716,0.791854558,0.577724115,0.371593905,0.487949716,0.2398963,0.396818927,0.58062224,0.2034593,0.307605415,0.342833242,0.471672405,0.46120152,0.31125285
Maml3,0.064500823,0.00926128,0.028043143,0.05277136,0.037663131,0.008679805,0.012873364,0.074643584,0.028291721,0.015689478,0,0.070866994,0,0.047570415,0.053734079,0.028618444,0.12225081,0,0,0.026586948,0.019539247,0.054332379,0.024469513,0.057276011,0.057733786,0.037447419,0.051839382,0,0.019249703,0.02099135,0,0,0.079137939,0.052649068,0.045548586,0,0.019996413,0.028877135,0.06110446,0.070191804,0.058222169,0.0228084,0.060246964,0.06471367,0.00472944,0.018770739,0.03921537,0.016743268,0.08433644,0.054782107,0.03019575,0,0.016285077,0.024712018,0.046410077,0.159987786,0.076477695,0.035293691,0,0.081692477,0.085975632,0.031599557,0,0.020547431,0.056547664,0.020249916,0.021714543,0,0.091734208,0.057786091,0.076783081,0.047150942,0,0.026738255,0.063398184,0.019696664,0.007401965,0.04438214,0.044923466,0.023194501,0.022606156,0.020990057,0.032690196,0.044100555,0,0.098622812,0,0,0.031860444,0.083676971
Man1a2,1.129947976,1.245141701,1.255906942,1.470110202,0.51805363,1.241838566,1.628705914,1.270993042,1.319853113,0.965269664,1.072452286,1.432314474,1.306650719,0.629663885,0.361558068,1.480794596,0.912108197,0.339024689,0.926656428,0.877610056,0.825152484,1.953357061,1.163322242,1.532088431,1.01977078,0.92302652,0.604450824,1.411124973,1.168321154,1.579859632,1.327029808,1.35289931,0.916750442,1.443285658,1.825611449,0.913687817,1.181062442,0.889875744,1.302844856,1.199703916,1.458144144,1.287141961,1.84126964,1.085012518,1.586733406,1.033415568,0.540972795,1.197592702,1.901918798,1.688785399,1.226808437,1.639572069,0.955541232,1.36273856,2.038213048,2.259158092,1.678023299,1.190806603,0.878739391,1.410420955,0.792135125,1.094928691,0.608332495,1.123777459,0.204112622,0.774127016,1.82759063,0.533075928,1.230384153,1.301456918,1.730032843,1.421995321,0.885110427,1.189322295,1.523725053,0.123988072,1.56252546,1.026356965,1.382639231,1.029523625,0.364495518,0.335702291,0.881867144,0.633098897,0.508952053,0.884246563,1.018603266,1.429791472,0.997116726,1.913249106
Mapk11,0.032962118,0.393405178,0.103869331,0.494549043,0.232694034,0.578914578,0.022611619,0.012188898,0.317012161,0.002276298,0.523938847,0.072709077,0.051672903,0.012977405,0.298198861,0.026887,0.027671494,0.319795525,0.038286687,0.145056571,0.342439114,0.532526885,0.115841912,0.029734056,0.017097026,0.040427161,0.011552939,0.61511205,0,0.062017494,0.31131664,0.059805977,0.314225966,0,0.054214289,0.050148474,0.086942451,0.088534521,0.130360339,0.037353357,0.50159357,0,0.070331817,0.016801177,0.50538164,0.03531304,0.04251922,0.065584121,0.434446389,0.016093805,0.109942856,0.355814523,0,0.251857864,0.007535602,0.75038693,0.407380693,0.01336446,0.294196112,0.022393886,0.481301406,0.171649584,0.00232159,0.165986238,0.025841798,0.076363709,0.161643126,0.450213415,0.008495103,0.039581052,0.006530168,0.021201675,0,0,0.520217211,0.011158013,0.062167755,0.037237145,0.035231476,0.062342407,0.048637748,0.022918145,0.162521546,0.008293205,0.095520989,0.325533417,0,0.374643978,0.078371897,0.038212062
Mapk13,0,0.419594786,0.260285634,0.597457395,0.137734534,0.377277892,0.030081237,0.061316359,0.092910787,0.082397865,0.07434328,0.428738753,0.066155098,0.276277022,0.187430471,0,0.433934967,0.032240468,0.375162981,0.087129105,0.066617276,0.324888209,0.357971604,0.238797476,0.268218121,0.229832158,0.042795793,0.204507985,0,0.306412219,0.585298856,0.143636282,0.148926962,0,0.712290724,0.347536903,0.592292089,0.208946027,0.433060512,0.532656033,0,0.1369072,0.610744643,0.346132019,0.326948945,0.039596127,0,0.23698416,0.063980863,0.27543324,0.097909756,0.230344143,0.337040683,0.295876157,0.526755982,0.274301506,0.191553171,0.093875377,0.03170276,0,0.545697355,0.232066224,0.086300322,0.035146488,0.600581037,0.24504307,0.162725442,0.034415141,0.135170875,0.234243783,0.216084882,0.454249794,0.220952858,0.372833917,0,0.292856349,0.242417636,0,0.140755226,0.158664484,0.136428789,0.418838804,0.063257728,0.225175495,0.089940671,0.30800025,0.340718398,0,0.126243969,0.484964165
Mapk3,2.625588892,2.441844148,2.498164497,2.575043392,2.584545715,2.186500118,2.477847748,2.414365856,2.409388805,2.573358111,2.378331699,2.759570497,2.126097723,3.055913581,2.068463317,2.862869586,2.164215251,2.631450229,1.257117573,2.277275002,1.918703496,2.441278934,2.724064419,1.762105222,2.178669926,2.40990766,2.017582249,2.178317901,2.977019167,2.278560075,3.079236529,2.316314659,3.569847904,1.852545994,2.203966608,3.031147496,2.436739878,2.969310991,1.475193318,2.924261004,3.026166912,3.059896127,1.997087251,2.527765754,1.83784435,2.026429543,2.434213069,3.315934184,2.097760596,2.265574358,1.432702481,1.520671936,2.288817839,3.288954581,2.401180416,2.757293404,2.501172053,1.986718126,2.69128154,2.11122778,2.063457222,2.369429401,2.619435732,1.812904479,2.452838556,2.223455152,2.597815541,2.030541371,1.588779499,1.402686902,2.845605118,2.148230271,2.414798249,1.831141687,2.21915792,2.119509603,3.060954289,2.070165719,2.736774395,2.478477492,2.678434724,2.187573398,2.453300359,1.98524438,2.142063902,2.738692828,2.039897991,1.822262521,3.091448798,2.66594234
Mapk8,0.732794883,0.676694584,0.593013989,0.445989073,0.473640077,0.797500149,0.425762529,0.499658001,0.828622114,0.868545587,0.944708886,0.99437868,1.002292463,0.968089594,1.234373166,0.687851529,1.029373913,0.798027716,0.249048198,0.195221322,0.465825639,0.709502619,0.635355368,0.609992675,0.436246777,0.936637416,0.775648711,0.504846362,0.19920241,0.627812725,0.708342996,0.322954839,0.268277941,0.980245803,0.895560407,0.454243343,0.487982057,0.539093312,0.356525599,1.163990205,0.880232338,0.92134263,0.886495486,0.403783463,0.74423107,0.470796557,0.662477095,0.862419534,0.913838775,0.974033327,0.425377495,0.800029328,0.828750227,0.93032069,0.505219024,0.800852785,0.532925517,0.595938117,0.632186738,0.575590725,0.859657056,0.267935211,0.375003232,0.694256489,0.961630558,0.49046992,0.963283677,0.716429774,1.115306047,1.000515415,0.794657877,0.700070198,0.504996883,0.803729995,0.955028202,0.781619861,0.907916405,0.86554404,0.662606647,0.341892675,0.713446332,0.690440512,0.328507886,0.372090232,0.785813578,0.724354468,1.049912058,0.669755622,0.613750969,0.769329765
Matr3,0.898708765,0.697942042,0.354103234,0.538191809,0.568399908,0.228753606,0.151574639,0.902872777,0.37355305,1.018812357,0.535990506,0.558338613,1.172323984,0.807306657,0.716657786,0.574515407,0.734745417,0.839603358,0.238875254,0.782170347,0.252906672,0.335269695,0.647304473,0.516355481,1.28378572,0.838783829,0.436791535,0.621133402,0.83292339,1.074087326,0.499137548,0.313271716,0.724976234,0.895982454,0.391837012,1.092377647,0.721819932,0.414408005,1.347923156,0.207078735,0.366389336,1.354443701,0.521431687,0.586164737,0.595618513,0.41785507,0.81036126,0.830732159,0.43766428,0.949133244,0.423563254,0.383548322,0.437867662,0.576061872,0.4145308,1.420189193,0.314446237,0.589214859,0.966476219,1.199791153,0.185804506,1.028483357,0.860806606,0.694484736,0.867524741,0.901796644,0.763739115,0.993048807,0.787056809,0.486847275,0.93802607,0.723604288,0.323229555,0.504704435,0.501751611,0.875401617,0.5693464,0.830631251,0.358434154,0.316434563,0.520354454,0.890207552,1.31052407,0.958812888,0.672289801,0.665768372,1.00753356,1.083036687,0.562780764,0.611042229
Mbd2,0.653611044,0.259218918,1.163656835,0.893757061,0.628425817,1.173145242,0.151138824,0.583130981,0.181946973,0.360139174,0.54145951,0.273988081,0.885918343,0.910807793,0.547369703,0.288618416,0.533207683,0.661842271,1.052313027,0.419857558,0.906360612,1.199362444,1.048291758,0.834726002,0.361243097,0.623324601,0.443192697,0.436186473,0.640770457,0.744162666,0.30512886,0.616682071,0.896286523,0.675482206,0.514508602,0.60807861,0.400297648,0.804451619,0.498810678,0.753019103,0.505426438,0.804050779,0.722094716,0.582480017,1.005351762,0.455766777,0.538963042,0.681850408,0.713647599,0.618104914,0.969363049,0.408379929,0.750215371,0.765251159,0.799713483,0.654809011,0.879809254,0.470397978,1.06027128,1.168521464,0.79262498,0.515037464,0.420706581,0.717163655,0.621804785,0.39342309,0.296614975,0.821350959,0.857154764,0.751402755,0.578691665,0.751875594,1.117941167,0.334179107,0.90826547,0.548866716,1.072764575,1.195312543,1.155264994,0.711764802,0.486328916,0.143482075,0.276249282,0.622886745,0.745788007,0.509364485,0.61363716,0.896090535,0.431456423,0.331635435
Mcm2,4.223687494,3.354771021,3.433682431,3.489229737,3.813673443,3.742246469,4.112374531,3.718909799,3.899792018,3.496904479,3.363856913,3.508758463,3.425961378,3.617288793,3.558133092,3.714590292,3.687221359,3.64182111,3.687563357,3.736936806,3.488368232,4.002609737,3.758597472,3.886615649,3.779886671,3.712663806,4.096364247,3.725933093,3.866192118,3.272153204,4.185882223,3.796904885,3.641345416,3.088392791,3.558369586,3.420282343,3.27706295,3.591669081,3.783310067,3.664330232,3.460105202,3.925193225,3.821554567,3.737604454,3.059314232,2.997298831,3.768934473,3.883851787,3.714096336,3.52210741,3.799043435,3.461064964,3.850680569,3.921628515,3.436815421,3.660027512,3.161208969,3.347637986,3.554440142,3.843756013,3.394717031,3.402124495,3.263957503,3.661000945,3.769563951,4.021710792,4.123121255,3.363821356,3.437047684,3.501537604,3.601110682,3.021399535,3.376401173,3.205869274,3.848443812,3.630624205,3.53719469,4.812486476,3.227002886,3.307564382,4.409211263,3.667101316,3.667430768,3.342134014,3.554718896,3.542239589,3.669194301,3.840786348,3.629907851,3.874032125
Mcm3,3.039206319,2.727771457,3.278307764,2.755271501,3.449705032,3.412651149,3.365980827,3.202858037,3.642733251,3.594770435,3.327751833,2.846773128,3.311358632,3.321930061,3.69209979,3.9976497,3.674073321,3.741031179,2.397380589,3.518090685,3.082446487,3.329465351,3.232827403,3.287539448,3.901514441,3.583975782,3.131528132,4.142225959,3.501657816,3.485611348,3.193212769,2.991725822,3.409752132,2.85711925,3.243331582,3.37948302,3.08117028,3.772057131,3.914696763,3.273219724,3.073225543,3.817245245,3.387970488,3.13935923,3.081541207,3.121022112,3.646242459,4.098568335,3.69924899,3.376732394,4.092329673,3.71253113,3.722642238,3.788947613,2.84356304,3.741740638,3.04091054,3.263101829,3.364258167,3.259322667,2.997403725,3.235236793,3.129229846,3.438381764,3.491009913,3.242916013,3.147211806,3.036776512,3.192282828,3.219436637,3.044725288,3.001902185,3.275937984,3.433453563,3.61139567,3.473299468,3.354068157,3.567178043,3.170066384,3.251613266,3.327177333,2.83415725,3.351983652,3.02751182,3.520476435,2.857543962,3.412819496,3.254300627,3.632398507,3.401377592
Mcm4,2.38981483,1.801699914,1.908721925,2.124455605,2.685462568,2.063239845,2.646872075,2.682570714,2.322080215,2.076736126,2.354731472,2.074766418,2.632445489,2.592165562,2.337523404,2.910417691,2.816921761,2.346174822,2.378630855,2.269532989,1.991308246,2.540688871,2.346919387,2.563057396,2.594292461,2.455446998,2.708700489,2.74405148,2.487054935,2.441349671,2.291495066,2.502813667,2.714331477,1.995107698,2.191512105,2.442236772,1.806724493,2.849364149,2.466420953,2.203556921,2.25417243,1.783543947,2.644892627,2.456375589,2.136457098,2.058799663,2.729872703,2.677847422,2.489477147,2.117056646,2.318053702,2.601413761,2.201248714,2.746054184,1.656119743,2.839120433,2.202015986,2.241126762,2.359800237,2.22922351,1.882177831,2.363135359,1.860166453,2.334595563,2.491648189,1.813321654,2.411054661,2.196148709,2.386787282,2.401058804,2.747921878,2.03147041,2.590403113,2.166439744,2.239308073,2.760605897,2.13704602,2.741105916,2.127692217,2.19704845,2.494804812,2.386314791,2.52213869,2.50043737,2.726269364,2.114148898,2.323413165,1.923718362,2.597413336,2.606282047
Mcm5,0.975665672,1.253202939,0.695168301,1.176976405,1.036412709,0.859548407,1.119964492,1.049737539,1.15513197,1.096313053,1.316788445,0.954117252,1.391892618,1.047604986,1.209028996,1.307268141,1.175055836,1.063808442,0.463641279,1.086725807,1.077709608,1.042141665,0.630125326,1.276727918,1.50772109,1.193802759,1.166207667,1.622120059,0.957336265,1.209195254,1.246375787,1.047791301,1.073982641,0.885343912,0.980055789,1.358761476,1.000667612,1.268105277,1.36989447,0.750971955,1.302366243,1.623703608,1.138661707,1.175350796,0.664418774,0.957809277,1.339057166,1.663945591,1.123927471,1.225430672,1.419403188,1.503672018,1.26999188,1.133567504,1.134981202,1.297950642,0.654011436,1.263140803,1.115660677,1.452105399,1.066088318,0.939285819,0.866145542,1.022382256,1.116194893,1.047799368,1.335740517,1.021650061,1.081224162,1.225467157,1.261037584,1.066416271,1.074163819,0.781134703,1.035734735,1.382363601,0.666432814,1.402441209,0.965562556,1.144869595,0.661038438,0.705588092,0.88557543,0.867322126,1.064972985,1.134088653,1.187295299,1.094397219,1.224898177,1.088757814
Mcm6,3.494544205,2.938648694,3.351082889,2.95696539,3.613190047,3.336238871,2.908997994,3.489890682,3.955305322,3.288661439,3.655700089,3.421570277,3.360730039,3.854491233,3.368494283,3.445022574,3.835528505,3.818904062,3.10690683,3.411800403,3.290336061,3.890481757,3.295014399,3.586900236,3.811253085,3.720300057,3.940838107,3.938656267,3.320798897,3.584281343,3.129428029,3.684467792,3.645211486,2.625029527,3.379441359,3.354534566,3.411466901,3.443658877,3.775665917,3.222462945,2.808982823,3.608481639,3.230115198,3.580111026,2.725760809,2.788217648,3.571442616,3.516054132,3.551895516,3.497492138,3.817282664,3.409765116,3.168395897,3.711994798,2.649437116,3.913641468,3.186334594,3.39696216,3.74016036,3.909853023,3.001661751,3.735981856,3.320529978,3.277813485,3.445763377,2.965772944,3.32661374,3.532008961,3.13521967,3.290060826,3.383020151,3.043010024,3.516627769,3.258892674,3.403053373,3.811684028,3.425612602,3.816802406,3.06299631,3.392108198,3.536332599,2.946670248,3.123752892,2.877226952,3.651772465,3.357019552,3.392889074,3.064123396,3.583831493,3.665270076
Mcm7,3.437197745,3.12195147,3.747420587,3.602376871,3.546447629,3.621864754,3.085967326,3.473219909,3.626245912,3.354991689,3.599174245,3.723931522,3.910577278,3.631569446,3.90220063,3.838078055,4.280552879,3.598650204,2.903281303,3.706613822,3.397558349,3.99035941,3.392157527,4.074130169,3.633499386,3.681112994,3.792013882,3.827276038,3.669161024,3.751215369,3.269405316,3.452881926,3.465072302,3.549431089,3.568035552,3.524346692,3.449338443,3.738221926,3.814590421,3.813351394,3.506077545,3.838992859,3.811678612,3.16534866,3.498307216,3.493119362,3.526618784,3.633439677,3.49571155,3.428491632,4.162184774,3.20935842,3.248950156,3.882569531,3.069306896,3.936003662,3.208276722,3.465543258,3.571790283,3.620851847,3.716916571,3.518697407,3.194014448,3.512579914,3.585163775,3.602706933,3.565540275,3.317080268,3.840666761,3.538289572,3.66008679,3.498114146,3.593197331,3.834991676,3.853648544,3.940371337,3.782332431,3.942674031,3.533258498,3.617126187,3.531938446,3.495902712,3.329512447,3.505340222,3.352645892,3.79904229,3.511503754,3.10531926,3.352380094,4.076279381
Mdm2,1.560104269,1.214399555,1.792370797,1.281073534,1.249329131,1.100423424,1.276427289,1.308816863,1.279714341,0.799242786,1.344841473,1.292638119,1.948558989,1.479519411,1.186152942,1.95520173,1.618487784,1.248515602,3.035112823,1.206511129,1.210151805,3.326009895,1.190476372,1.376434811,1.059184576,1.473945298,1.507294092,1.18613563,1.398397172,2.192431558,0.594009905,1.426991375,1.518889986,2.453387271,1.237862378,1.037893347,1.171719419,1.264313294,1.33831237,1.783158189,1.400291736,2.66137006,2.074554188,1.056030084,2.653773885,1.084787692,0.967526565,1.437999872,1.197167393,1.725947646,1.305895616,1.806325416,1.292107769,0.759093719,1.262490492,1.341300747,0.701032315,1.317852281,4.468106831,2.415217131,1.594787784,1.016212587,1.12356504,1.325134713,1.648841307,2.253572824,1.147820073,1.463194523,1.498952523,1.767353405,2.090143703,2.165242692,1.417181302,1.272147716,1.395174773,0.988284718,1.285028844,3.168090819,1.299027057,1.119588125,1.107546016,1.960760388,1.337191013,0.949880104,1.462909828,1.516425292,1.20789911,1.305218576,1.29278767,1.529118733
Med12,0.6938746,0.847250557,1.701449486,0.843229153,0.978056882,1.223664242,0.335308699,0.654202886,0.516058032,0.488120054,0.970625573,0.561494464,1.356060918,1.085087984,0.825518124,0.733075878,0.533799039,1.265682204,1.006424202,0.650092975,0.741325923,1.731156228,1.012038968,0.869930466,0.782524464,1.122632264,0.668733624,0.884343057,0.779474856,0.911248575,1.235045681,1.191282203,0.678017309,0.693053352,1.094665431,1.44551632,1.174222679,1.08856567,0.960308854,1.137783158,1.511536325,0.975180994,0.667914597,0.841549738,1.362712063,1.066070161,0.91903727,0.955161801,1.342479177,0.851046984,1.215065371,1.200855909,0.443381598,0.400071279,0.495757128,1.800730937,0.750294021,0.755015545,1.123278193,1.193423885,0.607977369,0.678959137,0.85929991,0.715778101,0.722529179,1.336582585,0.329973708,1.125989063,0.913391769,0.751466193,0.438937236,0.641688095,1.190045735,0.928617066,1.197013481,0.845373104,1.377522317,0.83518027,1.088844106,1.02947614,0.782599053,0.904359253,0.954391047,0.915201123,0.653160839,0.473605553,0.577049678,1.014898237,1.031814687,0.723359287
