X,H9_00hb4s_001,H9_00hb4s_002,H9_00hb4s_003,H9_00hb4s_004,H9_00hb4s_005,H9_00hb4s_006,H9_00hb4s_007,H9_00hb4s_008,H9_00hb4s_009,H9_00hb4s_010,H9_00hb4s_011,H9_00hb4s_012,H9_00hb4s_013,H9_00hb4s_015,H9_00hb4s_016,H9_00hb4s_017,H9_00hb4s_018,H9_00hb4s_019,H9_00hb4s_020,H9_00hb4s_021,H9_00hb4s_022,H9_00hb4s_023,H9_00hb4s_024,H9_00hb4s_025,H9_00hb4s_026,H9_00hb4s_027,H9_00hb4s_028,H9_00hb4s_029,H9_00hb4s_030,H9_00hb4s_031,H9_00hb4s_032,H9_00hb4s_033,H9_00hb4s_034,H9_00hb4s_035,H9_00hb4s_036,H9_00hb4s_037,H9_00hb4s_038,H9_00hb4s_039,H9_00hb4s_040,H9_00hb4s_041,H9_00hb4s_043,H9_00hb4s_044,H9_00hb4s_045,H9_00hb4s_046,H9_00hb4s_047,H9_00hb4s_048,H9_00hb4s_050,H9_00hb4s_051,H9_00hb4s_052,H9_00hb4s_053,H9_00hb4s_054,H9_00hb4s_055,H9_00hb4s_056,H9_00hb4s_057,H9_00hb4s_058,H9_00hb4s_059,H9_00hb4s_060,H9_00hb4s_061,H9_00hb4s_062,H9_00hb4s_063,H9_00hb4s_064,H9_00hb4s_065,H9_00hb4s_066,H9_00hb4s_067,H9_00hb4s_068,H9_00hb4s_069,H9_00hb4s_070,H9_00hb4s_071,H9_00hb4s_072,H9_00hb4s_073,H9_00hb4s_074,H9_00hb4s_075,H9_00hb4s_076,H9_00hb4s_077,H9_00hb4s_078,H9_00hb4s_079,H9_00hb4s_080,H9_00hb4s_081,H9_00hb4s_082,H9_00hb4s_083,H9_00hb4s_084,H9_00hb4s_085,H9_00hb4s_086,H9_00hb4s_087,H9_00hb4s_088,H9_00hb4s_089,H9_00hb4s_090,H9_00hb4s_091,H9_00hb4s_092,H9_00hb4s_094,H9_00hb4s_095,H9_00hb4s_096
MAGI3,0,0,0,5.759087258,5.759660308,1.594099263,0,3.560622954,5.967247883,0,5.583105842,0,7.403172601,4.676148435,2.127203204,1.781852224,4.898018268,5.614589743,0,4.96274994,0,0,0,0,0,0,4.298873294,0,6.233880051,5.11977127,0,0,0,0,0,0,5.304259229,3.548970938,0,1.976377892,0,0,0,0,0,0,5.215242361,0,4.383924516,0,4.262760628,0,4.280718185,0,0,6.483830037,4.155762461,4.810577822,6.530172529,0,0,0,6.986395862,0,4.097453574,0,0,0,3.99621754,0,3.015819543,0,0,2.284748538,0,5.207995571,6.167275657,6.69374071,0,0,0,7.711390058,0.935501266,1.597706212,6.679665536,0,0,5.520646587,0,0,0.719215881,0
MALT1,4.263020815,0,0,0,0,5.975396995,0,1.485362208,5.89801108,0,0,0.731364791,0,1.394809058,5.724594098,6.027207308,5.904443232,2.431585406,5.013819777,1.374656994,1.557131151,0,0,1.296625892,3.191455185,6.030848527,0,7.460462232,1.62850854,6.013758378,2.186214864,6.678545993,0,4.332543994,2.982228866,7.398182249,4.059522895,0.919933311,0.976182873,7.29953231,4.126649547,0,0,0,0,1.804661836,6.459152345,1.5946719,0.110380279,0,0.969161905,4.261800513,5.369134265,4.578264042,8.050150396,1.799639908,0,7.210412599,6.981924129,0,0,0,0,3.084646115,1.65493251,3.894641346,0,1.547903038,1.697647475,2.39338098,3.475134367,1.741158336,0,0,2.974032835,2.488153467,0,2.902041553,0,4.326130835,0,0,7.804950106,6.115986185,5.222440184,0,3.09876869,5.134608053,7.03086451,0,0,4.667517558
MAML3,2.510133402,0,1.323498161,0,0,3.285292496,0,0,0,0,1.604448181,5.296167984,0,1.789349139,0,4.880254179,0,0,0,3.467468288,0,4.046393614,5.579650237,0,0,4.877958275,3.370368865,0,0,0,0,0,0,0,2.485780649,0,4.846255608,3.310380597,0,0,0,2.615644901,0,0,2.016209057,0,1.704561193,6.956936589,0,0,0,2.561940364,0,4.375250226,0,0,0,0,0,0,3.138755051,0,0,0,3.554026758,2.988519383,0,0,0,1.186602938,3.679612377,0.81014476,0,0,5.426296141,0,2.459313393,0,0,0,4.302498882,2.394193628,0.935501266,0,0,5.29685081,3.626475279,0,4.854800717,4.439861404,0,0
MAMLD1,0,0,0,0,0,0,0,0,0,0,0.748688556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766142432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.475601921,0,0,0,0,0,0.935501266,0,0,0,0,0,0,0,0,0
MAN1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.300634653,0,0,0,0,0,0,0,4.014754581,0,0,0,0,0,0,0,0,0,0,0,0,2.53319327,0,0,0,0,0,0,0,0,0,0,0,0.857393029,4.852635622,0,0,0,6.365375459,0,0,0,0,0,0,0,0.942697477,0,6.278335521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANEA,1.316847212,0.853055114,4.612204654,0,4.650591987,4.694976874,3.949620755,0,0.515981719,1.473057166,4.918929224,0.731364791,1.786858414,6.174747669,3.183466495,3.054482495,6.632419607,0.850937676,4.635389803,0,5.612832653,1.446131746,0.694330259,1.904861811,2.253907453,3.833433464,0.329858768,0,0,5.958530273,0.842438813,0,2.230522649,2.422681146,0.918080023,7.40923202,6.071302243,0,0,0.984294981,0.901227697,4.558725159,0,0,0,0,0,0,2.908196727,1.536473151,0,3.23397924,0,6.34423718,0,0,0,1.441175857,0,3.61643916,7.331423646,0,5.486557336,1.885196155,1.299465951,3.894641346,5.579288845,0,4.355296479,0,6.452504584,2.081350471,3.667831992,0.965475304,7.179941002,0,3.965649033,2.259356237,0,0.774859117,7.288153344,2.030760947,6.11659088,6.585587393,0.960960709,0,0,1.2650456,2.244837894,5.406236245,0,0.733648351
MAP4K3,2.353220683,6.552272586,6.800253863,3.507437013,6.22685548,6.772891225,1.746935414,7.170826703,6.490649798,6.863519793,7.406890824,6.936383993,7.759595093,5.145361505,6.852195072,4.61905175,6.945443829,9.370772417,7.110184487,2.592331155,4.012369681,3.504441066,5.211703876,3.967035909,8.789283116,6.663374203,3.197516796,3.515757861,3.22769912,7.697292601,7.963340638,2.448795877,3.799671601,9.164711309,3.455444636,5.609289215,7.268254317,2.66724884,0.976182873,1.563984253,7.024612802,5.650710644,5.486841885,4.745631656,9.04112133,8.864945998,7.431519002,4.406168073,4.781582607,8.987388599,6.706418973,3.974074092,1.105878828,1.15999369,3.49244039,2.929201791,8.126394246,9.19871142,7.796489516,6.583120323,2.692727596,2.970728744,4.709544608,1.604513996,5.856755217,7.952708848,5.25687863,7.79604359,7.792022813,6.608260566,6.427245095,6.268511575,3.303168593,4.233799238,3.791695069,6.054640824,3.965649033,2.410492,8.46462831,8.106900122,7.267625739,8.56939741,9.158223149,1.23332248,5.594855646,4.741457649,4.566852821,4.491357723,8.427707594,8.643908597,8.082627061,6.999841827
MAPK10,0,1.394477585,1.323498161,0,0,4.617985807,0,0,0,0,0,0.731364791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.704777888,0,0,0.984294981,0,0,0,0,0,0,3.863520943,0,0,0,0,0,0,0,6.462116712,0,0,0.459835238,2.32464011,0,0,0.891353198,0,0,0,0.986252254,0,0,0,0,0,0,5.979469224,0,0,0,0,0,1.0902242,0,0.648603758,0,0,0,0,0,0,1.628068339,0,0,0,0
MATN3,2.780501059,0,0,0,1.247541644,0,0,0,0,5.831548095,0.742835867,0.731364791,0,0.869517446,0.743075,0,0,0,0,0,0,1.43697052,0,0,0,0,0,0,1.025387677,0,1.021350813,0,0,0,0,1.207914035,0.922695321,0,0,0,0,0,0,0.557414534,0,0,0,0,1.167165023,0,0,0,0,0,0,0,0,0,5.709302272,0,0,0,0,0,0,0,0,0,0,1.828762784,0,0,0,0,3.258763045,0,0,2.407560684,0,0,0,0,0,0.412525898,1.173307529,0,2.746955292,0,0.926884427,1.527142424,0,0
MBIP,3.736486872,5.36607035,5.403177273,6.011889319,6.366234803,6.050565446,0,0,6.215092369,5.918844092,6.618794496,7.457711726,7.267002037,5.005256072,6.164759069,3.313507599,6.073912014,0,6.322206545,0,3.471428015,1.446131746,2.620846529,0,5.362097372,5.414802953,7.451085893,4.72873757,6.523546859,7.722939426,6.748635119,6.651441747,7.202430461,5.520116033,3.115858253,8.281560004,5.167136643,4.30250802,7.856533466,3.141885664,6.894830253,7.312073023,6.359509437,9.08678517,1.010826247,5.445312341,4.165488616,8.286422745,3.162093144,6.290702689,7.067388274,6.620579875,6.147682912,2.842540932,7.149491543,6.67111714,7.552655374,6.663760554,7.534752385,5.899547859,6.247041077,5.731296679,6.755623394,5.101618052,4.622926279,6.095587388,4.78646574,6.631101913,5.422323743,6.982870584,7.10067337,2.253062511,9.321248013,3.250983037,8.082728523,7.453597142,7.256065134,2.902041553,2.463696948,7.635200468,7.740582611,7.365342876,0.935501266,6.358689658,4.008165588,4.482429799,6.839242771,6.167299256,5.710571068,8.026445281,2.286207567,6.607571665
MBOAT1,7.774042862,7.253271773,7.311211413,1.570809874,6.583046852,7.359552028,6.022785219,7.151870594,6.163315923,7.210650554,5.77400967,1.802808464,8.614332736,6.620881626,5.162647399,7.389735483,7.036926359,8.278420118,7.802561734,7.693193029,7.924228347,8.015312548,8.066586284,8.469013315,7.409540685,7.677814223,9.023016137,7.046001704,8.693485751,6.924206331,7.943151655,7.227486242,7.012474205,6.88410255,8.418758586,7.86431064,6.806987437,7.995138102,7.340447015,7.225542166,7.482761176,4.326196235,6.522329164,8.869647069,6.820596443,7.329966108,8.071208789,0,7.988663722,8.032333323,7.265734162,7.532973624,1.530955236,6.901235437,8.333644145,7.263441499,6.414857835,4.963319044,7.19374386,7.466013498,4.182166209,8.389812693,6.811117734,7.201288957,6.191198449,6.993945528,6.441272483,8.559712336,7.135954241,6.267656861,7.170246554,6.874527448,7.639811248,6.772848526,7.796210691,7.298296889,7.307888211,7.503371269,8.628060009,7.7861743,4.741086201,8.560640993,1.29870996,7.268836846,8.118792384,7.224073239,5.028106251,5.616199986,6.644406213,5.488373559,5.552488304,5.399193891
MCC,1.963558923,1.086759337,3.488775216,1.199450967,6.545032702,3.570794608,0,7.535105401,6.214522947,2.450717714,6.260640123,2.590767224,0,2.91821315,0,1.462494781,0,7.006455263,2.281348299,7.634380354,2.744569052,5.643374902,0,0.4343752,1.209968039,6.457609769,1.787488853,0,1.652706841,7.204484384,5.967811587,8.17303773,0,2.350487438,1.71604658,1.580749242,6.333931437,0,0,0,2.174406823,3.004805252,2.140408333,0,2.474472656,7.737013922,1.952075668,2.597089074,0,1.075248842,0.969161905,0.830088976,1.769054822,1.879315625,0,1.99189815,2.045895279,1.473283024,1.491726083,0,1.747562038,2.617778065,1.180369339,2.937390433,3.669396059,0.993450839,1.159709298,0.69783336,1.872845654,0.756277993,3.672500987,1.820232709,0,0,1.40367726,1.391178765,0,0,7.812164728,0,0.653818359,1.645432366,0,1.648328962,0.559054035,0.725231894,0,0.77289133,6.85862571,0,1.143103886,0.888479953
MCCC1,0,5.567563743,0,5.117262295,0,5.547368146,5.755424042,0,5.639807251,5.118767245,4.886116927,0,0.645849687,0,2.675796956,0.858292372,6.233106042,0,1.993389886,4.281400567,5.883330817,1.446131746,0.795661158,0,0,6.381502275,7.489089651,1.730986234,1.62850854,0,0,7.315746298,7.89089982,3.519541473,6.886733351,0,6.597455639,0,0,3.141885664,6.064834408,6.590944216,0,0,6.250105034,0.815743517,0,0,6.741696128,1.031691796,0.969161905,0,6.2677561,0,2.276635932,5.796736107,0.880652751,0,0,6.721455439,1.357004352,1.438202512,2.086459696,0,0,1.990165075,0,0.714844346,0.805627028,5.641532301,0,0,0,0,3.258763045,6.906329278,0,3.9096586,0,0.793282775,1.094439164,0,0,0,1.246038544,2.049708402,2.258047436,0,4.441404836,0,1.555257151,0.763602868
MCM2,5.885623243,7.618179957,6.58001729,5.494472179,5.703406256,6.305064114,7.648961443,3.560622954,7.77422717,8.208460297,6.244680092,7.048558507,7.122484614,8.27858993,7.234292149,7.016104203,7.321251666,8.72023766,7.125669055,6.641501998,7.298508614,1.446131746,5.182767367,5.053321438,6.636615688,5.876652878,7.761693568,5.991584428,0,4.06237889,6.410114962,8.069187339,4.932832085,7.07110788,4.33431011,5.889875275,7.127491936,8.059746217,8.223587031,7.056114726,7.035054142,6.528191303,5.884921476,6.809540732,1.599379518,6.911118654,6.981750269,3.713866171,8.011737228,6.211585,7.814438266,8.160837017,6.411389997,5.383380421,6.523709397,0.869564339,8.856937445,6.613261131,7.390524718,6.676801499,6.170916493,5.927044538,5.932400182,5.320535569,6.594462918,6.494811369,5.760087914,1.190685809,3.611004677,3.782577905,7.418838586,5.787743019,0,7.621782718,6.380028899,6.556643914,7.636480847,0,5.456303673,7.592388703,6.916168613,3.54127693,5.041743526,2.823719113,2.351051072,3.465806413,5.279261958,7.080022396,7.040772511,6.103438563,5.628526506,5.421677944
MCM3,8.520760242,9.415126159,8.465110693,8.943634379,9.359962369,8.756241884,8.727900887,8.503037766,8.969236979,10.0672644,9.80336871,8.860169275,8.833651075,8.916781602,7.866908754,9.635518304,9.556194675,9.843234376,9.461352847,8.943493625,10.14017361,9.231537868,9.081793487,8.364728712,9.41944613,9.626913986,8.877770889,8.974936085,8.812881281,9.436487478,9.502751543,9.761685,10.67992558,9.824106323,8.910375905,8.822640127,8.983417204,9.628261616,10.44030205,10.33367017,9.730582613,9.181590375,9.892120505,9.311796874,8.676154755,9.236920423,9.768117014,8.13259814,9.149592526,9.444347976,9.997689708,9.412348498,8.942161337,8.379802237,9.741296326,9.444187514,10.38914152,9.185653036,9.479685142,9.270789995,9.366227728,10.20714617,9.489870311,9.105616691,9.265561159,9.198782346,8.880329892,9.262303142,8.822522411,8.574462249,8.22637454,8.764709482,9.878519895,9.293742205,8.340518006,9.782267273,8.780395596,8.782082089,8.774586996,9.300715132,8.68638656,9.795239174,8.435315295,9.257781336,9.197462095,8.665651213,9.747924547,9.151461438,9.21196115,8.376157287,8.427012776,8.042565488
MCM4,8.059675926,8.512562986,7.079198315,7.347010216,8.431746112,8.301475443,8.122638149,7.701462882,8.02337775,8.356170729,8.405039017,9.002588289,8.686834743,8.999432346,8.000931583,9.570342759,9.146693896,8.744137137,9.479574534,8.578543741,8.65204601,9.130383912,7.886960918,7.850612527,7.816007938,9.549406273,6.741025472,8.691772057,9.728689351,8.787764482,9.44077721,10.05106125,8.842035953,9.167340302,9.480907322,7.681174012,7.548209621,8.510733273,8.161535575,9.223072881,9.466950625,8.241629625,7.844783651,9.476696816,8.659229769,9.502510803,8.869275111,7.472248671,6.550975622,9.208704453,9.133426352,9.20734674,9.065719978,8.613251186,9.51975715,9.626656096,7.124259241,7.576351137,8.550768307,8.218811964,7.989563839,9.291029827,10.22890177,7.731655063,7.234556674,6.910486218,7.275525776,8.917217463,7.452691519,8.566665587,9.163844156,9.505142069,8.198379995,9.469453758,8.61491013,8.740304032,6.712796509,9.156422704,8.432786822,10.55776344,9.633441863,8.520064028,8.36841041,8.314950568,9.289733955,7.924353877,8.89393179,8.852624723,8.206931279,8.688094673,8.279441879,7.795758923
MCM5,5.941819189,8.139422012,6.846953628,7.217265366,7.190155326,6.859055157,7.52537616,5.465876219,6.215092369,8.057508876,6.77032815,7.041345546,6.078385185,8.025580267,6.554221228,6.586588739,5.536274966,8.128001486,8.246237296,6.90761732,6.162752739,8.306663135,7.052255184,8.086472706,7.22262198,8.055864695,7.055607282,8.224299576,7.826094916,6.948535767,6.193883546,7.679668747,8.05013344,8.225631155,7.234047544,6.989417935,7.154952359,6.644073867,7.673296597,8.36939102,7.063407582,8.583538804,6.470665815,9.366668461,5.903851956,8.54789971,6.495731367,0,8.843994858,7.463218672,7.014937705,8.484694508,8.322770713,7.501808668,8.0981806,7.907101572,7.801410622,5.925991377,6.83168636,7.957951414,6.623449394,6.955449772,8.075174518,7.208938298,1.052793069,4.79469766,7.03117247,6.863382254,1.319508463,3.592165959,7.438622645,8.039899492,6.487166478,9.077062966,6.898309329,7.954939733,6.560189866,5.316471774,7.006579063,7.792055069,7.231624652,6.596617951,6.9670243,6.847572321,6.99072574,5.643494764,5.131380744,7.535588537,6.537900502,7.813621764,7.256231801,7.835787558
MCM6,8.70272813,7.938638702,4.80987741,8.433566052,8.215691579,7.969762809,8.192837608,6.25917328,7.205349634,8.364474626,8.642539616,8.123852142,6.172872046,7.583421988,8.374196563,8.876634328,8.256217107,7.953580053,8.158628685,8.099800097,8.952743039,7.758860193,9.234118067,7.612501326,8.101237199,6.894487758,5.974694837,8.173046394,7.959387232,6.783502449,8.801129655,8.290812178,6.731341164,9.015195256,7.27033382,7.57218066,7.965736311,8.202011915,4.477649933,8.061291216,7.635357222,8.891531374,7.724179737,6.673322806,7.521299445,9.07474408,6.968797881,8.869376841,5.301264287,8.620960302,8.603107525,7.587181398,8.487501377,9.017594945,7.200925801,3.077926518,7.931382631,5.332151114,8.170293696,5.336222042,6.679470025,5.967027723,5.229944177,6.761406746,8.754524978,6.714916677,6.217407229,6.73028949,7.904374462,4.903343355,7.490090961,7.178883788,6.967991086,5.31208123,7.45110173,9.077792305,7.234673891,7.131434453,8.469231891,9.014136004,8.309215135,7.557056909,6.469320827,6.742270799,8.205895432,6.357864225,4.566852821,9.372134993,7.708527463,8.846252405,9.176872739,7.091262606
MCM7,8.821687681,8.975922318,8.627212778,8.513028161,8.500652384,8.758530467,8.280181276,6.811499845,8.81541793,8.947769703,8.649741593,8.035858812,8.386786705,8.016484407,8.855445636,8.881615755,8.469157803,9.407428014,8.456281383,7.72989531,9.41405058,5.812305071,8.74081348,8.767431664,9.07277699,9.307909592,6.349969357,9.15888351,9.305522416,9.223676337,8.83891405,6.564555741,9.534214255,9.16082478,8.744384449,8.912238026,9.023696309,9.376084965,8.860640337,10.16454232,9.219490404,8.747461196,8.224671965,8.792573692,8.061067583,9.274170212,8.622483186,7.878663759,9.46625644,9.259814513,9.37118175,8.157300366,8.442288913,8.129342668,9.385080001,9.365510024,7.452283184,7.355860694,8.555665045,9.461576242,8.29142624,8.355504578,9.068140264,8.312440365,8.114561558,7.234886086,8.060560907,8.648871886,7.844089041,7.607156819,8.545515457,8.65574127,8.323501526,8.922135266,7.407991599,9.484970637,8.616404712,7.440140302,6.831714124,9.366276328,8.704206821,8.203208047,8.163044433,8.020876966,7.929701944,7.960451474,8.829761975,8.997549436,7.537832825,7.813621764,7.855662876,8.186132267
MDM4,8.695146172,8.211515327,8.003788604,8.390961417,8.701527301,7.324907135,7.922685421,8.205277671,8.57239902,7.649501183,7.445632791,9.418491497,8.532327934,9.176630246,6.873075705,7.632109106,8.174420144,6.978979395,7.828341752,8.824468465,8.365193808,8.432416801,8.297878724,8.362933702,8.087758309,7.842075496,8.247050761,8.031928009,6.846012677,7.962260672,8.307802191,7.607111335,8.079876361,7.704399254,8.994885155,7.336958691,7.368931457,8.171404027,8.799567857,7.810214999,6.838958692,7.533194543,7.469217921,8.128485949,7.885975682,8.474101997,8.35978388,10.31476638,8.206117829,7.256941804,6.430371308,7.173732619,7.789010984,7.440378215,6.988429325,8.667549929,8.56444024,6.72486838,7.798777304,6.627557078,7.163857833,9.468140874,7.467721612,7.838985824,7.882789086,7.68285965,8.109786688,7.734946963,9.200390181,7.104786047,8.843564129,8.16191658,7.030997698,8.873550593,7.514762917,7.859470936,7.75059665,8.423202154,9.447382926,8.05296924,7.08624305,8.108145409,7.866888782,9.271313729,8.388139386,7.303882458,7.344092303,8.104484722,8.067772284,7.079319555,7.557882552,7.959351539
MECOM,0,0.859545573,0,0,0.780949221,0,0,0.08813564,0,0.916895228,0,1.274678621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126291511,1.090611757,0.7976173,1.126774377,0,0,0,0,1.140929922,0.922695321,0,0,0,0,1.96458259,0,2.116063461,0,0,0,1.669878919,0,0,0,0,2.28101664,0,0,0,1.621892072,0,0,0.851236585,2.060013036,1.82686253,0,0,0,0.993450839,1.037917061,0.720470391,1.419704932,0,0,0.822489603,0,0,0,0,0,1.583233679,1.322888438,7.364885936,1.183668579,0,0,0,0,0.703140185,0,0.864698136,1.52327342,0,0.758326298,1.404157186
MED14,7.154705893,6.683470524,6.13201608,4.049480125,5.664646774,3.38159879,6.362776101,0,3.776479515,4.921511297,5.943536028,4.01656807,5.992707697,7.385682968,4.40682132,7.360560619,7.178361976,0,6.758650939,6.88732487,5.455832182,6.280488504,7.662697722,0.792379018,7.429726831,3.926206404,6.28664273,9.307055045,9.154884912,6.783502449,5.994038306,7.807226862,3.067996472,7.230442743,8.797767049,8.227536934,0.922695321,6.00750895,8.300401349,7.3523126,7.609951697,5.462162192,5.414533544,8.243495277,7.552837576,4.973069486,1.090615616,1.5946719,6.570619695,1.627065389,7.469298077,8.308443766,6.284700707,6.743791589,2.276635932,6.947247306,4.759020152,4.897656513,7.199107424,2.075938616,7.160869759,4.910114551,2.338797301,6.295639488,2.40549391,7.387999996,6.703187995,8.501573373,6.229638395,3.540359545,1.364660191,6.82342734,7.066758294,1.3499974,6.710346293,4.211032169,3.857846461,4.273915909,6.401754505,8.321300434,8.401350908,7.18717674,0,4.737172121,7.941826935,8.091560854,6.260566364,8.211493144,6.906336233,5.340741144,6.478220327,7.600518539
MED16,5.492872897,4.522972255,5.377592284,0,6.253219342,5.394178431,5.111840433,5.578840296,7.279816634,6.223190075,5.313793287,5.767573277,2.463958316,2.563933784,4.579369816,0,5.201703859,2.20793904,0,0,5.279636017,2.626274332,4.16390703,0,5.318798992,0,5.540388414,1.110879911,0,4.310948887,4.135189569,0,4.282825133,4.896610468,3.455444636,2.916509051,4.70329065,0,0,4.493366714,3.808881259,1.018487632,2.100404912,4.745631656,3.341357223,4.018287111,1.704561193,0,2.314881339,3.378481434,0.969161905,2.869169813,3.180481484,0,1.833353687,4.943733763,4.155762461,2.830035063,3.038600239,0,0,3.598591145,4.518381528,3.727441027,3.415607337,0,1.64514831,5.018990182,0.805627028,4.420791223,4.836188807,0.81014476,3.303168593,0,2.402124498,0,4.247790619,1.659138176,1.704049663,3.969036919,0.648603758,4.333119131,0,4.90920569,1.246038544,0,4.012009531,5.144944817,2.869508471,1.527142424,0,3.51927473
MEF2D,0.666384796,0,0,1.845207066,4.529842143,2.6744966,0.668220873,0,0,0,0.748688556,0,0,0,0,0,2.167633184,0,0,0,0,0,0,0,2.21664897,1.941270176,0,0,0,0,3.388133929,0,0,0.904837082,0,0,1.480940859,0,0,0,0.901227697,1.018487632,4.373633144,1.086055075,4.268372015,1.333658518,0,0,1.8680644,0,2.754078925,1.927086676,0,1.15999369,0,0,0,0.522551843,0,2.075938616,0,0,0,0,0,0,3.249627432,0,0,0.511353848,0,0,0,0,0,0,1.700339681,0,2.463696948,4.326130835,0,0,0,0,1.246038544,2.049708402,0,2.172605972,3.037263984,0,0,1.922540544
MEIS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.119511469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.303168593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEIS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX3C,7.415059604,5.79621534,4.192297177,5.005244654,4.83922517,4.042596831,5.890497644,5.804677657,5.32509483,6.385231493,5.56248673,4.551337771,1.429739998,2.348888245,5.961398619,6.319228627,6.985760626,1.962037495,6.613321403,4.400735676,6.30764404,8.647981632,8.555748831,8.606049105,7.150365173,3.387930547,4.606067053,7.402305492,1.032782132,0.836206037,7.035700344,5.438499869,0,5.914532169,5.623937734,9.449336193,4.975089978,7.522508605,7.120024807,3.141885664,4.755543828,1.609560402,3.441601896,2.127231243,1.010826247,7.815450515,0,6.040675184,6.845091947,6.957004401,7.48473109,6.865648852,6.957636562,3.73829713,2.889300812,8.871343926,7.552590733,7.019765215,6.843822917,4.094314748,5.45752879,7.488646149,0,7.822604119,7.553041209,5.715041077,4.477547878,4.665030731,2.244742944,4.705858681,3.385560783,5.901209989,6.33694918,9.320100104,7.76141225,7.934910187,5.012707955,7.646995543,0,1.302188429,6.134494809,5.7027125,5.752967768,7.355834827,6.626671668,0.703140185,7.251126923,7.42212188,7.020887994,5.8901748,6.741346589,1.260296815
MFAP4,0.666384796,0,0,0,0,0,0,3.765441618,0,4.582317151,2.345279528,0,0,0,3.786706169,0,0,0,0,1.420567515,0,0,0,0,0,4.384260757,0,0,0,5.150081566,0,5.612963577,0,0,0,0,0,5.08767625,0,1.976377892,0,0,1.674550215,5.372443324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83249611,0,0,0,0,0,5.174274639,0,0,0,0,5.918204904,0,0,0,0,0,0,0,0,0,0,1.498307082,0,0,0,0,0,0,3.092304886,0,0
MIA3,0,3.316020241,5.526120969,6.637142388,6.240229441,5.723449113,6.277697839,7.340640381,6.52166891,7.436971806,6.588520708,5.695884883,7.666390697,4.47835315,5.250039598,7.007015195,5.873619873,7.237201581,5.141176083,6.516535693,3.099107822,1.446131746,9.304645154,0,1.779084676,5.245102777,0,6.75086301,1.62850854,5.765633532,6.825931337,0,9.552067783,7.196524613,0,5.212249637,4.0202453,7.77251115,5.784194069,5.395424264,3.974905459,5.283713874,6.48838688,0,5.150242991,8.385346177,0,0,7.345856894,2.861264925,7.50784113,6.821641278,5.901283813,2.233794057,5.302124432,1.408289121,7.466076525,4.539852857,6.578666054,6.60711706,2.043713671,3.255372553,3.4250749,6.178568303,0,3.894641346,0,3.408656418,9.11101596,7.307560799,3.765667673,5.901209989,7.327998019,0.827459997,4.431080461,5.993313771,5.209312771,3.268001952,7.207299966,6.510339196,0,6.498146682,0,3.476781638,3.880944324,7.376565783,7.321065209,6.471012705,7.310194969,6.807953732,3.232926438,6.057603862
MIF,7.306885334,8.405157111,8.866122844,8.309937892,8.387920671,7.831672708,8.118332072,8.324080341,7.708346256,7.718219552,7.359868453,6.997293655,6.981205868,8.27096107,8.34758787,8.161508941,7.477859427,7.209238947,7.921953363,6.90761732,8.147570159,7.804096614,6.619076792,6.865976154,7.280188989,7.840348083,7.371936432,8.417740133,7.871907738,7.571897356,8.167193783,7.450588489,8.019661752,7.206017111,7.406987535,8.038956201,7.674639705,8.050067595,7.952438435,8.211315547,6.36736295,8.075741817,8.346271396,7.188417169,7.700947507,7.445650201,6.495731367,7.27183299,8.62420363,7.401906286,7.204850436,8.330594376,8.826413105,8.876929777,7.696087279,7.528404551,7.936345659,7.934065784,7.954170531,8.35155264,7.721219757,7.717362579,7.717227162,7.917849928,8.714491079,8.121242381,8.18180232,7.356091313,7.091391593,7.539594518,7.108928227,8.039899492,6.747518041,7.298848745,7.270827811,7.548818419,7.611803181,7.767568342,8.62810118,7.161933938,7.164708074,8.049432469,8.063212084,7.858194643,7.220759213,8.031430991,7.991466536,7.865758657,7.625373992,7.918353038,7.444641566,7.990241329
