X,H9_96h_001,H9_96h_002,H9_96h_003,H9_96h_004,H9_96h_005,H9_96h_006,H9_96h_007,H9_96h_008,H9_96h_009,H9_96h_010,H9_96h_011,H9_96h_012,H9_96h_013,H9_96h_014,H9_96h_015,H9_96h_016,H9_96h_017,H9_96h_018,H9_96h_019,H9_96h_020,H9_96h_021,H9_96h_022,H9_96h_023,H9_96h_024,H9_96h_025,H9_96h_026,H9_96h_027,H9_96h_028,H9_96h_029,H9_96h_030,H9_96h_031,H9_96h_032,H9_96h_033,H9_96h_034,H9_96h_035,H9_96h_036,H9_96h_037,H9_96h_038,H9_96h_039,H9_96h_040,H9_96h_041,H9_96h_042,H9_96h_043,H9_96h_044,H9_96h_045,H9_96h_046,H9_96h_047,H9_96h_048,H9_96h_049,H9_96h_050,H9_96h_051,H9_96h_052,H9_96h_053,H9_96h_054,H9_96h_055,H9_96h_056,H9_96h_057,H9_96h_058,H9_96h_059,H9_96h_060,H9_96h_061,H9_96h_062,H9_96h_063,H9_96h_064,H9_96h_065,H9_96h_066,H9_96h_067,H9_96h_068,H9_96h_069,H9_96h_070,H9_96h_071,H9_96h_072,H9_96h_073,H9_96h_074,H9_96h_075,H9_96h_077,H9_96h_078,H9_96h_079,H9_96h_080,H9_96h_081,H9_96h_082,H9_96h_083,H9_96h_084,H9_96h_085,H9_96h_086,H9_96h_087,H9_96h_088,H9_96h_089,H9_96h_090,H9_96h_091,H9_96h_092,H9_96h_093,H9_96h_094,H9_96h_095,H9_96h_096,H9_96h_097,H9_96h_098,H9_96h_099,H9_96h_100,H9_96h_101,H9_96h_102,H9_96h_103,H9_96h_104,H9_96h_105,H9_96h_106,H9_96h_107,H9_96h_108,H9_96h_109,H9_96h_110,H9_96h_111,H9_96h_112,H9_96h_113,H9_96h_114,H9_96h_115,H9_96h_116,H9_96h_117,H9_96h_118,H9_96h_119,H9_96h_120,H9_96h_121,H9_96h_122,H9_96h_123,H9_96h_124,H9_96h_125,H9_96h_126,H9_96h_127,H9_96h_128,H9_96h_129,H9_96h_130,H9_96h_131,H9_96h_132,H9_96h_133,H9_96h_134,H9_96h_135,H9_96h_136,H9_96h_137,H9_96h_138,H9_96h_139,H9_96h_140,H9_96h_141,H9_96h_142,H9_96h_143,H9_96h_144,H9_96h_145,H9_96h_146,H9_96h_147,H9_96h_148,H9_96h_149,H9_96h_150,H9_96h_151,H9_96h_152,H9_96h_153,H9_96h_154,H9_96h_155,H9_96h_156,H9_96h_157,H9_96h_158,H9_96h_159,H9_96h_160,H9_96h_161,H9_96h_162,H9_96h_163,H9_96h_164,H9_96h_165,H9_96h_166,H9_96h_167,H9_96h_168,H9_96h_169,H9_96h_170,H9_96h_171,H9_96h_173,H9_96h_174,H9_96h_175,H9_96h_176,H9_96h_177,H9_96h_178,H9_96h_179,H9_96h_180,H9_96h_182,H9_96h_183,H9_96h_184,H9_96h_185,H9_96h_186,H9_96h_187,H9_96h_188,H9_96h_189,H9_96h_190,H9_96h_192
TMEM131,5.25050553,0,3.665916868,0,1.058108189,0,0.986599319,3.303626456,0,8.291345675,0.885310456,8.073380167,7.256514993,0,2.372854713,8.026808247,5.605856543,4.243455358,1.519132808,4.828888674,5.865014132,4.667556252,7.85791047,0,0,1.073254437,6.221210389,3.546886499,8.197798712,0,4.392940568,6.372351103,0,8.946009243,3.561978479,5.567342279,2.074159426,0.893099627,0.725812013,4.092528575,7.25132084,3.186277801,2.393674927,6.457933395,0,6.031971283,2.778028617,7.553270979,1.871861423,1.246035053,3.043515966,9.364629992,0,0.808153465,5.129551511,0,1.694896473,0,3.921619468,0,5.423924492,7.110531705,7.027226683,2.411893237,0,4.891169511,0,6.961342436,4.289018064,0,7.932382755,0.712649341,1.200968312,1.383637993,6.876565239,8.943504758,4.546548218,7.502633304,9.949175914,0,5.46328278,7.021899174,2.302812775,4.608832341,1.145499215,7.071811815,3.6512073,5.204164599,5.247300394,2.141988282,4.980855123,5.664102123,4.875747086,7.131811107,6.177680222,7.032874464,0,1.536676553,3.684947286,3.331661961,6.933559057,4.902724795,6.616748197,0,3.314038207,0,5.942194769,3.787402189,4.338697567,5.087884043,1.313387243,1.520550755,3.959405284,8.489369237,5.599941343,6.967035445,5.846736311,4.520804304,1.978820385,4.999194718,5.546167082,5.985217763,9.401585797,0,6.206844616,0.924514265,0,0,3.773021693,0,0,0,0,0,5.408009758,1.158742187,2.82782176,0,0,8.226993481,0,0,6.867393754,6.235865734,1.923666599,0,2.271521337,5.880523739,0,5.067483262,2.769098661,2.446094594,0,1.424151339,0,4.958300236,0.950912565,0,5.299107875,0,0,0,0,2.481588211,5.666833794,3.288377557,0,4.906524144,5.890398031,0,0,6.6499027,3.42407942,9.200830822,8.151468164,0,5.216314914,0.85459129,6.773640369,0,0,0.836879339,0,7.141558037,6.670475942,0,7.236067285,0
TMEM38B,0.912703959,5.640192416,3.665916868,0,0,0,7.897997347,0,0,4.145668714,0,0,0,0,0,3.063363131,4.689529368,0,8.237648836,0,1.424818418,0,0,5.645942384,7.847400121,8.179997178,0.967844256,0,0,0,0,7.232810273,0,2.621490689,6.927012558,0,0,8.392962721,0,7.94656083,7.173844294,6.441076749,0,7.585101414,7.25667758,7.988275546,0,0,1.471636666,3.095144049,1.491209169,0,0,0,0.715131062,0.904075481,1.083225806,0,6.856693882,6.839717026,7.252742683,7.377126401,7.501429503,7.429852928,0,0,0.626431483,5.524206178,6.9198161,8.515628632,1.309645612,8.133329106,1.55993657,8.184056531,0,8.821512608,7.11125705,4.972269798,0.972713407,0,2.53377406,5.054824369,0,0,6.559819924,4.38840847,6.73375882,1.883560515,4.284791183,5.158092233,5.93314527,0,6.284945687,0,6.325461072,3.586492016,7.693513543,6.82239849,1.128369026,2.468283297,7.148318767,3.368340274,5.383204018,4.220236718,6.559008023,5.227305725,6.705022489,5.621092499,5.717749086,4.619326138,5.073621386,5.834664862,4.980378936,2.801781994,0,6.624253821,5.628515965,7.777985715,7.684945488,7.185701411,0,7.280325155,0,8.398208393,6.506208287,7.194592432,5.53826294,5.992919871,8.300341366,6.740599973,7.526916233,0,5.020308478,3.552590382,0,0,7.104759148,0,0,0,7.748858834,7.968302643,8.094744839,0,1.261187901,6.093551336,0,7.593468518,0,0,7.736834105,7.471613827,0,0,8.154529992,5.949030228,0,8.20298231,1.764799074,0,8.063177439,6.458808069,2.968749197,0,6.554052723,7.505133903,6.335731479,0,4.736600527,4.808791948,4.204778116,8.839260498,6.755835835,8.300768188,2.108994871,8.478790067,6.874687596,0,2.567512274,0,0,6.450882208,5.865664494,6.910684263,8.103304279,0,7.106575612,8.177366515
TMEM47,6.589331245,4.922383913,6.951545903,0,0,7.534180215,6.498810521,0,0.887353903,1.416833947,0,0,8.754678702,8.399054157,0,0.795699621,0,6.031612581,0,1.245528041,7.554693093,1.393748696,0,8.810784181,0,9.291357613,0,0,9.094850388,8.268005273,0.700691405,0.964725132,0,1.1943796,0,0,0,0,0,0,0,0.856196476,0,0,5.773013953,3.854379386,0,6.401697392,3.166737179,0,0.930262337,1.546871557,0,0.808153465,9.667405003,8.059399598,4.857005322,8.064985828,0,0,1.694337723,5.896451155,8.328361889,1.287220561,0,0,0,0,2.556134721,0,0.798592403,6.01972602,1.200968312,1.77141346,0,8.642886815,7.276531644,0.634648989,0,5.083153338,0,8.75406841,0.6434193,0,3.048473362,5.121707274,0.864965826,6.941806764,6.969898405,7.042846392,8.126451709,0,7.640355592,3.08893977,3.668131231,7.264065721,7.71580138,8.7007232,7.221725575,8.555307508,1.153648773,5.682726403,1.031748518,0,0,6.988174826,8.284628612,7.413744795,7.366267247,7.065904562,0.801259477,5.834664862,0,6.982232166,0,6.950968406,1.88473173,5.290359578,0,0,0,0,5.293947818,0,7.313198005,4.605800829,5.302888367,0,0,0,4.063712225,0,2.127644193,7.921894672,0,0,7.634015525,0,0,0,0,0,0,0,0,5.616326243,1.543080125,0,0,0,0,7.006176414,0,7.729875788,0,0,0,0,0,5.497160387,0,1.03402876,0,0,0,6.513053654,4.769606651,0.65989133,8.017667761,1.574174914,0,1.456391087,7.859075387,0,7.963144505,5.217217657,8.778264488,5.192306316,1.401969657,0,0,8.845899182,0,8.033443213,8.281353445,0,7.700920996,2.119484332
TMEM64,0.912703959,1.92324557,1.417041203,1.702884302,1.058108189,1.280446464,3.881774446,0.813778358,0.887353903,0,1.429923428,0,0,8.273320083,6.662655679,0,5.035630517,0.923765074,0,0,3.677355955,6.149483691,1.012619577,0,1.628038382,1.073254437,0,0,0.885598291,0,2.728476008,0,6.402894787,0,9.26843173,4.986538927,2.761238859,2.618936735,1.854125303,8.019768141,0,0,7.681148656,0,7.449096353,8.348974752,0.723354135,4.321074062,6.398283317,4.126199738,0,9.336922391,5.412280251,7.211303367,0,8.367931769,0,0.983510967,3.221233271,6.995659705,0.640686374,8.23681497,2.060916852,2.757513261,0,5.470723115,0.626431483,0,0,1.398728123,0.798592403,6.134104248,2.29184446,9.359388993,1.583785128,9.533182535,0.593014507,0,0,0,0,0.922608997,6.942043353,1.848014302,5.593259344,3.397534879,0,1.481934638,7.387377059,5.752695766,1.038730625,3.855965842,5.995386305,3.303623752,7.951354426,5.539529137,1.107767129,7.156269338,6.719431045,3.868049343,0,5.783881569,7.684113599,7.43420167,6.635174935,6.141057385,2.378634379,6.104452507,0,0,3.196739151,0,8.127987355,2.801781994,0,5.245983173,0,7.691351217,5.378357315,1.616111212,9.024689161,5.700763238,2.065563595,5.706550105,0,0,4.014091424,4.927155119,0,0,5.997511518,0,8.618599917,0,0,0,0,4.470112624,8.033456623,2.791816958,7.719403053,7.521274326,0,6.772380663,0,8.914735499,0,6.452521545,0,3.626264711,0,8.418358029,8.447528541,0,0,0,0,0,4.052131835,0,9.249984761,0,3.552206545,0,0,0,7.44025983,7.598361505,0,0,0,6.434066194,5.76912396,0,1.409772813,0,0,0,0,0,0,6.931589408,8.122733386,7.272576631,8.080999145,7.735302872,0,6.049522446
TMF1,1.37218713,9.199214297,2.757617788,4.690523574,8.500751536,7.22595124,0,0.819984592,0.989680448,6.533183496,5.079764601,9.696834,9.528022047,6.795640731,5.400986959,8.911645255,7.032010601,0,4.796286572,1.572558236,6.589354341,1.393748696,5.212688945,6.239172602,0,8.027600785,8.46057849,5.682450642,1.845367107,1.094893734,5.903319948,0.964725132,0,9.166992372,9.097565987,5.346223785,8.971279152,6.934042808,3.76129568,6.436832712,0.928151841,2.471331975,3.782914566,8.711322558,8.319272589,1.360407226,0,9.032341794,5.735248291,5.777689791,4.834912399,1.522951078,0,1.583796953,4.394057603,8.93105641,3.858332471,9.642917524,6.750257803,2.189336197,8.108063592,7.882199732,3.396465279,9.01224849,7.539090402,4.481520706,6.610352824,2.373389103,2.754923764,6.570899662,4.337503412,5.965303044,7.835616312,9.060373542,0,5.33476923,8.29512819,2.594392535,7.463899496,3.388300602,2.278938921,4.94628365,3.925695615,5.727944086,6.914355563,1.939376914,5.188384463,8.351723545,5.697621547,7.673239083,7.00171688,7.648188977,3.107102886,7.970242225,4.324046201,7.743302948,7.982997162,5.305876755,6.286326799,7.839035354,7.281596485,8.338442164,7.075129465,8.426392551,7.656691251,6.167244126,5.68455262,6.494242739,9.207614144,7.407881281,6.786150797,5.038547879,7.684360582,7.886885781,4.725029003,5.492554443,7.703230358,8.747761812,7.429135889,7.506301932,8.609375015,6.37948763,7.839130392,3.885191376,1.088220114,7.555139523,5.173236537,6.481806413,4.454971911,7.994307989,4.902853155,0,5.713774756,1.914297991,1.612369047,5.256457156,6.095775687,1.248307912,9.24793303,6.601982811,9.07288413,0.088888906,4.483032421,7.914026471,3.657921122,7.674576412,3.470878279,1.851697334,2.709316787,7.051318967,2.554940752,3.851714675,2.335320493,4.951897248,1.724077975,7.668076572,2.064142718,5.361898944,8.684493957,0,5.987038012,1.201126276,4.625015313,7.237330097,2.777069585,6.097555382,2.480183559,6.079510798,6.327552265,0,9.364327352,0,8.740299084,6.809534311,2.295843354,4.865604626,7.517367782,8.329662977,2.328957645,1.559518115,1.727461355,6.910719343,7.901203362,9.203612339,0,0.63388775,0,7.836491503
TMOD1,6.415422297,5.049485446,8.629605206,9.378531268,6.667388885,6.678239169,6.728212142,8.283180217,2.137215302,9.28131808,5.159211178,8.663382677,6.767313794,5.540048453,4.452743792,0.795699621,2.879711656,7.936639328,3.87630794,8.78225043,5.590200719,7.220253537,0,7.337441186,6.432382793,9.040740167,7.186069653,0,4.471725022,3.659178288,7.470292422,7.134024705,3.310233442,0,5.753942914,2.457331336,0,6.998420832,6.334299204,6.743517343,7.387505763,6.750046966,0,10.2886713,2.548106234,7.874636599,7.383782816,9.832371611,7.238573615,7.341600468,7.357657972,8.788097301,1.531187502,8.184250525,6.354834287,7.71155467,0,3.96892683,5.949035571,1.592462,0.681490988,6.982750121,3.484970714,6.394766804,5.617228318,6.303822724,1.666741706,8.792189713,0,8.496142198,7.067085578,0,9.055599022,2.162207133,0.736259286,1.930115509,5.089400304,5.426082131,3.649654402,2.803549792,5.41758097,7.384454574,7.962181989,6.602908246,0,7.775504929,7.321733032,8.230644151,0,6.794351852,4.394648975,5.493298839,4.171174583,4.879918632,0,2.125172733,4.279778701,8.416646406,6.460428227,4.874627643,1.153648773,6.275768245,3.758517213,7.265564043,8.512574732,5.896225448,3.777213376,4.547410166,6.17019202,5.858066306,7.772071584,6.151528213,0,7.103739512,7.959741189,4.901400842,8.310443964,8.777585502,0,6.298350671,5.382271629,7.557740755,5.833934833,1.427348109,0,0,6.05076036,4.800419634,4.97314411,6.525764715,0,0,1.086338358,0,9.041151294,4.373093478,7.167320943,5.752446322,2.501011896,3.810960292,6.226937862,3.160895424,0,6.324823165,8.898913321,0,5.728130831,0,8.748535098,0.812758712,5.862915504,0,4.665466272,6.726255499,0,5.052610342,6.130293222,0,8.14178322,5.981226633,5.595503838,5.835575204,4.965360392,2.020323151,2.111091836,8.303084882,8.170770052,7.064185146,3.843072724,1.574174914,6.341027215,0,2.82447876,2.754916827,0,0,0,6.220144644,3.821809164,0,4.066938146,3.561937886,6.729242907,1.694735055,7.015173618,4.752977656,0,0
TMSB15B,6.790672348,2.996729219,0.875926633,2.462320227,0,1.280446464,6.938959301,6.208118114,8.034740916,0,7.270804776,2.374839959,0,6.441825873,0,0,7.233242955,1.88408173,7.987406414,5.443031368,0,7.293029706,7.142645376,7.788138655,7.931521694,7.245895741,7.310395611,4.540119707,0,8.088323661,2.131847521,7.087233961,6.663084811,7.447653462,7.906376538,1.483776862,5.325422877,5.219808279,7.031996077,0,0,1.467991826,7.65224748,1.012114225,0.886367202,0,9.575221533,7.754222413,0,6.559006714,8.54286652,8.666927629,7.062899321,0.459939833,6.098026244,0,6.586394006,8.332511835,5.289060978,0.417854382,7.203302051,6.770686841,8.003252083,0,7.511302346,0,3.160931132,0,8.312312911,7.398555779,0,0,7.202418095,7.715640558,1.221383304,0,7.007910855,0,0,7.828469223,7.447624621,6.192858299,6.413971656,7.923185054,3.096290894,7.048376207,6.756293175,1.571702807,2.549443071,6.606313564,5.960274415,3.707567385,6.097077471,7.305464651,2.221634673,2.964558782,6.395406901,4.335794649,7.358454441,5.272954485,7.362097371,4.704363071,6.047343385,3.389684167,0,3.611818532,6.595486971,0,2.898888969,6.56617016,5.898864247,1.571337438,4.568597386,0,6.677798786,6.475159268,6.536037363,0,5.090209066,0,5.469095222,4.208334976,0,6.637573448,7.469344299,5.077272266,5.606482855,5.244445085,3.102622204,0,0.799306353,9.179116229,6.187728927,7.479029773,6.067344145,0,0,7.197999178,0,6.329462441,6.642393257,4.976024236,3.351646245,6.589149099,0,6.519285698,7.994729429,6.174811184,0,5.185857667,6.124020061,6.491657336,0,5.023093613,2.979679173,6.940066379,2.320093769,0,5.91430464,6.467481097,5.702188807,6.907288849,4.609533208,4.454401609,6.734767765,7.084654133,5.985088108,6.037455614,6.62569047,6.496615059,7.322058726,0,5.417701618,5.425137604,6.523040146,6.300490429,0,1.775994145,0,6.642269404,7.137400578,0,4.817627089,6.687130384,0,2.187090241,2.22054392,6.380907983
TNC,6.323498879,4.300961835,4.218322556,6.447282347,5.840907642,8.472191015,7.89449052,10.05765608,8.580982984,3.062864764,7.409034494,8.664765365,7.686130353,6.939608436,5.68035794,6.577196751,2.900751012,1.491627672,9.336607498,0,3.049346126,6.576180405,10.65953489,8.443526587,8.410225466,8.848067285,5.826523288,7.407760991,8.638835993,3.876411591,9.44253413,8.562944321,6.844082852,4.252799031,3.330079598,1.358797364,7.250546262,7.221301398,8.399557308,3.878295281,4.908872977,8.696101238,10.47779561,11.62624202,7.422023239,3.546527065,6.185619573,9.508238278,7.376140436,6.03370862,7.129790711,2.468717684,8.544998764,3.48808908,1.26614177,4.382525487,2.039200096,1.985912991,5.623462556,1.232952766,5.839578653,1.381054285,9.038937184,7.091390416,8.58105009,4.226385102,1.649341983,2.323677163,4.777543344,2.092612425,7.796817887,6.467050867,4.160775784,5.901737918,9.156425567,6.156275716,3.732594503,1.169146067,7.008715705,8.774271225,8.122239687,7.983022038,4.632702094,4.655718416,6.982599605,6.045663894,7.306169794,6.344721354,7.060623924,6.885269888,1.824218115,3.440563563,6.652515384,4.280248192,4.007761418,4.745300717,3.33991203,1.098117899,2.485974076,3.879205189,6.497782102,9.246636079,5.639861328,6.154449617,7.419809521,9.235774362,7.019051993,7.462504096,8.451556915,5.223348318,4.205674937,2.113310394,4.879830794,5.75436958,7.472640003,4.839578713,8.558426825,2.445990125,3.120269717,7.693704758,8.052520936,7.258995808,5.365932566,7.534455007,7.486194224,7.511215393,5.451744706,2.191974139,4.063883836,3.004561083,5.992027753,3.963358492,8.342826755,6.171502921,3.075530536,7.535272237,7.103863737,9.064912729,7.844818936,1.166235265,2.493073655,8.76187866,8.060463623,7.694031176,4.280917628,1.980891414,6.735602432,6.756033363,7.650121397,1.824590913,2.433331518,7.981462381,6.925760232,3.64953066,2.090978993,6.864819324,3.396008786,0.999816543,8.332026798,1.72602775,7.413985009,3.035260877,7.194826941,6.816260711,6.278949644,1.4752593,7.427889921,5.770835302,0.62695428,6.615153992,3.695373282,6.058955452,2.543585673,2.309761504,3.162431667,5.939919283,6.834589084,7.85428748,1.401969657,8.134783826,1.882811892,5.604849216,0,2.629996375,7.340790505,6.924506875,3.152916891,1.551865621
TNFRSF11B,0,1.260854709,6.510964054,1.702884302,0,1.280446464,9.829527845,7.607323776,0.887353903,3.224958091,0,7.182836072,6.599043309,1.335113393,3.22640074,0,0,0,0.697829302,2.35421507,1.424818418,0,0,0,6.785010099,0,7.842123224,9.512102428,0,0,0,0,0,0,0.678589733,0,0,0,0.725812013,0,0.914667177,0,0,0.963726194,0.854482509,7.220065778,8.659693086,0.815187295,0,0,0,0.971526491,0.959857829,3.783086913,3.319452159,0,0,0.983510967,5.573637775,0.74146997,8.762871044,0.849833723,8.29266721,0,0,0,0.626431483,0.818081649,1.561946544,1.78870051,6.029141373,1.187528132,0.72200219,0.851701111,0.736259286,1.087016615,7.224562955,0.634648989,8.922778621,0,5.051681271,0,6.888300295,0,4.968351922,0,0.864965826,4.754985946,0,7.274353951,5.074119908,0,5.444236147,3.08893977,0,0,7.435567266,0,7.163234553,0,0,0,7.579674756,0,4.985051845,7.373897246,4.516816111,5.061602241,1.008850331,7.248702985,6.754052847,0,0,0,0,0,7.220197764,1.108078165,0,5.952602612,7.331297881,5.186847775,0,0,0,0,7.07855821,0,0,7.697351597,0,0,5.752167478,0,0,0,0,0,0,7.161891032,6.458332767,0,0,6.566318871,0,0,0,2.792876946,0,0,8.010938024,0,0,2.126686099,5.598466618,5.430406802,0,0,0,0.829571362,0,5.620463031,0,0,6.554052723,0,0,0,4.604498355,0,8.615789404,0,0,6.431183363,0,0.798691965,0,0,0,7.898200808,0,0,0,0,0,0,2.710724186,0
TP53,4.341654316,3.254869946,3.514940112,1.920505549,7.451356637,7.182185247,4.636351551,5.801728172,3.572184271,3.15094132,7.356679042,5.330687907,1.95242732,4.103413002,8.540399837,4.627529154,7.173096614,5.265668798,2.398779542,2.699978733,1.811620031,0.8460132,4.989192468,4.788754086,4.566419412,5.660737052,7.257659826,4.579882674,2.750457968,7.103519816,5.514564921,4.631819692,3.533623134,3.538158617,4.339736669,4.804879267,6.18849185,5.549964598,2.795626874,4.307370817,2.834707074,6.137145184,5.364894721,5.173010533,3.53836016,2.333181549,5.289723421,4.593973367,2.731030186,1.912401368,3.208074671,5.40586266,4.114549545,1.711686865,1.862792139,7.314393151,0.955882138,5.945101462,2.122776225,7.025800979,1.694337723,4.601371188,4.506232204,2.502702334,4.532848341,6.631609635,2.27627469,3.423445886,2.558527522,4.849185389,3.10699365,6.139212743,4.311365241,4.86760736,2.365947144,3.546123619,4.700317315,4.142387532,4.47277998,5.129907265,5.152841243,6.794521779,5.346016489,4.775600567,5.142337339,6.026985076,4.934275302,4.19484671,2.503136271,4.633212685,4.372053319,6.880324931,4.991425936,5.439746508,6.114632223,5.798755258,7.10062255,3.951265327,5.964141556,6.555988753,4.640622648,4.547489612,4.549360137,6.096746657,5.634479591,5.695855952,5.243360043,3.138350743,4.858001299,5.537019314,4.065536267,5.419234273,6.567136505,4.295414317,2.736861511,4.531674948,4.657387479,1.43843283,5.595610847,6.492206112,5.828386622,6.155767534,5.521121217,3.44526016,5.19154759,4.982098103,5.146891815,5.15817358,6.387627943,6.580058229,6.093367482,6.512052003,8.021485311,5.863481097,7.677580574,8.340936431,6.706249118,5.759508674,7.225740197,7.144958767,7.599057151,7.825149632,7.290372937,5.946211609,6.465158978,8.33591525,6.956689595,7.772144483,6.751300085,6.869206205,7.699573599,7.302327985,7.618786636,6.383031335,6.973726621,6.052979458,6.229608899,7.947375836,6.508854953,6.130001726,6.345968301,8.115838907,7.604076921,6.838973361,7.600669245,7.101796708,7.254575624,6.353731393,5.372736679,6.094777102,7.127054596,6.232970589,6.577647941,7.683356423,7.945409805,6.958720376,7.392216747,6.42102227,6.8047093,6.218073286,7.564027591,5.500731564,7.011956051,6.977090665,6.166237845,6.479454867,5.798349468,5.979730212
TP53INP1,0.912703959,6.174230855,5.33105173,0,0,1.280446464,1.567067122,5.980490168,1.432724564,0,1.429923428,8.010564774,0,0,9.931953312,1.681564839,0,1.88408173,0.697829302,5.140628585,6.894047652,4.757113315,0,0,5.914886548,0,1.541926911,8.321254976,2.134261217,9.070234134,9.568395655,0.964725132,0,0,9.060998139,7.221451435,5.813243172,7.08467327,6.226564948,0,4.637993965,3.625695074,4.171508632,1.536391881,0,0,8.672133856,0.815187295,0,0.75355603,4.99055395,0,0.959857829,4.809151022,7.436573058,0,9.596234717,7.31576528,7.906699331,4.835268083,9.069583417,5.416814276,6.947888623,0.78264932,0,5.454578969,0,8.797469363,0.982772548,9.611168155,6.013209347,9.88032708,8.196170786,0,4.788374395,5.591631526,0,3.032679131,0,0.99778156,2.786509441,5.054824369,7.868385125,0,8.038046309,4.708504335,5.775537762,6.973031701,2.491323547,7.113366847,1.636375671,9.423639346,7.56519327,4.923729896,8.816042385,7.948338006,1.107767129,8.613248397,1.128369026,8.938600536,3.727657538,6.096045942,8.917486678,8.581855486,0,7.800265712,8.062314149,6.490258469,3.92336754,1.937126801,5.40855652,0,6.565141904,4.947902724,1.431068126,0,7.999309719,5.247117039,3.606959564,6.090175464,7.673795531,8.093085796,9.704077458,3.346794972,0,9.335497162,7.54230165,5.04365083,7.558629403,5.794792204,4.806510338,5.429696962,4.328897771,5.186711493,2.974244827,1.158742187,4.442283073,8.338764553,0,8.652769481,0,8.830851854,0,7.10443515,1.261187901,5.484891549,0,5.488089733,5.712415882,0,5.710996499,6.113199804,7.912126253,0,8.693471644,2.204953591,2.722153453,10.43650285,6.110338,9.244065109,6.365945955,6.428066718,7.266137656,4.980366502,4.784579878,7.553081983,6.779540166,0,6.737881691,8.576013388,0,0,6.059672575,0,11.03545297,7.9238557,3.292732178,5.675569749,6.289155697,0,9.343926117,0.836879339,0,6.008354467,7.836481771,8.194321233,4.645865389,0.876838303
TRAF6,8.466245273,2.7465666,1.031383228,4.891910446,7.487649653,3.400668515,2.591038982,1.820110414,1.441778858,2.081145044,2.604776468,3.022369086,2.38223376,5.753633405,0,0.527622271,1.720703482,1.606582509,1.224925701,0,5.084828714,0,8.504759374,1.584218767,0,1.810022015,5.50924218,6.007064262,3.257019593,1.527012153,4.061851276,0.533359086,1.711236281,2.627519363,6.422520321,1.521888065,2.078553099,8.006971145,1.600942937,3.302880975,3.20244803,2.070569584,1.929132708,2.2051719,2.15662673,1.925451358,1.422029168,1.350177097,2.50856713,0,0.970824085,2.974699665,2.756120181,2.244833841,5.074847944,0,5.258840983,6.619077661,5.862084332,2.711432365,6.770050018,7.618464996,3.902947724,2.222267039,8.057429441,2.367703619,1.750725206,1.67009336,1.62266482,2.331831763,1.669588978,0,3.741886584,0.951116232,8.558596574,1.012590318,0,1.781061464,3.253630121,2.4584189,0,2.446477099,3.126558312,1.858396368,1.765623344,7.66587891,3.185546855,3.710981591,0,2.113819374,2.881408603,4.719751573,4.177648676,5.667041302,5.760392023,6.085155132,2.224434398,5.13218485,2.742728465,2.587341759,2.073432062,7.063096156,3.347830135,6.771596519,3.735433073,4.449487937,5.509109651,5.946517453,4.286518413,2.046570491,5.978843784,1.828303594,6.145899321,6.76094595,3.569773781,3.077678529,3.366984481,5.109022381,5.653921866,5.89618103,2.401588149,3.208967506,5.955943592,7.402804217,3.147938944,5.996100235,6.159472925,4.862008754,2.899579436,3.523067061,1.075273029,2.540885051,3.478169301,3.851862547,4.266297637,2.973318415,3.910946652,4.888675502,5.837595771,8.545901288,5.226521948,7.14525375,2.156922328,7.37832261,2.65085557,4.811005685,2.82907233,2.614382314,3.958686979,8.227158032,7.020188368,3.853195995,8.166446467,3.339839658,7.174795166,1.521800951,2.618556682,2.075008268,3.955081521,2.783054397,4.316854624,4.34781699,5.173491488,3.197990673,7.230720615,7.013579619,3.421298776,2.135136584,2.940985112,7.536825857,6.986038032,8.097225368,3.581927135,1.649447305,3.624517362,2.873875993,0.424609473,2.381550235,1.437401448,7.595133514,4.521521483,2.948948165,6.745338037,2.69789263,1.826420382,0.86995939,3.197212123,5.962225456
