X,H9_24h_013,H9_24h_014,H9_24h_015,H9_24h_016,H9_24h_017,H9_24h_018,H9_24h_019,H9_24h_020,H9_24h_021,H9_24h_022,H9_24h_023,H9_24h_024,H9_24h_025,H9_24h_026,H9_24h_027,H9_24h_028,H9_24h_029,H9_24h_030,H9_24h_031,H9_24h_032,H9_24h_033,H9_24h_034,H9_24h_035,H9_24h_036,H9_24h_037,H9_24h_038,H9_24h_039,H9_24h_040,H9_24h_041,H9_24h_042,H9_24h_043,H9_24h_044,H9_24h_045,H9_24h_046,H9_24h_047,H9_24h_048,H9_24h_049,H9_24h_050,H9_24h_051,H9_24h_052,H9_24h_053,H9_24h_054,H9_24h_055,H9_24h_056,H9_24h_057,H9_24h_058,H9_24h_059,H9_24h_060,H9_24h_061,H9_24h_062,H9_24h_063,H9_24h_064,H9_24h_065,H9_24h_066,H9_24h_067,H9_24h_068,H9_24h_069,H9_24h_070,H9_24h_071,H9_24h_072,H9_24h_073,H9_24h_074,H9_24h_075,H9_24h_076,H9_24h_077,H9_24h_078
PCDH10,9.159098912,7.523430056,8.820173397,5.554167529,6.275222427,7.49277464,8.011388975,7.664011149,7.234694292,8.246488297,6.182500623,8.500476972,7.734468085,7.495599526,1.644311481,5.163676673,8.735268358,7.201119935,5.970283224,8.786847586,8.726013095,8.025979206,5.319253111,8.152415232,4.445437618,4.845557349,6.2432794,8.039053868,5.141823579,8.962307959,5.435065514,5.967049161,8.176231434,9.241481901,8.024056208,6.870192956,6.185477251,7.538674157,5.811446345,8.721631552,8.108466582,7.368487292,8.996367728,8.809736774,9.149512048,7.762759343,8.145112018,8.767869239,6.71825202,2.353119791,6.245153123,5.856092071,8.435804937,3.487760846,2.805655073,3.170541787,5.373619758,8.288038331,8.118791463,8.980334261,7.221162337,5.412194396,8.317032326,5.788101503,7.354882505,6.301885137
PCDH7,2.924855135,0,0,5.360736483,4.434947522,0,7.476343359,0,4.749902391,5.702881403,4.210205013,5.489998139,5.703171229,4.278503585,1.644311481,5.025815341,6.730250407,0,0.801833881,0,6.55988288,0,4.999844538,2.23552458,0,7.119103828,0,0,0,2.694961339,2.458401865,0,0,4.428134793,0,3.560712169,3.096907346,2.035345414,4.152794579,3.078065392,4.743095478,2.36471717,4.170644077,4.720807162,6.379440845,2.91666072,3.23433444,0.569283601,6.149544435,7.351527015,4.439908623,0,2.988674344,5.239752532,6.862219828,4.965172966,6.342797136,0,1.356947923,3.418678181,5.734974322,7.119025466,7.070036523,2.884255879,0,5.726036773
PDCD11,3.291598528,6.767034428,5.932116972,6.140962292,3.247109954,4.54115862,5.780216992,7.012385813,5.316880561,4.189210005,3.28611533,5.810046603,4.894704475,6.675793064,3.78198053,7.698760788,4.94324014,5.876123928,5.196888507,5.299786995,3.801752177,6.763741118,6.088291181,7.377363075,4.16495293,8.025124445,6.221872847,7.725754333,6.309013378,6.942777243,5.309840133,5.983654782,5.609726362,5.579821003,3.981812643,2.612536199,5.534029322,3.128956773,3.826823526,5.922899827,4.240537588,3.983976227,3.50064624,5.970623341,5.06268857,6.314906037,5.949940115,2.420638496,2.147594435,8.619985782,4.590557204,5.047447703,5.333557547,4.158241072,2.805655073,3.650892575,6.031959744,3.163187644,5.784752047,6.234917811,6.608936001,3.95086059,3.009113677,4.813976598,7.378073613,3.689390705
PDCD4,1.344029696,0,0,0,2.819978082,0,5.0079588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.437907413,1.425883084,0,0,0,0,0,0,0,0,0,0,0,2.124776122,0,0,1.610334244,0,0,5.079483972,5.278842142,0,0,2.232172701,0,0,0,0,0,3.554626516,0,6.011372867,1.131202676,0,0,5.02244361,0,6.769269182,0,0,0,0,0,0,0
PDE3B,0,5.369820196,0,0,2.549439361,0,0,1.379452322,0,4.084491697,0,5.690323213,0.96071141,3.063984549,1.644311481,1.668017568,6.10778181,0.740992779,0,1.797770922,0,5.046277171,8.12558994,0,5.560554224,4.937389208,5.059912166,4.531721751,1.464281192,0,0,0,1.828220636,0,0,0,0,6.442993892,0,6.666441623,3.937564737,2.79271161,0,7.28084589,7.64623399,6.055491422,5.84017131,0.976417286,0,0,6.685503385,6.060551946,7.980038512,7.44880419,0,0,3.379775116,8.245108612,4.837197234,7.507378747,5.467772556,3.96084275,0,6.497700027,0,0
PDGFA,4.812937713,4.998483653,7.320313181,5.658887878,3.50015107,5.143945035,0.575809162,2.572705433,5.168893405,1.543893283,4.010955487,4.293989254,0.96071141,4.742532802,4.253299816,4.761993444,1.315145077,5.054137654,5.388271017,7.383249389,3.653407116,4.338129176,5.443943174,5.089731854,3.735370297,6.901636932,4.3196051,2.657939314,4.073249239,2.045715389,3.184746229,1.291809057,0,0,4.467834496,0.649311809,4.564834296,1.350273362,2.200795799,1.255599283,4.240537588,2.36471717,7.109597068,6.640042163,3.1383372,7.244812466,2.082350355,6.599087971,8.271898802,1.611002188,6.118597186,0.849397268,4.00280392,1.015649869,1.998512741,2.188168585,5.022861204,3.348003806,4.514423831,3.418678181,7.393092696,5.926477239,5.370905814,6.336115837,6.053815513,6.177907869
PDGFRA,0,0,0,0,0,0,2.436859798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.595969123,0,0,0,0,0,0,0,1.900572783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.197856814,0,0,0,0,0,5.897758206,0,0,0,0,0,0,0,0,0,0,2.532924584,0,0
PDLIM3,0,0,0,0,0,0,0,0,0,0,0,4.180076132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PELI2,0,0,0,1.123755766,0,0,0.575809162,0,0,0,0,0,0,0,0,0,0,0,3.769387478,0,0,0,0,0,0,0,5.936655131,0,4.21665631,0,0,0.785905677,0,0,0,6.549244618,4.010032738,4.688945094,0,0,0,4.276560659,0.599720979,0,0,0,4.640317117,0,0,0,0,0,0,5.61545252,6.245970275,0,0,0,4.412683609,0,0,3.96084275,0,0,4.530167307,0
PENK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.003463449,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95227698,0,0,0,0,0,0,0,0,2.884255879,0,0
PER3,0,0,0,0,0,3.792349861,0,2.071553912,0,0,0,0,0,0.941368455,0,0,0,2.947339905,4.715494485,5.299786995,4.953246578,3.317892753,5.705434804,0,0,0,0,1.870129774,0,0,0,0,0,0,3.989683699,7.84926016,0,3.657872317,0,0,0.779147916,0,0,0,3.036449767,4.765739123,0,0,0,0,0,0,5.1805193,0,0,4.010634896,0,0,0,4.746831312,0.684909474,0.821240702,0,0,0,0
PFKFB2,7.115943506,1.524440125,1.223194084,1.123755766,0.684153039,0,3.559649734,3.946287577,2.288662638,6.302123887,0,0.802942988,5.987634193,0.982268848,2.39285942,0,0,2.815970881,5.309336944,0,0,6.482831478,0,0,6.929273098,4.84741532,0,2.902999169,0,0,4.710284281,0,6.491814733,7.176873317,0,5.882125177,0,2.310118757,4.905470602,6.10843019,0.779147916,3.469863354,4.250947995,2.697180493,5.344325187,0,0.719834582,0,7.619080437,1.793091641,0,8.061670076,4.816172268,0,1.320738411,6.930110983,6.940730591,0.688994117,8.096606033,0,0,0,2.615364403,4.729715755,0,6.331840674
PGM2,7.153847052,5.884501356,0,0,1.495835988,0,1.30541004,2.071553912,7.826786133,0.71246462,2.064734954,1.693306027,0,7.655609868,0,0,2.990097408,8.690581346,4.976177791,4.819928061,1.240441988,0,7.223954477,4.853589414,0,4.700969706,0,1.470113255,3.734960711,6.321958455,1.484617797,2.208165065,0,7.841590472,5.9313091,0,2.256380766,2.497947723,8.600851135,0,0,6.208097915,7.049062484,2.146763607,0,6.055491422,0,0.569283601,6.629853006,0,7.644431385,0,6.492342243,0,0,3.306432144,0,1.153363174,7.305029644,0,5.227127488,7.83295179,7.38933308,4.813976598,0,0
PGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756659469,0,0,0,1.128202265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318325759,0,0.382723192,0,0,2.067509538,1.46445995,0
PHB2,7.417666949,8.093437791,6.839333604,6.574870846,7.506319573,7.385947536,7.415467743,7.697793043,7.431564288,6.348085945,7.764757729,6.149700542,8.075428371,7.553290054,8.427896577,7.461354775,7.720049711,8.521772185,8.342067734,7.958161832,6.180749102,6.620748065,7.585152307,8.401721241,7.386302865,8.876640565,7.667289618,8.631652078,7.773676763,8.026184251,7.08138401,7.893635335,7.533788439,8.309511611,7.061056717,7.228106801,7.854573768,7.10187253,3.5597348,6.360685424,6.57784336,6.519139855,7.125660486,7.657499206,7.295996296,8.999929959,7.374893948,5.997569175,6.580332262,8.842930565,7.876409001,7.565374685,7.688129234,6.895053551,5.928786521,7.573074655,6.008008511,8.668524109,7.8158639,8.824541472,8.018902818,7.326612613,7.918705793,8.459754194,7.41449578,8.21909555
PHC1,3.655969415,6.694907381,6.478848352,7.847337073,7.048821122,6.163105092,3.970951216,8.980521693,7.535896923,0,5.909365039,4.54885045,6.295306345,5.179517402,7.302847197,6.531370092,5.070096892,6.029742802,7.030784397,5.632852648,6.846141433,7.381010466,6.196900642,7.739414083,8.002702629,4.911869371,6.963392448,8.559321418,5.089485076,7.008757538,5.159515225,6.315124383,4.350516099,7.955437713,6.534536983,6.816637107,5.967629563,6.798421029,7.999000866,8.819727819,6.923973906,7.75474708,5.395390438,6.273821615,2.857995566,7.024419396,6.390808264,6.890475679,6.360622493,9.005516005,6.000825111,4.584609809,5.053418944,6.726062845,5.220912985,4.891873623,6.60230731,6.713989148,3.161511205,5.746007946,6.273237597,3.494303478,6.593966823,3.382840267,6.728059111,1.920626184
PHF21A,1.974769847,3.088650825,0,0,0,0,4.880184276,0,0,0,0,4.978695136,3.38718245,0,0,0,0,0,6.061579122,2.237330957,0,0,0.783121386,1.303953219,0,0,5.678323835,0,0,0,4.782767433,0,0,4.470496719,1.765945093,1.09547869,0,2.035345414,0,0,0,3.469863354,0,0,0,0,1.843168923,0,0,0,0,4.97574138,1.108518111,0,0,0,0,5.237622811,2.749584314,0,0,0,0,2.067509538,0.913968847,0
PHLDA1,1.143325041,2.993265772,4.757662427,5.134876681,4.452245699,2.798302936,5.189762938,0,0.737342176,4.815560134,4.85874819,1.341412152,5.963115605,3.308736179,2.472386598,4.221171557,5.21201784,7.502912743,3.705883714,0,0.689942371,2.314216368,2.468360909,3.988601272,0,1.121927344,0.98685778,2.69981924,1.478013219,0.877311203,3.441535269,0.76761169,1.925889214,1.10318114,0.629865312,2.476229094,2.344870156,3.99791792,3.329593948,5.313152605,8.542621313,1.788574701,0,1.338587786,2.50361439,8.039848786,6.920071068,6.728987737,5.459969868,4.310416136,0,1.669369089,3.930800187,1.600939895,0,3.141757333,4.109665648,0.768910903,5.644837488,2.990427248,1.205606697,1.179782394,0,6.075055704,4.45480308,0.799996108
PHLDB2,7.608483363,2.248990492,6.81183323,8.633683516,7.391102364,5.563112984,4.366009398,7.569856458,8.146618701,8.270376519,5.676415373,8.014863724,5.622337071,5.836461529,0,1.062735244,4.661548239,7.196439165,7.904510293,5.253701603,8.78067859,2.889204868,7.334915062,7.285256679,0,6.465279759,5.546768686,7.841635403,1.464281192,8.004859602,7.447484319,4.796724998,7.129974634,6.985724929,8.758291297,4.345677337,3.624538528,5.545762298,0,6.296168172,3.462790237,7.429157207,5.435119261,8.027666928,5.365490134,6.534707322,9.307909094,9.051891775,8.784558017,10.41925272,0,8.48614969,5.247915991,1.340687668,3.085712966,0.917864406,7.606055079,6.71390502,6.475091409,7.193813865,6.693942505,8.141910067,0.714551015,4.893586558,7.006571501,3.627591931
PIK3R5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.611002188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIP4K2A,0.792991764,6.553040225,0,7.386033761,5.946633618,0,1.979322711,2.071553912,1.198709906,0,0.844701216,0,0,5.608895627,0,0,0,3.282029354,5.487456168,4.541727632,5.388233346,0,3.946450237,6.767850992,0.823677927,1.512256973,5.439578651,6.912836725,0,0,2.775029119,2.208165065,0,0.715011636,0.565785728,5.0861193,0,6.589473855,7.555057567,0,3.937564737,5.811023432,0,0,6.066111012,7.305816626,0,1.293582224,1.612838509,1.611002188,3.16401231,0,0,0.595414586,2.457809079,0,0,0,7.128943184,2.08106896,0,0,1.833452723,3.402568568,2.438588094,0
PITX2,5.806060724,6.249256115,0,5.877195261,1.146340359,6.064945169,4.103240462,4.89871749,4.714750684,4.894189435,4.76894976,3.3126474,6.791387565,6.649582146,1.04473905,7.46197861,7.133415762,5.444999613,3.845959988,8.65117838,6.44069143,5.59764407,5.395352563,6.822053335,0,0,0,6.036084116,4.408730989,6.787895537,5.869152218,4.018604049,6.357556548,4.961175703,6.571645175,5.011812801,3.096907346,6.999101879,7.911463617,4.700755354,6.094130442,5.252156325,6.672969208,6.35594393,6.912624295,2.91666072,5.167423436,2.660301716,3.678324316,2.353119791,5.684786391,5.012039999,4.902363677,4.936995413,7.085494082,2.853040623,0,0.688994117,4.514752341,6.295520019,0,6.539639397,6.247809366,6.665623274,3.184380282,4.539104285
PLAGL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.644311481,0,0,0,0,3.602375823,0,0,0,0,0,0,3.846899549,5.804351219,0,0,0,0,0,0,0,0,4.313940037,0,7.315443597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.067509538,0,0
PLAGL2,1.301779394,0.954847907,5.210818092,4.751730229,4.997503773,1.836339816,5.557907582,0,0,6.538515616,4.146797618,0,6.31361517,6.32463072,2.883221785,3.814207682,5.618263433,6.039052014,3.310309406,3.987407896,6.859831873,0,5.124326154,6.53629108,0,6.157796816,4.236650894,6.708454645,4.316843254,2.694961339,3.445113064,5.426335643,5.988666854,0.715011636,5.724128852,5.781356725,5.647109456,4.813425945,0,2.368206604,5.115095645,6.843515893,6.137011541,5.673942402,4.24881855,4.368271779,2.082350355,6.85389505,4.604664927,8.263048231,7.058192973,4.692326142,2.879573024,0,4.805442451,3.650892575,1.526981445,3.65889955,0,4.349594332,0,2.273403805,5.793964999,2.884255879,4.290472993,3.271297296
PLAU,1.301779394,5.120248655,3.545602962,0,2.552426895,0.892981304,0,0,6.607375759,3.567571898,0,0,3.099321313,5.636383271,0,0,0,0,0,0,0,6.909297106,3.804807431,0,0.823677927,2.903801503,0,5.471697717,1.464281192,0,3.665597054,0,0,5.01940509,0,5.607249452,4.010032738,2.28510944,0,0,6.393511825,0,0,0,0,0,1.197856814,0,0,0,0,0,5.180289296,0,0,0,0,0,0,0,5.934339796,0,0,2.532924584,5.756547084,0
PLCB4,6.653092698,5.402193893,0,5.318731312,4.727041174,1.440430968,3.883033299,0,0,3.313305983,3.28611533,0.802942988,4.730600475,5.637450619,6.064054569,2.093108653,0,2.123211852,2.796291631,3.987407896,6.726948316,2.889204868,3.470496795,5.292604122,0,5.535670643,5.363421783,0,1.464281192,5.738535839,7.654750454,0.785905677,0,0.715011636,5.684266437,2.85850194,5.411326231,4.928014076,2.200795799,2.368206604,2.588041532,5.145269673,7.405116613,0,3.036449767,8.924133416,8.940929165,2.958473777,6.610531899,4.991843542,5.977676615,0,5.960714351,6.388660085,3.085712966,7.060784101,6.527690986,0,7.524535363,0,9.310753939,2.834994106,6.185646836,4.544817501,4.153822789,4.992493779
PLK1,2.294282011,5.33402085,7.562925002,7.636712983,6.067724596,8.058510551,4.464495281,6.387907177,3.309170582,5.14833613,4.631641848,1.693306027,7.981379588,6.635895438,2.847445817,4.50955416,6.588484117,1.881782931,2.578403128,2.555656045,6.735368235,0,5.211109652,7.201267724,0,7.079537969,7.265354149,1.659893707,7.787068453,0,6.705863973,3.380489351,7.451445442,6.999532894,4.073955723,5.519512443,4.564834296,2.847679726,0,2.647586545,6.930933767,5.069342426,4.421653223,5.749435667,6.982374783,6.191021641,7.340694286,4.677557407,3.429101263,4.09142358,4.966251538,2.805097975,7.789397559,0.595414586,1.320738411,3.947171805,2.589706291,5.659935969,7.657151165,0,7.413340412,5.942937679,7.10967832,3.941323356,3.694416375,6.957469625
PLK2,0.792991764,0,1.223194084,2.785692081,6.760170925,0,0.986248122,2.537317836,0,0,3.779709839,0,0.96071141,6.625443658,1.04473905,0,0,0,5.768680125,7.272631097,5.945807902,0,1.957320383,0,0,6.020442248,1.081172069,0,0.910448543,0.833655107,0.535662391,0,0.711712588,0,1.956488148,0,5.277208756,2.497947723,0,0,0,0,1.022081485,5.168681875,0,0,5.491709984,0,0,9.260843168,0,0,0,0,6.785937168,0,0,6.583228104,3.961004736,0,4.265139291,3.96084275,0,0,0,0
PLOD2,5.748241033,8.171391866,1.223194084,4.813530415,5.442050736,1.440430968,6.24894134,2.888847159,0,8.552968038,5.378183218,4.497934047,4.96719722,5.30941829,1.04473905,4.364571499,5.716812104,8.354312063,6.745427607,7.425434152,8.109920633,5.707882584,7.271846384,6.353984551,2.028445192,4.418065402,0,0,0.910448543,5.535035921,3.764368647,4.14208747,6.871227254,0,1.956488148,2.434362377,8.112635986,3.743820242,4.710464853,2.711638592,5.45834985,5.870717404,1.83879741,9.322005533,2.808161122,3.817820388,8.307121885,6.686115798,0.75375575,0,7.220284847,0,7.173665385,1.605791493,0,6.259119975,5.621636191,0.688994117,8.343123159,7.743216053,0,4.490178375,8.050287542,5.563114118,6.300334688,0
PLSCR4,0,1.931730637,3.70173449,0,0,0,0,2.888847159,0,0.71246462,3.28611533,0,0,0,0,0,6.04413055,0,0.801833881,0,8.010351326,0,0,0,3.558117365,5.383922278,0,2.182969633,0,0,0,0,0,0,0,0,2.256380766,3.743820242,0,0,0,4.556513801,0,1.90406636,0,0,0,2.420638496,0,0,0,0,0,0,0,0,4.408004683,0,3.050790826,0,0,2.485825897,4.469370964,0,0,5.997161149
PLXNA2,0,0,0,0,0,0,0,0,0,0,0,0,6.261183845,0,3.665952657,0,0,0,0,0,0,0,0,0,1.72671662,0,0,1.870129774,6.598121715,0,4.212156476,0,0,0,0.565785728,0,0,0,2.806437019,0,0,1.987195251,4.128751219,0,0,0,3.929208689,0,0,0,0,0,3.357541325,0.595414586,2.457809079,0,0,0.688994117,0,0,0,3.455494695,0,0,5.411372937,3.563027035
PMAIP1,8.520911646,9.031571168,7.008886258,7.736363718,8.433070659,8.117976082,8.140029616,3.407376572,8.172758511,7.687778135,7.754585044,8.578510256,6.377240383,7.713690326,7.994666663,6.849664754,7.606753407,6.528263043,7.85904517,1.797770922,8.902519113,7.515232473,7.490535536,8.527833915,5.875598995,5.415575766,6.726298555,7.48324229,2.175850048,5.651189839,6.784695543,7.02129134,9.248127324,8.155776274,7.71047566,6.389690593,7.057742422,8.153895386,2.535166659,6.844140167,7.872765313,7.783956276,5.383682801,6.707851176,8.075271201,7.474728148,5.318216682,7.311432372,8.875005143,8.182694099,8.777525327,7.326859607,8.136655767,2.834080235,0,2.188168585,7.031723232,5.660110632,8.628709803,7.67642246,2.693411115,4.758913185,8.835829708,7.880393427,5.548792154,3.273720147
PMP22,0,0,0,0,1.146340359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.553036528,0,0,0,0,0,4.557452371,0.595414586,0,0,0,0,0,0,0,0,0,0,0,0
PNPLA8,0,0,6.805133737,0,0,5.299905173,6.116396813,0,1.262415536,6.833299743,3.504188928,0,0.967708746,0,3.194269533,0,4.643048523,1.881782931,5.968400487,0,0,6.712118119,2.048130734,0.612452768,0,2.862136705,0,0,1.629248855,2.440214204,0.466931346,6.015657611,0,4.287355391,0.570458437,0.769636871,0,4.34837789,2.230589586,6.149337618,0,0,1.306910269,3.095787492,4.39183848,0,1.315035376,8.464703194,0,4.289347278,0,0,4.082257682,1.048093184,1.312060957,2.663549342,0.556263231,2.415241181,0,0,0,1.003365908,0,6.92044519,0,0.77740845
POLB,4.475555163,0,6.455343114,1.123755766,3.95997433,1.836339816,0,0,4.483697355,5.14911525,0,4.497934047,6.826573494,3.350990656,0,6.835979228,6.118122586,0,5.953076395,0,5.31604464,1.190124312,5.063427528,0.794538618,2.675677421,5.891312825,8.260762752,6.074491854,8.690523747,0,2.200648895,3.276510411,0.711712588,7.950283076,5.497542001,6.531624693,4.010032738,6.32302434,1.136919471,3.677523611,0,7.025238676,0,6.894025202,5.162801942,5.550184791,0,7.717005878,8.14744403,0,0,6.439407702,4.447071935,5.758471031,6.641892684,0,7.16065395,0.688994117,6.276309353,4.561841937,1.147438398,3.730183221,6.863511666,7.0428261,6.093026775,0
POLR1A,0,5.19606642,4.299011879,1.747718472,5.612762828,0.892981304,0.986248122,4.088901309,5.088788349,2.272502852,7.265018745,3.416911882,4.678241189,5.01309876,0,4.286223103,0.994349702,5.876123928,5.51092851,7.979555823,5.479188189,4.867794123,1.287886007,1.977496193,0,2.493493302,1.081172069,2.439913252,0,0,4.553383748,4.79634906,2.270972165,5.778358474,0,5.133612481,6.518376611,5.725516075,2.200795799,1.623630283,3.868511259,5.748752511,5.309494865,5.420403528,2.808161122,3.817820388,5.243311535,3.862552992,3.206974589,1.611002188,0,6.412502834,4.05391476,0,3.998140687,0,4.822277889,1.504100302,4.913925416,2.899642052,6.242771304,4.950005023,0,3.605338622,0,7.43570453
POLR1B,3.899234866,6.716823667,4.791428874,1.139284803,3.336479982,0,2.783699393,4.549899669,5.293246338,0,4.385245986,5.077451717,7.513279007,6.357388436,2.885298879,0,5.731569425,6.349773354,5.044382855,9.313969739,4.553649226,5.949352152,1.66108835,1.977496193,5.530109892,3.983721094,1.081172069,7.34082673,5.211978664,3.377701348,6.563551933,6.850743788,6.813337887,0,7.411380264,6.20472257,3.096907346,3.824934474,3.231703781,7.400739052,4.453558168,6.297814212,6.043155381,3.309418501,3.701307915,8.143084313,5.966603997,5.000047082,5.988148194,7.299037212,5.807194967,0.849397268,6.435658564,0.595414586,4.42872849,0,5.373619758,0.688994117,6.642274031,0,5.990567227,0.821240702,0,1.376186086,0.920723246,0.623816586
POLR1C,6.704774124,0,7.379327693,8.119443295,5.612762828,8.613960314,2.783699393,4.218676914,3.586214401,1.187262299,7.330687891,5.938219296,6.63534834,5.882202373,5.786926996,7.622050843,6.423436823,0.740992779,7.802525441,6.887091497,5.187072337,6.893830706,7.43097359,6.815670608,0,5.214315624,1.081172069,3.381106379,0,0.833655107,5.13628061,6.947028665,5.803388503,7.021710547,6.936507683,0,6.576640645,3.468899712,8.470607289,6.323672636,6.41788299,5.48790082,6.22314359,5.594279539,1.486031519,7.364345544,6.037806492,0,5.971679315,0,0,4.938505855,6.346225003,0,5.207523653,1.87497378,5.289351431,1.153363174,6.634737262,6.98887822,0,5.908169588,7.333093721,0,4.153822789,2.680203488
POLR2A,0.792991764,4.612316038,5.10289981,5.441246763,5.177598482,2.807162716,5.201926462,1.379452322,5.363018262,1.829607705,5.559546295,4.54471374,5.506990984,4.585486742,5.893959766,5.025815341,5.381265236,4.728484955,3.602853062,3.742451528,5.15983425,5.51917518,5.820318207,4.219442844,3.46059327,6.66785446,6.132921517,5.528137713,6.649589119,5.759934835,6.701196244,6.016303394,5.27154066,5.76139714,2.856490712,3.335528655,3.096907346,5.394531777,4.896205433,4.197377022,5.44986566,5.28346183,4.99663311,6.438098474,5.858905307,5.550184791,7.005149074,6.803798363,3.738895463,7.387378137,4.719993706,4.156777517,5.674105616,3.783736134,3.3201432,4.83636912,5.143363189,5.930538439,4.578995042,2.08106896,4.476773008,6.097808585,5.76041053,6.547775474,6.424190754,6.191319541
POLR2D,4.921906592,6.157600166,3.557099555,5.690854306,5.364705959,3.878936603,6.813259378,7.708548771,2.083505486,5.438452277,5.263295887,4.063476883,4.164203752,6.51087005,2.271059709,7.715001567,6.054074563,4.49201707,7.002293206,7.936445805,7.325985257,5.356290161,5.244686574,5.272183056,6.974843557,7.312169903,8.064586795,7.226005643,7.567227529,7.123750391,4.39930471,3.88355365,5.752243382,1.194974515,5.920026189,5.854328689,5.277208756,4.85264199,1.144764692,5.249584382,2.603423279,4.312306709,3.74094513,6.584742849,4.777010196,3.817820388,4.360762051,7.274537687,3.873312874,0,5.132022674,4.900283773,4.929986617,0.595414586,6.529419564,7.276400058,6.606492564,1.478974155,4.334448626,2.899642052,6.885162547,5.598870767,6.901985787,6.08797444,1.920407209,6.668442416
POLR2F,6.577634764,5.792484895,7.699521718,7.093819567,6.752072614,7.246348193,6.16454505,8.484533632,6.262613173,7.29881638,8.423483039,5.108923378,7.888510294,6.881227914,7.087464258,8.417101403,7.577488343,5.701015072,7.026102193,8.296083402,7.743245445,8.084441442,7.791684599,7.475895042,8.079321182,6.809212568,6.109799521,8.504006141,8.823780292,6.204456202,6.987435915,7.536778953,7.829089827,8.155743822,6.360235935,7.697015727,8.052317811,6.853879893,6.468175942,7.345740104,7.846477271,6.850945338,7.645230041,6.688800193,6.876221112,7.805632675,6.400674543,5.492640887,7.029900502,7.600924791,5.841058424,7.488300528,6.658422938,7.397267339,6.355592856,7.670756528,6.083313298,8.182618451,7.423881059,7.455204971,5.814850327,6.402497274,5.578666708,7.16014671,5.658680615,7.961706384
POLR2G,6.653092698,8.239447988,6.821569173,7.998270108,6.883918616,7.109794538,5.891688259,6.058955661,6.558150206,6.254649227,7.453686447,6.827150585,6.851731502,6.85852331,8.619282714,7.707204751,6.723493539,7.47531182,6.992810056,8.692488357,5.977354625,5.905911766,7.563324892,6.466108062,7.494972199,7.961409012,7.336796234,8.402023479,6.966105119,6.059709385,6.825300894,6.947028665,6.58532789,3.010146243,6.281025392,7.010046525,7.967758259,6.505844097,7.728214951,7.849613035,6.760549792,7.244394094,6.926107232,6.609672405,7.016627064,6.314906037,6.173312355,7.349334363,6.745816599,1.611002188,7.832579425,6.950321998,6.077581849,5.074592329,7.4978735,6.876522619,6.667589621,8.104584455,6.825566394,7.507378747,6.343467268,7.02062864,1.190263953,7.410715124,6.71888462,4.111238652
POLR2H,5.932591153,7.214350299,5.800119224,6.990585925,7.385878005,7.88154619,7.262561023,8.916209264,5.385545345,6.180372955,6.892295459,0.802942988,6.444774957,6.712972517,7.634569536,7.479689482,5.834239478,6.715007343,7.021239644,1.797770922,7.409186596,3.647949511,4.545125196,7.528440816,7.026194497,8.008873907,5.646542505,7.632359198,7.488361147,6.867462147,5.550284179,1.291809057,7.414818205,5.937830865,4.776664067,7.003606318,6.108575574,5.959059995,7.166856372,6.488811224,8.239422545,6.340663367,8.143309803,7.285038141,6.831289008,5.738976041,7.529349288,4.34706063,8.229650654,2.840749002,7.057330662,0,7.230308961,6.53310671,6.32895818,7.632473725,5.628100715,4.131613799,6.851807321,7.653452591,6.915251,7.685204021,7.536053404,6.572176141,5.756311102,7.236429855
