X,H9_12h_001,H9_12h_002,H9_12h_003,H9_12h_004,H9_12h_005,H9_12h_006,H9_12h_007,H9_12h_008,H9_12h_009,H9_12h_010,H9_12h_011,H9_12h_012,H9_12h_013,H9_12h_014,H9_12h_015,H9_12h_016,H9_12h_017,H9_12h_018,H9_12h_019,H9_12h_021,H9_12h_022,H9_12h_023,H9_12h_024,H9_12h_025,H9_12h_026,H9_12h_027,H9_12h_029,H9_12h_030,H9_12h_031,H9_12h_032,H9_12h_033,H9_12h_034,H9_12h_038,H9_12h_039,H9_12h_040,H9_12h_041,H9_12h_042,H9_12h_043,H9_12h_044,H9_12h_045,H9_12h_046,H9_12h_048,H9_12h_051,H9_12h_052,H9_12h_053,H9_12h_054,H9_12h_055,H9_12h_056,H9_12h_057,H9_12h_058,H9_12h_059,H9_12h_060,H9_12h_061,H9_12h_062,H9_12h_063,H9_12h_064,H9_12h_065,H9_12h_066,H9_12h_067,H9_12h_068,H9_12h_069,H9_12h_070,H9_12h_071,H9_12h_072,H9_12h_073,H9_12h_074,H9_12h_075,H9_12h_076,H9_12h_077,H9_12h_078,H9_12h_079,H9_12h_080,H9_12h_081,H9_12h_082,H9_12h_083,H9_12h_084,H9_12h_085,H9_12h_086,H9_12h_087,H9_12h_088,H9_12h_089,H9_12h_090,H9_12h_091,H9_12h_092,H9_12h_093,H9_12h_094,H9_12h_095,H9_12h_096,H9_12h_097,H9_12h_098,H9_12h_099,H9_12h_100,H9_12h_101,H9_12h_102,H9_12h_103,H9_12h_104,H9_12h_105,H9_12h_106,H9_12h_107,H9_12h_108,H9_12h_109,H9_12h_110
MCM7,4.114678631,7.893897882,6.229990941,6.513124314,7.876819759,11.31419378,7.03202075,8.062127549,8.355010387,5.517827732,4.786046095,7.722606096,7.257126204,6.788520863,8.203370152,7.047799194,8.039766371,4.945374681,9.476079237,5.563928939,10.66869243,6.65473771,6.930589975,7.511579767,9.400442692,8.419641926,10.12675736,9.406622004,6.545564536,8.873230679,7.492164825,8.349562807,6.658101253,7.278579863,8.691590478,9.709038984,8.994988241,6.779565596,7.86329903,9.440650582,8.602054737,7.001857976,7.043137908,8.797593513,8.065541666,5.228788791,7.864834016,6.975356052,6.287076723,8.758084198,7.960340758,9.469178587,6.382982552,6.433286785,9.030942878,7.852552119,7.809239996,7.273911883,6.640451099,8.876268444,7.184610982,8.408118525,4.473064978,7.263233894,7.25404598,5.682526574,8.606048529,8.899737668,9.362689243,4.728441506,8.18605369,9.721194451,7.543373407,7.448244441,7.652963293,8.400029342,5.287939591,6.91176201,8.888929917,9.171551561,8.494668268,6.560683969,6.866165985,7.15569029,7.804779764,8.648516926,6.047543184,8.023199532,8.342703772,7.145261955,7.078275353,2.416612134,8.15182195,6.19134404,5.885037702,6.978729102,7.569151226,8.783839929,7.92064743,5.149127843,6.111797994,8.500406406
MDM4,5.82089188,0,4.668821793,3.641580877,5.300733938,8.401472959,2.642057322,3.292230645,5.475992338,4.42569897,4.438425087,6.143470991,4.21826403,5.580216578,3.356462766,6.997673934,6.065097685,4.72496876,2.384351706,5.03250532,2.531543,1.550229526,8.752465871,5.692483683,7.865995525,6.13327066,4.970624275,2.908008546,3.946864105,5.301844443,6.877361921,0,7.235156937,5.142354587,0,5.977632018,6.254649445,0,3.452927448,5.734093097,5.369301829,7.25257144,6.181172613,5.097209224,2.097166075,6.025327071,4.424706381,5.775730773,5.791355158,5.664047214,2.821623793,5.558136618,1.653505251,5.341116499,5.607400777,3.386633164,4.762193717,4.200995508,5.833435173,2.885917504,5.007264705,6.821057777,6.565602319,5.892334639,1.681014931,3.883897039,2.958626611,5.116758178,4.788592721,5.153201128,5.36862505,7.695353284,6.215903701,3.076452326,7.015267547,3.953095313,3.179171002,8.171087685,8.413611101,6.101926144,5.259183788,3.85115115,2.325688911,6.22012675,6.122227671,3.855950261,9.276727803,7.178945585,5.894521746,5.142842842,3.6658593,3.822981839,6.564073543,5.287803734,4.060673847,2.651910905,6.320829742,3.755197095,6.858798617,2.012982883,5.962818536,7.349144684
MECOM,0,0,0,0,0,0,0,0,0,0.871807566,1.205613007,0,0,0,0,0,0,0,1.178722112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.915888522,0,0,0,0,0,1.164935739,0,1.079917948,0.823886036,0,0,0.684804192,1.157248292,0,0,1.093898351,1.269537083,0,0.610966026,0,0,0,0.656166299,1.405568362,0,0,0,0,0,0.511945564,0,0,3.691048444,0.573988207,0.014085832,0,0,0,0,0.583182419,0,0,0,0,0,0.752317844,0,0,0,0,1.664230103,0.482560079,0,1.003869591,1.183944818,0.50451168,0.970438421,1.098720357,0.664457492,0,0,1.028057758,0,1.610787484,0,0,0
MED14,0,0,5.409455422,2.252183486,5.680140159,5.371844583,1.288151264,0,2.783128256,8.635090598,1.108400089,5.249093063,5.742716038,3.492110606,5.275700977,3.533517638,3.508869609,5.643141941,0,2.815538034,0,0,1.949780912,2.810481149,2.644162232,3.465012454,1.206544499,1.284610096,0,5.813297782,2.545693915,2.585660218,5.412672807,2.853177829,6.533826816,2.533733248,3.945074631,8.979270332,6.535689677,0,1.164935739,5.853967702,7.728512748,7.41053501,5.334733199,0,7.365500121,6.141961913,7.717575578,8.527006012,8.16437434,0.956474015,0.755153475,4.746140486,0.749828269,5.951432948,3.755505172,7.208008003,2.257146421,8.376346426,8.233474721,6.798077638,4.042360061,3.269158885,7.340004796,5.652110218,5.647234181,0,4.87230102,7.550101141,7.530578549,2.216104584,6.579925161,0,8.538578107,0.533230334,0,8.004234314,0,9.566911102,4.022909144,5.822578001,0,2.464330473,0.535743379,0,3.97243272,6.444511203,7.717441781,5.19437099,1.833141476,5.456459472,7.355216257,3.055222019,0,1.657612874,0,0,7.363757084,7.537526024,0,4.291856912
MED16,5.882068008,0.789740926,0,3.092218693,0,0,5.644810023,1.945922334,3.195089334,0,2.988481971,0.650491863,5.107914305,4.295724121,2.443563863,3.609041529,0,2.394711018,2.072969122,4.401406911,3.375215929,1.412845654,0.966715585,0,0,1.81174168,0,0,0,0,0,0,0.847947427,0,3.816993416,4.495571644,4.659233218,2.087344183,0,6.229941013,1.164935739,0,2.715800977,2.255600984,4.548255408,4.334679659,0,0.678210999,5.177659843,1.683198107,2.138650941,5.084049203,5.514366067,4.828765593,0.749828269,1.495174729,0,2.873621219,0,0,1.376507387,2.038230064,4.1394023,3.339263814,4.532973904,0,4.971017723,0,0,1.566705489,0,1.672571547,0,0,1.00458362,0,0,0,0,0,1.315007892,3.842231403,0,0,0,0,0.482560079,0,0,4.132217453,0.51317421,2.129250158,1.586350939,2.372498751,4.225586897,6.507555782,0,5.198594879,3.181614071,1.85751958,0,2.439777592
MEF2D,0,0,0.609508944,0,0,0,0,0,0,0.871807566,2.159691304,0,0,0.950095652,0,0.698068518,0.958993055,0,0,0,0,0,0,0.679440463,0,0,0,0,0,0,0,3.460192748,0.847947427,0,0,0,1.020581334,0,2.543582348,0,2.240832336,0,2.833201234,0,0,0,0,0,0,0.796705863,2.31346383,0.956474015,3.500440952,0,0.749828269,1.241374773,4.549925357,0,0.558322741,0,0,0,0,0,0,1.652100016,0,0,2.201776344,0,0,0,0,0,0,0,0,0,2.381335264,0,0.456290186,1.688744903,0,0,0,4.566385103,0.482560079,2.75267139,3.037353425,3.109666413,0,0.973983881,0,4.788535628,3.639017567,0,0,0,0,0.807081858,0,1.221629547
MEIS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEIS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598699271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.306282235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX3C,3.542973101,0,7.869764895,2.252183486,7.408480394,6.76494057,1.288151264,5.251223798,3.973481087,3.454103595,6.272185068,6.26258785,7.838129827,5.758197694,0,3.36946235,3.922130211,5.041785373,0,3.915798854,7.282703375,0,6.955543208,8.638920245,0,5.072044085,7.08435912,10.03139239,2.551857242,5.96273294,8.16211973,7.460264083,5.078843303,8.039525035,0,6.365300466,3.738209594,0,5.75845892,2.895275099,3.277334043,7.259391071,1.920213112,5.804019285,5.751730141,0.694774038,7.059459321,7.934649965,7.855134759,4.889352195,5.671389407,4.004409791,2.451744528,8.03921325,4.226617106,5.842689008,0.517259394,4.552111869,0.959853593,0,7.768906213,0,1.101936536,8.070434631,0.889040337,8.12439545,6.821202596,2.527635977,1.020556417,2.783838902,8.879153232,5.943212715,7.069195906,7.251519397,6.723311345,0.921689069,0,4.915187529,8.601166255,6.397945377,4.213166475,2.939468026,8.652962947,9.165846128,4.758301645,8.724816058,4.184264572,7.468313822,8.598154232,5.267654258,6.25151374,0.567670653,5.908938075,0.606249443,8.243547295,3.490052538,1.721042197,6.154075108,8.406261491,0.807081858,6.991688872,8.114578735
MFAP4,5.643025651,2.275181776,3.06356458,3.092218693,7.913089555,3.854933191,4.589427043,3.518587245,0,4.178344695,2.988481971,5.046644102,3.947150439,7.291175164,1.369350592,5.894344331,0,5.445831822,5.349549693,0,6.248120267,9.309228692,6.815872363,5.116241476,1.858244829,1.81174168,5.838881416,7.92749873,3.487249935,6.896432971,0,5.170738972,5.112592019,6.794478033,0,6.233726452,4.562681916,6.921687046,5.474862518,4.454803561,6.848754687,6.580727709,5.691156203,0,6.227810942,5.925631335,4.741737726,6.765610474,0,8.705558246,0,6.898666803,7.663622704,7.266749155,6.48477188,5.200468995,5.936684829,0,2.571176411,7.985118168,0,8.702656893,5.635844668,5.749671951,0,6.593798435,4.660543807,7.902755064,3.284508285,0,5.766599774,5.529378658,4.932420356,5.842879881,3.467754671,2.860033694,8.709583039,1.236881351,7.705239937,0,6.735086949,1.688744903,6.031060345,0,7.018044781,7.209942897,6.56408824,4.145443722,5.401094015,5.781900885,5.43144902,7.030033639,4.298066503,7.68738795,5.533306747,2.675217883,6.191130473,0,6.597368465,0,7.958399257,3.530999086
MIA3,1.895544429,0.789740926,3.151549887,3.092218693,0.893225161,10.45308292,4.303630106,2.264172146,0,0,4.285182176,2.318439161,0,0.950095652,2.790727189,0,0,7.308999245,2.456943813,0,2.507955623,1.412845654,3.523342178,0,8.374315886,0,4.647561693,5.026603771,3.423278778,1.341529679,0,0,0,0.758530858,2.915888522,0,0,0,0,0,7.038198991,4.341090318,3.601596512,0.811525584,4.049065647,4.094607953,2.814493223,3.035949572,3.466665455,7.828447283,1.939697003,7.455964864,6.34826611,0.610966026,5.075380619,0.933188462,6.523275168,2.983800432,0.558322741,3.00584844,0,0,0.653714081,4.987456734,0.889040337,5.47228909,1.409360814,0,9.177718032,7.220637082,7.562917475,0.790166769,2.010526523,0,6.375364342,5.234395809,3.394673702,2.342172097,7.632348268,0.488054558,5.997056601,2.939468026,5.554623551,0,6.819828426,6.980311075,1.132025689,0,2.071890191,5.267654258,2.615002357,0.567670653,0.585656887,3.449381072,0.604854013,0,0,6.191030264,7.206168781,2.24742446,4.026054327,0.528629408
MIF,9.444186584,8.016710538,7.926984097,9.740515355,9.311565395,5.778145481,8.061109244,8.014005695,8.423029701,8.271056867,7.837594085,7.616664957,7.217874633,8.156134804,8.106065724,8.607171606,8.4987001,8.319714961,7.980074342,6.949161725,8.116863476,8.290357424,5.256295958,7.47141089,7.685111179,7.22041561,5.93453384,8.564952054,7.842995655,6.718711166,6.10317129,8.630009556,6.899548627,6.776201575,9.277521692,8.36107706,6.380225573,8.218626518,8.860197883,7.540290181,6.864527918,7.966187591,7.962336367,8.777577138,7.797545112,8.100319918,8.593789872,8.333865032,8.25743771,8.233677088,7.848894815,8.419638982,8.144671317,7.877210503,7.830932821,8.08758963,7.768933911,7.392385521,7.619400435,7.599934843,7.683202035,7.856272536,7.63470639,7.405151546,7.570853979,5.825673873,7.036583597,6.964892644,6.733922041,7.000535084,5.766599774,7.233281995,5.774514256,7.27341289,6.20870093,5.818865217,6.079381137,5.891080199,6.114851595,5.219941417,6.244053153,6.383346681,6.063365284,6.318793057,5.978586332,6.613888512,6.788186286,4.866730538,6.953821168,6.921261587,7.7425872,7.296546183,7.568163281,7.652684464,8.263343604,8.118613121,7.560400741,7.527790292,7.170679568,7.785635284,6.971740394,7.746551633
MITF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55837121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51317421,0,0,0,0,0,0,0,0,0,0,0
MLLT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.012464455,0,0,3.307982383,0,0,2.461135425,0,0,0,0.65460619,0,0,0,0,0
MLLT6,0.93805484,0,0,0,0,0,1.566241727,0,0,0,0,0,0,0,0,0.720037292,2.730182814,0,0,0,0,0,1.540410419,0,0,0,1.77378869,0,1.77902575,0,0,0,4.153700259,2.39351693,0,0,0,0,2.543582348,0,0,2.997190973,0,5.227361976,0,0,1.358709815,1.989416481,0.87809057,0,0,0,0.501949366,0,0,3.010359797,0.197386722,3.508845191,0,3.480013074,0,0,0,0.686755344,0,0,0,0,0,0.986328947,1.362761526,0,0,3.986273467,0,0,0,0,0,0,0,0,0,0,0,0.959047627,0,1.916819907,0.8488726,1.315106398,1.187317155,0,0,0,0.022367452,0.631811945,0,1.537619304,0,0,0.210743931,0.593537158
MME,3.331811994,0,8.454833233,4.773375709,2.402345021,7.345474438,7.852341509,1.536994543,4.616694794,0.871807566,7.873597625,0,1.613833715,2.224065886,0,1.802948158,6.936814827,5.703339142,0,4.532690839,0,0,0,0,0,0,0,9.221604632,0,1.341529679,0,0,0,0,0,0,0,0,0,3.953235496,6.239053076,0,1.920213112,0.811525584,0.697898854,0,0,0,6.070332446,0.796705863,7.257658534,0,6.16680675,0,0,4.155878074,4.771107181,4.924592111,0,0.833002182,4.389214447,0,6.0519439,0,0,0,0.634188836,0,0.598699271,0.575862874,0,0,0,0,3.178063618,0.921689069,0,1.601852168,0,0,1.081358505,1.688744903,0.524170022,0,0,0,0,0,0,5.425427873,0,0.567670653,6.31493894,0,0.604854013,1.387475868,4.276046823,1.509806702,6.093323612,2.554060106,6.242417195,3.363692504
MMP16,0.93120991,0,0,0,0,0,0,0,0.985917265,0,0,0,0,10.65718667,9.911339617,0,0,9.506032499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61703414,0,0,0,1.327763651,0,4.57829528,0,0.678210999,2.779383289,1.683198107,1.093898351,3.379290067,2.1502528,0,0,0,0.897215375,7.69377766,0,0,0,0,0.653714081,0,0,0,0,4.63408799,0,0,0,0,0,0,0,0,0,0,0,0,0.456290186,0,0,8.302882449,0,0,0,0,0,1.540006155,0,0,1.808842484,0.606249443,2.634186311,0,0,0,0,0,4.241305541,0.528629408
MPHOSPH9,4.114678631,1.297207841,1.365815358,0,2.402345021,0,4.899319764,0.964174378,2.299329259,4.203908925,0,8.109246637,5.925016289,3.230818875,8.479485496,1.519538924,2.255745585,5.041785373,0,0,2.507955623,0,1.540410419,1.768109778,0,0,3.344103341,1.953199698,1.77902575,0,0,4.701244747,0.847947427,0.758530858,0,1.763556454,1.020581334,2.087344183,0,3.41410672,6.330968239,0.973332695,0,3.939815283,7.906450919,1.796815172,0,0,6.105871492,0.796705863,1.708849624,0,4.129898479,0,0.749828269,0,0.517259394,0,0,0.833002182,5.788614651,0.829324561,0.653714081,5.282576491,4.393737425,0.618921763,5.161084924,0,0.598699271,0.575862874,0.607790269,0,4.568013457,0,1.00458362,0.533230334,8.777385205,0.747123103,0,3.414305366,1.081358505,0,0.524170022,0,4.49729744,0,0,0,0,7.132174711,0.890931984,6.44967843,3.645771885,0,7.292106532,0,4.864687514,5.614638467,0,0,0,0.528629408
MRPL1,0,0,6.356917238,3.092218693,9.144641339,0,6.659427194,0,6.275838229,0,0,6.273253568,8.950826649,7.837176685,9.901327439,0,5.503532338,0,0,5.078789527,7.488410968,5.668985666,6.237298387,0,8.546293123,0,7.794580332,6.686045303,0,0,0,3.460192748,0,3.890966022,0,6.944417942,7.466903617,4.357404403,5.75845892,4.454803561,0,7.985290708,7.102812341,3.939815283,5.260343182,7.522035574,6.670517936,5.485789437,3.466665455,7.584336547,4.759875213,5.668168761,7.283157869,8.30133812,2.140112197,4.996511197,7.282193174,6.179957438,0.959853593,7.047633363,4.274894581,7.990127627,5.023553403,6.945540849,7.213213909,5.980581297,6.379702456,9.404734918,1.612306479,8.13753067,6.924840445,7.981291836,6.959349008,1.312727274,3.467754671,7.533192324,8.178352535,8.268352264,6.331378502,8.623214809,3.513017993,7.464971564,1.460702738,6.664137578,8.648438935,1.493357796,8.172866988,2.860252642,4.937364988,6.512700735,4.482805805,3.041230597,6.896882436,7.69969123,8.974630139,6.983404868,5.281560598,6.103281302,1.697133322,8.451059953,0,7.267833706
MRPS30,7.993928289,7.933830932,8.782989832,8.657324021,2.807615589,0,6.509922499,0,0.985917265,6.392238812,1.108400089,9.19493869,8.957390147,1.924480844,6.284610433,1.519538924,4.674842974,4.61016537,6.273242116,3.709250382,4.303966182,1.412845654,3.638379082,1.768109778,7.466948607,0,0,0,3.718056547,2.835276338,8.892424827,0,3.867792758,6.662578806,3.816993416,2.533733248,4.125963507,5.261943718,3.953362867,0,3.079530639,4.816923491,7.102812341,8.154336891,6.624628371,5.510674457,3.9380456,8.325900063,6.592835088,0,4.957183662,1.934208467,7.62689464,7.7165161,3.653871168,6.574413713,7.492930972,7.352271367,8.125855789,3.66912061,4.214147781,6.932971928,4.435339938,7.511417787,2.611564981,7.516859639,7.645985548,3.935344804,3.123543583,0.986328947,6.110823111,2.919048106,7.745271745,0,6.997765567,0.921689069,0,8.984188577,4.038906157,2.543651152,8.257612094,0,0.524170022,7.490170583,2.572059795,5.034308649,4.701821476,0.605764921,6.076873888,5.314520152,6.819140339,6.540501085,7.364013282,5.365161836,5.186504121,8.098762353,6.805007796,6.296534318,7.32392636,3.475153491,5.751280669,8.135141157
MRPS35,3.676873152,5.435238912,8.808657167,0,10.08667893,6.354318151,3.158954156,6.528116265,7.896625834,8.608249403,4.659773129,8.033004985,8.002634664,6.943594337,4.047838074,5.683944556,5.96247777,4.172717144,5.599057458,8.431074669,9.909994471,4.388976137,4.328242212,9.98979793,9.439155657,5.876397753,5.771397681,9.658431202,9.173353787,6.191944386,8.428616139,2.585660218,5.465865652,9.410088771,9.902150075,6.944417942,9.146629994,3.629213989,8.466037734,8.729351103,8.005062236,9.263503464,7.754792383,7.881576767,8.683878681,6.962620497,8.278270162,6.449432728,8.449493352,8.285720922,0,8.199597991,7.014357697,8.657651046,4.467890616,7.929326226,9.411811777,8.71109631,6.28589539,9.050975446,0,8.191404636,6.323791651,8.233805514,9.047625283,8.320810472,4.264396805,0,8.432957251,7.307910539,8.89071297,9.707354386,8.731661651,8.56775559,0.588019865,7.683231078,6.437202235,9.312317542,8.123461184,7.453890133,5.523973277,9.050542993,9.280013361,7.594668841,4.025863698,0.931847514,8.661684078,9.168636319,6.972347404,7.044537044,7.175272845,9.264986416,8.995016409,6.251921761,8.980949131,8.289635707,9.098557045,6.285185503,7.417734874,6.576798271,7.948226654,7.128904136
MSX1,2.468419774,0,5.070211879,7.207476077,8.203532203,0,0,7.213315603,2.56141432,2.364508323,0,4.936617682,7.197613152,1.518032245,0,2.243056096,2.92745435,1.645867077,3.493654327,5.435586015,0,0,0,6.145191298,7.739299305,1.81174168,5.199410228,6.783303615,0,5.997792545,0,0,0.847947427,3.956717084,2.915888522,3.033162695,5.325241707,0,6.535689677,6.946699322,7.143355126,4.036849105,0,5.790896553,5.768292588,0.694774038,1.101781725,3.700782079,4.00745931,1.981312244,0,4.615535934,2.1502528,0,0,2.880967605,0.897215375,0,3.509288725,3.139778066,3.941811948,7.661170618,3.826182438,0,0.511945564,5.605248423,5.161084924,4.63408799,4.530887058,2.562104906,0,2.919048106,4.013146196,3.843678629,0,0,2.876718377,3.723773123,0.553654026,0,5.519300127,3.59917569,3.469422117,0,1.699749157,0,0,4.518219535,5.381959043,5.143362149,0,0,0.585656887,6.138844014,4.671223617,0,0,7.493931648,5.095497864,3.208885038,4.541143817,5.936008997
MXD4,0,0,0,0,0,0,0,0,0,1.411376598,0,0,0.599470328,3.492110606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847947427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.429021955,0.796705863,0.648235458,0,0,0,1.240732758,1.241374773,1.197677647,5.197910344,0,0,0,0,0,0,0,0,0,0,0,2.148602565,0,3.173450137,0,0,0,0,0,0,0,0,0.80241531,0,0,0,0,0,4.981213602,0.605764921,0,0,0,0,0,0,0,0,0,0,0,0,0.905970348,1.218889171
MXI1,0,9.012009526,0.609508944,0,0,3.854933191,4.303630106,0,0,0,1.108400089,0,6.30932807,0,4.33908755,0.698068518,0.958993055,5.761124869,2.759908037,1.591331151,0,0,0,0,0,3.092879842,0,0,1.77902575,0,0,0,2.070304504,5.522459218,2.915888522,1.763556454,1.645924841,0,6.377053281,0,1.164935739,2.279020548,1.417311797,3.218119329,0,0,5.072999718,0,0.87809057,0,0,0,0,0,0,0,0,0,8.152408044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.269356837,0,0,0,0,0,6.929758541,0,0,0,0,0,0,0,5.765491097,0,0,0,0,0,0,7.593627148,0,0,0,0
MYBBP1A,3.676873152,5.308320513,5.318488404,4.308897164,6.535020573,7.084213117,4.933764097,3.105606638,4.060838967,6.999808349,3.777862099,1.944302375,1.021707396,3.367372109,1.985461244,2.243056096,1.530023403,2.885198779,2.759908037,0,0,0,6.425264119,1.487772132,7.235179342,0,2.639548981,3.466383619,0,2.024460648,0,4.701244747,0,4.615891598,5.076157756,0,2.030762934,5.933538023,0,5.053080499,5.921892086,0,4.764315498,6.367542642,4.469415836,4.880539641,6.193975474,0,3.466665455,0,5.145829092,2.922945491,0,1.636509144,0,2.967387373,3.390549969,5.799851316,5.474928365,3.986081528,4.389214447,4.405868865,4.545678684,0.97092237,3.184830338,1.050643763,3.214276017,4.63408799,0,3.063249338,3.969919621,2.426438159,0,0,2.00686998,2.860033694,0,4.918751424,4.400219559,3.795109574,5.464441868,5.08276342,2.74316552,3.760430236,4.176975342,5.72082279,3.205153449,0,3.461222241,4.857153736,0,5.374997862,2.809139812,4.732949225,5.186504121,5.705420639,1.103244081,2.409076946,2.455523245,4.621440471,4.695070954,2.182839948
MYBL2,5.861287806,9.509238879,8.327194587,4.559748733,3.879429046,4.804198149,8.827718699,7.70913436,6.14201765,4.740311351,6.821942573,6.517005081,8.462592174,5.900046763,8.109935083,6.83623101,8.322180477,7.402750689,6.74805282,8.850677185,5.432732701,5.760321752,5.911019077,7.545931556,7.841927088,6.206217404,6.540479279,6.686045303,6.507507737,7.52018376,6.747596331,7.821012479,5.517166792,7.113984571,7.886850202,7.103649059,8.371037451,4.23825779,5.881767215,8.093200997,7.633103722,7.023385029,8.218483679,7.805708907,7.132982802,7.223725797,6.344006604,4.954555235,7.387358155,8.387672574,1.093898351,4.164311918,4.011839538,7.451235065,7.944542766,7.615308652,6.689332959,4.403003806,5.740219077,8.245064664,7.659248165,4.04763136,5.249266956,6.986094939,3.87096645,6.812830055,0.634188836,4.326612228,4.970241044,5.432588953,3.646889819,7.822384557,5.650362547,6.722869517,6.218482789,6.079542838,5.779537909,6.711611708,5.971530108,6.326655014,7.168436897,3.59917569,6.585999109,7.826265436,5.90611401,5.644339196,5.469139467,7.457775727,6.253662825,7.170894568,6.504807228,7.455578426,6.31493894,5.856246866,7.110840567,6.645691151,5.882747923,4.843771958,8.008727565,4.643244454,5.841982741,7.005138642
MYCN,6.448628817,0.789740926,7.555841981,6.513124314,4.181617111,6.933390871,3.87778509,6.232158875,2.783128256,6.628403241,0,2.743522011,1.330312261,6.882912169,0,0,6.50264087,5.041785373,0,0,0,0,0,0,0,6.800498421,0,6.472833923,0,0,3.416539587,0,0,3.67356077,0,0,0,1.392221366,2.543582348,4.652455964,2.850231633,5.591116016,4.317345278,7.473182381,0.697898854,0,4.435063476,5.322289711,5.632285274,0,1.708849624,6.330512342,1.022699249,7.39801666,3.802220143,6.572002263,5.059291988,5.466267633,3.097762463,0,0,1.352592762,0.653714081,7.160139777,0.511945564,5.437934071,1.409360814,5.862826379,0.598699271,0.575862874,2.51483162,0.790166769,4.8590231,0,0.588019865,5.749330664,0,4.053474329,7.973107547,1.142515956,6.332886471,4.050182019,4.384741457,6.699414481,2.052354198,0.931847514,3.935455099,0,6.811880886,4.262700303,0,0,7.568125215,7.484436354,1.35753768,1.387475868,5.750207983,5.597673678,3.10847501,4.900250912,4.457548667,5.150540605
MYOCD,0,4.150687348,0,0,3.496702989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.848747546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.735764707,0,0,0,0,0,0,0,0,0,0,2.96641349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62174495,0,0,5.897737088,0,4.06423436,0
MYOF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.513941769,1.950651153,0,0,0,0,0,0,0,0,0,0,0,0,3.375270515,0,0,0,0,0,0,0,0,0,0,1.034107615,0,7.156026654,0,0,0,0,0,0,0,0,0,0,0,0,0,4.176362404,0,0,0,0,0,6.341906472,5.169679314,0,0,0.65460619,0,0,0,0,0
