X,H9_72h_001,H9_72h_002,H9_72h_003,H9_72h_004,H9_72h_005,H9_72h_006,H9_72h_007,H9_72h_008,H9_72h_009,H9_72h_010,H9_72h_011,H9_72h_012,H9_72h_013,H9_72h_014,H9_72h_015,H9_72h_016,H9_72h_017,H9_72h_018,H9_72h_019,H9_72h_020,H9_72h_021,H9_72h_022,H9_72h_023,H9_72h_024,H9_72h_025,H9_72h_026,H9_72h_027,H9_72h_028,H9_72h_029,H9_72h_030,H9_72h_031,H9_72h_032,H9_72h_033,H9_72h_034,H9_72h_035,H9_72h_036,H9_72h_037,H9_72h_038,H9_72h_039,H9_72h_040,H9_72h_041,H9_72h_042,H9_72h_043,H9_72h_044,H9_72h_045,H9_72h_046,H9_72h_047,H9_72h_048,H9_72h_049,H9_72h_050,H9_72h_051,H9_72h_052,H9_72h_053,H9_72h_054,H9_72h_055,H9_72h_056,H9_72h_057,H9_72h_058,H9_72h_059,H9_72h_060,H9_72h_061,H9_72h_062,H9_72h_063,H9_72h_064,H9_72h_065,H9_72h_066,H9_72h_067,H9_72h_068,H9_72h_069,H9_72h_070,H9_72h_071,H9_72h_072,H9_72h_073,H9_72h_074,H9_72h_075,H9_72h_077,H9_72h_078,H9_72h_079,H9_72h_080,H9_72h_081,H9_72h_082,H9_72h_083,H9_72h_084,H9_72h_085,H9_72h_086,H9_72h_087,H9_72h_088,H9_72h_089,H9_72h_090,H9_72h_091,H9_72h_092,H9_72h_093,H9_72h_094,H9_72h_095,H9_72h_096,H9_72h_097,H9_72h_098,H9_72h_099,H9_72h_100,H9_72h_101,H9_72h_102,H9_72h_103,H9_72h_104,H9_72h_105,H9_72h_106,H9_72h_107,H9_72h_108,H9_72h_109,H9_72h_110,H9_72h_111,H9_72h_112,H9_72h_113,H9_72h_114,H9_72h_115,H9_72h_116,H9_72h_117,H9_72h_118,H9_72h_119,H9_72h_120,H9_72h_121,H9_72h_122,H9_72h_123,H9_72h_124,H9_72h_125,H9_72h_126,H9_72h_127,H9_72h_128,H9_72h_129,H9_72h_130,H9_72h_131,H9_72h_132,H9_72h_133,H9_72h_134,H9_72h_135,H9_72h_137,H9_72h_138,H9_72h_139,H9_72h_140
TLE2,3.756143865,0.907097315,3.675884542,0.748305427,6.056330332,0,1.218021865,5.123876951,3.469098783,1.333019019,1.483758433,5.128506301,2.490193825,0,0,4.730755328,2.091089729,4.491500488,3.573832188,0,0,0,5.968683114,3.663604542,3.352769484,2.624309407,3.269652416,1.767751394,0,5.001103999,0,2.265969737,5.437608536,2.426722127,0,4.603834706,5.369293037,1.862512922,4.706500575,5.397498346,2.27173224,3.129867869,5.861852247,0,0,0,0,5.562357761,0,6.454493756,4.712911789,0,1.293686399,4.562311808,0,1.657830567,5.481552271,6.726665106,2.788554755,1.517917623,0,2.529672988,0,4.253032729,3.030974916,2.510207355,0,1.138016612,4.024434652,3.124064608,5.716991803,5.508621637,4.82546141,3.107915887,1.275640287,0,2.039648961,0,0,6.477634737,0,1.13953262,1.700388445,1.743478545,3.162465623,3.89320004,2.794127161,0.684191757,2.459675174,0,0,1.73454445,3.212757269,0,5.647130136,0,5.298846133,6.240587307,0,4.064053379,3.166917356,3.614856688,3.066224145,5.656096928,2.401242814,6.082544677,0,0.76242039,0,3.149413482,0,5.954100588,1.220099425,3.840408828,2.610024834,3.462214621,0,3.435095949,4.728884533,3.723400668,0,6.058587126,0,0,2.519650013,0.76287034,4.302124116,0,1.327129195,0.847625526,3.804640439,3.435437797,4.201594566,5.798269379,1.57060457,0,0,0
TLE3,8.495333567,6.150183816,6.444419546,6.45970665,7.985189062,7.893334712,5.984929727,7.323345547,7.438975543,6.746185396,6.615081466,6.901742598,5.853340625,6.84011912,7.306505241,8.050058717,5.790380126,7.63826987,7.198989817,8.514580363,4.73043065,7.159012221,7.066686676,5.937975078,7.008061729,6.553740059,7.65495117,5.115748746,7.885149382,6.833160855,7.13428639,6.76743838,7.059856893,7.603257869,6.741188565,7.031707571,6.15728134,3.155298363,5.732689681,8.283105712,6.963533945,6.825613218,7.615408026,7.184339916,7.807073861,6.752896972,6.461602263,6.872810472,6.782684036,7.710954473,5.990043696,7.217735,7.589485266,8.471508443,3.989061486,7.651214439,6.437451971,5.514589472,6.119952151,7.468637393,5.786124258,7.178048498,7.522497476,5.884741402,6.855216043,7.7046525,6.945598059,8.250401737,7.568590705,7.550963574,6.92708581,6.97244354,5.973133615,6.644976908,5.493549209,7.334435306,0,4.846422569,6.479292212,7.888051355,7.493421825,7.14444973,7.776359308,6.971152875,6.049182159,5.124159248,6.504361249,5.271339615,6.000293022,0,7.126913773,6.098128452,7.755230756,5.675571082,4.001022775,7.231089072,6.182475961,6.578457112,6.070431462,6.612373075,7.19631135,6.971874599,6.926628869,5.991098054,6.027656254,5.911616977,6.423478153,3.225893383,6.647103003,7.370237392,6.334992372,6.237864284,5.399574824,7.333524477,7.095890411,5.473311969,6.794685932,7.103620581,4.728190221,7.247378105,7.889703758,4.651737662,7.827087443,5.456408811,5.522843004,3.683323212,7.581279656,7.288117794,7.287144896,5.613891163,7.453007446,6.65231933,6.361025441,7.176033693,4.371762079,6.479434113,6.484386478,0
TLR4,5.604955279,0,1.491802415,0,1.014098532,2.572148298,0,1.118816556,0,1.572929007,1.479116721,0,0,0.784700933,1.248718101,0,1.94398735,0,0,0,0,5.029949542,2.375108125,2.084846919,1.352217216,1.122886817,0,0,1.348367116,1.051914892,1.15290919,1.182644864,0,1.398835968,0,1.262544146,0,3.354370038,0,0,1.186717332,0,0,0,0,0.979201184,0,1.185739225,0.345968155,1.959761752,0,0,1.108821069,1.657580612,3.155237393,0,0,0,0,2.043281987,2.267294267,0,1.628051678,0,2.323447997,2.437014188,2.106405245,3.246337045,0,0,0.823445802,0,0.388701946,0,2.434372973,0,1.030221189,2.016242638,1.61924386,0,2.108991232,0,3.207045919,1.733324535,2.950232079,2.197792305,8.230539857,2.208706167,0,3.25823712,0.752362,1.151901407,7.475764578,2.061332864,1.839322564,1.341736968,1.941805348,0,0,0.889501081,2.313441864,1.322024034,0.920270277,1.349751649,1.275239028,1.22365215,7.878880734,0,1.44292972,0,5.848347541,0.749220435,1.220099425,0,1.022359765,3.470933513,1.767110192,0,2.114387596,0,0,0,1.430930368,0,1.126713507,0,2.395802607,2.011151328,0.516089085,1.764944861,0.694028309,2.172049596,0,0,0,2.149610216,0,2.625519334
TLR7,4.591887586,2.016473148,0,1.762545012,0.802813128,2.251920787,0.762386708,1.953934195,0.522596248,4.436108137,1.964130064,1.989700041,1.040183861,2.843514561,0,3.995302893,1.872987577,1.820311579,2.583568075,2.36063786,3.089255359,2.790540285,2.898536051,1.65963797,1.964116234,2.413869363,3.132754626,0,1.429702781,0,0,2.671697429,2.990607836,0,1.26029073,1.787169712,2.667919119,3.337536928,0,3.003715006,2.523058123,0,0.812470107,0.340638114,3.089695595,0,1.757813822,2.456806372,0,0,2.722491192,2.685617669,0,2.267272136,3.037498795,1.032366874,1.219950087,3.308676053,2.36411846,2.332012013,0,2.03400708,2.026340018,1.198245766,3.857817703,2.13463105,1.530173868,3.2074819,1.611150025,3.269723829,1.603009802,0.833153198,1.228908315,1.889700807,3.399108132,0,1.703014168,1.624168379,0,1.179060456,0,0,4.692718637,0,2.806737295,1.462255711,1.338309621,0,0,3.978721487,1.312193783,0.188609356,0,0,2.022929093,2.021995945,3.385318938,2.395781022,0,1.252334555,2.432870666,1.771998654,0.996917108,2.647054936,1.709188099,1.13147168,2.234585452,1.47644154,2.726146981,2.710625579,1.088432306,2.950622408,2.032589105,2.656099908,1.948181986,4.273431508,3.810964431,1.584431377,3.509152328,3.125103092,0,1.979918441,3.998308327,0.945806862,2.770479908,0,2.436774888,1.047172803,0.84176406,2.193433988,0,1.580997766,3.168669278,1.043482034,1.125766776,2.318885595,0,0
TMF1,10.708823,7.011806546,6.469716665,8.186780349,4.615679433,6.902849396,7.92165245,7.443001458,7.881703156,6.070621094,6.529982693,6.163224105,8.164775573,8.026262465,7.719358644,8.6688164,8.76017406,6.374304651,5.735084367,6.911718537,7.977666575,8.471779572,4.873804057,8.565907436,9.720217512,7.427228828,7.296453629,3.137660263,4.615591368,8.099658396,6.114578163,6.051480014,6.232442519,8.279073429,6.811078374,6.279384266,7.95597082,7.730819983,9.517456355,7.305011523,8.025808022,6.956716477,4.775956885,5.105718827,7.762326983,6.930669824,7.730788747,6.752530022,7.7733356,5.783738005,6.044210634,5.495743357,2.189287265,0,3.329609941,5.032441845,7.035875824,5.341210266,5.780735578,6.913732178,8.427113147,8.030445657,8.497898317,6.118542291,5.076200456,7.812702096,5.870361397,2.52484073,6.931138574,5.008775034,7.125275856,4.512685636,7.933344467,8.823998643,7.355138398,7.526242347,4.749687702,8.463199781,7.42775039,7.68985466,8.70671845,5.585112056,11.01085613,8.46584232,6.821224663,3.01629045,5.651830921,5.849121685,7.18020471,11.14592285,7.369482709,6.828468733,5.562826572,8.477666038,7.036512469,10.05739202,6.444504428,9.188573862,0.738730396,7.437223307,3.751754402,8.448637146,7.488680463,2.037593999,7.02977748,8.214544423,8.100330292,5.973324491,3.425639562,6.544167498,4.687850775,5.931477424,7.328120977,3.729422936,6.569017413,9.926286289,6.252790411,6.027121452,4.285427596,5.713577726,6.63207087,7.977860951,0.199111418,5.61417788,5.458281905,6.929457787,7.248226388,7.632207584,6.595370572,7.954294408,8.359663818,8.224647311,7.483510072,8.648902218,8.334501949,6.426499577,7.381702394,4.395167443
TNC,9.54619873,2.504349564,5.242073359,6.066020011,4.941642665,7.961416926,7.539586887,8.236633228,7.453512953,3.643977291,7.052836019,6.726172502,8.988454003,7.027605733,4.408525373,5.607030903,7.858581095,4.999993132,4.082441746,5.360567561,4.972688823,5.27918999,6.945525797,3.345217811,7.258773479,7.773156626,5.611168982,9.166310444,8.026190081,8.035267967,7.310046463,8.830482263,1.716224657,7.704445474,8.582474091,9.247289552,7.876694937,3.201511513,5.47909496,4.745529511,7.891666142,7.327621156,5.181735935,4.286825316,8.924536019,8.082164988,9.025204368,6.297580669,7.661198936,6.373501901,7.567565635,5.465488408,3.927946148,7.037251448,4.657729381,6.437949614,4.121714082,3.465142879,8.12075888,5.747302705,5.617765886,0.838167019,7.002640474,7.338470237,8.137483489,7.935148145,6.779301287,6.669504297,5.542617694,5.581632181,2.99464803,6.843956746,4.762694292,8.027879244,3.181362539,9.298673686,8.001091427,3.313461475,8.42708479,4.9841117,5.152790898,8.435079315,4.950630023,6.916108621,3.937010511,4.130478686,6.732993693,4.592832242,7.431459218,10.04438586,6.675857893,8.047127294,6.853689815,8.227903029,6.013550697,8.461696409,6.055696895,7.125438996,10.40277075,6.555363863,6.168390198,7.057879718,8.176776566,2.922559529,5.456525446,6.378172109,6.590493774,4.6687072,8.155834042,3.635118448,6.410621331,5.217244265,7.30762227,2.298495914,5.19671451,10.12346896,7.359743523,4.371795883,5.591957301,7.148482869,8.475611824,7.826174447,6.27017848,6.395406284,6.313469941,5.676557481,7.861895655,4.215776961,6.795600949,7.576295297,8.05123828,10.1973674,5.971962412,5.202174481,6.227255369,5.793077755,4.51182338,8.470244868
TP53,5.917960296,4.998906685,4.450270188,4.920930767,4.704778005,3.183814932,4.490082159,6.303271978,5.038088784,4.934546603,3.862709188,5.070709402,5.26925774,4.854422192,4.473352182,4.199707192,4.205986911,5.700375765,5.007772644,6.014859277,3.613567638,5.447701103,4.580601666,5.709266842,6.196911739,2.560045964,4.943877183,3.752225771,5.775565185,5.340210311,4.591442007,4.649798426,5.169835885,4.750075277,4.755264238,4.519039899,4.277957925,3.83667974,0,4.686669138,5.279128677,5.813628029,5.951293332,6.349078444,6.0379048,5.794513878,5.092943388,4.453152163,4.366812291,3.830505114,5.522697842,5.519963575,5.167020799,2.515804669,4.519137595,5.917327136,5.549818417,5.819248001,4.926799218,5.211222053,4.921045857,4.222902381,5.130099101,5.818147877,4.001511767,6.24653836,5.157718714,5.639806416,4.870640857,4.746517037,5.269475343,1.212155559,3.886530253,4.319731454,4.161600114,5.638201872,4.587384353,5.054819487,3.849760925,3.910245851,5.541016873,3.915929488,4.419973818,5.179897791,4.119720316,3.902142921,4.765561989,5.719883257,5.018655605,3.488596776,4.426355416,4.713296868,4.859939433,2.839862265,5.074601586,4.712203331,5.000852451,4.247630142,4.127380119,4.780653172,5.003468168,5.23942003,5.483441625,4.290403346,4.192210883,4.568570355,5.588703212,5.960798243,3.926993893,3.58130793,5.929886329,4.397248648,3.775187171,4.981921646,4.404325553,4.222710774,5.708496537,5.259303477,5.228937586,5.429526088,5.10454246,4.799102208,5.529284106,5.697577816,4.734073591,6.476522274,4.973953741,3.245178704,6.029005107,4.498473105,3.686389495,4.909915383,4.690600634,3.491007179,4.134515422,2.280671825,3.691983492,5.555009566
TP53INP1,3.756143865,0,6.967508512,6.24374606,0,5.396457048,7.516521352,1.50119036,6.500583388,4.572246833,8.229248105,0.784925584,1.10744254,7.173438073,0,2.394702688,9.101842738,6.488965726,7.60734957,8.558915439,6.68908377,4.842511579,5.426852735,4.819429421,0,2.624309407,8.16959206,9.380397128,9.831712986,5.144800834,5.824475533,8.008568258,2.009880756,3.285906493,8.121763444,8.227095822,1.837772287,8.981800063,8.871709813,6.262431326,7.519769174,5.886345508,8.763112469,6.604125946,8.124594978,8.404889767,5.687176843,5.122847765,4.220852158,3.949524354,5.012565205,5.579536393,0,8.484325968,3.989061486,4.858996391,3.103748517,6.124989839,8.007646334,4.546294884,7.456369049,6.178577166,0,7.580319435,0,8.237120902,1.290956022,3.828693333,3.597871068,8.808634362,6.695198296,6.797408528,7.658689924,0.817325479,0,7.4179935,7.006406266,8.01818838,4.620215179,6.741416498,0,9.100642265,9.756557398,1.743478545,8.462263687,1.344723081,6.034638676,0,7.761847534,1.925590374,6.801946515,8.545538059,5.796752705,0,6.070958795,9.27418704,6.670812978,4.045605963,0.738730396,5.126637313,0,0.807423451,2.733321827,7.819835035,4.289675753,0.755601958,7.424774299,5.944415066,8.203440605,5.741098005,9.655253667,2.391887138,5.231308065,7.679084422,6.311524736,4.395232816,6.38397355,6.159806166,1.18642812,6.521093824,0,4.857924337,7.462084073,6.259265763,3.018214788,2.555335926,5.720363671,5.287024917,0,7.977363203,0,8.137147658,7.628405655,5.242447241,6.852735783,6.820429423,6.14359933,0
TPD52,0,0,0,0.748305427,0,0,0,0,0,0,0,0,0,0,3.437058238,0,0,0,7.149970337,4.455599444,9.201049151,0,0,0,0,0,0.898722159,0,5.731193358,1.81372979,0,0,0,0,0,0,0,0,5.359778627,6.98808594,0,4.814418019,0,0,0,3.867820362,2.414309098,0,3.550173858,0,0,0,0,0,0,0,3.103748517,0,0,0,5.005147587,0,0,6.812287937,7.48527167,0,1.664643138,0,5.266374331,0,2.832290098,0,0,0,0,0,0,1.473625731,0,0,0,0,0,5.269581064,3.778811786,0,0,0,0,0,0,2.769636345,0,0,0,0,1.275561684,0,7.137090522,0,0,0,0,0,5.995737282,5.493567196,0,0,0,0,0,4.522739342,3.055360958,0,0,6.15276506,5.004179078,0,0,0,0,0,0,0.749386549,4.229134998,0,3.434235368,0,0,3.405235482,0,0,1.111008997,5.983536461,3.524593034,0,0,0
TRAF6,3.868542632,1.374616087,3.804961422,0.639186989,6.703017657,4.282029454,1.861024971,2.081099132,3.752803397,4.443178601,3.126818983,1.722094788,4.261942865,2.718962044,6.744916155,5.918716823,4.150558596,0,5.530461784,1.493105256,5.443235022,5.24272645,3.215905149,0,2.994263599,1.673709198,5.867183569,1.069281084,2.547744616,2.909800813,4.868113981,2.585805256,2.546951952,3.01462444,2.269638818,3.560923377,2.973970323,2.458138037,1.948726136,2.955825409,5.268180541,3.064515662,5.23289553,5.966462094,3.25148219,2.463854448,3.846160462,1.127334781,3.990282809,3.586261985,5.08383247,1.852818811,7.211241591,7.979063454,2.372285347,4.880269272,4.151311873,4.435468649,6.608904235,5.551948806,7.65459761,1.459754841,5.964218322,3.341756316,7.608292336,3.395824488,1.565865961,3.999799287,2.96925718,3.093950739,4.491667043,5.04219945,6.083768655,2.359177737,4.173010561,0.919748724,1.730328587,5.768940782,2.53880066,8.117058406,3.482188284,8.983095656,7.637203258,2.027304208,2.665576925,1.64738035,5.617355088,6.545220949,5.209742994,4.851748328,2.019395781,7.131213412,5.585866502,7.526426384,7.650130295,1.622617764,4.351197993,5.863908141,0,2.250287722,1.946094262,5.122206752,4.598943853,5.807430686,5.058900117,4.057689252,1.723185052,2.248911581,4.886139047,3.782715017,6.223330499,6.283108631,2.853857129,4.240201969,3.335906654,5.573864349,4.571040748,3.233592157,4.859532767,5.12404639,6.162074857,6.828601427,3.800345243,2.340857002,5.742554221,3.420523589,3.555183064,1.789629577,1.176347851,5.85496911,4.199466598,3.779899159,3.495350305,2.552751832,1.623839457,4.592829804,4.829197065,2.33939178
TRIM2,4.701744381,6.524000077,0,6.742163866,4.749300008,5.35313289,1.218021865,4.521625042,5.064388165,2.013850384,5.433759015,5.771684775,0.657472439,0,5.117086223,0,0,0.84486177,3.136071461,6.344762571,0,4.842511579,6.12160873,1.845526438,0,6.40407604,0,0,0,0.87852911,4.865088479,5.797189172,3.099080257,0,2.57036843,1.083620263,0,0,6.557203724,0,4.332359221,2.899425062,0,5.560896044,0,0,0,7.504025312,4.844516436,5.373301921,2.332312378,5.098735557,0,0,0,6.614617897,3.103748517,3.883464484,0,0.950010695,0,8.050935937,0,5.322956739,6.825107495,0,5.375499691,2.536831308,1.25609372,4.594263206,0,0,0,6.07266008,0,7.829564767,7.726301061,0,0,5.592497188,3.435488539,7.547487647,4.807283505,5.842022694,2.063997939,6.131325493,6.712622703,0,2.459675174,0,3.824197076,7.618609381,5.959003552,0,1.867525359,0,3.01875036,5.61527232,7.10240792,0,0,4.000149902,0,0,4.480733681,5.254372511,4.949559469,5.636432951,7.285767837,3.523218646,7.188109241,0,0,0,5.23867307,0,1.134797935,3.549468357,0,1.077153136,3.10735224,5.595931739,0,5.363997832,2.186127243,0,5.393065365,0,2.961740162,6.912491478,0,4.928640711,0,0,1.861408784,0,2.733613888,0
TRIM22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679467215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66516774
TRIM25,0,0,0,1.238565029,0,0,3.962459139,6.756216917,0,0,0,0.784925584,0,2.97877992,1.265670705,3.25056363,0,0,0,0,0,0,0,0,0,0,0,0,0.902014036,0,1.15290919,0,0,0,0,0,0,0,0,0,0,2.899425062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.017297452,1.443500612,0,0,0.619605369,0,0,2.937986042,0,0,0,0,0,0,0,0,0.673234448,0,1.275640287,0.715078465,0,2.902910483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58579936,0,4.144753297,0,0,0,0.79197826,0,0,0,0,3.462214621,0,2.449382007,0,0,0,0,0,0,5.236179941,0,0,0,0,0,0,0,0,0,0,0.827719185,0,0
TRIM28,6.188690288,4.768611007,5.641974624,4.508060606,4.70522562,1.167410221,4.782697221,5.367257818,5.480711342,1.333019019,5.059257879,6.030055865,4.149111937,5.342638449,3.527686209,4.945364729,1.666210552,3.938254514,4.652654818,6.072860245,6.888892779,4.194299171,5.053695185,2.629398888,4.67365333,0,5.601184336,3.703337727,0,5.505906661,3.257814503,0,4.820046366,3.285906493,3.866307641,1.695412746,2.808867913,0,3.904539907,2.582077116,4.504481465,2.899425062,3.913524281,4.280756003,5.530755901,5.088595384,6.011586698,4.413224188,2.595009008,2.761275631,4.471813371,5.098735557,3.625285804,1.054803378,4.089472429,5.058803581,2.743594902,5.668862367,6.595918927,2.911348142,6.187549026,5.405250427,3.517875903,4.180663209,1.134617276,6.040429346,0.785300069,5.113613481,1.917226673,5.564086794,4.671754831,6.92261625,0,6.849504405,0,5.326822144,1.737077147,3.597821434,5.679896012,6.230158285,2.835286144,3.564118088,7.202050265,5.842022694,1.373351549,2.028437898,4.830585799,1.146396568,2.459675174,0,3.41330834,4.45612905,2.107180007,2.553835841,3.832414722,3.553598923,5.923127365,3.30232871,4.200565088,3.745835751,3.80421286,2.248053748,2.22893925,3.207529439,4.180332604,1.248942687,4.086894507,4.583701222,5.414108149,0,1.300354584,7.136715721,5.205546892,4.343920033,5.029094153,5.104509971,5.204623628,4.795503347,2.27132323,4.047726832,5.101344478,4.857924337,4.264107417,3.086079994,3.682132133,6.212776425,2.191281946,1.168218841,5.434722105,6.250894322,1.795425249,3.435437797,1.111008997,4.371479186,5.188450331,3.455973735,0,4.422941853
TRIM33,10.40143472,2.644228264,6.414078957,5.877365835,3.050178926,6.503314729,7.671860366,8.299096491,6.408535808,7.719829516,5.802226747,7.429757267,7.314558772,2.406535316,7.947217849,7.420781236,7.376946331,9.309907726,6.438025999,0,7.448849832,5.90310459,8.076346284,1.199700811,2.610863139,4.56863538,1.845285959,3.703337727,6.42844295,5.110196036,6.636643133,7.342346034,4.370072222,1.459789213,8.176670776,5.064412188,4.595216452,4.300511377,0,5.771387234,6.229354054,6.687737917,3.734491701,2.349698737,6.045026578,5.631356881,3.649428842,7.448175528,0,5.779948953,4.471813371,4.680437085,5.386275408,7.162103544,4.831329742,7.327502241,0,8.32590272,7.525055288,4.855820777,3.8491357,0,5.678178399,3.25810254,5.776160302,4.771003926,6.455072526,4.154693037,0,1.193078592,6.30080716,3.388690474,7.448207753,0.817325479,4.43047085,4.805896432,3.749085741,6.562052857,4.79030841,2.27237858,5.41719551,3.768979535,1.700388445,4.124237818,4.635798391,0.823673724,7.109357035,0,5.781651975,6.726981615,6.368406041,7.583672911,6.069737841,1.258206078,1.467822447,6.312196852,7.087791958,5.74016233,5.619027983,3.450544953,0,1.700550417,5.777241354,5.558603389,7.665300675,7.513604779,5.294431742,1.627141023,8.642676672,2.643540348,4.733389398,7.501046104,1.582286984,7.934391796,5.552938857,0,6.34205385,8.021177721,7.784406505,6.452360669,5.712085778,0,0,2.688991111,5.853325933,7.243387956,2.856476776,2.042067036,7.23982184,4.086676274,2.713728796,9.173162177,6.870323521,5.893874817,6.475836492,0,8.678670126,5.893122035
TRIP11,8.569665681,9.162052763,8.314928191,8.058082348,8.853891995,7.758205351,3.251161454,7.484667139,6.41290138,3.412444401,7.938808386,4.204676231,8.950371237,7.949201927,8.824627957,5.576455587,3.588807872,6.8420963,4.968820139,7.36042871,11.04664754,6.008475774,7.363331194,7.881862011,8.506753693,8.106530333,7.434709268,4.851027267,6.320151715,8.16888331,7.605825231,8.328007826,7.740847877,7.460277192,8.331611081,8.914213549,2.958125496,8.423426981,6.843545104,6.342206493,3.261497978,7.851563102,8.045237058,6.715324585,6.373328516,8.088923333,7.136100938,8.18280397,6.002388211,9.004379893,6.128606517,8.361067593,4.896332523,2.33044571,8.388274515,7.695691081,2.791869467,4.528710898,7.004171257,7.224863934,6.501332832,1.413098678,8.327225515,7.017115883,9.438707857,7.891410497,0.797361475,6.69581164,7.920262216,8.08735897,5.258639912,6.675147536,2.359739387,9.847769609,10.22781903,5.309654919,8.00878033,8.502650385,8.144688395,7.052618288,6.157393862,7.187536065,7.971067386,8.941983166,8.790219311,7.334725262,9.160026138,4.323602709,3.998925892,8.198698402,7.855523183,8.841054524,8.15749621,7.416641421,7.5494764,8.189137892,6.724721317,7.860697942,3.914208196,6.977562992,7.425749395,4.212331479,5.204314272,6.28931266,7.241989557,7.604326907,7.878838114,7.622948757,7.95882807,3.997843026,8.172001387,3.257116514,6.639785079,7.208644886,7.242100094,9.828864462,8.248095966,5.500204948,5.896966202,6.012617239,7.22421717,7.848767376,7.611235601,5.02989988,6.224926301,5.001411458,4.039629029,7.178349409,7.320283984,7.704206174,8.609775228,6.839060554,6.98586445,8.798627918,8.978357721,8.944750521,5.125451859,5.949453801
TRIP13,2.277201216,2.010217559,5.559548668,1.075946232,0.936922084,1.297435173,4.782697221,3.802466195,4.121790841,3.774639276,4.773444747,0,1.30239781,1.519575036,4.658027893,7.387042896,4.573080396,1.760552224,2.038687756,0,0.494403705,4.893804261,3.360626657,6.041024249,2.41748446,2.760320226,1.664336671,1.934378425,2.823894055,7.00140788,6.112283405,1.918819952,1.285732103,4.487814159,5.164852762,2.365350938,0.731885248,2.006723077,0.863859696,1.564521927,1.929015453,3.827204627,0,3.030346941,0,0.979201184,6.015133169,1.604989354,0.922153868,2.871728765,2.818478088,6.749882151,2.115698658,2.160062087,1.558627441,6.861890829,2.279536992,1.443500612,6.510785489,3.445811403,2.336350261,1.360418902,1.179527938,4.812551139,2.249200686,5.249827967,7.982867517,1.265986261,2.989576409,0,7.211827525,4.881322657,1.691496321,2.149660795,3.881828434,1.254471047,0,6.198837999,0,0,3.893070215,1.070961621,1.450174539,6.457649644,0,1.929852075,6.56214718,0.992106035,4.554873859,3.725072181,6.117274242,0,6.038490414,0.785617714,1.36771019,0,5.479242143,2.732072062,5.919218399,4.901440285,6.944543286,0,5.605388845,0,2.205280767,1.529091472,0.842143421,0.658058211,0,3.082456107,2.0489015,1.497118763,6.297745403,1.292847834,2.39722759,5.087602145,3.166154098,0,2.152148189,5.239590686,3.977311302,7.13899905,2.818901655,4.496752927,3.158687597,2.849809544,6.536878417,7.232662959,5.470269066,3.438598498,6.491250236,3.470546387,2.730626398,4.744457272,1.805582489,1.854462282,0,5.236267058
TRIP6,5.673755575,2.644228264,1.491802415,0,0,2.244352565,5.842141673,5.334903557,1.083607184,0,3.443898486,0.784925584,4.872263515,1.444029856,5.202101707,0,1.666210552,1.760552224,3.66526812,0,0,0,3.907452448,1.845526438,1.015596115,2.035460156,4.60520835,0,5.68321997,2.946356444,2.559362927,2.604000485,1.329838106,3.907415037,3.670339106,2.947869206,2.975545276,3.825991685,0,5.115577694,4.983322368,0,4.466215716,2.837088876,0,0,3.649428842,5.075365187,0,0.973299584,0,3.735630674,2.468857598,4.007562482,0,4.747655995,1.535616886,1.443500612,2.184478252,1.517917623,2.40371458,2.529672988,1.032436933,4.632145133,0,4.771003926,3.041682359,0,4.251738773,4.808098009,4.515032469,2.109618857,0,0.817325479,5.664971583,0,0,3.07124046,5.205682308,2.999694656,0,4.432357811,5.294548574,0,1.373351549,0,3.916310927,1.777032994,2.459675174,0,1.462184625,0,4.594511606,0,0,2.024718884,0,4.824460021,2.811134,5.405489089,1.582707355,0,3.678213185,0.866921644,3.458472242,3.950006772,2.370768677,3.830899135,2.44087279,3.988332365,5.214364559,0,3.455781956,2.578169076,1.605047077,4.607797399,4.243225082,2.192022648,1.18642812,5.052511046,2.52638106,2.955749078,3.337303299,4.277174108,3.682132133,2.373280638,2.448607393,0,0,2.886802495,2.713728796,0,4.289795036,2.878621366,2.30468135,2.024610625,0,6.210186843
