X,H9_36h_001,H9_36h_002,H9_36h_003,H9_36h_004,H9_36h_005,H9_36h_006,H9_36h_007,H9_36h_008,H9_36h_009,H9_36h_010,H9_36h_011,H9_36h_012,H9_36h_013,H9_36h_014,H9_36h_015,H9_36h_016,H9_36h_017,H9_36h_018,H9_36h_019,H9_36h_020,H9_36h_022,H9_36h_023,H9_36h_024,H9_36h_025,H9_36h_026,H9_36h_027,H9_36h_028,H9_36h_029,H9_36h_030,H9_36h_031,H9_36h_033,H9_36h_034,H9_36h_035,H9_36h_036,H9_36h_037,H9_36h_038,H9_36h_040,H9_36h_041,H9_36h_042,H9_36h_043,H9_36h_044,H9_36h_045,H9_36h_046,H9_36h_047,H9_36h_048,H9_36h_049,H9_36h_050,H9_36h_051,H9_36h_052,H9_36h_053,H9_36h_054,H9_36h_055,H9_36h_056,H9_36h_057,H9_36h_058,H9_36h_059,H9_36h_060,H9_36h_061,H9_36h_062,H9_36h_063,H9_36h_064,H9_36h_065,H9_36h_066,H9_36h_067,H9_36h_068,H9_36h_070,H9_36h_071,H9_36h_072,H9_36h_073,H9_36h_074,H9_36h_075,H9_36h_076,H9_36h_077,H9_36h_078,H9_36h_079,H9_36h_080,H9_36h_081,H9_36h_082,H9_36h_083,H9_36h_084,H9_36h_085,H9_36h_086,H9_36h_087,H9_36h_088,H9_36h_089,H9_36h_090,H9_36h_091,H9_36h_092,H9_36h_093,H9_36h_094,H9_36h_095,H9_36h_096,H9_36h_097,H9_36h_098,H9_36h_099,H9_36h_100,H9_36h_101,H9_36h_102,H9_36h_103,H9_36h_104,H9_36h_105,H9_36h_106,H9_36h_107,H9_36h_108,H9_36h_109,H9_36h_110,H9_36h_111,H9_36h_112,H9_36h_113,H9_36h_114,H9_36h_115,H9_36h_116,H9_36h_117,H9_36h_118,H9_36h_119,H9_36h_120,H9_36h_121,H9_36h_122,H9_36h_123,H9_36h_124,H9_36h_125,H9_36h_126,H9_36h_127,H9_36h_128,H9_36h_129,H9_36h_130,H9_36h_131,H9_36h_132,H9_36h_133,H9_36h_134,H9_36h_135,H9_36h_136,H9_36h_137,H9_36h_138,H9_36h_139,H9_36h_140,H9_36h_141,H9_36h_142,H9_36h_143,H9_36h_144,H9_36h_145,H9_36h_146,H9_36h_147,H9_36h_148,H9_36h_149,H9_36h_150,H9_36h_151,H9_36h_152,H9_36h_153,H9_36h_154,H9_36h_155,H9_36h_156,H9_36h_158,H9_36h_159,H9_36h_160,H9_36h_161,H9_36h_162,H9_36h_163,H9_36h_164,H9_36h_165,H9_36h_166,H9_36h_168,H9_36h_170,H9_36h_171,H9_36h_172,H9_36h_173,H9_36h_174,H9_36h_175,H9_36h_176,H9_36h_177,H9_36h_178,H9_36h_179
TP53,6.053152961,6.404472599,6.073112849,6.104853314,5.330596724,6.076761864,5.726548034,5.273346699,5.78891366,6.643192328,6.23528611,6.07560349,5.993016718,6.957793759,6.221018585,5.073465456,6.298644475,4.81398458,4.478837328,5.357527616,6.157117954,3.449917348,5.422675742,6.467572302,7.075947903,6.123666216,7.100588262,6.794629473,6.516257588,6.798820329,4.642482456,6.07677655,4.966550644,4.894935138,4.544879005,7.863090653,5.934480107,7.394076623,6.169297498,6.366499503,7.24818045,7.371182833,6.869646256,5.982807864,8.51918821,6.567432803,5.831386024,7.04806175,7.122761963,4.523750323,6.985060794,7.050979843,3.479332547,5.695291769,4.97905662,5.739459994,5.849054735,3.550658897,4.83153803,5.594459872,4.788238937,4.428965448,6.063825803,4.377717496,6.072310276,4.552454899,4.300781501,4.899608334,3.687173953,4.290016089,4.325285618,3.295885368,5.462699714,3.512249377,4.504764943,3.951543804,6.387526427,3.421721896,6.248860789,3.612344175,5.759283171,3.562486919,4.216373759,3.455221441,5.038829797,0,4.277642703,4.212721585,4.422016911,6.130726619,4.934637579,4.018925627,5.840024543,5.966712979,4.33428834,5.034437206,4.562918101,4.607525307,3.818134142,5.632114797,5.163644976,4.788174018,4.199188446,3.990959044,4.468961741,5.254126806,4.902263129,4.662806385,5.007100469,4.390743637,7.763804854,5.219064512,4.595285501,4.69621132,3.970846745,2.981905407,5.567970136,5.123354368,5.349555001,6.589975253,5.667711743,4.810500508,4.622015926,5.671708538,4.725584913,4.794836979,5.016015407,5.251801266,6.196590696,5.750260011,4.49152493,5.475818648,5.522654147,4.355073514,5.425083199,5.746808114,4.626842567,5.982756124,5.366314939,4.1757958,4.454382803,5.349563142,4.373901515,4.170312309,5.67022437,4.318927799,5.562920448,3.987722747,5.958572109,5.065749618,6.35079345,5.893801344,4.571404684,3.242506722,5.385116857,5.457198241,4.030961451,4.772274476,5.950111601,4.263368289,5.662023893,3.219205289,5.45113977,3.29620946,5.79340487,4.682869849,4.511492239,4.210166131,3.966957746,5.032461046,4.601891474,4.337129967
TP53INP1,3.232440492,2.430932543,6.461574464,0,0,0.903248126,2.865995287,7.81129997,3.335367552,1.136565912,3.847078066,2.272559025,3.300805424,0,0.863147817,6.736691786,1.745447986,0,2.159860635,0,6.571714183,0.802108526,7.939340216,5.954795043,1.138414091,0.885941648,1.643055814,1.999473353,4.325502857,2.743749221,1.003205973,0,2.578196482,1.721478846,0.833736786,7.410444494,0,7.671621846,1.587116347,3.909559494,1.92212754,0,0,7.43558056,0.885626401,1.014914512,0,2.771755238,0,0,1.08369441,5.186325247,0,0,1.152839073,5.308302166,1.437444802,1.333177732,5.848089648,1.94609011,0,0,1.471467547,0,0,5.752191233,0,6.307258242,0,0,4.538994157,3.404379683,0,7.482846611,4.492928946,4.428074731,7.305963536,6.073344931,5.482316676,0,0,5.345608844,0,0,2.878690615,0,8.341374124,0,0,9.292012674,4.568277715,0,4.061099516,3.683253254,4.343231516,7.632607713,0,0,4.877335088,4.667861487,6.350023753,4.540784362,0,4.337497753,6.926571443,0,1.777746491,0,7.60092,6.703402021,3.377651447,3.576116031,5.846341536,1.03865449,4.477369944,7.884297228,3.537913407,0,6.171230668,1.266784457,1.991436594,6.965479775,0,2.66040745,0,5.574587079,3.971517693,0,0,7.265806603,0.703222992,4.166376256,4.182061258,0,3.09305891,6.686061164,4.957472137,7.865815072,6.736584315,3.677924142,6.354379961,7.096384712,4.564379371,6.25423598,1.68151531,5.008874521,8.678775958,3.747220203,6.683366517,0,5.563311395,2.261859184,2.210696141,0,0,6.254386881,0,3.240589517,0,1.826223489,6.855791161,2.380017911,5.318351681,6.301851068,6.086622324,4.880037398,0,5.832011341,3.362049034,2.822195201,2.211387368,6.410149911
TPD52,0,0,0,7.910560056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999648923,0,0,0,0,0,0,4.963317707,0,0,0,0,0,0,0,0,3.381365489,0,0,0,0,0,0,0,0,0,1.248293841,1.152839073,0,7.297551709,0,0,7.387516038,0,1.31304904,0,0,5.490572487,0,8.04024905,0,0,6.809664738,0,0,0,5.785827996,0,0,0,0,6.944343109,0.753969019,0,0,3.34311212,0.73626841,0,0,3.572790773,2.368148234,2.963645775,0,0,0,4.45436621,0,0,0,0,1.785040455,4.594645276,1.601675132,0,0,5.937193337,0,4.509412914,5.706058803,0,0,0,2.832060645,0,0,0,2.383287723,3.415565307,0,0,0,3.878180994,4.082145686,5.033312585,0,5.713120094,0,0,5.858578973,0,0,0,0,0,0,0,0,0,0,2.741792216,1.699551055,3.641828472,5.569877348,0,3.026740925,0,0,0.795669113,0,0,0.870710263,5.582222911,2.14441288,0,0,0,3.996973697,0,0,0,5.020568334,0,0,0,0,8.896199849,6.06807361,0,5.335926958,5.023572645,0,0,0,4.415132859,0
TRAF6,6.731309377,3.136216151,4.052893146,7.065129284,2.460163019,1.674951194,2.016619077,2.922454376,6.314539843,3.491568287,7.030056479,1.82965861,4.646935131,5.401406979,7.39100521,5.37209461,6.959008527,2.366286105,4.445922487,3.887478444,4.245559099,1.169494074,3.233182514,6.301451155,3.745274793,3.031012165,1.008695202,3.177293166,3.853066169,1.60171137,6.585125778,7.400866965,3.261380904,6.001473014,2.481364391,5.482059007,6.223769754,2.679700902,3.418415465,4.49506634,3.286884111,3.298056576,4.923288055,3.162045739,3.071716756,3.770565129,7.327898946,7.99427545,4.863882859,3.190823527,2.656776458,2.205954417,4.840775182,2.763685468,1.865040739,5.53299157,2.462103562,1.969960913,5.408595312,1.693799512,6.078494652,2.946855816,2.274598009,0.847329294,3.637017897,3.532139818,4.768219169,2.439961061,2.729992383,1.252313393,2.893401207,0,6.770823788,4.099732549,2.043919654,6.563641272,4.135738786,3.973438647,2.890650843,3.477484622,6.391323848,1.762535892,4.425125186,6.353246985,2.702106341,7.044884614,2.158181427,2.724961908,2.491758479,3.621807702,2.208540364,7.379896356,5.665170327,3.789653667,4.088081567,3.67310653,6.652853624,5.502805564,5.679991965,3.741200156,6.128961335,3.982177239,4.476153793,4.311802642,5.827178585,2.187934822,5.098613552,3.413846841,5.287396432,3.496094243,8.312357604,0.831418274,3.282423966,1.238824134,4.423774839,1.248602801,2.920516516,1.052151171,4.993692151,1.06177434,2.151410367,1.637575795,2.423907117,4.424582169,2.93389896,3.035118122,6.072284072,2.347032827,3.624742358,2.773407282,2.430468519,6.681018282,4.327073335,3.017563573,5.453787505,4.752350521,4.095915301,5.302712067,2.459724811,6.365735886,5.428308211,5.452554277,2.601546802,5.239071092,6.170620462,4.837022115,3.682271176,4.153397612,1.018375013,5.478213205,1.696342361,4.182995565,2.338340586,5.283489279,5.766424232,4.910930776,2.961741055,3.35093198,5.445038347,5.479433757,6.502025764,3.947164157,4.266054108,2.644855715,4.796190606,2.299822646,6.078369368,6.991881087,1.394509218,3.984751662,3.183178495,3.737896787
TRIM2,0,0,4.005368112,0,0,5.014792373,2.199909918,3.108220486,4.933297339,6.986978813,0.920462611,5.534276382,4.580020728,0,6.92354643,0,1.122006556,1.715270895,8.662215673,0,4.883716544,0,0,3.798788176,0,1.825342455,0.772101523,0,7.078690646,2.743749221,0,1.320993819,7.025362145,0,0.833736786,6.357105278,0,0,5.047525924,7.759402458,6.850279709,8.449598401,0,0,0,6.116707232,4.005527183,0,0,5.949641199,0,0.932052934,1.890411762,0,0,2.148362552,0,0,1.79120168,0,3.0513074,1.690189791,0,0.793422285,5.121655397,0,4.629953024,7.654401416,0,5.822468354,6.633996655,0,0,6.34124378,0,5.711734613,3.87508969,0,6.496271743,1.905236904,2.395062372,4.469434101,0,0,6.177072671,6.534391826,7.192171336,0.873857349,8.895726321,5.603561294,4.481997905,0,0,0,2.280809031,7.289658379,0,1.785040455,2.243591443,1.012552589,5.868633694,6.410448335,5.247849113,3.497590254,4.841007591,5.362190163,4.728109163,6.534101987,1.098778343,6.358941959,2.046584312,6.024651411,4.123855447,5.932999353,2.957802973,4.813917356,6.215170576,3.373364308,1.822877471,0.954194585,5.480678857,0,1.622534025,2.475555369,5.552269507,5.348516833,3.726760279,0,0,1.89458149,0,2.786107414,5.841891716,0,5.990549538,0,2.741792216,4.506567294,2.483616501,6.834516647,1.178053205,0,5.385018032,7.391100085,1.68151531,3.035520367,6.138601784,0,3.936515569,2.399554972,0,3.60166941,4.641043447,1.685830365,0,5.189477968,0.695622894,4.613368384,7.206090348,1.826223489,5.895380922,5.76205126,0,5.918457781,0,3.426130478,2.37951572,0,2.087021498,0.814794143,0,6.008957603
TRIM22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001615686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.236153107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM25,0,0,4.186740066,0,0,0,0,1.42977162,0,0,0,0,0,0,0,0,0,0,0,0,0,2.943514194,0.914234188,0,0,0,0,5.391631908,0,0,2.004806293,0,0,0,0,5.762873522,0,0,3.324835028,0,0,0,1.418156354,0,1.430356617,5.350869991,0,0,3.60037009,4.627845004,0,0,5.331183829,0,2.22358653,0,0,2.474750382,0.864210729,0,0,0,0,0,2.131439383,1.087811979,4.40872538,0,6.00111093,0,0,0,0,0,0,2.744579153,0,0,0.948497855,0.753969019,0,0,0,0,0.770694972,0,0,0,0,0,0,1.62467938,4.271091734,0,0,1.709071004,0,2.344014752,0,0,0.893099627,0,0,1.246495397,1.467584037,0,3.050798515,0,0,0,0,0,0,3.978227822,0,0,1.007876806,2.042989855,0,0,0,0,0,0,0,5.900916223,0,0,0,0,0,5.031215762,3.636300453,0,0,0,1.392554162,0,0,0.760468395,3.202829925,2.748403859,0,0,0,0,0,0,0,3.789646979,0,0,0,0,0,0,0,0,0,1.184621828,1.986666335,2.869505864,0,1.530245168,4.148942127,2.906762287,0,0,0,0,0.787633758,3.297812432
TRIM28,5.525030511,5.24398577,3.905346685,6.553214102,6.24055646,4.934952787,6.037846005,4.723045706,6.014693011,6.506094126,6.361728225,7.769077513,3.754961236,7.453638715,3.436699471,7.00000551,7.151568366,6.49281032,3.273783237,7.488042993,6.387391504,5.845922057,6.592956159,6.396038083,5.301750324,6.191355059,6.922234298,1.999473353,6.374973076,6.705695794,4.761055631,7.265239197,6.353919771,6.127886666,7.255173854,6.816656863,6.297915883,6.937319624,7.42955944,5.172704997,4.852208829,7.161133863,6.766492285,5.470365329,6.139560855,6.23873279,5.906663257,6.947397816,4.420982741,7.031811895,4.964644804,6.768855268,6.754121926,6.207638446,5.744455578,6.920811547,6.360177338,4.948828975,6.498529224,5.859615907,6.992695431,7.187396116,6.336046322,7.070807188,7.090236983,7.064049563,6.192997163,5.40854346,5.090827253,5.240386989,6.097182987,6.089945194,5.020861164,6.320135685,6.801569432,6.901940704,4.989329685,6.215443268,5.569646363,6.560010806,6.356495466,5.980416421,6.85505299,5.308155652,5.263892492,6.274466905,4.585526789,4.952893522,4.100322083,7.502126434,6.419461327,6.763673246,5.994776011,6.634044898,6.234490774,6.408908524,5.883123151,5.43969656,5.587076566,4.778966275,4.993576103,4.875364395,6.364035498,6.078379568,5.972587701,6.161424331,5.79831718,5.450510048,5.802274994,5.8862721,2.046584312,5.975392642,5.910499674,5.073975968,5.310422981,6.519704424,5.783608428,5.840685903,6.96987805,6.238550498,4.895843824,6.346764462,5.741430273,6.117429136,5.466141579,5.042995572,5.777502188,6.803619406,4.873959514,6.004429003,5.099771296,5.545563163,4.306378026,5.483002301,5.013322081,6.646216241,5.971919866,5.818917894,4.6721922,6.165753886,5.477793126,5.254679558,5.612050361,5.922457476,6.343606241,6.074560511,5.257132912,7.277173016,6.082907046,5.778279227,6.698435293,5.663928662,5.248521754,5.354402547,5.526987995,5.880360993,5.451252823,6.294158612,4.782092487,5.588037196,6.49018576,5.540983431,8.204171982,6.441614411,5.963020013,4.467464193,5.933378399,3.169130034,6.558942616,6.17435434,6.311684941,4.697313158
TRIM33,6.823180831,7.14524337,8.259722831,7.582789038,4.660637937,1.852324944,4.805230483,4.295315073,6.290857835,4.417899864,6.732556966,0,7.091955154,2.300286794,2.751253765,5.020997609,8.347559751,7.484778347,4.5574505,6.982425263,0,5.363064958,8.335274514,8.745186175,4.955811438,1.430788817,1.272328542,7.483117463,4.134622256,1.393978999,2.812846523,8.072589783,8.820824702,9.602981542,5.93632642,8.478417949,7.11994634,1.63032429,3.190326464,4.518434303,9.064068084,2.669755859,4.879286328,6.601251543,1.430356617,7.614485922,3.620124439,5.573952015,4.145128415,6.863264391,0,5.644762256,4.413159202,5.807976315,0,6.563095283,7.474275191,2.014048394,7.278213234,7.371032758,6.720889554,0,5.851429887,1.302384509,4.921565609,7.00206246,8.627755215,4.709124768,1.153115998,7.981031836,7.953127678,4.334590829,5.93805005,7.12886445,4.903827199,5.183964384,5.885334017,1.73432343,6.466089501,4.965504018,4.173126935,4.184824689,7.153571717,5.207756925,8.768377027,0,6.749129318,8.324825253,6.588159834,5.747528418,6.274921391,0,8.890139274,4.136230297,4.535564495,7.751329547,4.460847895,7.468683109,5.017042628,3.192165762,2.974032835,4.339033769,5.621139551,7.241310824,8.208734217,7.011309097,6.847475512,4.881820899,1.715219132,6.55985587,0,6.868173219,6.774342894,3.878336991,5.310422981,6.346894922,6.319293782,4.627577654,4.635516193,5.552665607,5.883581393,6.998638386,5.480983513,6.77772508,7.469309024,2.984043425,3.971517693,6.766484518,6.763242916,3.394170243,2.43214861,6.120192656,6.505321167,5.483002301,7.081464218,4.648616018,6.061369764,4.553359704,4.582850233,6.44395512,6.05877199,3.363811068,3.421080136,4.70435597,6.086726188,6.575800673,7.517196247,0.870710263,5.762068949,4.782078439,4.329249596,5.482273352,6.215397357,2.582272767,2.204375343,4.344010054,6.790071998,5.041493922,4.546657642,2.268767965,1.31127104,6.151585569,6.825029507,7.165614163,8.157759608,6.13876577,4.049055269,3.699614167,7.099203143,4.42588039,5.164285891,6.868937856
TRIP11,6.65149132,3.039337844,6.055254223,8.149426187,4.450586102,5.562393816,8.33195624,6.189759887,6.929545856,3.112179823,3.830878123,8.737875547,6.499177193,7.299533155,7.117515864,8.953635969,8.708403487,7.526920147,9.511312684,6.926011835,7.549907862,8.866265569,7.967808391,6.258536952,6.516467301,7.469440017,7.978809931,8.943425561,4.05849826,9.517542667,7.396879677,9.435333271,4.91695762,2.373478875,7.160604992,7.453348153,7.996454236,5.624385858,3.561223322,5.173406175,4.740714224,6.052041396,7.228553156,7.839364153,9.011649386,9.367386704,7.806121324,7.58123249,8.047293068,7.219790368,6.626376737,7.29655327,7.38503205,5.885891284,6.389001868,7.007670036,6.609468511,7.876010949,7.300757103,7.06343813,9.179160898,8.015219241,8.242801732,5.647615438,5.028070012,7.297686103,8.832164916,4.69442471,7.747685207,5.484562125,9.376612652,5.871078399,7.59157385,9.574142998,10.01323152,8.640805961,8.307403441,8.057123193,7.443644395,8.70058058,7.18402184,5.567757383,3.615917395,9.233268282,7.8408294,8.378410242,9.730164149,9.260084913,6.811177995,9.198090937,7.434745686,6.574238769,9.711741575,8.521201615,7.921317113,6.152337958,6.496919382,9.432946465,7.173930059,7.887527782,7.498100423,4.865877086,8.565119763,7.916417552,7.829392227,7.693644385,8.443014665,8.138112234,8.692448365,6.740315246,11.19232763,7.124485871,7.780260158,7.171470312,8.016814586,6.101528963,8.58271305,4.179152068,7.577846875,8.842543217,7.818597593,6.454093513,6.980060032,7.582012287,7.7136234,6.295588986,8.827334994,7.109902045,6.564121485,6.739000567,5.642617138,7.91490587,7.286737508,6.591072848,6.188877018,8.25998685,7.90422124,5.435040981,6.081850073,4.904408501,7.834632847,5.366913812,6.383289522,6.705907661,8.164244186,7.041476419,7.834497813,4.373514786,6.447326948,6.441783195,5.348078407,6.955892735,8.853348989,7.917634107,6.30372788,6.274601365,9.180512072,6.986735854,6.267791761,9.404955299,6.894932949,8.261870154,8.83224283,7.816779315,7.914875512,7.260631348,8.341280689,6.822353376,8.449367526,6.841596805,4.441411338,6.932431009
TRIP13,3.773384318,0,6.768458059,4.918498241,6.539818893,4.964206613,4.806157582,6.225310052,6.532511092,7.869047179,6.298338157,6.73914293,4.628825711,6.013854639,6.104618406,3.131941076,2.473276431,6.018249709,0,7.213620286,3.50143266,6.345430886,1.718540166,1.950976096,5.834630926,6.36599824,6.721584592,5.302000171,3.456851274,1.505722393,5.194076411,3.448806598,2.59313284,0.82041528,6.895310035,7.446751828,5.683847014,7.440769207,2.448893755,4.58845409,3.935252609,2.884055866,5.425532755,3.867295136,0,6.874911023,3.803781782,4.222111357,6.2572116,4.071177749,0,3.099737733,3.047782042,7.004440786,2.623682738,7.719298698,4.962503581,1.107603151,7.675570331,5.032478455,6.088317191,6.653103372,6.363799452,6.926358408,2.341736667,6.090126694,6.459104604,6.389238089,6.961109268,3.598178652,6.50530976,6.620816319,7.075713365,6.7927529,2.523193548,6.678921943,3.295586399,5.806862997,6.107958319,5.666177519,6.96046485,3.201133667,4.969450409,7.060405569,4.497757729,0,2.482788305,2.991289322,6.171150719,6.037425659,4.665432333,6.280788437,6.955418184,3.631791469,3.457655522,1.070876037,5.019324198,3.051357867,3.56755462,5.078230893,5.20110496,5.413323738,1.997685508,4.19069332,6.563491068,6.415843835,6.554256566,6.287776458,5.685827952,3.017966439,1.967935258,6.128192602,4.516675186,6.432945674,6.105560503,7.011206444,7.759193286,6.082981801,6.583699754,6.512909733,6.977856896,6.909161198,3.616336146,4.981257169,4.165364044,2.413768298,6.533310521,6.405013193,5.692917934,4.218281625,4.540243826,3.482956527,4.716727699,5.387025637,4.726778974,2.466265719,3.124459862,3.630215191,5.516211227,5.167159594,5.976537994,5.991335318,5.587007816,5.745928533,3.10214517,3.5752043,5.30199474,7.102217471,5.779923597,4.801234937,5.506388123,4.152038193,2.988888399,4.738359518,5.704706654,5.509800002,5.692106938,4.945611533,2.308080899,6.538999466,6.128786725,5.720656691,7.835404588,4.779781578,0,3.995345752,1.749506233,5.616187203,5.007180901,6.749236695,6.378818949,6.071384035
TRIP6,2.665515871,0.909568641,4.098902417,5.492180791,0.901177312,0,3.664727011,3.480813644,0,4.334649136,3.847078066,6.615583272,2.215999891,4.831821365,0,3.148492758,0,0,4.197203657,5.307430526,6.337380788,0.802108526,0,3.069884108,0,5.832030378,0,4.08680192,0,0,1.003205973,5.656684878,0,0,0,0,0,3.230095878,0,0.908225662,1.92212754,1.22700398,2.119314851,0,2.95986901,2.345717862,1.173202925,0,4.650333425,0,3.143425429,5.07414608,4.664863495,2.700975088,3.257700403,2.148362552,2.614762229,1.820737437,2.918910578,2.264351563,3.422166287,4.445280048,3.302347063,4.378226224,5.782922709,2.459971159,4.990968602,6.150389644,3.124083647,2.956226407,0.780441421,4.895519451,4.338372302,5.439436623,0,4.084526685,2.97020732,0,0,4.00911173,0,3.358180158,0,3.271455371,3.347550679,4.580344723,2.009902927,2.771440357,3.781542287,3.86854024,0.755833795,2.369458809,2.63939957,3.683253254,3.951694047,4.760182379,6.22160798,2.558895169,4.802056957,3.192165762,3.879175555,1.596987673,0,2.355560628,3.011197738,0,3.050798515,0.840749311,1.689915696,3.54986432,0,1.671442143,3.254870517,4.394507683,4.276056089,3.505615543,0,3.613007356,3.479158764,4.121530156,2.450087194,3.129011136,2.505407369,1.333769768,3.776881811,5.15218453,2.559672806,1.645722741,1.530169774,3.394170243,4.871164036,0.796770284,2.560858762,1.671854361,1.962482773,1.272993366,2.907222019,4.064882067,2.271270632,2.368556944,3.699969935,3.866350698,3.990126216,4.19299263,3.49855111,3.510854339,3.593630461,2.765522096,3.325387487,4.428057825,2.224477008,0.892900421,3.737530129,3.456497115,2.53895178,3.609726314,4.68836737,4.002290898,5.349469916,2.880722782,1.688136106,1.264122438,4.966075333,3.922447054,0,0,2.417471759,0,3.152134755,0.814794143,2.91383104,2.747659788
TRUB1,3.449637537,6.119392141,6.425919579,4.923156233,6.101649527,3.812917161,6.290606691,6.172921638,5.389606633,7.960605133,8.66257785,0,0,7.289576713,0.863147817,1.086714572,3.027346627,7.072423143,2.159860635,0,0,6.291665336,8.539180895,4.591907307,7.452870515,5.336771257,7.035921109,0.999648923,1.801048041,0,3.572680597,0,0,6.452007407,2.695118698,0,5.599044153,0,8.042355694,7.078317316,8.934332726,5.16433968,7.511829104,6.499776294,7.722442296,1.604814449,0,0,6.712447295,1.021895868,6.775936649,0,4.318452184,3.883232853,0,7.047904311,6.763274396,2.014048394,7.442213731,6.696527723,7.730964702,3.196234931,0.915726748,1.677865789,7.090833571,1.087811979,5.988244187,4.671127681,2.57577393,0,1.284107022,7.079316321,7.486294193,2.180423447,6.95758009,4.937819746,0,2.49939141,5.597619766,4.759378943,3.250961101,7.638774149,4.070471114,2.114136179,4.644266375,0,3.149199702,5.495870125,2.797181541,1.433394584,6.665856832,2.551405584,2.63939957,3.927447428,6.324087444,1.709071004,4.460847895,1.785040455,7.113486116,3.344444706,2.807382465,6.962127931,6.66471,3.310657609,6.667299976,2.16363243,4.792746953,3.278100925,1.715219132,2.483023485,0,5.595407676,3.681751326,3.771011882,5.727357217,4.566120051,5.22474183,6.808734244,3.827501853,7.498945359,6.925302398,6.031398929,4.861388644,5.31380507,7.02918076,5.158131286,2.559672806,5.373365239,0,5.312284323,6.243143943,4.166376256,4.526860488,3.961153293,5.80861929,1.272993366,5.200044346,6.631724337,6.062481739,5.437509823,5.332776756,5.307727093,6.080768523,6.464588316,3.675151605,5.517160344,1.591271632,0,5.902916235,6.316251289,3.061228224,0.892900421,5.590267131,6.522110094,6.169365303,5.139384602,0,5.805723694,3.747218098,0,6.647706673,5.937293994,3.269730166,5.890716781,3.604079126,6.146231787,1.177015941,5.356679456,6.537479368,5.758444423,4.259726014,6.776223651
TTC27,6.409147347,6.529232361,6.389361138,0,3.977190148,1.454462332,5.576781658,4.976946999,5.223977041,7.911177055,6.814938269,4.304265185,1.357600561,6.78984204,0,6.120140108,0,0,0,0,7.27629731,2.44939916,5.219838626,7.920823533,6.509445245,0,6.376770488,0.999648923,0,0,0,0,7.511557606,0,0,0,5.316136688,3.059249749,0,6.288224942,0,0,6.639142838,6.797284617,0,6.971952093,6.077269792,0,0,0,8.456928952,6.202400647,2.723414216,5.447701415,0,1.441813661,0.890799771,1.820737437,1.400913331,0.964284825,4.660994811,1.988892617,2.184621999,3.180305501,7.36142886,4.410019323,1.464677314,0.74839143,6.888986922,1.323326912,2.898964256,3.404379683,0.906165368,7.363604315,0,6.093452701,2.143473165,3.903366634,5.068033487,1.246622125,6.96046485,1.215409143,0,6.703329475,3.2438362,6.534391826,3.899826774,4.699145285,3.591141794,0,6.337683238,0.760926685,4.45436621,5.560702938,6.633464141,1.094067877,4.966758762,0,5.755360176,5.233780339,0,3.015762575,4.398568913,6.018543529,3.674749704,3.50829829,6.385131654,3.59379852,2.972765316,4.982059271,4.057999095,0,6.694183046,6.097524278,5.379080024,6.284364088,5.585237451,4.923019658,5.789474459,4.525517398,6.148602604,6.982154342,5.514179431,6.194337551,5.38071707,6.909678247,6.477730955,6.554102704,2.434507047,4.05034085,7.233288332,1.683302646,1.396997555,0,0.659435242,2.736929157,3.531730797,6.620781058,5.687137734,6.094276862,5.158845556,6.272286116,5.407198568,7.200668279,6.731063274,6.539042155,6.435608567,4.546659819,3.936515569,5.334243417,8.068372964,5.735284888,5.248521754,5.669260429,6.228421683,6.266106071,1.515384788,5.805723694,0,4.328805637,5.357665333,3.5252646,10.76365486,2.835345033,5.827827376,0,0.880273385,0,3.152134755,5.420586411,2.767639271,4.512590381
