X,H9_24h_013,H9_24h_014,H9_24h_015,H9_24h_016,H9_24h_017,H9_24h_018,H9_24h_019,H9_24h_020,H9_24h_021,H9_24h_022,H9_24h_023,H9_24h_024,H9_24h_025,H9_24h_026,H9_24h_027,H9_24h_028,H9_24h_029,H9_24h_030,H9_24h_031,H9_24h_032,H9_24h_033,H9_24h_034,H9_24h_035,H9_24h_036,H9_24h_037,H9_24h_038,H9_24h_039,H9_24h_040,H9_24h_041,H9_24h_042,H9_24h_043,H9_24h_044,H9_24h_045,H9_24h_046,H9_24h_047,H9_24h_048,H9_24h_049,H9_24h_050,H9_24h_051,H9_24h_052,H9_24h_053,H9_24h_054,H9_24h_055,H9_24h_056,H9_24h_057,H9_24h_058,H9_24h_059,H9_24h_060,H9_24h_061,H9_24h_062,H9_24h_063,H9_24h_064,H9_24h_065,H9_24h_066,H9_24h_067,H9_24h_068,H9_24h_069,H9_24h_070,H9_24h_071,H9_24h_072,H9_24h_073,H9_24h_074,H9_24h_075,H9_24h_076,H9_24h_077,H9_24h_078
MED14,7.247251066,2.508904326,0,4.312241464,7.928982396,6.239056734,0.575809162,10.40858247,0.720428743,8.041467619,2.31599042,6.164753385,0,2.886828103,4.785280058,0,5.415541685,3.78190369,3.769387478,0,8.274511417,3.916377692,0.783121386,0.794538618,4.035469714,6.366542842,0,0,6.617767012,5.297468387,5.190575266,1.291809057,1.1861799,5.37205629,0.565785728,0.649311809,4.313940037,0,2.535166659,5.366050428,4.536029707,0.671683737,4.170644077,7.353354512,1.138016612,0,6.107149771,0,6.257000049,7.647793702,0,3.947803084,4.755710758,5.096301338,3.085712966,0.917864406,0,3.854743736,0,2.08106896,1.143475837,5.211225199,4.034157486,2.067509538,0,5.040709744
MED16,0,0,1.875489338,4.984476221,0,4.037924536,4.183324718,3.946287577,0.720428743,4.029136971,3.601993445,1.992270239,1.532336298,4.345348611,5.609834522,0,4.689554045,0.740992779,3.981799351,5.586755631,0,0,3.15855524,3.294881095,4.283765993,0.945817234,5.059912166,3.743413166,2.650254191,0,2.571842602,3.164451299,0,0,0,0,3.624538528,1.733096786,1.764778869,5.971885722,0,2.188269797,1.022081485,4.793947622,2.000705449,4.368271779,0,3.813754289,0,0,2.316607764,3.611700298,5.393915123,2.194196442,3.085712966,3.650892575,0,0,3.911964312,0,0,0,3.318116406,0,5.149123274,3.913090824
MEF2D,2.221357156,0.954847907,0,0,2.391577746,5.306168668,0,0,0.720428743,0,0,0,0.96071141,0.941368455,0,0,4.118609621,1.881782931,0,0,5.776814835,1.190124312,4.193803362,0,0,0,0,0,2.432464794,0,2.859678858,1.291809057,0,0,0,1.435767022,0,0.82765821,0,0.760290405,0.779147916,0,0,0,0,0,0,3.625265525,0,0,2.087117096,0,0.658207148,0,3.085712966,0,0.556263231,0,0,0,0,0.821240702,0,0,0,0
MEIS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881989193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEIS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714551015,0,0,0
MEX3C,5.949964966,4.234894452,1.223194084,5.47987743,5.401206287,4.59330956,1.30541004,4.97417233,6.390632734,0,4.76894976,8.444681452,1.532336298,0,2.883221785,0,0.994349702,5.955367344,0,1.162476288,5.665019787,2.615156392,5.063427528,6.052513911,7.026194497,0.945817234,5.363421783,4.784786547,6.260179301,0,0,0.815889409,4.98239404,6.6221611,5.496468197,0,6.027342765,7.043755302,0,0,3.150118842,5.305259654,6.582447026,4.12565084,6.470164704,7.92710027,0,1.293582224,6.307868309,3.204541177,6.13503725,1.380450224,5.353686665,1.829660255,5.612766996,0,5.879478965,1.504100302,3.69721139,2.899642052,2.551099782,6.388830298,5.254609232,3.78308977,1.868949673,6.625140858
MIA3,7.800881384,5.954065828,6.023748862,5.692170992,5.932370308,0,7.65524854,3.788013992,1.844259689,0,4.0804748,0,3.099321313,0.941368455,4.892430653,4.29024324,6.346367811,3.979034104,4.715494485,0,5.721999921,5.154070705,8.056761343,7.142554473,0.823677927,0,7.395432499,6.109870928,1.863498198,6.7981734,0,0,0.711712588,0,6.426168106,2.967360138,6.518376611,7.803280118,3.943857068,0,0,3.684663817,7.737108472,5.749435667,6.690957333,0,7.136996515,4.808358314,0.75375575,2.353119791,0,6.357139388,5.59710984,0,4.457538478,0,0,0,3.809651447,2.08106896,6.219550614,6.129761887,5.559186361,5.296438905,8.850748141,0
MIF,8.419628808,8.470729952,8.215717017,7.92316543,8.360406203,8.830295984,7.496116688,9.762213249,7.630693951,7.866935083,9.343524663,8.581233605,8.714793251,7.60876208,8.973647951,9.800695836,8.400221559,8.293874892,8.069281463,9.625469814,8.029438696,8.848977446,8.713283969,7.6705021,8.27847162,8.432859488,7.878408975,8.453933964,8.515674562,7.831855187,6.825300894,7.889235273,7.849339186,7.863056156,7.055859355,7.239005017,7.318970889,7.704920211,6.698490997,7.478457431,8.411254451,7.198307669,8.320350368,7.54547136,7.214067575,6.812066603,7.95883333,7.230367118,8.569293201,3.943215968,8.052294066,8.707044934,7.613347212,8.155142713,6.705394772,8.500094951,8.330437689,8.539036286,8.273341991,8.782814886,8.22852889,8.329009638,8.494197745,8.694585616,6.682088861,8.677513539
MITF,0,0,0,0,0,0,0,0,0.720428743,0,0,0,0,0,0,0,0,0,0,0,5.132071995,0,1.287886007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.494824953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLLT3,0,0,0,0,0,0,1.544933731,0,0,0.71246462,0,0,0,0,0,1.668017568,0,0,6.221020387,0,0,0,2.904513078,0.794538618,0,0,0,0,0,0,1.231937815,0,0,0,0,0,0,4.044048101,0,0,0,4.481913354,0,0,0,4.368271779,0,0,3.811199499,0,0,0,0,0,0,6.598085445,0,0,0,0,0,2.024213105,0,0,0,0
MLLT6,3.961624259,2.863488644,0,1.051729241,1.355788254,4.293199721,0.901655384,1.18989203,1.521940701,3.649878969,1.019133747,2.28457739,1.126204227,0,2.53986828,5.111920638,1.661274174,3.233427317,5.029356457,2.127132553,1.687605299,0,5.198703479,2.858137617,1.441963892,4.087981607,1.636346457,1.446878442,5.653084177,2.487261974,1.264701923,1.788665284,0.766825637,0,0.704033902,1.376990325,0,1.354650937,2.274157438,0.795319311,4.91080515,3.221065145,0.984993618,3.330222056,4.51059509,0,3.441834816,2.169212135,3.096735094,3.969944962,0,1.705283227,0.846237314,1.015649869,0,0.938094548,1.41944287,3.61992182,0.523260472,2.113747927,5.120546758,1.14518265,1.578704283,2.595209308,3.361134909,1.446583748
MRPL1,7.575614347,6.40114233,1.875489338,7.375725332,3.64713144,4.829053344,7.411150266,0,5.11598724,7.584524407,3.504188928,1.992270239,8.53155715,6.389418842,2.883221785,5.289505661,5.076474324,7.26106909,6.495021749,0,7.15706132,7.12335783,6.474820605,8.152415232,6.151006895,3.07214662,6.843065972,6.816303168,0,7.107557851,7.151542013,5.770535791,3.002741764,7.4446343,1.287224232,8.321326028,7.098083573,3.824934474,1.764778869,7.090611604,4.663798765,7.687994302,4.170644077,7.992869005,5.873753237,6.428988606,4.78276083,7.707553995,2.147594435,0,7.141107267,8.46692591,5.260155307,6.220534396,5.31999436,3.54495492,7.65738666,3.258553183,6.285964605,4.746831312,0.684909474,6.664869043,3.119633295,5.236633577,7.630678301,3.005813493
MSX1,6.543933743,8.423288849,5.765142468,6.789984565,7.231924343,8.875064833,6.448410805,6.901174557,4.641768539,5.771951212,6.634656982,7.6310836,8.278124592,6.979195958,6.641811388,8.389259886,5.886592308,6.657933123,3.769387478,2.237330957,8.219510151,7.443214964,7.556822215,7.57369887,0.823677927,8.881720637,7.28623284,7.284599138,7.147110955,7.388875661,6.585601705,8.672324587,8.13646962,7.144467663,6.255318876,6.625974929,7.385674329,7.587786007,8.737631858,6.646996564,7.439432284,6.462066239,7.640877569,7.991975583,7.370436218,8.301250354,7.583932623,7.940351917,5.534692939,8.347103373,5.319762429,8.078883784,7.516550078,8.19341562,4.127413072,6.876522619,4.20217144,0,7.415108751,7.027980511,7.454452865,4.950005023,6.400651682,7.007475699,7.502881591,7.505224545
MYBBP1A,3.669324024,4.955499209,3.171171839,0,4.659373004,5.758479015,3.367336256,0,5.631551677,0,0,5.464191067,6.008989879,0,6.064054569,5.705362635,4.57411325,5.644051383,5.918034551,0,5.783254837,5.046277171,5.467638241,4.161405567,0,6.645470133,6.459904221,7.394944865,6.860857339,2.509232007,5.040986089,4.719517654,4.922976383,6.039962116,4.368706858,4.603193931,5.647109456,5.497092506,6.946136322,5.720039416,4.937348285,4.937652666,6.060305816,3.40590137,5.036535767,6.055491422,3.504860724,3.710907203,0,5.529885642,4.12794718,6.615115311,4.349391624,4.421981884,3.698609028,6.00278544,6.253365533,0,4.514752341,0,3.76183744,6.129603868,5.760239928,4.332689891,5.23258182,5.552159745
MYBL2,6.653092698,5.19606642,6.982483057,5.84795918,7.097124982,6.649803947,6.542513186,7.374819308,5.316880561,6.849368604,7.107411243,6.208991896,5.729139868,6.823782044,5.371340726,6.751022299,3.633442479,6.786936937,6.101014046,7.236951575,6.068055714,6.080010557,4.631572965,5.628729567,6.90166947,6.697899611,5.01082992,7.14720182,4.775519098,4.977536406,5.74427105,4.36125657,6.74824337,5.673463811,5.800694212,6.683114237,7.90091846,6.190942715,4.152794579,8.103620698,5.9677695,6.565034902,7.262708838,5.88951383,6.777035932,6.191021641,5.552638848,6.986234705,6.484086518,5.395501321,6.260219662,6.208655193,6.50157672,5.220112316,4.127413072,6.13682069,6.244172416,4.895858902,6.792079462,0,4.476773008,5.096255405,5.859138363,6.186095515,4.686960551,6.006538536
MYCN,0,0,4.299011879,5.624818751,5.094977111,3.245555813,5.162952705,0,5.429570951,0,0.844701216,0,0,3.97504155,3.077405762,0,2.16112606,4.574408474,6.004093186,0,6.19504165,5.101180452,6.631554576,0,4.843825353,0,0,0,0,1.742689511,0,0.785905677,8.521977891,2.456931019,0,1.09547869,3.624538528,1.350273362,0,0,0.883634939,0,0,5.654435269,4.202523284,0,0,5.909277942,0,0,0,5.339640101,4.659984527,0.595414586,0,0,5.73403965,5.089862119,4.008432823,2.08106896,5.751177043,7.079159647,5.74307707,0,0,5.634743307
MYOCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.717026535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.806437019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.189025377,0,5.863857164,0,0,0,0,0,0,0.623816586
NAA15,8.264592209,6.284417381,10.2457653,8.913150306,7.834351148,8.478401569,8.529020691,9.413037069,9.295984231,8.906742611,7.831810379,9.202897236,8.256279377,8.026625677,8.409793238,7.974094891,8.620101205,8.556863217,7.965846439,7.032562795,10.0862774,7.659858022,7.535567864,7.998739913,9.168307632,8.950943956,7.704113159,9.181942169,8.641951649,9.171881026,9.522010922,8.532663422,9.252629244,3.721201219,9.910838446,9.607776172,9.426926862,8.83962353,8.872375453,7.958411285,8.580330689,8.195139828,9.657582862,9.714484702,9.475505036,8.737459023,10.12703182,9.894735054,8.572547192,4.284792211,6.873598855,8.834411234,9.103834523,10.48344888,8.394627318,8.831232196,9.691123897,6.732212882,9.150199271,8.172814223,8.987961447,9.721669318,9.367127181,6.247987871,7.682517776,10.64449935
NANOG,3.413663016,6.123831477,8.86929608,7.028997382,6.809858779,7.656150653,7.406944928,4.872925555,7.389273457,3.179374879,7.846152875,8.118115357,9.192968461,6.686918982,7.754965179,7.001315887,7.919815817,6.266926664,7.615212845,9.353508157,6.278958322,3.940665654,8.205445804,2.908403674,4.239173782,7.930081321,5.260520178,4.48686112,2.068002153,5.702150023,7.54968716,1.190165148,0,6.979724632,6.894443371,6.578541694,3.579656797,4.985951809,5.911405102,6.819448261,5.852342381,7.180491078,8.4621047,7.146124862,6.572728781,3.318290783,4.684546076,9.094367177,8.853165582,3.566632187,8.674643345,1.349010618,3.929158568,6.728636698,7.292925683,1.137882037,0,5.105851091,7.825495823,6.63221518,8.266314862,5.635611278,4.777203191,4.630964766,7.719605371,2.226025959
NCAM1,0.792991764,0,0,0,4.175374061,0,0,0,0,0,0,0,0,0.941368455,0,0,0,0,0,0,0,0,2.412808691,0,0,0,0,0,4.46669988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.133072271,4.337207865,0,0,0,2.761541144,0,0,0,0,0,0,0,0,0,0,0,0,0
NCAPG,6.894585643,7.266102675,6.110185514,8.101160289,7.793506211,7.254711344,8.219979776,3.866154389,4.352627792,6.538218257,7.672090497,1.693306027,7.705198339,5.111245219,7.287222971,3.697970557,6.871416567,6.822969464,4.58753228,6.645088148,8.674039769,7.575124392,6.836904065,9.734926405,0,6.786997347,3.079504144,2.713513342,5.987632738,6.757971264,0,3.653838468,6.126739284,7.296674274,8.405380539,9.138845913,7.284425829,8.446644627,7.067177901,9.165170454,3.028775996,5.259990809,8.828367034,4.336187893,5.561635557,5.335257778,5.721357742,8.682992669,7.214591077,0,4.637469435,7.397164098,7.845086179,0,0,6.023051006,8.330247908,4.705896239,8.369949264,7.455204971,5.40005063,6.243215266,8.036265714,3.941323356,4.30086572,5.564250788
NCOA6,3.899234866,1.524440125,0,0,0,0,2.148476167,0,3.33161962,3.2185021,0,0,2.739333202,1.506245367,0,0,4.632988,3.378311537,1.314192708,1.162476288,5.291156095,7.055473067,0.783121386,0,4.035469714,3.359352131,0,2.847300929,0,5.042665481,5.389370235,0,2.883126331,6.485792857,0,5.201820716,0,3.974643194,0,4.578723866,0.779147916,3.217391016,0,0,2.202369975,5.077021488,6.829331436,0.569283601,2.843097564,0,1.716084657,6.144373625,1.451203606,0.595414586,4.880726974,0,3.219238326,0,0,2.899642052,2.215866998,0,1.833452723,2.532924584,0,3.005813493
NDC80,0,0.954847907,5.932116972,5.624818751,7.57219717,7.325564445,4.366009398,1.379452322,0,0,5.979102441,1.693306027,6.364207637,4.791299309,4.785280058,0,8.948701945,6.968035754,0,0,0,1.190124312,6.554430082,0,0,0.945817234,1.081172069,0,1.464281192,0,8.755452313,4.14208747,4.082675115,7.869481562,4.336835906,5.202043511,7.731747782,0.82765821,0,0,2.405094344,7.150941092,0,4.384348921,5.278454767,8.573480098,4.783099884,0,6.40452102,0,0,8.86174484,7.712669974,8.422842178,8.969564155,5.810896078,0.556263231,4.95400062,1.623821462,0,8.093841635,3.64430314,4.741005977,5.513577448,0,0.623816586
NEDD4,5.513885258,0,0,3.537571605,4.263241239,0,0,0,0,2.451595468,0,7.933706376,0,0,0,0,0,5.424849785,2.942953882,0,0,0,5.031986286,0.794538618,0,0,0,0.91473152,6.309013378,0,1.283476237,0,0,1.548184745,0,0,0,0.82765821,0,7.382198091,0,0,0,2.842174079,0,0,7.275436846,0,3.497312283,2.840749002,3.780426046,0,0,0,0,0,0,0,0,3.799587229,0,0,1.547409031,1.376186086,0,0
NEDD9,0,0,0,0,0,0,0,9.561125179,0,3.849060648,0.844701216,0,5.804353687,0,0,0,0,0,4.345269266,0,0,4.141563187,0,0,0,0,0,0,0,2.509232007,7.175656171,0,3.401385591,0.715011636,0.565785728,7.503477946,5.411326231,3.974643194,9.335098039,0,0,1.128202265,7.60965629,0,0,0,0,0,0,0,0,0,7.162064819,0,0,0,3.504623365,0,1.84894988,0,0,0,0,2.532924584,4.223765203,0
NFATC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.329971254,0.801833881,0,0,0,0,3.58710555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.829172764,0,0,4.207019467,0,0,4.284792211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFATC3,0,7.326643372,0,5.475295998,1.776960383,5.34775057,1.877075547,1.379452322,4.644759822,4.925146506,0.86375577,0,1.837480186,4.838471148,1.04473905,6.098265111,5.832356568,4.255420431,4.713860875,5.623460418,3.999079956,4.691523653,6.496291016,3.753485139,5.985566492,8.877038535,6.899166101,0,3.033260077,5.860471888,1.484617797,6.747570423,1.542625192,4.551662186,6.282717051,4.762737518,0,5.133041276,6.668533332,6.285685214,0,4.206472619,2.032996767,3.995261129,3.547569353,0,4.943062687,5.278638917,5.873784778,4.895542798,0,0.849397268,4.902363677,0,5.856031862,0,6.307241293,1.414174901,3.231135783,2.08106896,0.864145717,5.054914523,3.512150077,5.462279211,3.423099495,0
NFE2L3,4.377257264,6.118970029,6.023452889,5.401553164,0,1.440430968,5.659406118,0,1.557294826,4.286838992,0.844701216,5.938219296,0,6.466515307,1.644311481,6.330716766,4.346783591,5.024985115,3.197939768,1.797770922,8.048128283,0,0,3.247688492,2.675677421,0,3.846899549,7.138164028,0,0,0,5.789548695,0,2.277680929,6.919439724,3.693410784,6.394275741,6.011982553,0,0,5.984183258,5.145269673,8.480687663,1.90406636,7.301058281,2.91666072,2.889804959,5.958819548,0.75375575,0,0,0,4.103276663,1.605791493,1.320738411,6.371857099,6.663845929,8.508611794,7.832430738,0,7.522682998,0,0.714551015,1.376186086,0.913968847,0
NFIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.815970881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565785728,0,0,0,0,0,0,0,2.204129495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFIB,0,0,0,0,0,0,0,0,0,0.71246462,1.373946352,0,0.96071141,3.475582728,0,0,2.575533005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.262042815,0,0,0,4.6789757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFIC,0,4.0012622,0,0,0,0,0,0,3.23568587,0,0,1.693306027,0,1.506245367,0,1.668017568,4.796438029,0,0,0,0,0,0,1.977496193,0,0,0,0.91473152,0,0,0,0,0,0,0.565785728,0,3.096907346,0,1.764778869,0,0,2.36471717,0,0,0,0,0,0,0,0,0,0,2.159862151,0,0,4.481789494,0,5.532933203,1.356947923,0,4.395805656,0,3.788628184,0,0,0
NFKBIA,3.492788109,5.402193893,0,1.747718472,4.588374058,0,3.674948366,5.751034199,4.603844598,6.508370938,5.235220809,0.802942988,6.130882805,5.374877834,6.557379178,3.108058879,4.821966001,5.480141043,1.691510582,7.626153794,3.870570932,4.664070714,6.131801634,5.026112657,0,1.917943142,3.954643508,0.91473152,6.046416953,4.826641072,5.84926255,5.863189523,5.959392764,1.548184745,4.987883833,6.076925085,4.564834296,2.995162367,5.070551988,1.623630283,5.57130077,5.326733029,0.599720979,4.181234834,4.609711231,3.817820388,3.504860724,5.99811527,5.856803179,7.975366711,2.065322792,7.417604303,4.197205505,6.288116988,4.95227698,0,4.588104442,7.644346726,4.514752341,0,6.770207929,6.081562563,7.06948585,7.025789303,6.363668908,6.406786242
NFKBIB,4.735697292,0,2.664146254,2.515142494,0.684153039,0.892981304,0.986248122,0,2.624900889,1.543893283,2.064734954,0,0,1.506245367,0,4.021873579,1.577423841,2.815970881,3.602853062,0,2.347134731,1.190124312,2.904513078,1.679679491,0.823677927,1.917943142,0,0,1.464281192,2.045715389,0.925403335,2.601511241,0,3.917710724,1.956488148,0.649311809,3.096907346,2.497947723,3.826823526,0,1.282282035,0.671683737,1.614330008,2.697180493,0,3.817820388,0,2.284008472,0,0,0,0,1.451203606,1.015649869,0,1.474375301,2.831050881,1.504100302,0.604522811,2.08106896,0,0.821240702,1.547409031,0,4.735653981,0.623816586
NFYB,9.131622971,6.972771363,6.031717246,7.731889451,7.912981708,4.309503767,3.221709192,0,6.353176783,5.398165913,7.282013525,8.205215848,9.010082585,8.2468659,5.479100547,1.062735244,9.264307918,7.26749509,7.601418895,0,7.208345666,6.392173679,8.019011906,5.602579145,9.250954378,5.021668425,7.264621557,1.479303407,2.432464794,7.851532287,4.731437766,9.272840583,0,4.602072078,2.975770707,8.93578484,2.256380766,7.926431721,2.185664951,5.951973156,7.672864709,6.628659791,3.643156944,5.349873795,7.672073567,9.283879004,5.20181429,8.980703805,5.331383919,6.657320901,8.01040334,4.64179158,6.462955719,0.408146948,7.919865769,3.306432144,2.417462416,0,7.864778908,6.721502776,7.508695943,6.305112386,2.531482388,6.913204704,9.521551134,7.767328916
NHLH2,0,0,0,0,0,0.892981304,0,0,4.603844598,0,0,0,0,0,4.892430653,0,0,0,0,0,4.511173558,5.154070705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.096907346,4.454153395,0,0,0,0,0,4.64375974,3.945737914,0,0,0,0,1.611002188,0,0,5.48983639,0,0,0.917864406,0,0,0,2.899642052,1.147438398,0.821240702,0,5.513577448,0,0
NKX3-1,0,0,0,0,0.684153039,0,0,0,4.619894243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.851782472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.355592856,6.69029693,0,0,0,0,0,0,0,0,0,0
NOC3L,6.413735209,4.435912306,1.875489338,3.210068838,9.347351828,6.573966139,4.399925859,1.379452322,3.930621504,5.821666569,6.872833009,7.358253529,6.506138423,6.373332374,4.253299816,6.564444948,7.350690062,4.932548996,6.575933968,6.831230805,6.233696681,6.330323368,7.188745682,7.087752254,8.111806646,0,3.603779738,8.255099703,8.884114248,6.567779465,0,6.294375498,6.678097092,1.190926381,5.813069174,1.883083481,4.964551527,6.112337111,7.105620153,0,8.496595639,6.873006839,6.895205303,6.077021917,9.077219947,6.534707322,6.236573281,6.714439452,4.563391964,8.044360633,7.159385262,8.091660605,7.659538222,5.973145426,7.937692091,7.744403055,7.014975463,4.131613799,3.138672995,8.140139211,1.497128609,6.78009132,7.744455963,8.293605991,1.469075193,7.874804698
NOL11,8.60749488,7.845261502,7.969103613,10.0302887,6.132791929,0,7.917920923,7.835676612,3.733979095,8.009647315,8.572286603,3.3126474,8.597044357,7.62230311,8.292413642,6.210071801,8.306125435,7.726533055,8.584183598,8.531565074,8.947255065,2.276547909,7.369349585,1.303953219,2.675677421,3.222884559,5.153334437,6.183936538,1.863498198,7.821915071,9.008152517,5.401585989,1.1861799,5.047661524,8.922459103,3.414560092,9.38735114,8.649517434,1.764778869,7.736824385,7.275800044,8.374411261,0,8.633318539,7.628834385,0,5.512306842,9.212747164,1.612838509,5.08211642,7.689483801,7.326859607,7.43695998,8.247774124,9.998018586,0,0,3.7923703,4.008432823,7.721293334,7.006704561,8.667941558,0.714551015,7.820341717,9.077274951,0
NONO,8.489023397,9.135240677,8.216558751,7.916562312,7.294765879,8.939288266,7.809987671,7.686620074,8.226469271,7.981563257,8.835971209,8.786566603,7.195858724,8.091929631,8.382940257,8.565958315,7.994037195,8.589839546,7.444662365,8.77592487,9.324724205,7.778384464,8.914683851,8.972080266,8.120493654,8.518146169,7.46039553,8.250703851,10.45536412,8.057273917,8.714363167,7.883760493,8.442777362,8.018470319,9.112091535,8.722537048,9.039275479,7.971841829,6.65090984,9.950174067,8.802041839,9.156393686,8.921697241,8.211896598,7.742119941,8.598321836,8.870463447,9.471889262,8.868983449,7.760623084,9.008094073,8.069786105,8.277439802,8.177108007,8.630362579,8.11725482,8.956381985,8.810127227,8.908326201,9.017418547,8.591890552,8.612596204,8.504903253,8.540992795,9.828723535,9.228885302
NPM1,12.55251621,12.77032126,12.7722755,12.32780795,12.70600899,11.82100086,12.58329514,11.81257179,12.86348259,12.36298608,12.64923963,12.26626459,12.0573738,12.4871129,11.71170329,11.89273425,12.88736036,12.62485488,11.96227388,12.35296441,12.40235587,12.56661884,12.55163582,12.43703484,12.75315955,11.80750709,12.26225645,12.32826102,12.81179788,12.00915124,12.76972804,12.49664185,12.89369019,12.01043902,12.86629902,12.84930159,13.24023035,12.85402921,12.03872298,12.24602144,12.60777835,12.89596192,12.50099677,12.74782708,12.32028336,12.80748998,12.36750754,12.93569791,12.20884818,11.40878443,12.39578215,12.3655108,12.81174833,12.28923363,13.86422498,12.623556,12.79602482,12.60603541,12.62622614,12.6836722,12.34848551,12.64399939,12.541751,12.38620599,12.70567552,12.76662723
NR0B1,0,0,0,0,0,0,3.928359246,5.793314823,0,0,0,0,4.447442095,0,0,0,3.237800769,0,0.801833881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.266587977,0,0,0,0,3.109719437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998512741,0,0,0,0,0,2.026609431,0,0,0,0,0
NR2C1,4.761646534,2.769333088,2.517172649,5.784564435,8.109101098,2.670133391,2.981234488,4.783461917,0,1.870495025,4.041957454,3.005320402,5.671646821,1.510911955,2.748225766,2.157905289,0.954279938,6.398346618,8.000220115,8.47599848,8.334452598,5.839003447,2.182493268,1.656336714,6.776255845,6.761727934,6.932229898,5.682077691,8.005419495,1.824618539,7.090931546,2.025205766,0,0,6.86086375,5.620145059,8.108692292,6.754061635,6.149097597,4.981126311,3.872748994,3.285647962,1.003656727,8.128387734,6.654879712,0,1.377442055,1.757121412,6.346823337,4.40019101,6.500833916,5.175549198,6.717075595,1.821341756,0,7.907608287,0,2.045489434,1.922102696,5.318451394,2.806741215,5.207037741,2.19226252,2.32810318,3.32085091,2.245905836
NR3C1,5.559425146,5.336703333,3.97093948,0,0,0,0,0,7.271385495,0.313441358,5.845700469,2.239789774,0,4.134736823,3.03873882,0.149114718,4.989032373,3.378311537,2.942953882,5.344445694,6.462925588,0,0,0,0.823677927,0,1.692207793,4.292014734,1.450417203,2.509232007,0,3.810971394,2.066514775,6.863647755,0.971138397,0,3.096907346,4.773114052,6.448502689,4.957480948,8.359254125,5.816042748,0.599720979,1.612116365,4.366027492,0,0,5.163591707,4.235772609,9.133895712,5.721392792,0,2.646368756,0,0,3.306432144,3.776346322,0,0,2.08106896,2.21019514,3.811237024,0.714551015,0,2.018123307,0
NRIP1,0,5.975739495,4.566127998,0,2.391577746,5.337084625,0,4.645323412,4.103647901,0,2.88110509,1.315747603,5.051944504,5.689835591,5.858452382,0,5.94305683,5.192993199,1.984916174,2.237330957,6.528282296,2.615156392,3.471434691,4.853589414,0,0.945817234,0,6.732553675,0,2.694961339,6.983801909,6.648160367,4.922976383,3.573549007,6.299965117,2.612536199,4.313940037,6.250882181,6.280641077,4.94648555,5.434658351,1.128202265,4.28948365,5.420403528,2.678865512,0,5.610143288,6.632957106,0.75375575,6.104401826,2.716822618,0,6.777243589,2.346887041,0,0,6.724664662,0,6.620155356,2.08106896,0,0,7.495633492,1.376186086,5.149123274,6.976805761
