"Gene1","Gene2"
"HNRNPAB","HNRNPD"
"HNRNPAB","SRSF1"
"HNRNPAB","HNRNPD"
"HNRNPAB","ALYREF"
"HNRNPAB","ALYREF"
"HNRNPD","POLR2I"
"HNRNPD","SRSF6"
"HNRNPD","FUS"
"HNRNPD","SRSF1"
"HNRNPD","POLR2D"
"HNRNPD","SNRPD1"
"HNRNPD","POLR2G"
"HNRNPD","YBX1"
"HNRNPD","CSDE1"
"HNRNPD","RNPS1"
"HNRNPD","HNRNPK"
"HNRNPD","SF1"
"HNRNPD","ELAVL2"
"HNRNPD","POLR2H"
"HNRNPD","SFPQ"
"HNRNPD","SNRPB"
"HNRNPD","HNRNPAB"
"HNRNPD","RBMX"
"HNRNPD","SRSF6"
"HNRNPD","SRSF1"
"HNRNPD","POLR2G"
"HNRNPD","SRSF3"
"HNRNPD","KHSRP"
"HNRNPD","POLR2D"
"HNRNPD","ALYREF"
"HNRNPD","SRSF10"
"HNRNPD","POLR2I"
"HNRNPD","SRSF2"
"HNRNPD","POLR2F"
"HNRNPD","POLR2K"
"HNRNPD","FUS"
"HNRNPD","SNRPD1"
"HNRNPD","POLR2A"
"HNRNPD","POLR2K"
"HNRNPD","SFPQ"
"HNRNPD","HNRNPAB"
"HNRNPD","RBMX"
"HNRNPD","YBX1"
"HNRNPD","SRSF3"
"HNRNPD","HNRNPK"
"HNRNPD","SF1"
"HNRNPD","SRSF2"
"HNRNPD","ELAVL2"
"HNRNPD","KHSRP"
"HNRNPD","POLR2F"
"HNRNPD","SNRPB"
"HNRNPD","POLR2H"
"HNRNPD","SRSF10"
"HNRNPD","ALYREF"
"HNRNPD","RNPS1"
"HNRNPD","POLR2A"
"HNRNPD","CSDE1"
"HNRNPK","POLR2I"
"HNRNPK","SRSF6"
"HNRNPK","FUS"
"HNRNPK","SRSF1"
"HNRNPK","TP53"
"HNRNPK","POLR2D"
"HNRNPK","NONO"
"HNRNPK","SNRPD1"
"HNRNPK","POLR2G"
"HNRNPK","RBM14"
"HNRNPK","HNRNPD"
"HNRNPK","POLR2K"
"HNRNPK","SFPQ"
"HNRNPK","ILF2"
"HNRNPK","RBMX"
"HNRNPK","YBX1"
"HNRNPK","SRC"
"HNRNPK","SRSF3"
"HNRNPK","YBX1"
"HNRNPK","POLR2G"
"HNRNPK","CNBP"
"HNRNPK","SRSF3"
"HNRNPK","SSB"
"HNRNPK","SRC"
"HNRNPK","TP53"
"HNRNPK","NONO"
"HNRNPK","RNPS1"
"HNRNPK","HNRNPD"
"HNRNPK","KHSRP"
"HNRNPK","POLR2D"
"HNRNPK","ALYREF"
"HNRNPK","SF1"
"HNRNPK","ILF2"
"HNRNPK","ELAVL2"
"HNRNPK","POLR2H"
"HNRNPK","SRSF10"
"HNRNPK","SFPQ"
"HNRNPK","SNRPB"
"HNRNPK","POLR2I"
"HNRNPK","SRSF2"
"HNRNPK","U2AF1"
"HNRNPK","POLR2F"
"HNRNPK","POLR2K"
"HNRNPK","ILF3"
"HNRNPK","FUS"
"HNRNPK","RBM14"
"HNRNPK","SNRPD1"
"HNRNPK","EWSR1"
"HNRNPK","RBMX"
"HNRNPK","PHC1"
"HNRNPK","SRSF6"
"HNRNPK","SRSF1"
"HNRNPK","POLR2A"
"HNRNPK","SF1"
"HNRNPK","SRSF2"
"HNRNPK","ELAVL2"
"HNRNPK","KHSRP"
"HNRNPK","SSB"
"HNRNPK","EWSR1"
"HNRNPK","POLR2F"
"HNRNPK","ILF3"
"HNRNPK","CNBP"
"HNRNPK","SNRPB"
"HNRNPK","POLR2H"
"HNRNPK","SRSF10"
"HNRNPK","ALYREF"
"HNRNPK","PHC1"
"HNRNPK","RNPS1"
"HNRNPK","POLR2A"
"HNRNPK","U2AF1"
"HOPX","GATA4"
"HOPX","GATA4"
"HOXB2","POLR2I"
"HOXB2","MEIS1"
"HOXB2","POLR2D"
"HOXB2","POLR2G"
"HOXB2","MEIS1"
"HOXB2","POLR2G"
"HOXB2","WDR5"
"HOXB2","POLR2D"
"HOXB2","PBX1"
"HOXB2","KDM6A"
"HOXB2","ASH2L"
"HOXB2","POLR2H"
"HOXB2","POLR2I"
"HOXB2","POLR2F"
"HOXB2","POLR2K"
"HOXB2","NCOA6"
"HOXB2","POLR2A"
"HOXB2","ASH2L"
"HOXB2","POLR2K"
"HOXB2","WDR5"
"HOXB2","NCOA6"
"HOXB2","KDM6A"
"HOXB2","POLR2F"
"HOXB2","PBX1"
"HOXB2","POLR2H"
"HOXB2","POLR2A"
"HOXB3","POLR2I"
"HOXB3","HOXB7"
"HOXB3","POLR2D"
"HOXB3","POLR2G"
"HOXB3","EZH2"
"HOXB3","HOXB4"
"HOXB3","ASH2L"
"HOXB3","POLR2K"
"HOXB3","WDR5"
"HOXB3","RBBP4"
"HOXB3","NCOA6"
"HOXB3","KDM6A"
"HOXB3","RARG"
"HOXB3","POLR2F"
"HOXB3","POLR2H"
"HOXB3","RARG"
"HOXB3","POLR2G"
"HOXB3","HOXB6"
"HOXB3","WDR5"
"HOXB3","POLR2D"
"HOXB3","HOXB7"
"HOXB3","KDM6A"
"HOXB3","ASH2L"
"HOXB3","POLR2H"
"HOXB3","RBBP4"
"HOXB3","POLR2I"
"HOXB3","HOXB4"
"HOXB3","POLR2F"
"HOXB3","POLR2K"
"HOXB3","NCOA6"
"HOXB3","EZH2"
"HOXB3","POLR2A"
"HOXB3","HOXB6"
"HOXB3","POLR2A"
"HOXB4","POLR2I"
"HOXB4","HOXB7"
"HOXB4","MEIS1"
"HOXB4","POLR2D"
"HOXB4","POLR2G"
"HOXB4","MEIS1"
"HOXB4","POLR2G"
"HOXB4","HOXB6"
"HOXB4","WDR5"
"HOXB4","HOXB3"
"HOXB4","POLR2D"
"HOXB4","HOXB7"
"HOXB4","KDM6A"
"HOXB4","ASH2L"
"HOXB4","POLR2H"
"HOXB4","POLR2I"
"HOXB4","POLR2F"
"HOXB4","POLR2K"
"HOXB4","NCOA6"
"HOXB4","POLR2A"
"HOXB4","GATA2"
"HOXB4","ASH2L"
"HOXB4","POLR2K"
"HOXB4","GATA2"
"HOXB4","WDR5"
"HOXB4","NCOA6"
"HOXB4","KDM6A"
"HOXB4","POLR2F"
"HOXB4","POLR2H"
"HOXB4","HOXB3"
"HOXB4","HOXB6"
"HOXB4","POLR2A"
"HOXB6","HOXB7"
"HOXB6","HOXB4"
"HOXB6","HOXB3"
"HOXB6","HOXB3"
"HOXB6","HOXB7"
"HOXB6","HOXB4"
"HOXB7","MEIS1"
"HOXB7","HOXB6"
"HOXB7","HOXB3"
"HOXB7","PBX1"
"HOXB7","HOXB4"
"HOXB7","MEIS2"
"HOXB7","MEIS1"
"HOXB7","HOXB4"
"HOXB7","PBX1"
"HOXB7","HOXB3"
"HOXB7","HOXB6"
"HOXB7","MEIS2"
"ID1","CCND1"
"ID1","BMP4"
"ID1","CDC20"
"ID1","BMP4"
"ID1","CCND1"
"ID1","BMP2"
"ID1","TCF4"
"ID1","CDC20"
"ID1","ETS1"
"ID1","BMP2"
"ID1","ETS1"
"ID1","TCF4"
"IFI16","TP53"
"IFI16","TP53"
"ILF2","APEX1"
"ILF2","SRSF1"
"ILF2","NONO"
"ILF2","SNRPD1"
"ILF2","RBM14"
"ILF2","QPCT"
"ILF2","SFPQ"
"ILF2","SRSF3"
"ILF2","SSB"
"ILF2","NONO"
"ILF2","XRCC5"
"ILF2","RNPS1"
"ILF2","HNRNPK"
"ILF2","KHSRP"
"ILF2","ALYREF"
"ILF2","SFPQ"
"ILF2","YPEL5"
"ILF2","QPCT"
"ILF2","U2AF1"
"ILF2","ILF3"
"ILF2","RBM14"
"ILF2","SNRPD1"
"ILF2","APEX1"
"ILF2","RBMX"
"ILF2","SRSF1"
"ILF2","CEP290"
"ILF2","RBMX"
"ILF2","SRSF3"
"ILF2","HNRNPK"
"ILF2","YPEL5"
"ILF2","XRCC5"
"ILF2","KHSRP"
"ILF2","SSB"
"ILF2","ILF3"
"ILF2","ALYREF"
"ILF2","CEP290"
"ILF2","RNPS1"
"ILF2","U2AF1"
"ILF3","FUS"
"ILF3","SRSF1"
"ILF3","NONO"
"ILF3","RBM14"
"ILF3","SFPQ"
"ILF3","ILF2"
"ILF3","RBMX"
"ILF3","SRSF3"
"ILF3","HNRNPK"
"ILF3","SF1"
"ILF3","KHSRP"
"ILF3","SSB"
"ILF3","SRSF3"
"ILF3","SSB"
"ILF3","NONO"
"ILF3","HNRNPK"
"ILF3","KHSRP"
"ILF3","ALYREF"
"ILF3","SF1"
"ILF3","ILF2"
"ILF3","SFPQ"
"ILF3","U2AF1"
"ILF3","FUS"
"ILF3","RBM14"
"ILF3","RBMX"
"ILF3","SRSF1"
"ILF3","ALYREF"
"ILF3","U2AF1"
"IRF1","NR3C1"
"IRF1","EGR1"
"IRF1","NR3C1"
"IRF1","NCAM1"
"IRF1","STAT2"
"IRF1","OAS1"
"IRF1","TP53"
"IRF1","SMARCC1"
"IRF1","TRIM22"
"IRF1","CIITA"
"IRF1","TLR4"
"IRF1","SMARCD1"
"IRF1","TRIM2"
"IRF1","SP100"
"IRF1","STAT3"
"IRF1","TRIM25"
"IRF1","HLA-DRB1"
"IRF1","EGR1"
"IRF1","POLR2A"
"IRF1","HLA-DQB1"
"IRF1","SMARCC1"
"IRF1","STAT3"
"IRF1","TP53"
"IRF1","STAT2"
"IRF1","TRIM25"
"IRF1","TRIM2"
"IRF1","SP100"
"IRF1","HLA-DRB1"
"IRF1","TLR4"
"IRF1","HLA-DQB1"
"IRF1","TRIM22"
"IRF1","SMARCD1"
"IRF1","OAS1"
"IRF1","NCAM1"
"IRF1","POLR2A"
"IRF1","CIITA"
"ISL1","TBX20"
"ISL1","OTX2"
"ISL1","GATA4"
"ISL1","SHOX2"
"ISL1","GATA6"
"ISL1","SOX2"
"ISL1","GATA6"
"ISL1","SOX2"
"ISL1","GATA4"
"ISL1","OTX2"
"ISL1","SHOX2"
"ISL1","TBX20"
"JUND","EGR1"
"JUND","MAPK10"
"JUND","EGR1"
"JUND","MAPK10"
"KAT6A","TP53"
"KAT6A","HIST1H1B"
"KAT6A","GATAD2A"
"KAT6A","RBBP4"
"KAT6A","RBBP4"
"KAT6A","HIST1H1B"
"KAT6A","TP53"
"KAT6A","GATAD2A"
"KAT7","MCM2"
"KAT7","PLK1"
"KAT7","AR"
"KAT7","MCM2"
"KAT7","PLK1"
"KAT7","AR"
"KHDRBS2","RBMX"
"KHDRBS2","RBMX"
"KHSRP","SRSF1"
"KHSRP","HNRNPD"
"KHSRP","SFPQ"
"KHSRP","ILF2"
"KHSRP","FUBP1"
"KHSRP","SRSF3"
"KHSRP","HNRNPK"
"KHSRP","SF1"
"KHSRP","SRSF3"
"KHSRP","HNRNPK"
"KHSRP","HNRNPD"
"KHSRP","SF1"
"KHSRP","ILF2"
"KHSRP","PARN"
"KHSRP","SFPQ"
"KHSRP","U2AF1"
"KHSRP","ILF3"
"KHSRP","FUBP1"
"KHSRP","SRSF1"
"KHSRP","PARN"
"KHSRP","ILF3"
"KHSRP","U2AF1"
"KLF5","NANOG"
"KLF5","TP53"
"KLF5","SOX2"
"KLF5","TRIM25"
"KLF5","NANOG"
"KLF5","TP53"
"KLF5","SOX2"
"KLF5","TRIM25"
"KLF6","NFKBIA"
"KLF6","BTG2"
"KLF6","NFKBIA"
"KLF6","BTG2"
"LDB2","LMO2"
"LDB2","NHLH2"
"LDB2","LMO2"
"LDB2","LMO3"
"LDB2","GATA2"
"LDB2","GATA2"
"LDB2","NHLH2"
"LDB2","LMO3"
"LEF1","AES"
"LEF1","CCND1"
"LEF1","SNAI1"
"LEF1","SOX4"
"LEF1","BMP4"
"LEF1","APC"
"LEF1","WNT5A"
"LEF1","APC"
"LEF1","SNAI1"
"LEF1","TLE2"
"LEF1","PITX2"
"LEF1","WNT5A"
"LEF1","CTNNB1"
"LEF1","TCF7L1"
"LEF1","CTBP1"
"LEF1","SOX13"
"LEF1","BMP4"
"LEF1","MITF"
"LEF1","TLE1"
"LEF1","TLE3"
"LEF1","CCND1"
"LEF1","ASH2L"
"LEF1","TEAD4"
"LEF1","SOX17"
"LEF1","RUVBL1"
"LEF1","TCF4"
"LEF1","SOX4"
"LEF1","TEAD1"
"LEF1","DKK1"
"LEF1","SNAI2"
"LEF1","AES"
"LEF1","TCF7L1"
"LEF1","CTBP1"
"LEF1","MITF"
"LEF1","SOX17"
"LEF1","PITX2"
"LEF1","RUVBL1"
"LEF1","ASH2L"
"LEF1","CTNNB1"
"LEF1","TEAD4"
"LEF1","SOX13"
"LEF1","DKK1"
"LEF1","TLE1"
"LEF1","SNAI2"
"LEF1","TCF4"
"LEF1","TEAD1"
"LEF1","TLE3"
"LEF1","TLE2"
"LIMD1","VHL"
"LIMD1","HIF3A"
"LIMD1","VHL"
"LIMD1","PSMD9"
"LIMD1","RHOBTB3"
"LIMD1","HIF1A"
"LIMD1","HIF3A"
"LIMD1","RHOBTB3"
"LIMD1","HIF1A"
"LIMD1","PSMD9"
"LIN28A","NANOG"
"LIN28A","ZCCHC11"
"LIN28A","POU5F1"
"LIN28A","SMAD2"
"LIN28A","STAT3"
"LIN28A","PRDM14"
"LIN28A","SOX2"
"LIN28A","H1F0"
"LIN28A","NANOG"
"LIN28A","SMAD2"
"LIN28A","H1F0"
"LIN28A","PBX1"
"LIN28A","SNRPB"
"LIN28A","ZCCHC11"
"LIN28A","POU5F1"
"LIN28A","UPF1"
"LIN28A","SOX2"
"LIN28A","STAT3"
"LIN28A","PRDM14"
"LIN28A","PBX1"
"LIN28A","SNRPB"
"LIN28A","UPF1"
"LMO2","NHLH2"
"LMO2","RUNX1"
"LMO2","KDR"
"LMO2","GATA3"
"LMO2","POLR2G"
"LMO2","LDB2"
"LMO2","GATA2"
"LMO2","KDR"
"LMO2","RUNX1"
"LMO2","POLR2G"
"LMO2","LDB2"
"LMO2","GATA2"
"LMO2","NHLH2"
"LMO2","GATA3"
"LMO3","LDB2"
"LMO3","LDB2"
"LMX1B","MEIS1"
"LMX1B","PBX1"
"LMX1B","MEIS2"
"LMX1B","MEIS1"
"LMX1B","PBX1"
"LMX1B","MEIS2"
"MAFF","NFE2L3"
"MAFF","MAFG"
"MAFF","NFE2L3"
"MAFF","MAFG"
"MAFG","NFE2L3"
"MAFG","MAFF"
"MAFG","MAFF"
"MAFG","NFE2L3"
"MAML3","CCND1"
"MAML3","DLGAP5"
"MAML3","E2F3"
"MAML3","CUL1"
"MAML3","RBPJ"
"MAML3","TFDP1"
"MAML3","TLE1"
"MAML3","PBX1"
"MAML3","HDAC9"
"MAML3","MAMLD1"
"MAML3","TFDP1"
"MAML3","E2F3"
"MAML3","DLGAP5"
"MAML3","MAMLD1"
"MAML3","CUL1"
"MAML3","TLE2"
"MAML3","PBX1"
"MAML3","TLE1"
"MAML3","RBPJ"
"MAML3","CCND1"
"MAML3","HDAC9"
"MAML3","TLE2"
"MAPK10","NR3C1"
"MAPK10","DUSP4"
"MAPK10","JUND"
"MAPK10","WNT5A"
"MAPK10","MECOM"
"MAPK10","TP53"
"MAPK10","RALB"
"MAPK10","NFATC3"
"MAPK10","PGR"
"MAPK10","JUND"
"MAPK10","NR3C1"
"MAPK10","RALB"
"MAPK10","DUSP10"
"MAPK10","TRAF6"
"MAPK10","WNT5A"
"MAPK10","ROR2"
"MAPK10","TP53"
"MAPK10","MECOM"
"MAPK10","NFATC1"
"MAPK10","NFATC3"
"MAPK10","DUSP4"
"MAPK10","PGR"
"MAPK10","DUSP10"
"MAPK10","ROR2"
"MAPK10","NFATC1"
"MAPK10","TRAF6"
"MCM2","TRIP13"
"MCM2","MCM5"
"MCM2","RAD51AP1"
"MCM2","NCAPG"
"MCM2","GINS2"
"MCM2","KAT7"
"MCM2","KIF23"
"MCM2","NDC80"
"MCM2","TIPIN"
"MCM2","MCM4"
"MCM2","MCM6"
"MCM2","CCNE2"
"MCM2","MCM5"
"MCM2","MCM6"
"MCM2","KIF15"
"MCM2","NDC80"
"MCM2","DTL"
"MCM2","WDHD1"
"MCM2","CDCA8"
"MCM2","RAD51"
"MCM2","NCAPG"
"MCM2","CDC20"
"MCM2","NUSAP1"
"MCM2","CCNA2"
"MCM2","ESCO2"
"MCM2","EXO1"
"MCM2","TRIP13"
"MCM2","CCNB2"
"MCM2","BUB1B"
"MCM2","DSCC1"
"MCM2","KAT7"
"MCM2","CDC7"
"MCM2","MCM7"
"MCM2","TTK"
"MCM2","KIF23"
"MCM2","RAD51AP1"
"MCM2","PLK1"
"MCM2","TEX10"
"MCM2","TIPIN"
"MCM2","CHEK2"
"MCM2","GINS2"
"MCM2","CHAF1A"
"MCM2","DNMT1"
"MCM2","CDK6"
"MCM2","PRIM1"
"MCM2","MCM3"
"MCM2","MCM4"
"MCM2","UHRF1"
"MCM2","RFC3"
"MCM2","CDK6"
"MCM2","CCNA2"
"MCM2","BUB1B"
"MCM2","CCNB2"
"MCM2","PLK1"
"MCM2","CHAF1A"
"MCM2","ESCO2"
"MCM2","MCM7"
"MCM2","DSCC1"
"MCM2","KIF15"
"MCM2","PRIM1"
"MCM2","DNMT1"
"MCM2","WDHD1"
"MCM2","EXO1"
"MCM2","DTL"
"MCM2","TTK"
"MCM2","CDC20"
"MCM2","CDCA8"
"MCM2","TEX10"
"MCM2","RFC3"
"MCM2","CHEK2"
"MCM2","RAD51"
"MCM2","CDC7"
"MCM2","CCNE2"
"MCM2","NUSAP1"
"MCM2","UHRF1"
"MCM2","MCM3"
"MCM3","MCM5"
"MCM3","SUPT16H"
"MCM3","NCAPG"
"MCM3","GINS2"
"MCM3","ESPL1"
"MCM3","KIF23"
"MCM3","NDC80"
"MCM3","TIPIN"
"MCM3","MCM4"
"MCM3","MCM6"
"MCM3","MCM2"
"MCM3","CCNA2"
"MCM3","BUB1B"
"MCM3","CCNB2"
"MCM3","PLK1"
"MCM3","CHAF1A"
"MCM3","MCM7"
"MCM3","DSCC1"
"MCM3","PURA"
"MCM3","PRIM1"
"MCM3","DNMT1"
"MCM3","WDHD1"
"MCM3","DTL"
"MCM3","TTK"
"MCM3","CDC20"
"MCM3","CDCA8"
"MCM3","TCF19"
"MCM3","RFC3"
"MCM3","CHEK2"
"MCM3","RAD51"
"MCM3","CDC7"
"MCM3","CCNE2"
"MCM3","UHRF1"
"MCM3","CCNE2"
"MCM3","MCM5"
"MCM3","MCM6"
"MCM3","SUPT16H"
"MCM3","NDC80"
"MCM3","DTL"
"MCM3","WDHD1"
"MCM3","CDCA8"
"MCM3","RAD51"
"MCM3","NCAPG"
"MCM3","CDC20"
"MCM3","CCNA2"
"MCM3","CCNB2"
"MCM3","BUB1B"
"MCM3","DSCC1"
"MCM3","CDC7"
"MCM3","MCM7"
"MCM3","TTK"
"MCM3","KIF23"
"MCM3","PURA"
"MCM3","TCF19"
"MCM3","MCM2"
"MCM3","PLK1"
"MCM3","TIPIN"
"MCM3","CHEK2"
"MCM3","GINS2"
"MCM3","CHAF1A"
"MCM3","DNMT1"
"MCM3","PRIM1"
"MCM3","ESPL1"
"MCM3","MCM4"
"MCM3","UHRF1"
"MCM3","RFC3"
"MCM4","TRIP13"
"MCM4","MCM5"
"MCM4","SUPT16H"
"MCM4","DLGAP5"
"MCM4","NCAPG"
"MCM4","GINS2"
"MCM4","ESPL1"
"MCM4","KIF23"
"MCM4","NDC80"
"MCM4","TIPIN"
"MCM4","CCNE2"
"MCM4","MCM5"
"MCM4","MCM6"
"MCM4","SUPT16H"
"MCM4","NDC80"
"MCM4","DTL"
"MCM4","WDHD1"
"MCM4","CDCA8"
"MCM4","RAD51"
"MCM4","NCAPG"
"MCM4","DLGAP5"
"MCM4","CDC20"
"MCM4","NUSAP1"
"MCM4","CCNA2"
"MCM4","ESCO2"
"MCM4","EXO1"
"MCM4","TRIP13"
"MCM4","CCNB2"
"MCM4","BUB1B"
"MCM4","DSCC1"
"MCM4","CDC7"
"MCM4","MCM7"
"MCM4","TTK"
"MCM4","KIF23"
"MCM4","MCM2"
"MCM4","PLK1"
"MCM4","CEP55"
"MCM4","TIPIN"
"MCM4","CHEK2"
"MCM4","GINS2"
"MCM4","CHAF1A"
"MCM4","PRIM1"
"MCM4","ESPL1"
"MCM4","MCM3"
"MCM4","UHRF1"
"MCM4","RFC3"
"MCM4","MCM6"
"MCM4","MCM2"
"MCM4","CCNA2"
"MCM4","BUB1B"
"MCM4","CCNB2"
"MCM4","PLK1"
"MCM4","CHAF1A"
"MCM4","ESCO2"
"MCM4","MCM7"
"MCM4","DSCC1"
"MCM4","PRIM1"
"MCM4","WDHD1"
"MCM4","EXO1"
"MCM4","DTL"
"MCM4","TTK"
"MCM4","CEP55"
"MCM4","CDC20"
"MCM4","CDCA8"
"MCM4","RFC3"
"MCM4","CHEK2"
"MCM4","RAD51"
"MCM4","CDC7"
"MCM4","CCNE2"
"MCM4","NUSAP1"
"MCM4","UHRF1"
"MCM4","MCM3"
"MCM5","CCNE2"
"MCM5","MCM6"
"MCM5","NDC80"
"MCM5","DTL"
"MCM5","WDHD1"
"MCM5","CDCA8"
"MCM5","RAD51"
"MCM5","NCAPG"
"MCM5","CDC20"
"MCM5","CCNA2"
"MCM5","ESCO2"
"MCM5","EXO1"
"MCM5","CCNB2"
"MCM5","BUB1B"
"MCM5","DSCC1"
"MCM5","CDC7"
"MCM5","MCM7"
"MCM5","TTK"
"MCM5","KIF23"
"MCM5","MCM2"
"MCM5","PLK1"
"MCM5","TIPIN"
"MCM5","CHEK2"
"MCM5","GINS2"
"MCM5","CHAF1A"
"MCM5","DNMT1"
"MCM5","PRIM1"
"MCM5","ESPL1"
"MCM5","MCM3"
"MCM5","MCM4"
"MCM5","UHRF1"
"MCM5","RFC3"
"MCM5","NCAPG"
"MCM5","GINS2"
"MCM5","ESPL1"
"MCM5","KIF23"
"MCM5","NDC80"
"MCM5","TIPIN"
"MCM5","MCM4"
"MCM5","MCM6"
"MCM5","MCM2"
"MCM5","CCNA2"
"MCM5","BUB1B"
"MCM5","CCNB2"
"MCM5","PLK1"
"MCM5","CHAF1A"
"MCM5","ESCO2"
"MCM5","MCM7"
"MCM5","DSCC1"
"MCM5","PRIM1"
"MCM5","DNMT1"
"MCM5","WDHD1"
"MCM5","EXO1"
"MCM5","DTL"
"MCM5","TTK"
"MCM5","CDC20"
"MCM5","CDCA8"
"MCM5","RFC3"
"MCM5","CHEK2"
"MCM5","RAD51"
"MCM5","CDC7"
"MCM5","CCNE2"
"MCM5","UHRF1"
"MCM5","MCM3"
"MCM6","MCM5"
"MCM6","RAD51AP1"
"MCM6","NCAPG"
"MCM6","GINS2"
"MCM6","ESPL1"
"MCM6","KIF23"
"MCM6","NDC80"
"MCM6","TIPIN"
"MCM6","MCM4"
"MCM6","CCNE2"
"MCM6","MCM5"
"MCM6","NDC80"
"MCM6","DTL"
"MCM6","WDHD1"
"MCM6","RAD51"
"MCM6","NCAPG"
"MCM6","NOC3L"
"MCM6","CDC20"
"MCM6","CCNA2"
"MCM6","EXO1"
"MCM6","CCNB2"
"MCM6","BUB1B"
"MCM6","CDC7"
"MCM6","MCM7"
"MCM6","TTK"
"MCM6","KIF23"
"MCM6","MCM2"
"MCM6","RAD51AP1"
"MCM6","PLK1"
"MCM6","TIPIN"
"MCM6","CHEK2"
"MCM6","GINS2"
"MCM6","CHAF1A"
"MCM6","DNMT1"
"MCM6","PRIM1"
"MCM6","ESPL1"
"MCM6","MCM3"
"MCM6","MCM4"
"MCM6","RFC3"
"MCM6","MCM2"
"MCM6","CCNA2"
"MCM6","BUB1B"
"MCM6","CCNB2"
"MCM6","PLK1"
"MCM6","CHAF1A"
"MCM6","MCM7"
"MCM6","PRIM1"
"MCM6","DNMT1"
"MCM6","WDHD1"
"MCM6","EXO1"
"MCM6","DTL"
"MCM6","TTK"
"MCM6","NOC3L"
"MCM6","CDC20"
"MCM6","RFC3"
"MCM6","CHEK2"
"MCM6","RAD51"
"MCM6","CDC7"
"MCM6","CCNE2"
"MCM6","MCM3"
"MCM7","MCM5"
"MCM7","CCND1"
"MCM7","NCAPG"
"MCM7","GINS2"
"MCM7","ESPL1"
"MCM7","KIF23"
"MCM7","NDC80"
"MCM7","TIPIN"
"MCM7","MCM4"
"MCM7","MCM6"
"MCM7","MCM2"
"MCM7","CCNA2"
"MCM7","PLK2"
"MCM7","BUB1B"
"MCM7","CCNB2"
"MCM7","PLK1"
"MCM7","CHAF1A"
"MCM7","CCNE2"
"MCM7","MCM5"
"MCM7","MCM6"
"MCM7","NDC80"
"MCM7","DTL"
"MCM7","WDHD1"
"MCM7","RAD51"
"MCM7","NCAPG"
"MCM7","RBBP4"
"MCM7","CDC20"
"MCM7","CCNA2"
"MCM7","CCNB2"
"MCM7","BUB1B"
"MCM7","DSCC1"
"MCM7","CDC7"
"MCM7","TTK"
"MCM7","KIF23"
"MCM7","MCM2"
"MCM7","PLK1"
"MCM7","CCND1"
"MCM7","TIPIN"
"MCM7","CHEK2"
"MCM7","GINS2"
"MCM7","CHAF1A"
"MCM7","DNMT1"
"MCM7","PLK2"
"MCM7","PRIM1"
"MCM7","ESPL1"
"MCM7","MCM3"
"MCM7","MCM4"
"MCM7","RFC3"
"MCM7","POLR2A"
"MCM7","DSCC1"
"MCM7","PRIM1"
"MCM7","DNMT1"
"MCM7","WDHD1"
"MCM7","DTL"
"MCM7","TTK"
"MCM7","CDC20"
"MCM7","RBBP4"
"MCM7","RFC3"
"MCM7","CHEK2"
"MCM7","RAD51"
"MCM7","CDC7"
"MCM7","CCNE2"
"MCM7","POLR2A"
"MCM7","MCM3"
"MDM4","TP53"
"MDM4","TP53"
"MDM4","DAXX"
"MDM4","CHEK2"
"MDM4","DAXX"
"MDM4","CHEK2"
"MECOM","EGR1"
"MECOM","SNAI1"
"MECOM","RUNX1"
"MECOM","SNAI1"
"MECOM","RBBP4"
"MECOM","EGR1"
"MECOM","CTBP1"
"MECOM","TP53"
"MECOM","GATAD2A"
"MECOM","MAPK10"
"MECOM","SNAI2"
"MECOM","EZH2"
"MECOM","PHC1"
"MECOM","TP53"
"MECOM","CTBP1"
"MECOM","RUNX1"
"MECOM","EZH2"
"MECOM","MAPK10"
"MECOM","GATAD2A"
"MECOM","RBBP4"
"MECOM","SNAI2"
"MECOM","PHC1"
"MED14","POLR2I"
"MED14","POLR2D"
"MED14","POLR2G"
"MED14","RBM14"
"MED14","PPARGC1B"
"MED14","POLR2G"
"MED14","MED16"
"MED14","POLR2D"
"MED14","PPARGC1B"
"MED14","POLR2H"
"MED14","POLR2I"
"MED14","POLR2F"
"MED14","POLR2K"
"MED14","RBM14"
"MED14","POLR2A"
"MED14","MED16"
"MED14","POLR2K"
"MED14","POLR2F"
"MED14","POLR2H"
"MED14","POLR2A"
"MED16","RBM14"
"MED16","PPARGC1B"
"MED16","MED14"
"MED16","PPARGC1B"
"MED16","MED14"
"MED16","RBM14"
"MED16","SUPT7L"
"MED16","SUPT7L"
"MEF2D","SIRT1"
"MEF2D","SIRT1"
"MEF2D","CTNNB1"
"MEF2D","NFATC1"
"MEF2D","TCF4"
"MEF2D","HDAC9"
"MEF2D","CAMK2D"
"MEF2D","CAMK2D"
"MEF2D","CTNNB1"
"MEF2D","TCF4"
"MEF2D","NFATC1"
"MEF2D","HDAC9"
"MEIS1","POLR2I"
"MEIS1","HOXB7"
"MEIS1","RARG"
"MEIS1","POLR2G"
"MEIS1","LMX1B"
"MEIS1","WDR5"
"MEIS1","MLLT3"
"MEIS1","POLR2D"
"MEIS1","PBX1"
"MEIS1","HOXB7"
"MEIS1","KDM6A"
"MEIS1","ASH2L"
"MEIS1","POLR2H"
"MEIS1","RBBP4"
"MEIS1","POLR2I"
"MEIS1","HOXB4"
"MEIS1","POLR2F"
"MEIS1","POLR2K"
