X,H9_12h_001,H9_12h_002,H9_12h_003,H9_12h_004,H9_12h_005,H9_12h_006,H9_12h_007,H9_12h_008,H9_12h_009,H9_12h_010,H9_12h_011,H9_12h_012,H9_12h_013,H9_12h_014,H9_12h_015,H9_12h_016,H9_12h_017,H9_12h_018,H9_12h_019,H9_12h_021,H9_12h_022,H9_12h_023,H9_12h_024,H9_12h_025,H9_12h_026,H9_12h_027,H9_12h_029,H9_12h_030,H9_12h_031,H9_12h_032,H9_12h_033,H9_12h_034,H9_12h_038,H9_12h_039,H9_12h_040,H9_12h_041,H9_12h_042,H9_12h_043,H9_12h_044,H9_12h_045,H9_12h_046,H9_12h_048,H9_12h_051,H9_12h_052,H9_12h_053,H9_12h_054,H9_12h_055,H9_12h_056,H9_12h_057,H9_12h_058,H9_12h_059,H9_12h_060,H9_12h_061,H9_12h_062,H9_12h_063,H9_12h_064,H9_12h_065,H9_12h_066,H9_12h_067,H9_12h_068,H9_12h_069,H9_12h_070,H9_12h_071,H9_12h_072,H9_12h_073,H9_12h_074,H9_12h_075,H9_12h_076,H9_12h_077,H9_12h_078,H9_12h_079,H9_12h_080,H9_12h_081,H9_12h_082,H9_12h_083,H9_12h_084,H9_12h_085,H9_12h_086,H9_12h_087,H9_12h_088,H9_12h_089,H9_12h_090,H9_12h_091,H9_12h_092,H9_12h_093,H9_12h_094,H9_12h_095,H9_12h_096,H9_12h_097,H9_12h_098,H9_12h_099,H9_12h_100,H9_12h_101,H9_12h_102,H9_12h_103,H9_12h_104,H9_12h_105,H9_12h_106,H9_12h_107,H9_12h_108,H9_12h_109,H9_12h_110
PDCD11,6.050827406,2.771909217,1.036664806,3.092218693,3.879429046,6.574189324,2.904902308,7.403587873,3.433723512,2.933503494,5.759660525,3.661764292,2.203552408,5.149097867,4.17147759,2.971892048,4.674842974,4.61016537,2.759908037,4.532690839,3.913071693,3.219260193,6.740615526,2.929166735,6.167777406,4.215259996,7.266950678,2.753743185,3.052386353,3.88828432,2.545693915,4.701244747,3.867792758,5.798299164,4.367424781,4.333618915,4.431270298,1.392221366,4.652586711,7.759789973,6.394764604,5.754497288,5.128228782,7.46086865,5.517090519,3.806452832,4.435063476,5.749898262,6.769433341,5.888336151,4.028193735,3.169086574,5.902262997,3.655374007,5.830118324,4.59646005,5.919108083,1.447668185,4.244669219,6.777200413,0.846549682,2.501087429,3.079253502,4.873948705,6.111772212,0.618921763,0.634188836,7.070982705,6.249733362,5.891848718,1.034107615,4.420865139,4.142503991,6.539385737,7.003434599,4.304409562,5.400573457,0.747123103,4.19444549,0,5.198214625,2.445600251,3.0017475,2.812486641,3.254607642,5.745442058,3.341427856,6.503779442,5.970028873,4.327656786,4.210263254,5.138778932,2.461135425,2.961596536,5.415014557,1.387475868,2.15222144,4.495485364,4.243401059,5.450588449,4.173062289,5.367118905
PDCD4,0,0,0,0,4.313119912,0,0,0,0,0,0,0,0,0,0,1.232942545,0,0,0,2.508663153,0,0,0,0,0,0,0,0,0,1.341529679,9.332198275,0,1.76545616,3.912996841,0,2.328886085,1.020581334,0,0,0,0,1.549295418,0,0,0,0,5.680264722,0,5.260097136,0,0,0,0,0,0,4.105316448,6.132337155,0,0,7.47294513,2.262856886,0,7.924909227,0.570314423,0,0.628952283,8.748336161,0,0,0,0,0,5.637470611,0,0,0,0,0,0.567382437,0,0,0,0,0,0,0,0,0,0,0,0,4.248497192,0,0,0,0,0,0,2.209134268,8.395551985,0,5.696269961
PDGFA,0,4.728287321,5.000840491,4.559748733,3.879429046,7.566599035,1.957653937,2.524749143,2.299329259,2.580079231,2.159691304,4.572170007,4.713852457,1.924480844,3.981803546,2.243056096,1.938044044,2.394711018,1.548195039,2.329567108,0,2.582039299,3.261451959,1.487772132,6.763573342,3.092879842,2.639548981,3.466383619,3.962702655,1.341529679,2.545693915,2.585660218,3.510860354,3.822074656,4.764881743,1.763556454,3.035826914,2.554460094,3.953362867,4.738499465,4.46714569,3.856706063,1.417311797,5.6467953,1.519250892,4.880539641,5.76282998,5.632457095,4.510105527,6.58819148,1.713847801,7.178972333,6.43104024,4.82769448,6.826075401,6.998528491,2.900819956,6.788198233,2.928993214,2.294824359,2.71970188,5.475856099,8.694944478,1.956160787,3.540587598,5.205302891,4.628702941,3.935344804,6.230393628,7.460441283,6.874322941,6.674138318,5.962334903,5.072867814,6.58641047,2.046198162,4.324402087,0.747123103,6.653075811,4.742186621,5.183521323,2.939468026,7.3425358,6.244788521,2.335483401,3.046445594,1.372329996,5.824760713,5.814432765,5.87957612,4.867616346,2.280074093,3.394201408,6.691894172,6.441883482,2.548095394,6.150777269,3.171011669,6.810327182,3.965187845,7.716381196,6.886036626
PDGFRA,0,0,0,0,0,0,0,0,0,0,1.108400089,0,0,0,0,0,0,4.842056834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31883289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.174582327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PELI2,2.468419774,0,0,3.092218693,0,0,2.758856665,0,0,0,0,0,0,0,0,0,0,0,7.293566638,0,0,1.412845654,0,0,0,0,0,2.408300489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.920213112,0,2.852279717,2.236273824,4.541856083,4.897598869,0,0,0.648235458,0,7.800574931,1.038831614,1.240732758,1.495174729,0,6.550700467,0,1.357707943,0,0,1.101936536,3.470013606,3.4326059,0,0.634188836,8.446822796,0,0,0.607790269,8.439900485,2.65564075,0,3.095541782,2.670385112,2.060873222,0,0,7.79959416,1.315007892,1.688744903,10.00722131,0,0,0,0.482560079,0.605764921,0,0,1.437625828,0,0,0,5.466903194,0.62174495,0,0,7.90147984,0,1.856552774,7.364103924
PENK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.650404852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PER3,0,0.789740926,0,3.619659479,0,0,0.783309576,4.454230377,0.985917265,0,3.184668912,3.166047887,0,0,3.304463923,2.243056096,2.255745585,7.524540585,2.277693345,1.591331151,3.375215929,3.659733761,3.261451959,0,6.692104324,0,2.299691935,2.753743185,6.005187247,0,0,2.585660218,0,0,6.533826816,0,0,0,0,0,0,0,0,1.707170961,0,0,0,0,0,0.796705863,3.924219012,8.109121187,0,0,2.966416901,0,0,0,0,0,0,0,0,0,8.615131661,0,0,5.102818618,0,0,5.065367363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94998383,0.605764921,0.8488726,0.710160238,0,0,0,8.668262507,0.604854013,0,0,1.158215857,0,5.321306798,0,0
PGR,0,0,0,0,0,0,0,0,0,0,0,0,0.36568101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796705863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHC1,5.158098167,6.310545155,8.63403737,6.450548871,10.4491665,7.065475136,7.644131743,5.846575852,7.655952098,3.800194493,7.098147332,7.918091262,9.745639,7.768601017,9.153512365,8.62167263,6.046468634,4.484058338,7.082328441,8.82002865,4.152469181,6.238441587,6.944183153,6.676517073,3.918964995,4.433794499,6.681342535,4.249736095,7.975613237,6.329855733,7.262754236,7.717481249,7.376457564,9.891595375,7.877642605,7.010501926,6.800988536,5.572889293,7.137899141,9.822869315,8.381901302,6.285977933,8.102854816,8.435750242,4.373514432,8.94583372,6.538260322,7.94339988,7.183158784,7.616664854,5.630675339,8.695191966,4.611816879,7.720633274,6.594869903,7.724526108,8.125766359,7.302192958,9.216684871,6.590021243,8.55317978,8.352386912,9.076105585,3.147040301,7.818318237,7.908973458,4.88979694,10.04284653,8.281124535,5.503416413,6.961509602,9.942166719,8.578121468,0,8.644194861,7.910549098,5.113838399,7.602357188,5.023059771,9.225295521,6.974409714,5.226795457,6.680533615,8.60629164,7.620414708,9.59540012,7.034062179,8.405971959,8.775460367,8.820513226,6.50806111,8.168676226,9.107410742,8.12273068,7.31894306,6.171864923,9.727714068,6.351215025,7.136090455,8.187929074,7.407854127,7.832366192
PHF21A,0.93120991,0,0,0,2.147076831,0,0,0,1.566154806,0.871807566,2.159691304,0,1.021707396,0,0,1.166498683,0.958993055,0,0,1.591331151,0,0,0,1.768109778,0,0,0,0,0,0,0,2.585660218,0,0,2.915888522,0,0,3.426124019,0,1.410484093,0,0,0.638729958,0.811525584,2.722305402,0,1.950651153,1.485665266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18771438,4.001480474,0.634188836,0,0,0,0,0,0,0,2.708188104,0,0,0,0,2.730255634,0,2.445600251,0,0,0,0,0,0,0,0,0,0,0,0.606249443,0,0,0,0,0,4.900250912,1.208334069,0.528629408
PITX2,8.962138549,6.738104996,0,0,2.147076831,3.854933191,0,0,0,5.382008535,0,6.652013747,3.037776251,1.924480844,7.66174018,4.203614486,6.618049491,0,3.855149707,1.591331151,0,0,0,7.773097535,4.768535285,7.826289595,0,0,6.849265453,1.341529679,0,6.728749779,6.623405539,2.15666676,0,9.962117833,1.020581334,7.837946378,7.090110129,5.714763821,0,6.356199296,0,0,6.804015128,6.911640808,0,5.597298368,6.287076723,0,0,0,4.524617521,2.973548812,3.936727033,4.59646005,0.517259394,6.593916079,0.558322741,2.858201455,0,2.288141895,2.481739278,4.643990869,3.042910879,0,0.634188836,0,6.22762367,7.15367166,1.630262453,2.772771367,5.388721601,0.800788901,6.863630633,2.670385112,0,2.134947834,6.347132365,0,2.556915223,3.842231403,5.635678589,6.754256724,7.137772781,3.196836316,4.587293542,0.605764921,3.901786695,2.267809894,6.675862206,0.567670653,3.171775956,0.606249443,6.057855797,0,0,2.709986767,1.229917687,2.953641319,0.599836295,4.958561978
PLAGL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45331332,0,0,0,0,0,0,0,0,4.366792576,0,0,0,0,0,0.796705863,0,0,0,0,0,0,0,4.719136019,0,0,0,0,0,0,0,0,0,0,3.560881585,0,0,0,0.81337948,0,0,0,0,4.54773373,0,0,3.46522344,0,0,0,0,0,0.482560079,0,0,4.539748395,0.51317421,4.593483683,3.249790637,0,0,0,0,0,0,0,0,0.528629408
PLAU,0,0,0,0,1.440764666,0,0,0,0,5.690059676,0,0,0,0.950095652,0,1.519538924,0,0,0,2.329567108,0,0,2.268298087,2.810481149,0,0,0,0,0,0,0,0,4.817515874,4.193312387,0,0,0,4.23825779,7.671538771,0,0,0,0,0,6.430172509,0,0,0,0,0,0,0,4.83351987,0,0,0,4.94275537,0,0,0.833002182,0,0,0,0,0,7.398166897,0,3.396778846,0,0,0,0,0,0.800788901,0,0,0,0,0,0,0.456290186,0,0.524170022,2.004491252,0,0,0,0,0,0,0,0,0,3.965720001,0,0,2.753147078,1.158215857,2.863773626,6.732384083,3.772958596,0
PLK1,2.21023239,0,7.356305976,2.252183486,4.541133124,0,0.783309576,0.964174378,0.985917265,0,1.556889305,7.984923494,0,2.241230947,5.742493788,1.166498683,0,2.885198779,1.834312225,0,0,1.412845654,5.885393185,6.462741703,1.858244829,1.81174168,0,9.143157879,0,0,0,4.393114786,7.77198597,4.348336898,7.243928226,0,0,7.91572485,2.543582348,4.670809789,6.518777122,0,5.578133434,1.707170961,5.415603835,4.420537615,3.262503633,7.42154152,6.033895781,4.04262101,7.050959078,3.365532159,0,0,1.60633702,6.684580923,0,7.783958093,5.861496419,3.480013074,0,4.894505985,4.743869747,6.669732664,7.916741226,4.796304393,7.517129207,0,3.20626967,5.201892963,7.266651598,5.079691521,6.030611185,0,5.802884145,2.446071143,4.324402087,0,8.106395958,2.208820191,0.80241531,7.667908256,2.151700772,1.986324984,3.985476312,5.448330113,0.482560079,0,7.039556441,6.095693588,5.894585487,3.342836311,3.089300194,6.975139598,6.903670294,2.792040476,4.276046823,4.280059224,3.364872056,5.425138998,5.997860913,0
PLK2,0.93120991,0.789740926,0,0,0,10.0567496,6.974367485,0,1.978824009,0,1.727758539,0,1.021707396,0,0,0,0,0,1.190935172,2.329567108,0,1.412845654,0,0,0,0,0,0,0,0,0,0,0.347074865,0,0,5.006272544,1.020581334,6.842196525,0,1.384030194,0,0,1.079917948,0,0,0,0,0,0,0,3.752695407,0,0,2.522440932,5.18756261,0,2.981805406,0,0,0,0,0,0,0,0,0,0,0,0,4.018601224,0,0,0,0,0,0,3.394673702,0,0,7.192996744,0,0,0,5.635221185,0.925526965,2.688472388,0,1.031092219,7.82341598,0,4.368111398,0,0,0,0,5.104402936,0,0,4.277165968,0,0,0.914653429
PMAIP1,7.607856594,4.727096887,8.320092273,3.619659479,10.68457415,10.36741606,11.84702767,4.242972478,8.698798672,9.005423326,7.94145673,7.35195893,8.796495547,7.398431902,7.921518607,8.764690607,7.724781167,8.083749516,2.759908037,8.83276131,9.543921713,7.066191125,8.241611099,3.140736207,7.40124161,4.215259996,5.376537112,9.708843633,7.460250469,8.621154,10.158826,8.801735244,11.06148673,6.812170652,7.304932143,8.242283142,6.610304521,6.444861456,7.802167835,9.825610786,8.730006871,7.952001136,8.703605664,6.892273866,7.825512367,7.871744161,7.764333991,8.253271592,8.62800212,4.333809,7.257605055,9.800357223,7.960344229,7.93265537,8.949708393,8.005313169,8.247507834,6.388902096,7.767481772,7.146186071,8.308727279,7.836795263,8.903940815,8.258824575,6.478586589,7.810467972,8.670272054,8.03971044,7.355630213,6.989828,6.066397779,5.761206205,8.47920856,7.884054169,8.126061569,8.618431282,4.0756985,8.123131406,9.986712374,6.275843939,8.742105131,5.93171978,8.167459211,7.529749936,6.172923189,4.723344965,8.948897095,8.110877422,6.127013815,8.485702726,9.896433863,7.967286777,9.891097115,8.544568266,8.44854462,6.877791352,8.790554766,7.954070739,8.853088594,8.447176218,8.09168319,8.348538394
POLB,0,4.208699515,0,0,8.468490882,0,0,2.936708983,0.985917265,0,0,3.338460401,0,0,6.6354123,1.802948158,2.730182814,0,8.368430364,5.435586015,0,4.697066267,4.690084114,0,0,0,4.895909698,0,0,0,0,3.460192748,9.557942112,4.348336898,0,0,0,7.88630418,5.995361103,3.794906158,0,6.660931005,6.372051149,5.509344798,6.597078949,4.243386969,6.98961069,6.720098426,5.749273921,6.179941452,0,0.556091571,7.484636146,5.869715656,7.150588745,0.540767008,6.576525294,6.748723417,4.132533135,5.144906745,6.263570604,0,7.671841274,6.716581194,8.181797081,6.418759865,6.507581709,2.527635977,4.530887058,8.072843709,5.961137637,7.691083016,1.330355449,5.104018135,0,0,6.679711005,6.922533339,7.454889626,2.639968322,7.724904139,7.817622531,0,6.590885516,5.536630592,4.909147058,7.98204695,1.359159149,0,5.567635625,5.59746379,0,2.58669784,2.753874526,5.034317679,0,0,5.597673678,5.800083656,0.807081858,0,0
POLR1A,2.21023239,5.385803169,7.121736227,7.620071183,8.200676265,6.574189324,3.562684233,2.745383706,3.29647935,3.584588982,7.929397296,6.162184255,3.624513182,2.911500851,0.799065011,8.125062725,8.292083772,5.761124869,3.573563336,3.178410302,3.913071693,5.354129128,8.547530824,4.107771507,5.741824506,1.81174168,1.206544499,6.372625439,3.052386353,3.88828432,3.416539587,0,2.070304504,3.417479565,8.359073692,9.178781109,2.619103396,3.426124019,4.344927726,1.384030194,7.321979777,2.279020548,0.638729958,2.467383357,0.697898854,5.364957853,0,2.807672832,0.87809057,7.086346663,4.819055353,0.956474015,0.755153475,5.1619111,3.573554174,0.933188462,7.01689386,5.502823369,6.01781266,5.916130874,1.376507387,5.831204276,3.173924221,0.97092237,3.184830338,0,0.634188836,2.527635977,4.624108408,4.183478943,2.965507736,4.209654888,0,0,6.303749137,0.533230334,4.324402087,2.960590454,0,0.488054558,3.95497422,0,6.849600798,0,1.699749157,5.418021338,4.981213602,5.867807365,2.724137341,6.386779151,3.742913611,5.970680291,2.461135425,7.262194437,4.579921916,1.054827876,3.34865438,0.69234352,4.977225768,4.065490011,0,5.220707715
POLR1B,1.895544429,7.761927878,5.530246282,0,1.836720231,5.371844583,0.783309576,7.419783018,5.644681406,1.803170275,3.894601419,4.034038562,2.032439828,2.241230947,8.020672201,7.841693964,6.203286361,5.761124869,3.223352168,2.329567108,3.913071693,3.456242378,9.065139152,1.487772132,5.022720933,0,4.895909698,6.92644558,3.962702655,4.67509215,5.884272361,5.524380981,9.113130953,0.758530858,5.549313684,5.539514883,1.020581334,7.20244726,3.953362867,4.095894484,8.506731354,7.829038626,6.501227061,7.766224412,1.162248557,7.14393634,7.314470184,6.678270095,8.129028501,8.20869622,8.167252505,7.334190172,8.807027721,3.413394351,4.173112739,4.080325124,8.83664793,2.155534394,7.596087875,6.187604295,0.846549682,2.288141895,7.212528098,4.528705531,6.705571621,3.337334138,7.530459083,0,2.619062255,7.672788038,8.419953564,5.760818181,4.568013457,1.988489777,1.591070763,1.694135625,3.775003206,1.281854689,0.952778757,4.939045751,3.315314382,5.102507756,6.693782241,8.242027465,0,5.221440115,6.978705525,6.21063026,5.387353512,8.07696712,8.93365624,8.329928416,8.201256626,6.762788524,5.379355439,6.38243348,8.105704262,2.409076946,8.240250515,5.252044919,2.998274055,6.252379213
POLR1C,1.895544429,4.369929,6.082552608,6.627385994,7.540436048,4.804198149,5.298965292,0,2.56141432,7.936676472,6.454584054,6.948206048,5.89647922,0,1.687024545,4.589526621,1.938044044,7.289495063,1.215055435,6.638803009,3.913071693,5.294261302,4.026694805,7.573483047,6.496215319,7.583534494,6.968609157,2.408300489,3.718056547,7.690575167,7.412452303,3.460192748,7.873948346,8.44688424,2.915888522,5.206725822,6.040243363,3.965639045,8.299083035,1.384030194,5.434157733,6.75400777,2.63143434,2.467383357,5.004817269,7.833127524,5.401324984,2.378811194,7.76275034,4.744137188,6.156619438,0,5.213739381,1.038831614,6.601264651,4.62332714,7.303262382,7.091001718,6.924834384,4.245794956,1.376507387,6.876860605,1.443415282,7.199026327,4.13856094,6.999570941,0,0,0,6.382244312,7.997865218,6.042325144,6.97602165,5.785809534,0.588019865,6.135672697,5.165761826,7.459800001,3.817455526,4.698120775,5.310665849,7.636006459,1.460702738,4.760651503,5.479613037,7.446867282,5.823008449,1.359159149,4.839843984,5.782901109,6.142238887,2.541337954,7.215998606,6.290938403,3.513048147,6.814497757,5.868356351,8.322105937,3.556342172,5.149127843,2.537525711,6.156821969
POLR2A,2.877375507,4.514937747,4.461370867,3.092218693,5.455037096,6.094806106,4.967405212,4.515496399,4.060838967,1.803170275,3.357342696,3.758460096,4.362896751,2.500803005,4.826752106,3.749172442,4.009279255,3.250572835,2.277693345,4.401406911,4.303966182,5.166514024,2.529054058,3.038826302,3.150070402,4.83881283,5.700601751,3.032243729,4.171815587,5.997792545,5.477353594,3.460192748,0.847947427,3.417479565,5.076157756,6.278930935,5.274380369,5.261943718,6.377053281,4.454803561,4.46714569,5.157098307,4.734442165,3.939815283,1.166253427,3.60114454,5.073245325,4.868254652,4.562206452,2.622909548,5.425476437,4.615535934,5.116977902,3.529275072,5.646009127,4.996511197,0,4.322241895,5.346769882,5.458656528,4.014864951,5.811383251,3.766668051,5.171663504,2.966347512,3.792589653,4.781313161,2.527635977,3.845300964,1.305507216,1.034107615,6.135064108,3.71338457,4.946635882,0,1.88087963,3.775003206,2.523335475,2.619597203,5.366505084,5.678670442,0,3.823821123,2.174582327,4.346008344,3.571993397,3.858529015,3.964397805,0.8488726,4.183614896,0.890931984,4.079825617,2.461135425,4.103597802,1.029735357,3.683940476,0.65460619,5.818430442,4.137089088,3.740877409,3.677661484,1.68382687
POLR2D,3.570765795,7.794542861,2.226563583,7.380395811,3.259006606,5.371844583,6.595136313,1.945922334,2.56141432,7.921940174,9.108109977,5.560456379,2.356504861,3.079976396,7.8835063,3.453820671,3.508869609,2.885198779,3.789736371,4.958769565,3.375215929,6.337275068,7.960759983,2.685202818,5.876875075,4.215259996,2.299691935,2.408300489,3.052386353,2.024460648,7.412452303,4.701244747,2.887428984,5.409595208,3.816993416,4.151159592,5.939615224,3.965639045,6.808617199,5.623484591,5.591105702,3.273566252,5.028357425,3.215776223,6.89732164,5.862606116,5.865666267,6.555324096,6.896631528,5.756846423,7.874717414,6.64770076,7.12864241,7.319326565,6.611055448,8.26661069,5.939526001,6.361073639,5.49017638,5.952992849,6.459485434,6.367538719,1.719337801,6.121982574,1.830186949,5.58928335,8.332292882,0,5.168956549,4.558644816,4.275268645,1.969784999,5.693226234,5.766469805,7.042506076,7.868904477,4.536470348,2.68426666,5.721425025,4.652666456,8.143129445,5.641625431,3.220951183,3.529027719,3.50371073,6.01212663,7.356534571,4.70326224,2.203175486,6.199344574,3.254554236,7.650404213,5.688542282,6.170572721,5.64263042,4.657816188,6.18533681,6.934603501,4.700194165,5.237927698,7.350110426,7.235829249
POLR2F,7.72997254,6.97282307,5.445757279,8.692663926,6.710615669,3.854933191,7.425380954,7.337265047,6.971919,9.174471812,6.546665002,4.131045722,6.364490309,4.602885517,5.379874715,5.879627758,7.193463297,6.718890115,6.677473558,3.709250382,7.325499561,6.076916776,5.488700262,8.315610461,7.756918967,6.432331269,8.014828862,5.971657762,6.937781853,7.732807996,8.54532926,6.045218658,6.514012146,7.026362127,7.18023045,9.187519969,7.540496402,7.422961643,7.140371032,4.454803561,6.353060317,7.470023208,6.826618408,7.023658428,5.059671534,6.919034844,6.603652978,6.933468328,6.255778353,6.938126712,6.156619438,6.619825212,6.902645484,5.183004582,4.921649785,5.772413441,7.275663389,6.532416973,6.167587484,7.588266254,6.036806952,6.409805882,6.039425268,6.465460217,5.932203873,6.645434967,7.356312249,7.751421647,5.251333681,6.415789372,5.541679769,4.605066341,6.30385892,6.232763321,5.275702264,5.907513243,6.079381137,6.105264231,6.09514377,5.635430157,5.592312675,4.538389945,5.992069538,5.23464464,6.324545192,5.644339196,6.030110433,5.452411013,5.942104257,6.307906705,6.18522012,6.157665836,7.46187078,5.504468106,6.252740789,6.88148759,6.376926308,5.597673678,6.592951221,5.710181372,6.354657437,4.663384162
POLR2G,8.587244666,7.458639209,8.705238126,7.563780961,7.744829026,0,2.596344049,7.258815452,7.471699506,6.515148058,6.183406634,7.341861473,7.036264331,5.360224921,6.014303679,7.448161324,6.257693501,8.678756108,7.813041643,8.015130004,9.401074471,7.694634215,9.163980998,7.373440012,8.385120013,8.816374375,7.111901603,8.275076155,8.425862154,5.92680007,9.395760296,7.913723084,7.950590808,6.947698334,8.387556688,5.006272544,8.743641757,6.86248352,6.377053281,7.648433806,8.230635243,7.106418043,6.96167726,7.858246853,7.213807215,7.781329134,7.723332856,7.421592023,7.397360001,7.823761023,7.241471142,7.511976613,7.029589801,7.41603453,5.72249448,6.694813115,7.545827712,7.538076399,6.223398886,5.758474221,8.218784327,7.072735713,7.99559757,6.70998097,6.831402976,6.785136006,6.350523195,7.813872472,6.179804334,7.147994074,6.739206813,7.367080333,7.724758208,7.448244441,6.688543807,4.204725337,6.01005818,6.408434859,8.272766361,7.48971325,7.544057243,7.859666285,7.633618713,6.948451179,5.389625111,7.453531992,7.190428025,6.768311074,7.116738809,7.33899848,7.518918876,7.896073707,7.341874787,7.501377954,5.247113471,6.630082162,7.011713894,6.852480404,6.86247343,8.072241344,8.114401142,6.083772262
POLR2H,4.863597062,6.613614313,7.316128404,4.308897164,6.272430034,7.758292513,6.609163775,6.642390516,6.994283378,7.018399452,6.546665002,7.044741111,7.059573415,5.030690324,3.682524955,4.586540204,6.165840533,5.297501724,2.277693345,6.579297952,6.702366133,8.458662819,6.977561481,7.373440012,6.450169117,6.894829296,5.129443507,7.299589593,5.768257233,7.602209237,5.31147089,6.795245546,6.353918967,6.294214538,7.761873332,7.356524024,5.209678315,3.629213989,2.543582348,5.881633363,7.737563196,7.41407859,4.983344154,6.431664727,7.020166184,6.070249899,7.577162675,7.156319859,6.515662687,7.184652357,5.386880254,6.052437873,6.94755374,6.450785186,6.764097153,7.478574145,5.898605634,6.838576358,2.106982659,6.187604295,6.336631974,5.907872485,6.996389757,6.334277731,4.17303758,4.487298503,3.031543942,7.470468803,4.208511096,6.978086819,7.009347618,5.552877596,6.658276005,4.44476624,7.747202248,6.387598528,7.135299468,3.993288026,5.560994471,2.873443522,1.991344548,7.619787063,4.984927442,5.050198347,7.245588091,3.77695086,6.211180386,6.289543802,6.143537962,6.794747853,4.536905537,2.416612134,4.171891562,5.894750239,2.507775278,6.861574867,6.805007796,3.595302292,7.274630899,5.557797007,5.453399534,7.246548451
POLR2I,5.447020469,6.006756706,6.001763092,6.253245521,4.11179483,0,3.158954156,0,6.329596251,5.095847189,6.821942573,4.606313946,6.169602808,5.293224449,5.573444391,7.986789376,0,6.747762519,6.452907724,4.256969312,6.058184115,4.601497861,5.488700262,4.7476718,4.768535285,5.605924287,4.831101148,4.893519519,6.300529893,6.098132021,6.681121326,8.513180348,6.353918967,6.01441245,2.915888522,6.733286569,4.360784887,5.727768211,5.474862518,6.584780748,5.855657399,2.953003666,6.323012909,4.595774401,6.016547632,5.881501702,6.740000656,6.444967444,5.504966113,5.270291161,6.618875847,6.110347232,6.212015163,5.512049279,7.541413873,6.938285019,6.074060066,5.365881237,4.412530269,6.108122937,7.713693242,2.850964655,4.742943548,4.032232559,5.729499133,5.726981516,3.214276017,5.102818618,4.498424871,5.984184314,5.895864531,4.983199876,5.944526988,6.082890145,4.256599959,5.28573891,5.779537909,5.382202045,5.561137421,5.053293105,5.376871224,5.102507756,5.485768152,5.936624653,3.811571668,4.115941649,3.501788429,5.584251169,6.143047434,5.488097884,5.842693833,6.127738668,5.970370121,3.813259327,4.864163459,4.387721045,6.536780642,6.227062394,5.05714115,5.729573162,5.577384546,5.733946857
POLR2K,7.467064695,8.694215724,6.093701596,6.513124314,8.553246801,8.456167106,9.0413889,7.137295079,4.221126845,8.516375941,7.894776216,9.212709351,8.276283992,6.954476661,4.709240215,7.06130724,9.130933929,9.400893812,7.537241567,8.670869541,7.047317759,5.354129128,8.920556521,8.017161769,4.622401355,9.006548377,5.464628677,8.415254866,7.537821734,3.730486718,5.997869518,6.508622663,8.270866407,8.228065069,7.886850202,7.078301271,5.209678315,8.251919381,7.409918947,5.881633363,5.830368223,2.279020548,5.998436443,7.41053501,7.457967715,6.40113843,7.090124159,7.49542436,6.475471134,5.401879225,5.425476437,6.467152324,8.688371303,8.582251561,7.027934779,6.31598297,8.10069253,8.613013704,7.258613446,6.058243615,7.47087156,4.776788928,7.719585883,7.971867203,7.794904237,8.140863851,7.494031665,0,7.778727757,8.394714791,7.146104942,6.479654111,8.328705059,8.02223829,7.080547249,7.802461174,7.993170602,6.240861412,7.180817451,7.682970457,6.120367311,6.25942094,7.460807455,6.774114761,7.398606696,7.737456146,8.315790942,7.744229907,6.775420499,7.321896116,8.551592679,9.186997982,6.63141776,8.480613541,8.078266415,7.688306957,7.086759939,7.097494831,8.196893829,6.350309759,8.991841751,7.619197827
