X,H9_00hb4s_001,H9_00hb4s_002,H9_00hb4s_003,H9_00hb4s_004,H9_00hb4s_005,H9_00hb4s_006,H9_00hb4s_007,H9_00hb4s_008,H9_00hb4s_009,H9_00hb4s_010,H9_00hb4s_011,H9_00hb4s_012,H9_00hb4s_013,H9_00hb4s_015,H9_00hb4s_016,H9_00hb4s_017,H9_00hb4s_018,H9_00hb4s_019,H9_00hb4s_020,H9_00hb4s_021,H9_00hb4s_022,H9_00hb4s_023,H9_00hb4s_024,H9_00hb4s_025,H9_00hb4s_026,H9_00hb4s_027,H9_00hb4s_028,H9_00hb4s_029,H9_00hb4s_030,H9_00hb4s_031,H9_00hb4s_032,H9_00hb4s_033,H9_00hb4s_034,H9_00hb4s_035,H9_00hb4s_036,H9_00hb4s_037,H9_00hb4s_038,H9_00hb4s_039,H9_00hb4s_040,H9_00hb4s_041,H9_00hb4s_043,H9_00hb4s_044,H9_00hb4s_045,H9_00hb4s_046,H9_00hb4s_047,H9_00hb4s_048,H9_00hb4s_050,H9_00hb4s_051,H9_00hb4s_052,H9_00hb4s_053,H9_00hb4s_054,H9_00hb4s_055,H9_00hb4s_056,H9_00hb4s_057,H9_00hb4s_058,H9_00hb4s_059,H9_00hb4s_060,H9_00hb4s_061,H9_00hb4s_062,H9_00hb4s_063,H9_00hb4s_064,H9_00hb4s_065,H9_00hb4s_066,H9_00hb4s_067,H9_00hb4s_068,H9_00hb4s_069,H9_00hb4s_070,H9_00hb4s_071,H9_00hb4s_072,H9_00hb4s_073,H9_00hb4s_074,H9_00hb4s_075,H9_00hb4s_076,H9_00hb4s_077,H9_00hb4s_078,H9_00hb4s_079,H9_00hb4s_080,H9_00hb4s_081,H9_00hb4s_082,H9_00hb4s_083,H9_00hb4s_084,H9_00hb4s_085,H9_00hb4s_086,H9_00hb4s_087,H9_00hb4s_088,H9_00hb4s_089,H9_00hb4s_090,H9_00hb4s_091,H9_00hb4s_092,H9_00hb4s_094,H9_00hb4s_095,H9_00hb4s_096
POLR1B,6.922235815,0.904179137,2.790923276,6.499415774,6.088750453,5.608746336,8.883510135,7.723990829,8.147542823,7.842986646,8.606408501,7.1545768,7.681469562,6.751832617,4.455922976,7.403169585,8.126629619,7.367587268,5.798048533,8.569784194,6.212684256,6.778030144,3.404415609,5.767319664,0,6.840682861,8.099468388,8.438771807,8.363017867,8.463015759,1.751634723,0,8.156659801,6.843693837,6.318706015,9.216528655,7.481160023,7.900878554,5.91483547,8.950931993,7.744392308,8.124070808,0,0,4.195111788,7.645437529,0,2.819826475,2.467860246,6.829396479,1.543696797,8.780275231,3.52324179,5.010532891,1.206305029,8.039031528,7.144472308,8.093847001,7.037843257,5.416363352,8.062458046,0,7.373192109,2.8502472,4.268076444,2.796109519,6.935855156,6.35580507,0,0.88480926,8.845689667,4.610602459,8.579107963,5.852763362,3.860567125,5.722088621,5.166123052,3.9096586,7.941703037,7.587338633,0,6.241145148,1.909164881,0.856505209,1.56313207,7.20079629,7.832929168,5.025707951,4.19821558,6.437860525,7.365490025,7.3664467
POLR1C,4.506041082,4.573196806,6.306363495,4.819002578,6.158757749,4.209337711,6.788879413,6.617551623,7.393182433,6.445273617,5.792365493,6.429062701,7.245689246,5.332902185,5.629626003,7.789817424,4.619224333,6.169021012,6.996873165,5.532208282,6.871058365,7.900972764,5.885914594,6.37462124,6.722187197,6.051590321,5.645087683,4.525799117,1.62850854,5.11977127,7.263947474,6.784769067,6.75619802,5.479510366,6.968518041,5.702971169,5.750701881,5.430337273,8.190484639,5.428574259,7.213404111,0,7.164835352,1.698598517,7.378993299,7.740505449,7.432179705,1.5946719,6.877973587,0,5.610758974,6.908353672,5.32834038,7.015634807,4.034028224,7.162523298,0.880652751,4.876374609,4.820892431,4.453202203,5.757341556,1.438202512,0.857393029,4.420167694,6.292175195,6.116343218,7.228299292,5.859876276,5.234476795,0.511353848,6.73519037,1.704943701,6.169253317,5.033726554,5.031880017,6.448080216,4.97140366,4.191106539,6.632692741,6.632614158,6.948686277,7.877288795,4.916560779,4.105421419,6.951445453,6.24293213,6.688638956,5.201060417,6.001838551,7.660989988,4.638804829,5.897456038
POLR2A,5.702571992,3.810593953,4.360040342,3.803766993,4.613626569,3.919665923,5.153746652,4.608712843,5.137581798,4.963179193,3.395570985,2.651148447,4.375951253,5.760915468,3.183466495,4.99502617,4.855135435,3.734276384,5.313329026,5.77244136,5.279636017,5.345878622,4.819018731,4.694075321,5.920913675,4.013372299,7.141515117,7.142950197,5.555279388,4.871477032,6.046654223,6.530162035,5.614989978,5.614071314,4.674723848,5.488198012,3.759065231,4.840607385,4.276334107,5.669470763,5.798627113,5.428194761,5.128420093,5.778747858,5.749088267,3.948964868,4.753921382,1.5946719,5.251944326,5.47200737,5.983009411,6.651076137,4.363808232,5.340066002,5.635442658,6.599092865,5.777086239,5.019148528,4.395545435,4.865009676,5.206140387,6.284335782,4.796396772,5.498895897,5.423146153,5.309129571,5.994808303,4.427726572,4.724037946,3.540359545,3.996749202,5.093773294,6.169253317,4.503834211,3.879175555,5.207995571,4.748657517,3.421189778,5.926966598,6.337909536,5.307436523,2.884646367,4.517358909,5.552643163,3.879600272,5.176741446,5.413384254,5.888474032,5.634098299,5.46888669,5.112988848,4.521764571
POLR2D,7.552471397,7.327719841,6.373271653,7.072188954,6.948666988,7.368275804,7.499072876,7.343840838,6.921771246,7.535833975,7.567203293,6.629954311,5.614430075,6.191170525,7.536088823,5.135101069,6.345817063,6.815736826,7.70182183,6.500058607,6.649683218,6.854636037,5.194701617,0,7.13109536,6.803746282,8.490512378,7.967809945,7.406074959,6.921591794,8.348660501,0,7.924183619,5.925133948,5.980167281,2.473103156,7.59674488,5.231972296,7.493711957,7.361096309,7.223239128,3.939283305,6.925654117,7.881307775,7.763814985,8.474872848,7.436890235,0,6.043561364,7.165858677,7.282338167,7.810709576,6.055710796,7.421177784,6.026376399,7.130434767,7.895186724,6.300615369,7.214768018,6.978534832,6.075429631,7.636302725,7.624070225,7.049078298,1.111369021,6.446289352,6.758388504,7.221718221,8.538079109,4.841328178,6.466320304,7.841038688,3.303168593,6.137353525,6.93282873,7.860616139,5.725258575,7.134540205,7.160587761,5.941723079,7.768568883,5.713871275,6.79985353,6.247639628,7.022204894,7.165697683,6.979498509,7.775593092,7.047962624,7.227459704,4.205529321,6.602711951
POLR2F,5.669671124,6.336600028,5.764118886,6.276028199,5.664843185,5.725102088,6.052925336,6.078852309,5.359840709,6.445273617,6.164857311,4.810883417,4.253167656,6.314893218,6.243842018,6.304466476,5.873619873,4.199806597,6.545862735,6.016195453,5.820310998,6.164210246,5.921381326,5.340708812,5.891662337,6.131698136,5.217160218,7.154740624,6.456398338,6.31451281,5.559622821,5.826422119,2.230522649,5.975805478,5.432266539,5.738804491,6.42772495,6.246604523,6.552382231,6.492326108,6.291887343,5.462162192,6.470665815,5.116357428,5.065317001,5.340941891,4.753921382,1.5946719,6.741696128,5.676159424,6.61070009,5.886536639,7.507089107,6.959497193,4.929881835,7.154169948,6.292618917,6.322025323,6.568828802,6.375261044,5.933544474,5.843591977,0,6.40391955,7.442954351,6.807167478,6.673422219,5.952428669,6.850868314,6.717263192,4.950840526,5.862129824,6.169253317,5.545317944,5.48269534,5.743104777,5.02222776,6.890409525,5.899941801,5.234603552,5.571292229,5.219873568,6.676572207,4.773259151,6.106613652,5.892588809,6.187555825,4.895721179,6.061065195,5.891090177,5.933211273,5.598284994
POLR2G,5.81215287,6.379571335,6.624641115,5.575155368,6.186383743,7.017329546,7.117406482,5.916377789,5.611251295,6.273741597,6.891003516,5.581195535,4.02199794,6.559956547,6.843757458,6.726054213,6.828164138,3.952388706,6.400674785,5.532208282,6.111030952,8.169410901,6.480664601,5.706943942,5.977695054,6.397793746,0,6.654500083,6.273432228,5.701761907,7.6932341,6.647115194,6.190106611,6.16307554,6.031811988,4.694358971,6.73724219,7.026180759,6.785284339,7.04546922,6.679699543,7.658609004,7.350697587,5.718489398,4.664571337,6.864819683,7.642544254,0,6.37787288,7.402173547,7.185332492,7.443581008,7.279918159,7.095946516,6.729409351,6.283946391,5.306619761,5.332151114,6.043353454,7.652540969,7.011733238,6.730022589,6.799599726,6.482855169,5.625106896,6.586920607,7.184547973,6.747613197,6.713679837,6.687801471,5.927326475,6.774626062,7.115563743,6.265037691,3.602065501,6.132554367,6.5941816,8.016330412,4.488794734,6.09670944,5.445388087,6.688795358,7.061516965,5.120059636,5.856326749,6.169304409,6.117744191,5.475856296,6.359396958,6.142399723,6.483335817,6.356427513
POLR2H,6.134975177,6.215329183,4.689014859,5.688302924,6.390190848,4.998146511,6.709974536,4.852900546,6.278394631,6.021022944,5.699858063,4.776543909,6.195501971,6.3872448,6.022633896,7.621369031,5.829994482,6.169021012,7.360786992,5.243820405,6.871058365,6.754024601,4.331468071,7.320379905,4.171894128,6.910699759,5.305005564,7.803698004,6.041109096,6.299199608,6.217024623,5.475121304,5.173282438,6.770423369,6.265336821,7.079788509,6.950754596,2.448937721,4.346607335,7.158460364,7.072643248,7.487745143,6.196578315,8.090298179,6.56050042,4.208261018,6.173285008,2.333571557,0,6.231774892,6.638702458,7.426053008,5.955867749,6.65820755,6.080119832,5.708439921,1.423533178,5.575007459,6.42625551,5.152751408,6.217071509,6.43448671,0,5.477026494,7.469437799,6.326884621,5.479615439,6.354109568,6.479825946,6.127483104,3.588096533,7.109741881,7.479102934,7.196365469,5.785432639,5.439284011,5.921698821,5.106570659,3.154372322,5.316497246,6.664967746,4.477946673,5.297459664,7.007609082,6.505556728,6.619807767,6.88614199,6.275798029,5.759389903,5.272130724,6.409684746,5.078655919
POLR2I,6.429593155,4.912905087,6.234906051,6.126627651,5.919151037,5.128490305,5.54872497,5.304413066,3.947965881,5.307230099,5.44822045,5.520032565,3.619789856,5.897386351,4.958341858,5.402133635,5.157561314,4.081395093,4.745326092,5.243820405,5.883330817,5.045656312,4.10343046,4.501932809,5.85303032,4.191393041,4.29544573,5.990532177,6.403902949,4.666355352,3.809485972,5.155875102,3.067996472,4.725450971,6.181845435,3.250237085,5.989672365,5.13239025,6.884993871,5.13922882,5.752701931,5.975846935,6.030642843,5.675076162,6.561431039,5.007572626,3.54537317,5.568820721,2.930938308,4.519342215,4.640538492,6.013708306,4.363808232,6.858744571,6.259790933,5.880141229,4.012724831,6.115835963,5.915024571,5.860151037,5.650395592,4.78148403,4.107288598,4.509059297,6.294152014,5.79343152,6.251651981,5.255340414,4.76429762,4.388337706,4.505980465,2.812929212,5.503159606,5.446279662,6.120454712,4.745201037,5.926242832,6.26260494,5.54828643,3.39632031,5.877420325,4.944756515,4.959506639,4.105421419,4.708561774,6.080245118,5.131380744,4.443774685,5.829653879,2.252260634,4.941538435,4.921457943
POLR2K,4.923840737,7.630091911,7.390617511,5.922198766,7.210480278,6.924462882,7.122172949,7.152692038,6.799907255,6.650496677,6.356698512,5.367117434,0,5.623893782,6.634679894,6.976329217,7.286571781,6.727706614,7.638682319,7.294183617,6.740987144,7.71215932,7.802410106,6.856894931,7.186945898,6.987843863,6.849451328,7.974477919,5.2725747,6.225405981,7.985139383,6.988373593,6.455926069,7.490196103,7.918433466,6.940556207,7.21706429,6.537278464,7.386959846,7.308464211,7.857198628,7.913103912,7.396091792,8.216571651,6.51318703,7.805679942,7.019924003,8.169307052,6.400681106,6.585597207,5.3314839,6.740107813,7.32208432,7.841686569,7.678231152,6.237257703,6.763871585,7.666022738,6.67294972,7.43517824,6.967865693,4.427469653,8.642322087,8.439948401,7.46066389,7.116249026,7.327193394,5.708862894,1.319508463,7.815882315,8.289470311,7.294172113,5.979469224,5.399393401,5.950899907,5.743104777,5.592315532,6.836802711,7.43144598,6.825186985,7.311128696,7.824081059,7.682378964,8.197291256,8.133632694,7.376565783,5.536091379,7.299027791,7.585316894,7.660989988,7.895952896,6.072338681
POLR3E,7.004553131,7.34942607,6.116476499,4.605103525,5.722402372,4.936066633,5.29617415,5.762250148,6.11694316,3.168710938,6.403938547,2.651148447,1.704270924,6.810896771,6.151146615,7.086911899,4.567032535,6.475123058,4.874122692,5.779065045,6.111030952,5.623323077,5.060842857,0,6.688735249,5.853215315,2.773662292,6.78388431,7.312346226,5.439916982,6.327469475,6.547461378,2.230522649,6.818492578,7.50202938,0.726846001,4.491576406,5.317719869,5.596798657,6.25422865,6.910106694,5.428538425,5.521680912,1.086055075,7.032633123,6.684962963,5.564244188,5.795636363,5.035848162,6.817422454,5.955887451,7.843077311,4.363808232,4.538197109,4.735329993,8.141045478,7.533131827,4.136418415,3.948027831,0,4.747747341,2.970728744,2.905753645,5.662852096,0,5.074722486,5.546823545,7.688205628,5.911254079,6.638820187,5.909857199,0.81014476,6.487166478,7.78175697,5.615750435,5.585528514,5.071804764,5.143597282,5.663319938,2.671969924,7.058434472,4.17211367,5.82580116,6.341846618,4.864126381,3.196068647,5.279261958,6.139424391,5.829653879,5.469499656,5.61070055,5.247146349
POLR3G,9.87683994,10.42522147,9.735941675,9.985084033,10.0365335,10.48427859,9.762670572,8.589872907,10.04160377,9.398804002,9.796631042,10.1427772,8.658709156,9.756690864,10.04893666,10.35459753,9.896035004,10.62111335,10.03223123,10.57865605,9.526653478,11.31808312,10.09774233,11.40272312,9.544152151,10.3816634,10.2975983,9.862923396,9.114564803,9.813146366,9.602711685,9.905337632,9.293357414,10.1216478,10.34506844,9.589934747,10.18986974,10.71784268,9.232815238,9.118220451,10.22481142,9.633611011,9.799564868,8.948658971,9.238305977,10.38045383,10.51143815,9.813805089,8.132473136,8.762300726,9.64163018,10.22044051,8.851498541,9.136322639,9.463529309,10.5305414,9.791192675,10.26362938,8.858325077,9.778931896,9.265523751,10.46693905,10.03761001,9.840763933,9.4611217,10.53191267,9.786868774,10.66269994,9.865644147,10.40737393,10.11005135,8.955417429,9.765434393,9.19145577,10.92524319,10.55735311,10.46658085,9.667625206,11.22536312,10.43185775,10.01102957,9.040247592,8.757018356,10.13425627,10.04387717,10.3797141,10.14978641,9.964601405,9.632665775,9.319777825,9.840262382,9.362507234
POU2AF1,3.892340047,2.986040771,2.868670889,3.983609577,2.684458774,1.887061092,2.496258604,4.483139333,1.820052849,3.470956153,3.736214873,4.032952751,3.301517965,4.070737674,2.006604283,3.823821603,2.594177415,2.737503251,3.19690577,4.758938357,4.087087788,3.173152496,2.20574751,4.243888119,3.47790892,2.987441714,4.29372889,2.92803067,3.250076712,2.962228423,3.851498199,2.077948003,2.236187928,3.765162272,3.541578134,3.367495665,3.404964348,3.52681106,3.427550902,3.799497105,2.909981632,3.38225899,3.329665894,3.386127947,4.622386251,3.211546343,2.735422763,4.995934478,3.872798058,4.138018392,2.701946478,2.285390584,3.792820179,3.071657485,2.796526478,2.820224751,3.114934403,2.578133296,2.296657734,2.682410123,3.536397537,3.726159385,3.379664688,2.516357664,3.998116014,3.196191241,1.364332657,1.902412126,2.657669196,2.276645558,2.881959903,3.532320048,3.341549617,3.221336093,3.639261718,2.135336883,3.948932822,2.105062982,2.991876188,2.600536737,3.698562724,3.684288804,2.916886499,3.266018663,3.338599093,3.162055976,4.187026253,3.737192383,3.530152247,3.726170311,2.087742425,2.67501144
POU2F1,4.852339471,6.217699366,6.287892056,7.494950472,5.114402858,6.528813965,6.257288113,7.325178575,7.167604241,7.150511551,4.449568911,4.73243719,7.131982735,6.561458296,6.678894887,9.007127952,7.026334911,3.440160574,6.73219004,6.446418958,6.936707016,7.255142488,7.568078228,7.669940397,7.721087254,8.099098547,8.20245327,7.9657366,6.698355065,7.247620136,4.288991322,7.383490469,5.860327022,7.124034382,7.606150008,7.853074092,6.233956919,6.633224643,6.775254903,5.19037665,7.195239951,6.56726246,7.339024629,4.565788143,6.633410515,6.892961552,7.21265505,7.932985408,6.967008855,8.636567138,7.375728147,8.618545976,6.79903186,5.33035976,7.805446301,3.119710244,7.088859041,7.443015736,6.736386283,6.220528497,5.842842193,7.322364582,4.5331254,6.992316862,6.615168623,4.740109493,7.318180712,6.52036129,7.300364726,7.717698238,6.635631625,6.781657219,4.787246075,7.486632335,6.46114867,7.65685244,7.371894312,7.689171497,4.75562472,5.77290356,5.851840864,5.824751626,6.790369555,6.262060917,6.241820376,6.697726756,5.964468136,7.78406858,6.372794062,6.200783904,4.646270801,5.959754661
POU2F2,0,0,1.323498161,2.289706928,1.619134455,1.23022747,0,0,0.983456932,0,0,0,0,0,0,3.055893419,0.905515942,0,0,3.67110713,0,2.153652877,0,0.792379018,0,0,0,4.72873757,0,0.836206037,0,3.138208979,0,0.904837082,0,0,0.922695321,2.191597811,0,0,0,0,0,4.861617298,1.010826247,1.333658518,1.090615616,6.281138353,0,0,0,2.171072638,0,1.15999369,0,0,0,2.915981294,0,2.327754288,0.83249611,2.804137441,1.391505406,1.239167016,0,0,2.067535517,0,0,0,1.364660191,2.959860332,0,1.3499974,2.402124498,0,2.727797767,0,0,1.302188429,0,0,0,0,0,1.173824055,0,1.928539409,0,0,1.555257151,0
POU3F1,1.976530333,3.534568025,2.461572195,0,1.251731944,0,2.357209798,4.498154796,0,0,1.604448181,3.7595787,4.559884638,4.368259425,0.743075,0,3.282757491,2.601270319,0,2.122280386,1.816789046,1.446131746,4.04030742,4.652694508,2.21664897,1.941270176,5.074468288,1.730986234,0,0,3.215041262,5.152261241,0,3.625309025,0,2.641577397,4.371863964,0,4.761064193,4.923643095,2.416373133,1.018487632,2.100404912,0,4.775666127,0,3.155027451,4.261705612,5.983791346,1.031691796,4.640538492,3.610163733,0,3.443144599,0,6.087377906,3.675467565,1.207569071,3.409062185,0,0,0,4.356304084,0,0,3.894641346,0,0.714844346,0,2.964619461,3.996749202,0,0,0,3.496455112,3.89061998,4.065953318,3.9096586,4.488794734,0.793282775,0,2.394193628,1.498307082,2.955199449,1.904497483,3.358589918,0,2.381295608,2.679647949,3.092304886,3.130180376,2.166273724
POU5F1,6.968147897,6.497274666,6.313059357,7.361869199,6.907180793,6.057433985,7.152000288,7.180435953,7.3329859,6.96011406,6.813983771,7.478796532,5.788854391,7.369414165,6.739277515,7.051544643,6.559631646,7.290350997,6.539171376,7.141489015,7.107436126,8.076416612,6.397977905,6.033206751,6.109309099,6.844610307,7.333285368,7.830775679,6.863094515,7.155496192,6.706578958,6.903186734,7.327612271,6.171830172,7.049844061,6.984501091,7.242886334,6.468606971,6.977037443,7.566857755,6.605796984,7.415728481,5.021964986,8.423853354,5.859897382,7.462164387,6.058156331,8.557455379,8.871441477,7.476478091,5.855658667,7.669977313,5.845131717,7.510430572,8.211195038,8.217922032,7.218048754,5.754513199,6.331896376,6.644236667,6.557531987,7.513631782,7.494660248,7.811200041,7.601020297,6.268368688,7.283232291,7.342245837,6.760707936,5.920053874,6.835302058,6.522997169,6.491439981,7.44907582,6.614152674,7.714613317,6.770124272,6.987829394,5.974630094,6.983736835,6.572483212,7.128914881,6.537943163,7.005031626,6.235923947,6.950054737,4.990826592,6.776540594,7.398144589,6.451266161,5.528246584,6.560889713
PPARA,3.181500219,3.832204283,3.06925417,2.567249917,3.096861198,3.503041516,3.119987513,3.771158594,3.888285371,3.005999566,3.455844166,4.133517277,3.858083808,3.690915128,2.179636827,2.608058855,4.224970491,3.883284742,3.983597671,5.266623943,4.065510696,5.175952008,3.319763259,3.701653259,4.175782183,3.836305228,4.040903551,3.669628716,4.214262246,3.533395106,5.540303885,2.687220825,3.212944175,4.093253785,3.356297641,3.879961087,3.871922834,4.662016245,2.947243341,3.947722989,5.675695466,4.092878679,4.202108418,3.796100079,4.501524023,3.383240469,3.658107191,5.815438891,4.625360889,5.155563872,3.413275361,4.224973437,4.244341056,3.019896075,7.053496421,2.883039391,5.461444947,3.29209728,2.544818204,2.859071529,3.838368307,3.953340851,3.613873001,3.050698551,4.481583754,3.709243981,3.476165002,3.934356133,4.139627881,3.243929891,3.891200539,3.899426878,4.28835816,2.268605832,6.706443971,4.885477628,4.349210173,2.807357581,4.901187493,3.333715035,2.415987975,2.605711038,4.169265605,2.931122926,3.874886203,2.806906695,2.199833962,3.179866842,3.591835638,5.77638032,2.665573241,3.060059146
PPARGC1B,4.171978358,3.058351173,0,6.656554995,5.259058619,4.617985807,0,6.309149709,0,5.195593096,6.250105706,0.731364791,6.172872046,0,6.765512458,0,0.905515942,5.691591972,1.993389886,5.110119256,3.471428015,0,2.620846529,3.39438586,5.561751011,1.53287753,0,3.188782808,0,3.012236133,1.126774377,6.199054665,0,7.07110788,1.341297637,0.726846001,0,2.191597811,0,5.217184677,4.389295357,4.12206864,4.935208681,6.047228473,5.975422781,0,1.090615616,8.008836408,0,0,5.3314839,5.253155753,5.755041799,2.233794057,1.190186617,1.408289121,6.981167868,4.648795138,5.571106648,0,2.507054357,0,3.054128381,7.435617569,4.491266016,2.574030657,3.89051485,3.318791985,0,4.028033192,0,4.363736798,0,2.683002067,0,0,2.727797767,0,4.488794734,3.827233745,0,1.645432366,2.475804804,0,0,5.342227852,4.012009531,0.766954704,4.3802896,3.619749178,3.019551979,5.863280808
PRDM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.186602938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.612512236,0,0,0,0,0,0,0
PRDM14,3.407445032,3.065386803,0,3.953742248,4.152381815,6.066734617,4.721637283,5.349691816,1.975113714,5.739826985,3.931526947,3.893788072,5.628495417,3.450592198,5.589816347,2.905928663,5.503881371,4.729119995,5.366953654,3.253302737,2.62575507,1.446131746,1.17995752,2.362529617,6.449356805,2.519557078,4.829877841,4.156098134,5.018383023,5.207016881,7.89568051,5.648349439,7.834361885,6.009991658,3.004458903,5.615856002,4.057196155,4.278836315,0,2.369537734,3.656407014,5.593319572,1.571908957,7.221467776,0,5.69902251,0,3.217736546,7.237525789,5.012119111,4.975654583,5.441496614,0,3.07799901,4.035156639,6.415718117,0,2.834456177,5.304305609,5.022123836,1.750912627,0.279446083,5.959565414,4.680755675,2.201545002,4.159130591,4.753841927,4.873185813,0,5.460625295,5.306825889,5.595230987,0,2.683002067,0,5.314796474,5.315008692,5.723314088,3.871762854,3.511146616,4.18630089,0,4.398168134,5.062310165,2.071546,4.383884678,4.31867958,3.653591842,2.1803294,3.288475375,3.67309967,1.91722011
PRICKLE1,6.25561328,6.814831562,0,6.123411613,7.127403784,6.104760468,0.668220873,4.314601057,5.445478149,6.530896555,2.526532891,3.828243458,6.16244651,8.402464582,0,4.66600307,7.618863168,7.816658393,7.339962198,5.306294405,5.47150362,1.446131746,6.39848138,5.686585607,7.437439498,7.150508876,6.410632774,2.495463222,3.760390371,7.200407196,5.522952858,8.026705938,7.899516187,6.091057558,2.273360117,5.235763423,7.492900353,7.742778648,4.95349147,7.530828478,0,7.872632929,2.921549537,7.242909985,9.098588239,7.651014005,6.665886649,0,7.734939838,4.229214472,6.414099381,8.226436802,7.479409387,6.106454014,5.672173,7.335028947,7.192804572,7.546447128,7.650111029,1.770676725,7.432692379,4.30802103,5.198396114,5.237899907,3.091157525,4.235493269,0,1.547903038,1.697647475,4.237736649,6.776818644,7.963272354,3.303168593,2.284748538,4.954227407,8.930378704,2.727797767,6.979340878,3.326619264,0,7.100515896,6.830433417,7.392296573,2.130171546,6.817741276,6.544153823,8.977843867,4.212713351,6.09987255,4.959506079,2.625339733,6.540704808
PRIM1,7.830465153,7.260263494,6.545619622,5.759087258,7.256820397,4.837631226,6.151865644,5.781261022,3.669748963,7.466247378,5.827354349,8.735322938,8.174330911,6.822529257,6.191604614,7.887199816,5.452447171,0.78578453,7.404859585,5.532208282,5.279636017,6.906996111,0,7.568565141,0,5.382422355,6.630600548,5.938008457,1.62850854,6.561578462,7.401607745,2.716881825,7.104781845,5.955668814,0.821216795,0,3.660323544,5.049325903,5.835436598,4.291940884,7.171557274,6.621325907,7.218910713,6.893694488,4.107774655,6.72667184,7.432179705,0,2.314881339,7.419880169,4.893900435,6.457607604,5.815328843,6.886106586,2.615249204,0,4.803157871,7.41136727,6.95988333,6.633411053,6.123235935,6.975190081,8.993408228,0.748728258,6.973231336,7.446378361,7.143993393,6.319774229,5.145825959,4.774734609,0.838006453,6.744532742,6.623207251,0.827459997,5.950899907,5.767731275,6.577285841,5.464849913,7.271964231,0,7.925153459,7.740398725,6.6107419,5.980701548,8.119219535,7.461270142,6.396358213,7.233203283,6.191666706,8.047124794,7.298305097,6.2936553
PRKACB,4.468275316,0,7.049719979,6.251687086,7.039249505,4.768066548,0,3.446164932,6.943582012,6.40047791,5.242219135,2.310704661,8.224680701,2.096077022,5.300239106,2.340407358,3.626647718,0.78578453,4.34916328,6.781126842,5.182750788,2.626274332,6.444309086,0.792379018,8.288784467,5.280677338,1.73784534,3.361513855,6.571933644,6.573524008,5.966992801,8.014255054,3.594443323,7.303962887,3.350885753,0,6.489284025,0.919933311,4.86048371,6.138384856,6.655069601,6.606215036,0,2.951879579,6.591202065,4.208261018,5.258459163,1.5946719,3.536264265,3.055011982,5.693717169,7.075070458,0,0,2.276635932,5.125632668,2.596278991,6.560863031,1.380598241,8.484158777,4.358895065,3.379075648,2.905753645,7.790602331,0,3.572932902,4.993361943,0.714844346,4.682622459,5.165178278,6.997745263,7.821855747,0,2.994765248,3.71466772,7.866499582,7.110992216,1.659138176,0,5.729116263,5.779437742,7.346410295,4.458694731,1.597706212,3.309947454,5.55027931,6.260566364,1.2650456,5.24594441,4.670606522,7.025221564,6.392820325
PRMT6,6.689063977,4.573196806,1.323498161,5.062340399,6.158757749,7.302078031,5.969934054,0,5.096966514,0,7.305069046,7.738637249,7.056881582,0,3.072300395,0.858292372,0,8.039460359,7.583682644,3.67110713,6.774620777,5.283359819,5.123092734,0,1.147985079,6.887582485,0,4.201367252,0,0.836206037,3.809485972,5.196796606,0,8.701329686,4.985310236,0,0,0,6.361931386,0.984294981,7.091214513,5.283713874,2.100404912,0,0,7.476768728,0,0,4.976358428,6.569822559,4.640538492,0,1.105878828,3.73829713,5.519283676,8.618541058,6.851709622,7.145178419,6.843822917,1.382995397,6.401591535,5.205800539,2.338797301,1.239167016,6.641804532,5.76715937,1.045373105,7.837083387,4.062295425,6.796692202,6.288777049,6.400972583,4.787246075,0,5.242524912,9.205300708,6.073999108,6.582476765,7.402855253,0.793282775,6.743496169,0,6.583270444,5.0334378,6.135053874,5.861758264,6.396358213,5.173275436,5.407816053,4.559842236,4.910872502,0
PROM1,9.148734505,6.761678919,7.718565389,7.43827208,6.727602103,8.123900042,9.336878801,7.077784089,8.478566849,7.13719436,9.157503193,9.247087659,7.972309665,8.176163091,0,6.196672344,8.638452586,3.477212865,7.156148346,8.697649626,7.799890807,4.837753465,8.629121701,8.959029477,8.598801707,7.305339497,2.503535279,3.188782808,5.489625451,8.370018369,8.451999717,0,9.334128939,3.723849328,6.877353228,6.893880352,7.562908242,5.161447773,2.766281568,7.41981068,6.976618734,7.925331517,6.300545393,3.612266925,6.693787268,8.50289698,8.563397412,7.707956772,3.361275283,7.562528067,5.720167944,6.661099966,6.757074609,3.983201036,5.597752693,2.107167028,5.39982735,7.099990391,6.42625551,5.8400417,8.741729066,3.789074759,9.019210492,9.223115341,4.854898277,8.69770972,5.335008031,5.777938165,3.696715525,8.008476052,8.420564928,8.468985132,5.760882644,9.171168888,3.123410862,8.775064676,5.894675692,5.780230049,8.42726107,5.467533433,9.627842453,2.394193628,6.676572207,6.516050369,9.04678773,4.398995077,7.214843857,6.504401255,8.263956481,6.654688045,7.384531346,7.826948387
