X,H9_96h_001,H9_96h_002,H9_96h_003,H9_96h_004,H9_96h_005,H9_96h_006,H9_96h_007,H9_96h_008,H9_96h_009,H9_96h_010,H9_96h_011,H9_96h_012,H9_96h_013,H9_96h_014,H9_96h_015,H9_96h_016,H9_96h_017,H9_96h_018,H9_96h_019,H9_96h_020,H9_96h_021,H9_96h_022,H9_96h_023,H9_96h_024,H9_96h_025,H9_96h_026,H9_96h_027,H9_96h_028,H9_96h_029,H9_96h_030,H9_96h_031,H9_96h_032,H9_96h_033,H9_96h_034,H9_96h_035,H9_96h_036,H9_96h_037,H9_96h_038,H9_96h_039,H9_96h_040,H9_96h_041,H9_96h_042,H9_96h_043,H9_96h_044,H9_96h_045,H9_96h_046,H9_96h_047,H9_96h_048,H9_96h_049,H9_96h_050,H9_96h_051,H9_96h_052,H9_96h_053,H9_96h_054,H9_96h_055,H9_96h_056,H9_96h_057,H9_96h_058,H9_96h_059,H9_96h_060,H9_96h_061,H9_96h_062,H9_96h_063,H9_96h_064,H9_96h_065,H9_96h_066,H9_96h_067,H9_96h_068,H9_96h_069,H9_96h_070,H9_96h_071,H9_96h_072,H9_96h_073,H9_96h_074,H9_96h_075,H9_96h_077,H9_96h_078,H9_96h_079,H9_96h_080,H9_96h_081,H9_96h_082,H9_96h_083,H9_96h_084,H9_96h_085,H9_96h_086,H9_96h_087,H9_96h_088,H9_96h_089,H9_96h_090,H9_96h_091,H9_96h_092,H9_96h_093,H9_96h_094,H9_96h_095,H9_96h_096,H9_96h_097,H9_96h_098,H9_96h_099,H9_96h_100,H9_96h_101,H9_96h_102,H9_96h_103,H9_96h_104,H9_96h_105,H9_96h_106,H9_96h_107,H9_96h_108,H9_96h_109,H9_96h_110,H9_96h_111,H9_96h_112,H9_96h_113,H9_96h_114,H9_96h_115,H9_96h_116,H9_96h_117,H9_96h_118,H9_96h_119,H9_96h_120,H9_96h_121,H9_96h_122,H9_96h_123,H9_96h_124,H9_96h_125,H9_96h_126,H9_96h_127,H9_96h_128,H9_96h_129,H9_96h_130,H9_96h_131,H9_96h_132,H9_96h_133,H9_96h_134,H9_96h_135,H9_96h_136,H9_96h_137,H9_96h_138,H9_96h_139,H9_96h_140,H9_96h_141,H9_96h_142,H9_96h_143,H9_96h_144,H9_96h_145,H9_96h_146,H9_96h_147,H9_96h_148,H9_96h_149,H9_96h_150,H9_96h_151,H9_96h_152,H9_96h_153,H9_96h_154,H9_96h_155,H9_96h_156,H9_96h_157,H9_96h_158,H9_96h_159,H9_96h_160,H9_96h_161,H9_96h_162,H9_96h_163,H9_96h_164,H9_96h_165,H9_96h_166,H9_96h_167,H9_96h_168,H9_96h_169,H9_96h_170,H9_96h_171,H9_96h_173,H9_96h_174,H9_96h_175,H9_96h_176,H9_96h_177,H9_96h_178,H9_96h_179,H9_96h_180,H9_96h_182,H9_96h_183,H9_96h_184,H9_96h_185,H9_96h_186,H9_96h_187,H9_96h_188,H9_96h_189,H9_96h_190,H9_96h_192
SNRPD1,9.065200924,8.770582579,9.035221237,8.565242719,8.102276276,9.502980308,8.694544228,8.486577106,8.448636354,8.141561503,8.237174274,0,8.963521798,9.033667205,9.141258162,8.070789187,9.250825162,7.488031703,7.598856458,6.678887949,7.188770885,7.757972754,5.451150616,7.027211836,8.959877295,8.148287788,9.35077349,8.961295391,8.616672819,7.573975326,9.003626218,8.281936865,9.265180134,6.665338651,7.685028102,7.687442987,8.087468825,7.848815871,8.621638661,8.637278227,8.974044695,7.661975634,8.647484066,7.675060221,8.563504563,9.004386294,9.050652886,8.896222279,8.803590069,8.770082418,8.598799898,8.864441612,6.223407485,8.308271612,8.301038161,8.804545985,8.200247767,6.761939191,9.203682518,7.807764795,7.90522572,9.334143661,9.373891033,8.674836563,7.372053571,6.64599475,8.38160537,9.357525375,8.420764059,8.918337443,8.286736798,8.734063341,9.279014969,2.328588831,6.712587527,8.460871608,8.493067875,7.532046909,8.545441598,6.949791878,8.066055985,8.829874288,7.494148212,9.656448919,7.651176579,7.653195293,8.670804156,8.119175352,9.018562155,7.840678697,7.630718112,7.541845521,7.957431093,8.395965804,9.232760149,7.616860451,7.250966402,8.634420559,7.548590681,7.764813836,6.859563411,6.544371936,7.834879784,6.380493595,8.766508393,7.085276788,8.016712342,7.299232614,8.236562691,8.415671044,6.420530952,7.635896941,9.195135505,8.663105913,8.609709071,7.919484627,7.586403101,8.837414125,8.253592214,7.372708864,8.932084315,7.597760013,8.708720237,7.058061601,8.039628944,8.119510635,8.078572603,8.698792506,7.700015694,7.143656522,7.980475559,6.298308404,6.907786007,6.68156829,8.558082606,4.934660193,7.598130128,4.553741355,7.532180735,7.830558178,6.65753773,7.018926913,7.299557475,8.910354097,0.533082535,6.585593145,7.404682504,7.582619341,8.484199267,8.336718975,7.053736843,7.905590981,8.986048509,8.462904846,8.923219154,9.227786313,7.293028963,0,6.525663841,7.031056195,7.669753439,7.710800854,8.780941047,8.546656649,7.778884465,8.738863242,8.164696441,9.155777747,7.503006872,7.826796168,8.889540844,7.397321526,8.992220754,8.825925953,7.581574334,8.176991245,7.962005553,7.956545913,7.892011219,8.866794999,8.948172664,8.377047046,8.65165463,8.502539516,7.675171102,8.803873757,7.398856456,8.563486442
SNX18,7.255520946,1.260854709,8.544937973,5.755008358,5.944932518,0,0,2.820173321,5.355427653,7.133852255,0,8.520985919,4.497411161,8.493522986,0,4.222036008,8.643040418,6.88892366,3.560593042,0,8.079853441,1.393748696,0,3.544473405,5.533045063,8.118160888,2.751783917,1.475727856,1.430318078,5.818391242,0.700691405,5.929709902,0,6.570734205,7.681993466,1.320388186,4.513157923,4.872156214,6.458768364,6.996589396,3.922402064,4.409831217,4.804671487,5.513048983,0.854482509,0.972106882,8.837152389,0.815187295,7.541611439,0,0,5.587509046,5.312877377,0.808153465,0,0,4.740478072,4.216523672,5.694535018,6.003525221,0,0,0,5.72412275,1.671614791,8.514796665,0,0,5.988244339,4.529528567,0,1.829948318,0,8.218720944,0,0,0,0,6.135494497,0,0,1.480823608,5.765337306,4.887548542,3.419244033,0,0,0.923427046,5.561611986,0,5.432183414,0,4.54116353,0,6.097695974,5.489482073,0,5.683225625,0,2.468283297,7.345787807,6.733277992,2.047364562,4.220236718,5.388655712,4.997127373,3.673696495,4.813638065,7.047296615,7.358988337,0,0,0,0,5.548575195,5.518951457,0,5.56142766,0,4.503825756,7.309575211,7.083363465,0,6.775542081,6.475852767,0,3.368406871,2.886862356,0,0,6.314916324,0,0,2.670583715,0,4.190360176,6.53138461,0,4.856235767,5.884234901,0,5.40285864,8.008496429,0,5.757112554,3.254457802,0,0,0,5.099671977,6.414068058,0,0,0,0,4.251945161,7.884524087,0,0,0,6.385270676,0,0,5.957332619,5.141945239,1.461542037,1.931826692,0,6.810138598,6.481155228,7.682059113,8.322786691,5.669178724,5.332443149,0,8.343835924,0,5.454079136,8.130547959,6.026912201,2.170627259,6.598636784,0,6.196435961,5.041639745,2.552943284,0,5.24124286
SOS2,2.179600967,5.829217046,2.371818712,8.26661724,1.058108189,8.788569991,0.986599319,0,0.887353903,7.641898018,1.429923428,0,5.177063476,0,3.759044063,4.819106247,0,7.952400055,6.145330141,1.245528041,1.424818418,7.153210128,0,4.117483229,0,0,7.022907406,3.172419769,0.885598291,0,1.523988704,7.608403391,1.08059512,0,8.173423085,0.81855595,7.381331937,8.400301585,6.867008423,5.988521404,7.682755757,0,8.978714768,0.963726194,4.986783295,1.547650534,0,1.332881549,7.35105186,0.75355603,0.930262337,6.28305398,6.277139973,0.808153465,0.715131062,0.904075481,4.058555113,8.58944418,5.827389972,0,8.257840735,8.43122086,0,1.287220561,8.173852528,3.907275584,0,6.184432029,1.561946544,7.761837875,4.284297972,7.480502754,0.72200219,7.280290631,0.736259286,7.239679663,0,7.678738338,0.972713407,0,0.752240374,2.196027995,6.60149745,5.121038794,1.145499215,7.861175532,0,7.043364492,0,0,7.769575822,0.881652902,7.832096511,7.096339033,5.401604291,0,7.804869396,7.993319954,6.735579021,4.758603378,2.224742818,0,4.307502232,7.10539171,0,1.073730802,7.997538646,4.254100661,7.69704124,7.78628143,5.727471908,4.862508588,4.466385319,4.637613061,8.06255704,0,2.674841384,1.727339406,1.122131072,7.794454567,5.213340185,0,2.882046172,0,4.877227518,1.483410891,6.05076036,1.188603546,2.263403576,1.03460805,2.301765093,3.997570317,1.698969064,8.401321884,4.087721701,0,0,4.846847784,2.168519289,0,0,2.52764787,7.542861487,4.406570018,9.279097293,3.407486829,3.402012707,1.128307092,1.977849537,0,4.65745397,1.987779116,0.981919647,6.561294204,1.339531082,5.236788661,6.344227954,0,7.253218404,0,5.089001598,5.19467717,0,6.410417914,7.003080627,0,0,0,3.13351967,0.730502727,0,0.904661499,8.486692369,0,8.906966241,7.736355749,1.563392813,0,2.567512274,0,8.484751357,7.614396902,0,0.803826125,0,0,0,1.418294127
SOX13,0,0,0,0,0,4.063550852,0,5.389624924,0,0,0,0,4.086635945,0,0,0.795699621,0,0,0,0,0,1.393748696,0,6.038230109,0,0,4.02632669,0,0,0,5.975058482,0,0,0,0,0,7.295117893,0,2.299534031,5.067402335,0,0,0,0,0,6.63072202,0,0,0,0,0,0,0,0,0,0,0,8.261558896,1.806427677,0,0,6.595526855,3.775056397,0,0,0,0,0,0,0,0,0,0,0,4.477715854,0.643552771,0,1.410167346,3.272434444,0,0,0,0,0,0,0,1.792392939,2.19738138,0,1.436614706,0,0,0,0,0,0,0,4.018814957,0,0,0,0,0,0,0,0,0,4.195983642,0,0.958390441,0,0,3.170860186,4.637613061,0,0,2.674841384,0,3.534826546,0,0,0,0,0,0,0,1.114984292,2.886862356,0,0,0,0,0,4.55709408,0,0,0,0,0,0,0,3.777172909,0,2.548445911,0,5.0459942,0,0,0,0,0,0,0,0,0,0,0,0.92039246,0,0,0,1.03402876,0,3.725412447,0,0,0,0,0,0,2.71130484,0,1.779651462,2.534007053,0,3.479444553,0,0,0,0,0,4.327168737,0,0.803826125,0,0,1.510371521,0
SOX17,8.06786794,1.260854709,6.783441817,3.325105247,8.146199618,9.161094228,8.558106277,0.813778358,6.535948178,4.835662539,0.885310456,0,8.149846632,4.430276372,0,6.303916111,0,7.762823072,2.579300617,5.614322987,3.233763423,6.081761984,4.483428528,0,0,0,0,0.918859136,4.723881751,2.352173261,3.539756835,0,5.362354134,6.70150914,5.543608901,4.355109923,0,0,3.034240981,6.348200513,6.690378662,2.903438531,1.274001642,1.945241444,4.911306302,7.459046882,0,0,0.915851046,0,6.008844811,0,1.531187502,2.955818692,6.237054129,2.165230088,3.314717714,0,2.368186876,4.356459032,3.403604793,6.300534496,0,5.394746246,5.36006025,5.93114306,0,0,4.610595714,3.730659215,3.191157599,0,7.814502199,5.153764179,2.114118625,0,7.228432059,2.438420534,2.95190435,0,0,6.013090349,5.50462437,0,0,5.121707274,6.31912052,5.132222283,0,5.503923932,4.465216032,0,4.772606881,5.017923863,0,1.679219194,0,5.281753745,6.196783871,2.963617204,0,0,4.583700443,0,7.590126244,0,6.707227995,5.028683106,0,1.937126801,0,0,0,2.801781994,0,5.029913022,4.657387479,4.196429697,2.442570275,1.023424355,0,5.007814146,0,0,0,4.551585367,2.501746387,0,0,0,0,6.548855736,0,5.907744929,0,4.813411408,5.565600293,0,0,0,0,1.372266402,4.462520065,0,0,4.482702902,1.543080125,4.992611619,0,0,0,0,0,5.080211478,0,0,7.866293934,0,3.231729364,5.072131769,3.829292796,0,2.555215282,0,4.308474488,5.429502735,0,4.246322335,0.82990907,6.050120721,4.485672493,5.450655503,6.366671525,5.069706927,0,2.94209974,6.522461542,0,6.094816039,0,1.858634832,5.415071169,4.993632706,2.636931607,4.404002028,0,1.510371521,3.569552392
SOX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775002941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX4,10.27623353,7.232778801,8.703694414,8.458333038,11.20415415,10.65303601,10.38588504,10.13321614,9.056140779,8.995333936,9.174254089,8.392103153,11.0937696,7.132887407,7.797800722,10.22853074,7.177286764,9.801893494,7.176885314,10.08230652,10.01841767,10.9836777,8.378200363,11.05448324,8.454839476,9.733378847,9.030342216,9.501983946,11.26651873,9.221858593,12.01500376,8.891608862,9.072496567,10.14334501,12.06535825,9.895012271,8.296423529,9.387126243,10.64209516,10.42226086,10.37707865,8.571204157,9.650682266,8.811091055,10.94187199,10.8822509,7.272767727,10.32822036,9.570780171,9.090841369,10.15511782,12.03757029,9.981716438,8.693601596,11.14458387,12.6397905,9.909389005,7.921162892,10.69548168,11.65473567,10.82217651,9.908910381,8.467602598,6.132320961,8.52998407,10.04617175,11.86380815,10.00516762,10.2428618,9.296123221,9.117779207,11.07014961,10.34118348,10.04621155,10.85990047,7.972466697,9.057427509,10.06070926,9.874838083,9.919886898,6.279742349,10.63246228,11.01238458,6.350521037,6.904462585,8.124027651,10.5411864,11.09943321,10.22676634,9.326330934,10.44340284,11.32570117,10.62264151,10.12464432,10.32163385,11.88979862,8.674446438,10.31402282,9.685561278,9.416468815,3.495148199,8.782338626,9.348810579,11.20478544,9.710588481,8.079954915,11.45205846,9.723704191,9.570791833,8.971234998,10.44947588,8.803349178,10.84605959,10.74274926,7.897874434,6.417083697,9.500653107,10.02698804,11.90205409,11.11519785,8.277311131,10.03363783,9.616088906,7.717469153,7.753642433,11.52949163,9.527282544,9.830668248,8.719361056,11.70403443,10.98321157,11.20172443,11.73010478,11.79222506,12.59118679,12.22733561,11.93505748,10.67701633,12.68530879,13.34628902,12.0469881,12.28134434,13.19842254,7.388380796,11.87336702,10.97446249,12.24459671,13.65400418,10.64768728,11.59327245,10.59282697,11.97256988,11.29013231,12.27801652,10.86354297,9.817436606,12.43174585,13.60865926,12.55050176,9.830157081,10.67419713,11.83859544,11.5239049,4.273551617,9.993205772,12.65696738,11.89463421,10.49192854,10.67214254,11.55181302,10.01834371,11.42386893,11.34466204,11.41980941,13.44530163,11.8784354,13.83278226,10.01081921,12.36871434,8.445159317,14.46211116,12.41303239,12.51897149,13.200135,11.66017812,9.661731733,10.89480736,10.87408472
SOX5,1.467353138,5.513618785,0.875926633,3.325105247,0,6.207233236,0,5.853887855,0,7.624177967,1.429923428,6.628493836,4.445417951,0,0,4.331554295,0,0.923765074,1.166152882,7.429462411,0,5.264346014,0,0,2.994534125,6.207024574,1.541926911,6.97368873,1.430318078,0,0,4.837895704,8.104573316,7.957182942,3.946149307,0,0.715628071,7.302507662,0,3.698765569,7.896018968,7.459563091,1.274001642,0,0,0,0,0.815187295,4.419112698,0,0,0,0,2.645420918,5.907615988,0,0,0.983510967,0,5.647150866,1.082798933,3.790427069,0,0,0,0,0,1.33692328,7.155599306,3.638865314,7.321672811,0,2.08656232,5.052463794,0.736259286,1.087016615,6.363934545,3.591104817,5.003170951,7.104116386,7.295031344,4.547727629,1.08682031,0,4.725564492,5.947119749,4.579793998,7.922234024,3.356970781,7.229442388,5.598390998,2.786051642,5.147157209,1.241973955,2.589637495,5.17954021,4.864863822,5.683225625,6.125044472,1.093196595,0,6.529882874,6.106275904,5.447152305,7.439698382,1.682456005,5.426413202,0,1.008850331,3.62265977,3.196739151,0.951962796,0,6.501362424,0,1.213876518,3.557210328,0,4.65087907,4.951839776,3.705458856,7.441888907,0,0,2.258598184,6.322432371,7.419751827,3.913848844,2.874871844,4.973067228,0,1.942940283,0,7.178237042,0,0,3.427609061,1.21581376,0,4.31904302,0,2.878740481,0,2.548445911,4.36155944,7.920649548,4.693993187,4.556698809,6.956410863,1.709158885,0.97780731,1.987779116,7.16353285,0,6.73630241,0,7.060690474,7.229484326,1.136935083,0,1.071219972,5.49200871,0,0,2.440130535,0,4.556002536,0.65989133,0,4.282297507,2.060371003,1.456391087,6.755835835,0.969643197,0,0,2.287362728,0,8.785362519,0,7.158155018,0,3.295264584,6.992972057,7.443971772,1.391089955,6.853343286,2.119484332
SOX7,1.921787841,2.963539693,0.787944086,3.912948254,6.443700615,1.522143763,1.54782346,5.497136859,2.486922598,0,0.393361245,0.811566537,1.785136048,3.110632152,5.525336971,1.30558418,1.20799664,1.975771474,0.884406332,1.970980011,3.493195785,1.029747951,7.708985681,1.492388283,0.920009503,1.224071952,0.974877974,6.10943034,6.483665442,3.404268593,2.004992651,5.792523396,2.222819504,0,5.876547239,0,6.750718393,2.689645812,0,6.1898978,2.003406521,4.842303329,0,1.238167623,1.673546611,6.556898155,6.271285379,0,0,1.291214775,1.602955927,9.705178427,6.214805071,0.909683733,1.3078682,8.023906175,1.113379789,7.21952754,4.665982649,7.551418859,8.008531819,0,2.364473869,2.069727778,0.789578935,0,2.561827388,2.435758547,0,0.733666337,1.498927848,6.011892265,1.900825091,3.624943344,0,0,0,2.105781509,0,0,4.061800889,5.467171121,0,1.837556981,2.568947194,0,1.356404935,3.384237545,5.060071162,0,2.828852406,2.234787672,0,3.388826269,0.805163618,4.787716455,1.963232608,3.491565616,1.151662741,5.72584765,3.341515986,1.542021129,2.656739646,2.474225448,2.425055479,0,6.16798947,2.647597515,2.89496745,4.801621411,0,3.707572362,7.643354517,5.946866594,5.546482016,2.473169351,5.576546845,2.491168726,8.372432909,7.707741633,3.095057169,4.005634451,4.160731931,4.091412687,0.981637287,7.897501356,3.435242028,0,4.524133437,3.534861676,3.891004456,2.417431888,2.678812524,3.438670084,0,1.664220385,1.807769337,3.429600308,2.998418477,2.253477673,2.816107888,1.660256085,2.317826008,2.16996043,2.526953194,2.818629977,2.882477357,3.301525455,2.785091231,2.028296223,0,0,1.551236234,2.383312429,3.152298564,5.305354936,1.708152326,0,6.448332898,1.140512845,3.272996351,3.289836845,5.576437138,1.600620115,2.275109273,2.872486558,4.854890949,1.067729035,1.599063691,1.538606505,2.402910486,2.031131327,3.28513417,2.087064779,4.335391641,1.686419739,3.420746719,0.936077011,2.18003187,1.400972961,6.176365053,0,2.446924325,8.360404195,5.231429728,0.314308043,0,2.730525923
SP100,7.190759086,8.12219444,7.496775458,7.703015826,7.435119097,8.112081713,8.478919634,5.743536288,7.916821576,6.47343197,7.670065475,7.61106883,7.094039482,7.377854066,10.67521582,7.139639214,5.214812204,8.097665628,6.020107617,6.965128696,8.30366515,6.291747457,5.8312664,5.82239587,6.754881795,6.43916241,7.96824692,6.520541322,7.067124672,6.705896592,5.59962377,5.648865383,7.963422718,5.572221927,6.523170007,6.100075613,5.447643537,6.723980382,6.617437684,5.802995095,5.482172974,6.205901059,7.336878035,6.684770034,4.929401608,7.02314671,5.22690876,5.816064751,7.287212752,6.086943063,6.724930175,5.519626761,7.005160126,6.103653611,6.146265176,2.467538643,7.01545585,5.134480539,4.472871645,5.411735368,4.570109405,7.225360347,5.350131902,5.790961403,6.387155168,5.669431143,5.99430376,7.266225601,6.482208031,5.843604482,6.807820893,5.818053966,6.298933496,6.234872983,6.18729163,5.341985846,5.188868512,7.000564708,7.857065158,6.006632226,6.653295596,7.830631158,7.1385251,5.293541102,7.313117656,8.967047165,7.961849045,8.729127273,9.018304935,7.812219656,8.719721797,8.523872239,8.151216696,7.197560175,5.919601448,8.470543008,7.409828576,7.261733418,7.375970375,7.89197143,8.352417642,6.724652151,7.644069677,7.909043735,7.131779664,8.019441586,8.267110392,8.297446489,8.605303631,7.792984349,5.878976306,8.472240682,6.732472265,11.30016426,8.115495375,8.397720261,7.343248358,7.795801151,6.453503457,8.250107779,7.767122233,8.175013103,9.713853122,5.463517113,7.337458896,7.41572895,7.777275275,6.678236796,6.79960988,8.34868285,6.676453265,7.881742349,7.015048042,8.106662763,6.248307401,7.672434721,6.551039215,8.149387899,7.331284411,6.114857552,6.668368809,8.725573372,7.856624509,7.696619404,8.408827876,8.063751201,8.080476528,7.169197058,8.617455094,6.828778081,5.844777737,6.761711848,5.548738965,6.640116823,6.95969076,6.832047673,8.315211067,6.553951724,8.687098602,6.929030255,7.903483427,8.30192047,7.471667734,7.990285612,7.379090367,7.599030886,8.243514323,7.287663063,8.562801031,6.739627861,7.210656539,8.784445693,9.262651782,6.045975539,8.501497389,4.738283498,8.611786169,8.367579308,8.706210391,6.9092964,7.507671569,8.182725407,8.338110775,8.462536526,7.504986417,7.506342298,8.518890263,8.364794418
SPIB,3.136371593,3.196733506,2.984651993,3.083557382,3.32716486,3.803465989,3.105458944,1.110662472,2.344528927,2.605285084,1.369713864,2.471356542,2.247841176,2.735039206,6.22198221,2.995758017,0.947527312,2.581990346,2.455509967,3.938051072,4.578729117,0,0,1.354742054,1.422076498,2.792734128,0,3.231069366,2.677794651,1.619879556,2.335021364,0,1.19039018,0,1.177092573,1.544280712,2.238275205,1.632289983,2.305270821,0,3.21625413,1.954725271,4.197392184,2.531122883,2.41453337,1.96862942,0,2.401556697,2.091865214,2.31570279,3.134105438,2.71872594,3.439374689,2.070089608,2.453805635,1.548768151,2.541487886,3.835049574,1.449838226,0.664058852,0,2.854757319,1.74315313,2.502702334,2.710264646,2.456267243,0.715116114,3.302576165,2.451875607,0.926135832,3.055316759,1.311527035,1.55993657,0.73798164,2.091757183,1.354573366,2.19986214,2.790337747,3.379052645,1.895927104,0.293787346,4.412303208,2.06581097,0,2.940987762,4.426720272,2.667858831,3.552436664,4.167211305,2.098567999,3.682700051,4.269807424,3.504767203,0,1.503296173,3.353510321,3.485387594,3.169086812,2.199727999,3.315327391,3.47463146,3.071348515,3.89138356,3.460744711,4.205052165,2.529330301,2.471155915,3.544493947,2.859185686,4.222265701,2.453651719,4.013309489,1.850213617,6.740138357,3.870127576,3.088909621,3.385690167,3.538514383,1.44564199,3.733344673,2.496933504,4.646527361,6.255126067,2.358462697,3.725348438,3.87550749,3.293185815,2.859149659,3.259740323,4.088435543,1.57770978,3.972847907,3.408144949,4.69021564,1.736333446,3.191458049,3.746272711,4.319601345,3.445276121,3.500977171,3.861026272,4.703482358,4.911580408,3.555693496,2.797204497,4.353762846,4.137156564,3.609742677,4.477596884,2.401130721,3.258535992,3.812656588,2.13210571,3.48573718,1.867143132,2.269396837,2.882259406,2.454439925,4.547685456,3.028148039,4.454371972,4.628870774,3.322499307,4.548803527,3.816863989,4.011537851,3.752910971,2.327442433,1.992081655,1.690709416,3.873695562,3.88635339,4.000190182,2.054151058,3.973955091,2.436949035,3.916382632,2.349877409,3.031793008,3.265698966,3.594032408,2.71850288,0,2.949803362,0,3.610383974,4.471684108,3.386683894
SPP1,0,1.260854709,1.417041203,1.702884302,0,0,0,0,0,1.416833947,0,0,0,1.335113393,0,0,7.653496791,0,1.166152882,0,0,0,0,0.775002941,0,0,0,0,0.885598291,0.752167434,1.170288536,0,0,0,0,1.698662755,9.410362971,7.370744252,0,8.066587442,0,0,0,0,0,0.972106882,0,1.332881549,0,0,0,2.276096774,8.306834018,5.453031144,0,0,0,0.983510967,8.044921158,0,0,0.849833723,0.708851829,0,0,0.737130602,7.008757188,0,0,0.862626069,0,9.172961898,0.72200219,9.456978983,0,0,0,0,0,0,2.53377406,0,4.203423099,5.79703663,1.775873702,5.442533513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45611933,0,6.06921844,0,5.498084268,0,0,0,0,0,0,0,0,7.002642999,0,0,0,0.667520964,0,0,0,0,0,0,5.575867295,0,1.188603546,0,1.03460805,5.589588978,0,0,0,0,0,0,0,0,0,0,9.683685448,8.148837714,0,0,0,0,0,0,0,0,7.745309228,9.646034845,0,0,0,0,0,0,0,0,0,0,0,1.075003428,0,0,0,0,6.533426085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.603090535,0,0
SRC,1.467353138,0,5.820771091,8.433088404,2.905581191,5.897114471,0,5.440862747,0,0,3.863402609,5.83473609,5.790951341,5.140224247,9.916624774,3.974380607,2.446791128,4.43512002,0.697829302,1.245528041,0,5.541420496,8.845253569,5.249405881,0,6.488784346,1.951493563,6.192592463,0.885598291,0,6.764026649,6.484087198,0,3.126111214,0,0,5.230891195,0,5.716283278,3.790875137,0,6.581715032,5.34741036,8.208318192,0,5.328052908,6.985696666,0.815187295,5.354052797,2.147214392,0.930262337,0,0.959857829,1.323045931,0,7.417112043,8.390459832,4.491851336,4.699191364,4.258573071,2.452217392,5.389461935,5.16581761,0,6.248737826,6.705464876,5.73333302,6.153836307,2.294264555,0.862626069,0,0.712649341,5.517697807,0.851701111,7.560485356,5.657385193,0,1.911806539,1.548464473,3.317932444,0.752240374,0,0.6434193,3.137524872,4.657899106,0,0,3.030851975,0,0,0,0,0,3.08893977,1.92166362,0,0,0,0,0,0,0,5.19033917,6.160391493,0,1.073730802,3.933714674,0.810150809,0,3.095101829,0,0.951962796,0,0,0,0,4.311059649,0,0,0,3.564371492,5.443265777,0,4.839385349,0.960745756,4.89420869,1.114984292,0,2.263403576,0,4.063712225,0,0,0,4.269721452,0,0,1.866091057,0,4.480914569,4.574268969,0,0,0,0,0,0,0,0,5.648950385,0,0,4.053238864,0,0,0,0,0.92039246,0,0,0,0,1.561213997,1.338209454,0,0,1.524525051,0,2.039241341,0,4.379783609,0.904661499,0,0,0,0.798691965,0,3.048622919,0,4.397445985,0,0,0,5.624623814,4.284652938,2.33825864,0,0
