X,RamDA_mESC_00h_A04,RamDA_mESC_00h_A05,RamDA_mESC_00h_A06,RamDA_mESC_00h_A07,RamDA_mESC_00h_A08,RamDA_mESC_00h_A09,RamDA_mESC_00h_A12,RamDA_mESC_00h_B01,RamDA_mESC_00h_B02,RamDA_mESC_00h_B03,RamDA_mESC_00h_B04,RamDA_mESC_00h_B05,RamDA_mESC_00h_B06,RamDA_mESC_00h_B07,RamDA_mESC_00h_B08,RamDA_mESC_00h_B09,RamDA_mESC_00h_B10,RamDA_mESC_00h_B11,RamDA_mESC_00h_B12,RamDA_mESC_00h_C01,RamDA_mESC_00h_C02,RamDA_mESC_00h_C03,RamDA_mESC_00h_C04,RamDA_mESC_00h_C05,RamDA_mESC_00h_C06,RamDA_mESC_00h_C07,RamDA_mESC_00h_C08,RamDA_mESC_00h_C09,RamDA_mESC_00h_C10,RamDA_mESC_00h_C11,RamDA_mESC_00h_D01,RamDA_mESC_00h_D02,RamDA_mESC_00h_D03,RamDA_mESC_00h_D04,RamDA_mESC_00h_D05,RamDA_mESC_00h_D06,RamDA_mESC_00h_D07,RamDA_mESC_00h_D08,RamDA_mESC_00h_D09,RamDA_mESC_00h_D10,RamDA_mESC_00h_D11,RamDA_mESC_00h_D12,RamDA_mESC_00h_E01,RamDA_mESC_00h_E02,RamDA_mESC_00h_E03,RamDA_mESC_00h_E04,RamDA_mESC_00h_E05,RamDA_mESC_00h_E06,RamDA_mESC_00h_E07,RamDA_mESC_00h_E08,RamDA_mESC_00h_E09,RamDA_mESC_00h_E10,RamDA_mESC_00h_E11,RamDA_mESC_00h_E12,RamDA_mESC_00h_F01,RamDA_mESC_00h_F02,RamDA_mESC_00h_F03,RamDA_mESC_00h_F04,RamDA_mESC_00h_F05,RamDA_mESC_00h_F06,RamDA_mESC_00h_F07,RamDA_mESC_00h_F08,RamDA_mESC_00h_F09,RamDA_mESC_00h_F10,RamDA_mESC_00h_F11,RamDA_mESC_00h_F12,RamDA_mESC_00h_G01,RamDA_mESC_00h_G02,RamDA_mESC_00h_G03,RamDA_mESC_00h_G04,RamDA_mESC_00h_G05,RamDA_mESC_00h_G06,RamDA_mESC_00h_G07,RamDA_mESC_00h_G08,RamDA_mESC_00h_G09,RamDA_mESC_00h_G10,RamDA_mESC_00h_G11,RamDA_mESC_00h_G12,RamDA_mESC_00h_H01,RamDA_mESC_00h_H02,RamDA_mESC_00h_H03,RamDA_mESC_00h_H04,RamDA_mESC_00h_H05,RamDA_mESC_00h_H06,RamDA_mESC_00h_H07,RamDA_mESC_00h_H08,RamDA_mESC_00h_H09,RamDA_mESC_00h_H10,RamDA_mESC_00h_H11,RamDA_mESC_00h_H12
Nfil3,0.086759746,0,0,0,0,0.024752768,0.068734802,0,0,0.10916803,0.020263252,0,0.043077063,0,0.021256803,0.205363689,0,0,0.302103212,0,0,0.344457256,0.137851967,0,0.044364415,0,0,0.089001608,0.093285777,0.21148563,0,0,0,0,0.090969244,0,0,0.248148747,0,0,0,0,0,0,0,0,0.027621059,0.180369834,0.140801202,0,0.046178438,0.038054887,0.134242512,0,0,0,0.064297216,0.041602218,0.139488787,0,0,0.098222028,0,0.07418947,0,0,0,0,0.045055272,0,0.163171948,0,0,0,0.090258906,0,0.04200988,0,0,0.208054857,0,0.022336271,0,0,0,0,0,0,0.08279737,0
Nfkb2,0.149320026,0.174888588,0.245536052,0.243888731,0.260508972,0.327271294,0.153655203,0.240378101,0.271394501,0.08453544,0.22888774,0.284842128,0.195885464,0.322136585,0.204060409,0,0.209519951,0.380708314,0.18936062,0.151452722,0.068355209,0.093685977,0.045544621,0.078322675,0.110917794,0.321674004,0.146738443,0.471703065,0.377553089,0.533449408,0.297263935,0.487668393,0.224677048,0.376798416,0.115402871,0.299054632,0.220116356,0.352855743,0.279371321,0.146095721,0.208031437,0.426691121,0.575352178,0.301143973,0.013346644,0.289991923,0.103260611,0.265854306,0.201521263,0.262955032,0.087363049,0.238233885,0.275668017,0.116786703,0.276162982,0.319866738,0.133813873,0.165635081,0.115698934,0.075983049,0.293664167,0.194381365,0.038998731,0.012125065,0.145554968,0.334462245,0.328139081,0.070945957,0.229594369,0.108838807,0.10132493,0.026743766,0.212476025,0.165894452,0.100682893,0.131294192,0.226664846,0.115678561,0.145187241,0.237124266,0.10885772,0.056483261,0.214111708,0.049494093,0.343253353,0.160941427,0.186680965,0.228276179,0.226576933,0.256590129
Nfkbia,0.578400024,1.030425517,0.720488415,0.263961158,0.616645094,0.376676191,0.650274654,0.85441473,0.057777651,0.671241307,0.661290284,0.538509405,0.402238398,0.898668069,0.364819899,0.413563929,0.610235342,1.13308785,0.408264258,0.506551475,0.487813077,1.339059754,0.898631454,0.182593786,0.074134041,0.310799367,0.199067431,0.059624421,0.050234991,0.92289978,0.498193397,0.771308473,0.878427406,0.863018558,0.473436295,0.603658363,0.632710604,0.205602078,0.274770108,1.002993459,0.378619156,0.339107599,0.183254623,0.127676078,0.432083311,0.329284652,0.386938874,0.861420747,0.45314276,0.64025484,0.380669392,0.319762722,0.791604228,0.574723664,0.226596002,0.330289831,0.900191498,0.452686241,0.540210308,1.713430738,0.513257868,0.975016597,0.502359769,0.564842592,0.731320807,0.430500849,0.277109465,0.460638824,0.56929519,0.148335191,0.655046631,1.126269948,0.606352716,1.21797558,0.577544829,0.161564801,0.435798623,0.74036304,0.710576646,1.049474591,0.36099524,0.319966936,1.260097496,0.622662329,0.455450665,1.471772654,0.634373124,0.458160404,0.865939898,1.18150705
Nfx1,1.876229744,1.778709975,1.769788428,2.471375075,2.286934908,1.952619318,1.245422137,1.492734651,2.318849365,1.886404758,2.105832018,1.861297619,2.529615531,1.722429165,2.180069009,2.053661811,1.962395221,2.043926413,2.333119435,1.838235896,1.756170986,2.021711625,2.177368519,2.103616849,1.741657153,1.927775071,2.414054519,2.684472703,2.233074181,1.809663088,2.108693171,1.706794709,2.083832514,1.865664989,2.027993151,2.353723646,1.566759206,1.86788424,1.916552055,2.305269021,1.428740354,2.106999293,2.034580072,2.182771844,1.887686895,1.929496233,2.548783871,2.078406128,2.448788341,1.508853323,2.455805399,1.912430618,1.892715074,1.930192851,1.649054964,2.159356427,2.084756355,2.235379474,2.549846538,1.826988211,2.223028347,2.196669365,2.149860948,1.642808031,1.907242124,1.877635865,2.012090986,1.881481806,1.808114151,1.879066737,2.056705592,1.889357061,2.353625508,2.353626071,2.102512704,1.922420686,2.494274746,2.240616255,2.389456557,1.618762229,2.043346557,1.775366241,1.754055958,2.290255782,1.827423911,2.333725933,2.136583028,1.592000802,2.083337203,1.986962354
Nfxl1,0.931180342,0.762102861,0.895520877,1.106875878,0.214500351,1.135263965,0.243806826,1.160849004,0.653529548,0.87631638,0.832474074,1.081136291,1.172988136,0.877827073,1.585889098,0.978291961,0.450306475,1.089347125,1.272176103,1.443742745,0.452947595,0.829844555,0.625655187,0.814171485,0.956994525,0.628333133,1.191602669,0.982282311,0.698212402,1.354473022,0.791653026,1.27746139,0.731062794,1.211914024,0.456531137,0.839640848,1.036363968,0.572146004,0.408991068,0.582735117,1.058224386,1.030907978,0.695328429,0.569409284,0.857172944,0.535022167,0.844825459,0.957467468,0.447347096,1.457665769,1.164870185,0.636350348,0.697841217,0.569268361,1.318301548,0.636626222,0.891513561,1.112392774,1.135353172,0.952539207,1.090635625,0.648924217,1.005929125,0.673490011,0.639154398,0.942335228,0.427595133,0.723564471,0.988938418,0.827962366,0.876193143,0.987164108,0.490543907,0.662638049,1.146987409,0.651627086,0.906863186,1.284657127,1.443508144,1.038766683,0.388642398,0.730771966,1.162000237,0.37930139,1.246809096,1.38859438,0.547292107,0.715686264,0.774310525,1.544232813
Nfya,0.80621475,1.604341389,1.824835717,1.004313496,2.124141997,1.420031538,0.979985034,0,1.665811989,0.981620045,1.102111938,2.110875714,1.141248056,0.607225006,1.391706026,0.61570104,0.825243325,1.001733602,0.488759846,0.487287222,2.109637185,0.467223959,0.790479649,0.92013394,0.174798967,1.819645076,0.679275167,1.071950943,1.575242842,1.563772429,0.57001253,0.747356835,1.22921197,0,1.025148886,1.649193095,1.275948488,0.763394622,1.193759276,1.951591293,1.403255273,1.384175218,0,0.171116475,1.803477781,0.548262734,1.22610372,1.012815953,1.105345806,1.342639179,1.382373575,0.416774042,1.098992984,1.757658559,0.362293181,0.493613006,1.630819708,1.313486407,1.198445048,0.380802791,0.974990649,1.224053404,1.19572776,0.784502369,1.459503475,1.215597014,1.189952758,1.597333157,0.795615941,1.959828186,1.09080795,1.009493354,1.242237048,0.610913632,0.684369649,1.204193814,1.837972242,0.976445854,1.415714758,0.98989998,0.684708153,1.995378418,0.615203547,1.242422217,1.198211784,1.67252403,1.496046202,0.613129074,1.183392101,1.379958004
Nfyb,1.404465516,1.67245901,1.421951983,1.696203283,1.217752716,1.024226522,1.452312076,1.508152107,1.559639376,1.836899866,1.499896729,1.760294988,1.550588845,1.370906378,1.267417184,1.766407833,1.25446144,1.808467896,1.809785913,1.582984287,1.868229533,1.631406167,1.301080229,1.625249198,2.216715369,1.615012836,1.441606198,1.280115654,1.757792728,1.472154124,1.679440302,1.303578254,1.614263299,1.414356573,1.457167929,1.42059609,1.482185709,2.093139408,2.032509382,1.458103757,1.295341433,1.768771866,1.412866288,2.115370163,1.240918709,1.910074352,1.96415634,1.365475564,1.6125441,1.410329976,1.024611146,1.514277391,1.722499386,1.675971539,1.269551968,1.300521792,1.332452579,1.491031834,2.007843054,1.506191448,0.846992958,1.627602083,1.212750048,1.310681971,1.805408514,1.412662392,1.239219781,1.025222998,1.245892968,1.52069991,1.777273343,1.346565852,1.298242068,1.249269797,0.894723278,1.646389809,1.4702807,1.44428735,2.070807903,1.606715428,1.215436947,1.475469846,0.974135276,1.976110544,0.826886209,1.417904518,1.460152882,1.194796615,1.625516476,1.479938853
Nid1,2.180593629,1.994759888,2.963017991,1.453299402,2.027249829,2.49218635,2.667476623,1.815505476,2.050819881,2.259115705,1.903107031,0.989420056,2.871444088,2.496537645,1.564366983,1.933095925,2.095861542,2.557607089,2.292155793,1.601653749,2.039797752,2.990331356,1.924380311,1.29067831,2.440370829,1.651930541,1.67863222,1.617426381,2.69730216,2.624817206,2.00651553,1.852389792,2.460269124,2.082660167,2.095303997,2.637714347,2.068636336,1.71605613,2.25441482,1.64864791,3.276187515,1.670334434,2.815815805,1.535025077,1.972912954,1.989157525,1.980089814,2.304132448,1.854111882,2.133008685,2.259648457,1.151194289,1.534684202,2.151484427,2.785606876,2.406093168,2.292360788,1.626342026,1.923424804,2.564621222,2.094669776,1.947423404,1.97955884,2.09477467,2.302113614,2.924989104,0.93929963,2.276539715,1.665771962,1.413274931,2.189644687,1.876404967,2.060172021,2.622809961,2.155453597,2.181756895,1.929239474,1.930808868,1.316577556,2.17112068,1.967486187,1.509536506,1.975614307,2.620378452,1.941519535,1.983661266,1.970488504,2.20781126,2.597793845,2.305846576
Nkrf,0.46267418,0.245225971,0.685810956,0.509399923,0.254957128,0.318660947,0.19559978,0.455270307,0.231676479,0.314125288,0.48959731,0.417351504,0.385860959,0.442321334,0.464502265,0.62102258,0.61076935,0.533769127,0,0.300617656,0.645422058,0.411312059,0.69295927,0.474289867,0.595587241,0.509156625,0.475166018,0.306482028,0.398372736,0.679272545,0.611170218,0.432660908,0.792061853,0.485553805,0.512049057,0.543749586,0.562691806,0.558319098,0.844017202,0.632042775,0.575879163,0.449822852,0.531793099,0.291877195,0.371788449,0.386059209,0.842984785,0.24881622,0.944014027,0.761649887,0.492110251,0.869599981,0.359429002,1.008497267,0.258522256,0.441370922,0.683246276,0.762514544,0.153411637,0.070810318,0.672182791,0.352451559,0.467108162,0.267988835,0.433081217,0.112235645,0.403927516,0.573029904,0.214711124,0.431108467,0.884605621,0.862379039,0.588417938,0.412114097,0.741906628,0.606833014,0.453406626,0.928127252,0.529267313,0.67815198,0.285366864,0.513124017,0.294366229,0.707622068,0.736677969,0.61411487,0.489412737,0.78348486,0.738050524,0.281624649
Nme2,3.920534173,4.024731989,4.154390395,3.901904866,4.328134039,3.994850705,4.344030776,4.633780213,4.252720693,4.401831039,4.493843808,4.40603372,4.62340411,4.156855483,4.512754729,4.850491383,4.584207457,4.231072723,3.909571638,4.203438024,4.324368444,4.458227826,4.401783638,4.276164212,4.487457914,4.14057655,4.190931427,4.455666048,4.404380682,4.31568222,4.461557223,3.936740077,4.842278788,3.300873029,4.193145427,4.850986231,4.313590187,4.143035106,4.533788516,4.462191869,4.181003758,4.476697549,4.099195978,4.317979048,4.574138121,4.144614045,4.462032095,4.675470581,4.145320387,3.960876065,4.329721535,4.512932204,4.234356221,4.568307484,4.318236607,3.50237111,4.473355696,4.716167927,4.63019817,4.278111867,3.957237724,4.370873233,4.583141269,4.407098094,4.332340229,4.034981914,4.502991442,4.469967229,4.125414736,3.763136596,4.106677651,4.472284818,4.341918623,3.864948301,4.383673093,4.389669627,4.326165157,4.06410157,4.201639196,4.037174024,4.160548165,4.01844895,4.343878604,4.578508746,4.372354191,4.572276546,4.214500688,4.238349022,3.965402679,4.620015945
Nono,4.215598862,4.223804614,4.253150725,3.75200444,4.144689842,4.52047516,4.02883692,4.301213078,3.94806435,4.516574174,4.118912541,4.28940014,3.485572772,3.963247096,3.881468176,4.117601463,4.134742125,4.605913522,3.894326165,3.994173079,3.71649587,3.497269037,4.164586221,4.09366718,4.06506242,3.79336979,4.136200809,3.867802736,3.736392755,3.888462255,4.329483836,4.152123966,3.801592791,3.933575011,3.896893117,4.403882625,3.833176506,4.233898753,4.082783741,3.778116579,4.155901429,4.110138177,3.866647911,4.058974903,3.899561313,3.875536813,3.952598599,3.972638218,4.557823082,4.118193712,3.576663289,4.101109043,3.982231354,4.582482907,4.289475161,3.621779273,3.209919249,4.487116347,4.201134977,4.204088805,4.007837576,4.654481252,3.777424094,4.294908927,3.889431404,3.482649753,4.098334187,4.040456463,4.146279963,3.783390776,3.939002332,4.076740672,4.345890453,4.077904896,4.259884726,4.237487234,4.209694039,4.655784524,4.176245039,4.06437942,4.07925026,3.94042581,3.501261695,4.512684657,3.953105855,4.174208137,3.898215164,4.292056366,4.522711874,4.679981731
Notch1,1.702776228,0.674562098,1.796593699,1.004096097,0.948730558,1.946590002,1.857300983,0.432883132,1.549329936,1.028102181,1.452227426,0.871021924,1.306132378,0.742471075,1.05599322,1.668625523,0.690780523,0.626031125,1.815632563,2.130557295,1.56334009,2.17521974,0.565900113,0.795716242,1.545274664,1.230003832,0.187044855,0.970179994,1.796204482,1.201912359,1.761031238,1.338748579,1.736461626,1.351515036,1.508212326,1.922802808,1.39509001,1.204919821,1.137992212,0.780704135,2.197859673,2.284339267,1.599034826,0.776805685,1.627996033,1.190722536,1.774437525,1.734592286,1.36382965,1.670132783,1.113014516,1.368716744,0.793082962,1.033484446,0.665242743,2.140078397,1.385192311,0.540277495,1.84208637,1.916632719,1.0786445,0.649139461,2.26520047,1.683627408,1.216576322,1.500030319,0.62887152,0.986538739,1.320538686,0.715862311,1.536252047,1.596370875,0.796553796,1.780682503,1.558942687,1.077749706,2.121775176,1.300638482,0.40934433,0.857007822,0.617282221,0.73172531,1.86545375,0.771070679,1.193887776,0.763644712,0.237580172,0.873853661,1.623302017,0.561321282
Notch2,0.250374636,0.629481194,0.546110598,0.334339249,0.064932425,0.739980678,0.499203117,0.315652351,0.495287986,0.236758562,0.699895255,0.698566928,0.579123213,0.271733873,0.4546994,0.29457212,0.785245747,0.637712684,0.477300408,0.551588738,0.535171263,0.43562977,0.275368921,0.542862418,0.389541766,0.233251706,0.475492237,0.630499089,0.615600953,0.833438304,0.284162268,0.751117809,0.663186615,0.389825058,0.622822438,1.291410786,0.636718062,0.424349611,1.022401867,0.574482969,1.084210518,0.747143364,0.637239062,0.275303368,0.585467836,0.313733045,0.375828429,0.568819264,0.663045098,0.712140407,0.470115391,0.642625481,0.68358629,0.51094047,0.366087978,0.645182775,0.5439746,0.588793696,0.39207302,0.408311566,0.688118885,0.479691742,0.244221966,0.554564227,0.40580185,0.85848255,0.710280258,0.281034391,0.592476558,0.041168937,0.023064939,0.384226209,0.485906088,0.21108769,0.584129474,0.642657117,0.869575981,0.577003394,0.439738134,0.564079412,0.579779493,0.588776104,0.402964106,0.454253764,0.339740377,0.575760765,0.703501209,0.134116429,0.787186579,0.726602329
Notch4,1.017243734,0.732267381,1.306381621,0.37921872,0.768575607,0.742912712,1.08223161,1.544611278,0.419396533,1.207836806,1.932346376,1.237804301,1.115402752,0.30705443,0.645001433,1.362701321,1.133720107,0.91653534,1.231422931,0.981073591,0.975527467,1.272965043,0.928680783,1.267105462,1.157999374,0.420711034,1.708675843,0.838665185,0.545072055,1.941099639,1.182081728,1.514738508,0.672497246,0.011648936,1.28733129,2.138360061,1.297735849,1.049500524,0.956118541,1.444165622,0.354218705,0.107054144,1.483904646,1.377275629,1.350996136,2.150018867,1.680922312,1.700310858,1.24014448,1.451913526,1.781362349,1.052284125,1.645255507,1.471566332,1.792433439,2.317624179,0.748556862,1.130946315,1.486192756,0.687851877,1.115218486,1.2403031,1.475293878,1.162632619,0.247416367,1.45327369,0.286824097,1.066471296,1.086985816,1.245947574,0.973890339,1.025363054,1.506166756,0.727409673,1.111018025,1.066424773,0.506770499,1.192384007,1.174376365,1.627744673,1.245449435,0.690638579,0.643810335,1.724888392,0.775072109,1.602981961,0.389899943,2.335450554,1.164112282,1.112848195
Notum,1.487344862,1.931776923,2.58425879,1.50398602,1.405773632,1.731151588,2.16577425,1.645155026,1.288044035,2.777279024,2.498167788,1.91070319,1.96746289,1.58328681,1.724955521,0.895426089,2.181148281,1.977205016,2.673212983,1.564084216,1.695341778,2.177921308,0.858809823,2.337405532,2.19264455,1.551525709,2.055467139,2.662092083,1.971001159,3.048766589,1.601002692,0.069904858,2.899123471,0.995279387,2.290001825,2.29156483,1.532934597,1.798399268,1.583548039,1.425454097,2.443499369,1.671276095,0.974091411,1.614605363,0.368872481,1.796987713,2.936048824,2.397192989,2.575357911,2.27084273,2.584043676,1.539729842,2.039368779,2.479725043,1.449359766,2.892152749,1.412450022,1.766734948,2.573044496,2.275145042,2.038920126,1.756419024,2.076516734,1.940668868,2.181715423,0.4242576,0.808207669,1.695268975,2.046448494,0.583912727,1.222434028,2.36562724,1.934910965,2.722188539,1.471127492,1.542501243,1.939418641,1.121949068,1.870712873,2.499382932,1.084670666,2.1844326,2.649123433,3.026556017,1.1377886,2.083610096,1.29410457,2.306987033,2.503249975,2.732344888
Npas2,0.060885675,0,0.221215376,0.134131708,0,0,0,0,0,0,0,0.225214331,0.009856672,0,0,0.018039177,0,0,0,0,0,0,0,0,0,0.027516277,0,0,0,0.015641893,0.015407758,0,0,0,0.143677947,0,0.243954103,0,0,0,0,0,0,0,0,0.012782324,0,0,0,0,0,0,0.056918124,0,0,0,0,0.129800649,0,0,0,0,0.020671643,0,0,0,0,0,0,0,0,0,0,0,0.050358858,0,0,0.021135904,0.415598079,0,0,0,0,0.017693536,0,0.009998021,0,0,0.011537282,0.128616054
Nphs1,2.754933984,2.261848972,2.114804535,2.0431236,3.083964869,2.294658179,0.517793771,1.93599445,1.825987621,2.062950885,2.129059664,2.552016665,2.044555272,1.648472164,1.077865572,1.45427223,0.875514885,2.994709715,2.663801474,2.461939166,1.383221186,1.056050191,2.089502643,1.488379662,1.088103147,0.516011795,2.638501286,2.673572494,0.891276072,3.306237374,1.793272635,1.269929029,1.69154406,1.560872684,2.542378547,2.261618884,1.792261233,1.851120983,1.567841388,2.956047738,2.030355684,2.611965549,3.357805767,1.826589701,2.405520868,2.009650756,2.341120123,2.713290742,1.73360429,1.409021081,2.64040392,1.10941565,1.762260545,1.501646965,2.070769344,3.103247836,2.134439132,2.313559082,2.754207432,2.714868648,1.743371268,1.524816773,2.16846786,1.958848026,2.67788329,2.203071449,2.515654323,2.430091283,2.487342263,1.906206726,1.792014933,1.349745694,1.713901688,2.731293471,1.667770089,1.675127857,2.151685093,2.741598827,3.13380652,2.656558692,2.828746143,2.316152915,1.610711077,1.916191604,1.848553592,2.519926789,2.202698784,2.171120322,2.838031272,1.843880331
Nr0b1,1.701505449,2.641728339,2.181418615,1.461323811,3.318375504,2.797962887,2.760028746,2.690394196,2.219223767,2.81441542,1.855273234,2.260124052,2.052880654,3.008966695,3.041102964,2.555812426,2.620619197,2.052833156,3.199248737,2.073516825,1.275663101,2.568983425,2.56901202,2.412601655,2.968410578,2.638186898,2.031473962,2.510225844,1.893600577,2.24159982,2.930189581,2.106220512,3.912544998,2.758143483,3.046455004,2.963843603,3.052800014,3.455236396,2.563292499,2.386959764,2.596395546,1.342515118,0.54983862,2.015309096,1.902500372,2.299424803,1.330349579,3.288586991,3.142959227,1.863371131,2.599405562,2.90895668,2.523056637,3.488296377,3.38765887,1.358465761,2.432754979,3.355600369,1.33062223,3.261745926,3.04095961,2.719076126,1.542546957,3.002026643,2.976226262,1.008641683,2.270882378,2.753633875,3.376341049,4.004775012,2.667753528,2.160478302,1.694526383,2.818998346,2.77931961,2.680742008,2.723231204,2.811518884,2.46706608,3.443988732,2.428208583,3.034522094,2.714791899,3.267083415,2.612996846,3.9219873,2.468949042,2.676566963,2.662851629,2.202658887
Nr1d1,0.314538476,0.36616809,0.165563777,0.279328097,0.251494515,0.273218899,0,0.486437719,0.593248435,0.39924794,0.285150235,0.736502945,0.560471887,0,0.119029384,0.432767743,0.253447085,0.495261933,0,0,0.110350248,0.461380862,0.225825386,0.247050248,0.279116955,1.100036286,0.479902904,0.791624191,0.864887476,0.387210381,0.340299368,0.161921706,0.515393329,0,0.861246519,0.279002532,0.395105289,0.734837962,0.23198311,0.34274394,0.443835634,0.31290113,0.303623655,0.712494952,0.345447674,0.360289722,0.353837148,0.556877702,0.39778481,0.263261244,0.643853321,0,0.515963087,0.118905478,0.080800384,0.129384207,0.194076035,0.243645151,0.451669032,0.765033708,0.590495053,0.552488277,0.269134533,0.263818409,0.119339594,0.307388936,0.434519996,0.801319707,0.471381974,0.033946682,0.129783387,0.126917025,0.323494384,0.216762866,0.612808285,0.187184262,0.209539151,0.072159638,0.083969567,0.643780838,0.137266366,0.410789516,0.183856481,0.228403265,0.211042483,0.505446991,0.223500799,0.501103459,0.677128639,0.241504726
Nr1d2,0.81654378,1.093021104,0.574975224,0.680647185,0.36520954,0.697044596,0.233479898,0.936784218,0.608608308,0.472956654,0.504723723,1.246549404,0.977765827,0.642118747,1.210919799,0.592151161,0.8675575,1.077388181,0.947073502,0.245731102,0.773915673,0.896090331,1.094174562,0.544124158,0.77009602,1.093068147,1.729121424,0.473977738,1.388118734,1.009857653,0.898652737,0.607506785,0.933580692,1.056668471,1.112868023,1.054638808,1.243156378,0.729713385,0.435938424,1.368884932,0.475488408,0.33969786,1.090583133,0.851636622,0.881682011,0.796406473,0.4559246,0.938213769,0.978815568,0.597552431,0.565742293,0.669442434,1.23400517,0.612004391,0.727293588,0.91709215,0.967878513,1.086433124,0.70885676,1.231983669,0.792653694,1.296472253,1.051381894,1.159530956,1.13869192,0.397062017,1.458233795,0.910229882,1.04239016,0.525899865,0.893186542,0.365893445,1.317467687,1.200223354,0.653192708,0.449098527,1.090258339,0.692084532,0.130642602,0.619966493,1.035976815,0.481032693,1.097349028,0.7453932,0.58571954,1.038923547,0.854102062,0.817633516,0.991939163,0.320703853
Nr1h2,2.776881934,2.431213693,3.255369911,2.86810783,2.698585096,2.351438205,1.865312339,2.392447448,2.67299436,2.32452505,2.886589922,2.015379959,2.58500477,2.528301344,2.725432287,2.604584811,2.419596279,2.372959351,1.613307106,2.741450685,2.558386821,2.664467963,2.852368881,2.256885614,2.592901448,2.324423132,2.505591114,1.993239792,2.523564209,2.831939594,2.397155381,2.415413899,2.348601158,2.460554374,2.408183382,2.879678264,2.585047475,2.553552057,2.899189716,2.332725185,2.428263513,2.659122915,2.73281947,2.990935806,2.864636441,2.624116623,2.21678283,2.908449863,2.473542623,2.491110345,2.901079494,2.055668397,2.286055289,2.396988608,2.718908131,2.173699433,2.576868914,3.002948174,2.371723726,2.556846966,2.61385561,2.963907033,2.677057428,2.560908631,2.108058285,2.512743269,3.635951483,2.727413801,2.156069932,2.754758241,2.609666808,2.626239201,2.34937623,2.717619768,2.242762999,2.176974432,2.239877412,2.761951768,3.10890776,1.888746899,2.276907301,2.682147158,2.020773227,2.420652724,2.56484189,2.880124509,2.416153964,2.54475348,2.274003484,2.264034713
Nr2c1,0.192863502,0.127241412,0.123872507,0.017909547,0.05655169,0.47463892,0.13523472,0,0.2241092,0.337815579,0,0.136955885,0.071578776,0,0.306437514,0,0.072110431,0.14199157,0.201099387,0.164765945,0.199746807,0.070783175,0.27541123,0.11818968,0.144026533,0.113573869,0.37023001,0.295059999,0,0.308554243,0.350507549,0.200477646,0.179662752,0.257895429,0.348316551,0.114228599,0.253609638,0.149299376,0.322795342,0.036207939,0.435783108,0.191394851,0.212493305,0.016795639,0,0.046063878,0.47326269,0.307391858,0.290612184,0,0.378766348,0.328214905,0.363339634,0.314181116,0.420462414,0.023043443,0.24001797,0.017308511,0.063474852,0.386669943,0.266186445,0.143570026,0.208814136,0.076455967,0.138078563,0.294369636,0,0.162214735,0.163223933,0.048200727,0.323319261,0.245309039,0.102262606,0.525622219,0.222202741,0.275074266,0.103506108,0.149911792,0.096847461,0.073229601,0.285043015,0.126508693,0.228786994,0,0.258351636,0.018491081,0.089738556,0.033724549,0.120716346,0.226765966
Nr2f2,0,0,0,0.282217016,0.032041666,0,0.006402347,0,0,0,0,0,0.015786141,0,0.009688343,0,0,0.026303198,0.014825193,0.023095588,0.013270118,0.015607179,0,0,0.010206355,0,0,0.016567016,0,0,0,0,0,0.009003051,0,0,0,0,0,0,0,0.010030772,0,0,0,0.008416455,0,0,0.01525851,0.01446482,0.010625829,0.181744167,0,0,0,0,0.028711873,0.015240751,0.00949807,0,0.015980587,0.009257755,0.036784366,0,0,0.009858404,0,0,0,0,0,0,0,0,0,0.015663688,0,0,0,0,0,0,0.009548525,0.014304537,0,0.069238665,0,0,0,0
Nr2f6,0.37909419,0.627402429,0.443625961,1.042123779,0.746386347,0.694417114,1.280795581,0.989866836,0.564634413,1.171486261,0.792505412,1.536238527,0.719787732,0.494357699,0.187479035,1.374557917,0.272260211,1.261830584,0.318421286,0.482924274,1.376149921,0.732149918,0.563632702,0.972332535,0.64857127,0.896948321,0.460307117,0.861100588,1.552334334,0.79339796,0.614456216,1.675606623,1.076587731,0.404508841,1.665008208,0.322479758,1.176234773,0.838409144,1.797726297,0.65488743,1.840338588,1.057443184,1.621491023,1.373713326,1.074638158,1.07259142,1.424516271,1.834898156,0.544874233,1.581572685,0.924394841,1.568642125,0.804905101,1.216180562,1.362711318,1.709322103,1.362503337,1.422370232,0.992260989,1.349500908,1.194290998,0.317174667,0.61199505,0.841569932,0.417300927,2.346339709,0.876009197,1.207429259,0.809755812,0.531437554,0.475955524,0.879878213,1.280775244,1.073126417,0.710762729,0.755716956,1.218285349,0.790516,0.320263256,0.569376501,0.850354348,0.969263916,0.631899871,1.287142592,1.209588059,0.558898727,1.785582398,0.612261125,1.532988742,1.243480529
