X,RamDA_mESC_12h_A04,RamDA_mESC_12h_A05,RamDA_mESC_12h_A06,RamDA_mESC_12h_A08,RamDA_mESC_12h_A09,RamDA_mESC_12h_A12,RamDA_mESC_12h_B02,RamDA_mESC_12h_B05,RamDA_mESC_12h_B06,RamDA_mESC_12h_B07,RamDA_mESC_12h_B08,RamDA_mESC_12h_B09,RamDA_mESC_12h_B10,RamDA_mESC_12h_B11,RamDA_mESC_12h_B12,RamDA_mESC_12h_C02,RamDA_mESC_12h_C03,RamDA_mESC_12h_C04,RamDA_mESC_12h_C05,RamDA_mESC_12h_C07,RamDA_mESC_12h_C09,RamDA_mESC_12h_C10,RamDA_mESC_12h_C11,RamDA_mESC_12h_C12,RamDA_mESC_12h_D02,RamDA_mESC_12h_D04,RamDA_mESC_12h_D05,RamDA_mESC_12h_D07,RamDA_mESC_12h_D08,RamDA_mESC_12h_D09,RamDA_mESC_12h_D10,RamDA_mESC_12h_D11,RamDA_mESC_12h_D12,RamDA_mESC_12h_E01,RamDA_mESC_12h_E02,RamDA_mESC_12h_E05,RamDA_mESC_12h_E07,RamDA_mESC_12h_E08,RamDA_mESC_12h_E09,RamDA_mESC_12h_E10,RamDA_mESC_12h_E11,RamDA_mESC_12h_E12,RamDA_mESC_12h_F01,RamDA_mESC_12h_F02,RamDA_mESC_12h_F03,RamDA_mESC_12h_F06,RamDA_mESC_12h_F07,RamDA_mESC_12h_F10,RamDA_mESC_12h_F11,RamDA_mESC_12h_F12,RamDA_mESC_12h_G01,RamDA_mESC_12h_G03,RamDA_mESC_12h_G05,RamDA_mESC_12h_G06,RamDA_mESC_12h_G07,RamDA_mESC_12h_G08,RamDA_mESC_12h_G09,RamDA_mESC_12h_G12,RamDA_mESC_12h_H01,RamDA_mESC_12h_H02,RamDA_mESC_12h_H05,RamDA_mESC_12h_H06,RamDA_mESC_12h_H07,RamDA_mESC_12h_H08,RamDA_mESC_12h_H09,RamDA_mESC_12h_H10,RamDA_mESC_12h_H11,RamDA_mESC_12h_H12
Mta3,2.329402173,1.420465595,2.085297884,1.610476452,1.981338549,1.906970261,1.619320519,1.901432805,1.453386764,2.32864893,2.441332394,2.030900476,2.267000347,1.761899869,1.898329233,1.691226551,1.679644688,1.917128726,1.760882116,1.856626924,1.968176619,2.42363933,1.715674548,1.447482078,1.930387433,2.369097086,2.004761373,1.895875913,2.403464268,2.303129213,2.122456922,1.910401494,1.848935386,1.449110056,2.32530971,2.247897677,1.955611235,1.358768927,2.169716546,2.494130275,1.999626869,2.201164734,2.024306111,1.622746424,1.890372792,1.792901225,2.28075651,1.46668145,1.636042002,1.545518907,1.863393856,1.373306845,1.769300594,1.369123107,2.326715784,1.479430519,2.163379903,1.632478276,1.848869043,2.098470629,1.961192024,2.079839489,2.805075525,1.58676333,1.785792549,1.561824335,1.956527928,1.47468969
Mtf2,3.603862185,3.29262639,2.840336497,2.984099722,3.583958219,3.88570054,2.212731574,3.43876607,3.190889908,3.019068501,3.736859619,3.390712919,3.558560071,3.190793405,3.107457167,2.87470473,2.990684123,2.724264403,2.883567549,2.901713123,3.584841231,4.499634683,2.854801909,2.847248931,3.653268127,3.527122548,3.517627576,3.504046751,3.746438867,3.652077345,3.27315244,3.36551139,3.388886341,2.986061833,3.203636247,3.234955415,2.990418471,2.653635927,2.553814689,4.005886265,3.075600478,3.17876903,3.541248012,3.067447729,3.270565291,3.443356373,2.648516139,3.071781653,2.845268686,3.009466497,2.944991464,2.84406812,3.261085152,3.183291942,3.944125581,3.74318441,3.971842502,3.735767757,3.0661634,3.107403922,3.975065757,2.771473205,3.274582296,3.182712977,2.258662246,2.637505781,3.402361848,3.207109737
Mxd4,0.210685709,0.25442037,0.265151399,1.269821728,0.357399741,0.042871536,0.0444681,0.349862813,0.036080242,0.25269506,0.244645524,0.306539268,0.242942286,0.158712542,0.386571949,0.117853943,0.280492556,0.0968898,0.299980996,0.242118781,0.396366533,0.221549159,0.28811541,0.312739784,0.192712116,0.43332938,0.136721972,0.564306918,0.440735371,0.151948159,0.352024703,0.280386142,0.519413988,0.052286175,0.075492126,0.320307791,0.277931482,0.267739779,0.223750834,0.156192346,0.497347016,0.214688712,0.116294651,0.186199991,0.206194316,0.154183122,0.280814385,0.32085507,0.329814198,0.32705148,0.044360132,0.377307969,0.134518329,0.24915125,0.521628264,0.13733129,0.566240387,0.168832215,0.264209304,0.30923103,0.207951942,0,0.103304878,0.099234843,0.087262221,0.082923693,0.11057062,0.108242067
Mybbp1a,4.309608683,4.73506633,4.642705191,4.325133815,4.393138241,4.078183265,4.02643018,4.485459094,4.763729629,4.652084107,4.55760011,4.696475484,4.405204226,4.477762936,4.681024585,4.3200455,4.378021491,4.698029921,4.226411694,4.052907596,4.71845324,4.867260557,4.487109218,4.285578075,4.313907981,4.59140222,3.947643724,4.595070121,4.214402959,4.401963149,4.123516339,4.211625282,4.120530542,4.304949523,4.369916483,4.072339374,4.283963745,4.353339067,4.30164066,4.223681787,4.399619229,4.186919118,4.204047974,5.09201336,4.663678416,4.690209428,4.469086778,3.948412079,3.923975231,4.38080645,4.552238807,3.919514959,4.543090811,4.60957906,4.580738245,4.578523989,4.297654208,4.477731256,4.423798873,4.225891876,4.515877126,4.62040744,4.196236151,4.680259589,4.178570326,4.098247088,4.586428411,4.521179429
Mybl2,4.818379612,4.170445037,4.485565336,4.269288722,4.381549772,4.216033046,4.543122964,3.893579773,5.120049817,3.731237583,4.455155331,4.757504946,4.639229372,4.186851827,4.38423237,3.644299155,4.97644812,3.826265362,4.123017136,4.18145389,4.655117508,4.900073532,4.412293463,4.868896963,4.30796462,4.466887564,5.4475892,5.074036676,4.691155679,4.862284461,5.207424337,4.013520713,4.814774258,4.034889095,4.128428819,4.52897257,3.37170597,4.31224787,4.486764936,5.239059694,3.999104364,5.067048867,4.482530846,4.263145133,4.806154684,4.405182188,4.607889889,4.420232835,4.174873954,4.680424541,4.344338686,4.381707566,5.137138293,4.295257542,4.698957623,4.25461104,4.007639007,5.10091337,4.080523859,5.023687835,5.374324638,4.587357715,5.082368996,3.851858942,4.477798239,4.258157948,3.521935396,4.529215517
Myc,0.836713014,2.147240245,2.254361422,0.379779296,0.28971951,1.581322255,1.450262735,1.598871087,1.630452554,0.538892957,1.299710393,0.46272078,0.543055189,1.685505724,1.304735676,2.261347967,0.543000094,1.814772159,0.748723839,0.846194289,2.319328835,2.635036691,0.777416071,0.422178886,0.737044237,1.333484727,1.24082375,2.649095444,1.264124688,0.993147668,1.133459667,2.016627813,1.000344853,0.567743295,1.607180606,0.887547681,2.180662381,2.024865928,2.890436957,0.896902173,1.72834357,1.566000684,1.318741712,1.651324998,2.236801818,0.699217753,1.173605726,0.249738802,0.420426518,0.129334975,2.467866702,0.344543762,0.289005592,2.578901184,0.152034823,1.925252391,2.453226608,0.215501812,0.398320858,0.23432455,1.110120611,2.358357659,1.434932284,1.689313219,0.351230104,1.22934804,1.703137934,1.714111332
Mycn,1.351266647,0.70099195,1.976158048,0.918771059,1.17409466,1.747357478,1.965031242,1.958472935,1.313346106,0.614364601,1.138542142,0.341056967,1.257258134,2.105603276,1.591101754,1.799047142,1.119846436,0.487463377,2.583039207,1.531122712,2.104731551,1.475219989,1.894504503,0.240353173,1.202986242,1.196498634,2.004044874,1.722264013,1.566563305,1.874398019,1.896271653,1.3962198,1.730601015,2.047695245,2.032859509,1.712170746,2.008853815,1.05589228,1.21044687,1.613803666,1.923577504,1.493337933,1.038263463,0.794571801,1.703376326,1.217073664,1.143738532,0.851017014,1.306101511,1.711213024,1.583122073,0.465050867,1.674198062,1.101323465,1.825374448,1.22474186,0.545583514,0.871157136,0.506460813,1.265837995,0.974174632,1.094834889,0.113171916,1.022778043,0.496196005,0.770381253,1.089810973,1.311165625
Myd88,0.249051303,0.392406961,0.019707507,0.524702547,0.116227406,0.337066407,0.495395174,0.593139831,0.27161684,0.337749755,0.858662878,0.266423743,0.311946131,1.158079909,0.173817143,0.422680093,0.692042955,0.324874234,0.452644181,0.379401154,0.273159911,0.473925943,0.349060829,0.17399978,0.48614315,0.26862532,0.797699315,0.852241952,0.543795705,0.510996065,0.354199601,0.678729954,0.198407493,0.271135121,0,0.100807583,0.315046805,0.693234044,0.462073616,0.757911605,0.390212386,0.447990635,0.595241488,0.809702881,0.210018809,0.200777483,0.298551417,0.665745685,0.51977625,0.613689845,0.395866462,0.386905562,0.359346458,0.35220773,0.919812995,0.382049034,0.775727256,0.600826032,0.437769607,0.330532846,0.377426288,0.429375106,0.567733256,0.533885218,0.38366015,0.322313194,0.248251532,0.117670437
Myh9,2.573799864,2.015150644,2.830915441,2.09580348,2.474354141,2.101207029,2.836238763,2.975909214,2.812431503,2.641994786,2.969588897,2.718755017,2.510327196,2.771492354,3.178144336,1.748362132,2.366573348,1.933881589,1.993989471,3.046165241,2.808465413,2.721393643,2.749936134,2.57928795,2.215562798,2.396196977,2.886271516,3.004125754,2.66878719,2.435749078,2.641029093,2.413524907,2.332037353,3.078785718,2.654332214,3.222773984,2.398046351,2.585455111,2.56655412,3.422511282,2.611717564,2.892093391,2.476616558,2.728965354,2.547243948,2.956444492,2.637175154,2.849172085,2.699441496,2.901309566,3.083431195,2.523678517,2.022869571,1.358979073,2.45597562,2.564376962,2.505067152,2.462465757,2.499600358,3.087963065,2.487052198,2.050420635,2.728643102,2.56802659,2.017589795,2.124843493,2.330123391,2.566294398
Mylpf,2.870413201,1.039315108,0.350564027,0.911103189,1.534550012,1.741821798,1.588120686,3.041644483,1.336702582,0,0.898998718,2.539169592,1.310911975,2.45670487,0.8055691,1.720273632,1.713561188,1.786190998,1.225399823,0.600660944,1.964675948,1.407781035,1.551903935,0.82123965,0.785744599,0.702156123,2.095789101,1.877072532,2.05761446,0,0.995613136,1.006171659,1.949687508,1.13032737,2.545906881,1.026690896,1.531736365,1.49512654,1.454808834,1.98043407,1.853353076,0.821464577,1.941262401,1.63004754,1.07803815,1.033070151,1.89741914,1.430429814,0.95418097,0.724196229,0.418987675,2.0233803,0.60245786,1.229811951,2.780665614,1.071327706,0.955202195,2.280214804,1.228857393,0.188735568,0,1.439973066,3.416290338,0.254846616,0.520707186,1.108901463,1.87651846,1.197860379
Mymx,1.874034503,1.669776506,2.131270777,2.219233446,0.553034356,1.516015918,0.960163164,0.546798422,1.972192073,0,0.944338787,2.142249114,1.948942768,0.931417081,1.98591315,1.812416178,1.152450565,0.663774767,0.635269322,0.757026698,2.197264367,1.079709956,1.195399294,2.793330889,1.445838623,1.615354351,2.107105579,1.322291161,0.327040609,1.486422863,2.337176255,1.900102305,1.976717419,1.355552736,1.208828691,1.73667588,0.6120799,1.001394673,1.302970781,2.056575961,1.661251774,2.011139291,0.869580715,1.198903016,2.239711626,1.952142882,1.8350904,2.099384974,1.653325873,2.951105087,1.104636625,1.687316767,2.056789215,0.620710096,0.972640916,1.622794099,2.934172152,2.646732728,0.781499311,2.274129029,1.309532152,1.524328712,2.254663156,1.842142429,2.569291884,1.833198542,0.463564843,1.727776977
Myo6,0.529176368,0.424749676,0.512860849,0.478305436,0.745238441,0.214593229,0.356786644,0.586439321,0.224378356,0.730406168,0.901498385,0.451759121,0.249545446,0.231087989,0.096341091,0.376925776,0.297909563,0.011576324,0.693114664,0.281273237,0.195920974,0.192842203,0.554730278,0.259819044,0.174755844,0.210596975,0.651441452,0.438250512,0.499241352,0.30034686,0.520987871,0.408052277,0.715881281,0.634355403,0.288040968,0.437671246,0.199296949,0.216857205,0.498111027,0.500040692,0.23098629,0.532411081,0.27094264,0.289930717,0.453019786,0.068549909,0.557554025,0.404859467,0.101093657,0.93001272,0.418996561,0.647388319,0.183535564,0.217656489,0.748502079,0.362317059,0.751338369,0.9472008,0.686057295,0.682668276,0.739139461,0.188433206,0.117591216,0.130899384,0.491312745,0.217665297,0.078829728,0.081353081
Myo7a,0,0,0.111831563,0.24484385,0.681774989,0.039555239,0,0,0,0.587396322,0,0.044111962,0.180437019,0.287902589,0.055557787,0,0,0.143453715,0,0,0.05429419,0,0,0,0,0,0,0.159588575,0,0.06366025,0,0,0.766980889,0.108432623,0,0,0,0,0,0,0,0,0.209896391,0,0,0.0146421,0,0,0.156945304,0.427628041,0,0.161223454,0,0,0,0.229393166,0,0,0,0,0,0.106390999,0,0,0,0.314247396,0,0
Naa15,3.448499183,3.331744778,3.371831802,2.63837818,3.31305725,2.500092678,3.136835959,3.132748108,2.997493435,2.856936089,3.157909553,3.675772727,3.109944833,2.889019064,3.119426325,2.413494668,2.915009858,3.437643236,3.092552631,2.506003611,3.326373816,3.482539376,2.354438677,2.560437055,2.409550052,3.04841588,3.35375223,3.553502111,2.995080681,2.586310405,2.485543307,2.809816894,3.078882629,2.470650469,2.861473709,3.153979761,3.093743524,3.110740887,3.201459596,3.518793849,3.177693296,2.768988574,3.077142814,2.631279181,2.644929059,3.172234584,2.810769746,3.001411687,2.548897814,3.308824795,3.055394805,2.87993992,3.021628905,2.892030207,3.332926021,3.226595959,3.453759833,3.103070863,3.091733436,2.816823721,3.051704701,2.802458902,2.831306647,2.983454963,2.623756193,2.728812284,2.685434471,3.145591377
Nacc1,1.12362316,1.434007968,1.022227754,1.039463075,0.891054206,1.159295335,1.376472138,0.925609328,1.372660612,0.765792607,1.065045032,1.369048645,1.100415367,1.046101481,1.177217061,1.131879211,1.40479578,1.132171683,1.016468164,0.845390221,1.405729406,1.445108117,1.122599941,1.032393163,1.086475454,0.904571168,0.849164234,1.423097375,1.130774357,1.399196857,0.911921151,1.19209436,1.090938329,0.988821288,1.247592873,1.436432635,1.109561977,1.15428029,1.190271852,1.238469522,1.392235597,0.880217383,1.314247262,1.337784813,1.342179353,1.398484236,1.366456233,1.284657172,1.187147561,0.816171315,1.331119747,1.253997395,1.086228257,1.173261794,0.947918754,1.512559743,1.38890141,1.573997246,0.994905479,1.024905288,1.284711808,0.98449304,1.001985542,1.328035055,1.258219471,1.06371226,0.919880914,1.287903166
Nanog,1.52110493,0.070883363,0.300374912,0.200882899,0.876673102,2.444426308,0.117192618,0.022695276,0.332541512,0.128227395,0.147463675,0.407059143,0.057087093,0,0.166943935,0.057857751,1.905470394,0.130337522,0.101282925,0.438482884,0.111075046,0.117840438,0.055718348,0.319564261,0.072709223,0.235532343,0.160952559,1.308865001,0.182820527,0.466624317,0.108726066,0.090087012,0.062303622,0.672744597,0,0.147258103,0.031967221,0.16736514,0.062984665,0.001726516,0,0.228026277,0.083591272,0.126910682,0.083296522,0.383495312,0.082792621,0.781999633,0.156691985,0.172698229,0.138881551,1.145384204,1.103960916,0.055008324,0.098505508,0.078872288,0,2.861008556,0,0.089336478,3.791353834,0.142016959,0.346191762,0.060077346,0.22481061,0.058294889,0.222774095,0.139081052
Ncoa3,3.808215177,3.004788061,3.441363218,3.148280248,3.210333057,3.518915754,2.924465295,2.787874008,3.223708666,2.355669466,2.832016361,2.719463148,3.731243905,2.827733553,3.113419343,2.108913521,2.645944831,3.171712008,3.010465333,2.490536674,2.881790622,3.092463086,2.724159438,2.606326758,3.328253533,3.204280707,4.05404158,3.03045935,4.039747462,3.495058698,4.199620324,2.663003661,3.979643789,2.590720654,2.888120536,3.662068439,3.225683307,2.487930479,3.868328979,3.699716892,3.097527961,3.735678727,3.259312013,2.354529725,3.191156779,2.862128971,3.570041134,3.392788394,2.725988941,3.090948564,3.115865602,3.560779257,3.396533669,2.697444529,3.072284396,2.964765535,3.280483889,3.845424542,2.612109488,3.057646754,3.934229971,3.291734873,3.509749087,3.048461503,2.468037206,3.033158037,3.281265014,2.900316868
Ncor1,4.092209747,3.002601348,3.96266995,3.734593778,4.156909898,3.201244302,3.14020987,3.101400797,3.745118267,3.591879826,3.170650059,3.567960643,4.040306761,4.046814063,3.372944806,3.809622587,3.414400242,3.67625725,3.794627728,3.21255797,3.777547078,3.597440893,3.809646317,3.313759369,3.042434464,3.299745232,4.415650904,4.08457104,3.525876828,3.793513198,4.108941465,3.176853269,3.894459004,3.358832059,3.118388732,3.732480206,3.536084205,3.35711197,3.226527398,3.596000289,3.323630007,4.097014867,3.511483885,3.474857735,3.579595631,3.664289476,3.94439058,3.908205168,3.514667675,3.669771758,3.254088226,3.794296018,3.791460653,3.048208336,3.839308263,3.48302426,3.76980008,4.409325343,2.945482981,4.212531666,4.997057635,3.578495207,3.892892328,3.440970039,3.522317277,3.398480728,3.407285467,4.105861286
Ndn,0.14212743,0.192121985,0.247367998,0.421457484,0.561086156,0.069989505,0.09597178,0.204147613,0.058989432,0.110650763,0.124677436,0.066466002,0.226761627,0,0.020528297,0.033342327,0.131972278,0.370239654,0.229035562,0.087342692,0.125639821,0.087703954,0.109327991,0.110746976,0.169543556,0.133085965,0.14446246,0.37725227,0.265649574,0.270039562,0.148294025,0.090631011,0.301060905,0.146508012,0.423736799,0.051653484,0.281920703,0.152556864,0.069422518,0.24399077,0.143116118,0.234244761,0.34656069,0.027897958,0.165332803,0.217417129,0,0.162718003,0.305948149,0.228375756,0.196365269,0,0.088569352,0,0.574940004,0.323808343,0.052325258,0.25255287,0.044118258,0.264286178,0.903612628,0.04951802,0.025845351,0.194533521,0.205942907,0.009336495,0.111060575,0.099412495
Ndrg1,0.178292807,0.272250868,0.450997352,0.402565156,0,0.801694934,0.527905736,0,0.512561408,1.584862926,0.853680507,1.053732826,0.358672849,0,0.065660195,0.223164595,0,0.921907621,0.207417727,1.292962376,0.050013936,0,0.454092812,0.368472651,0.135056184,0.476910934,0.328933277,0,1.047604468,0.862997333,0.539787659,0,0.016729061,0.086743928,0,0.385028483,0.355698905,0.300379566,0.237903614,0.531896912,0.746870386,0.089975861,0.207099691,0.285041978,0,0.191765184,0.209342514,0.21937523,0.638944087,0,0,0.117501896,0,0.267940032,0.335869878,0.279036038,1.121788006,0,0.307097512,0,0,0.175773972,1.053040161,0.312747355,0.627072498,0.059619995,0.845859214,0
Ndrg4,0.577001345,0.358237518,0,0.21576931,0.207542825,0.225758166,0.051374389,0.256434827,0.066822305,0.020984199,0.217238261,0.28003088,0.098132728,0,0.31518711,0.145650737,0.284057909,0.184302797,0.324609291,0.384631906,0.251944217,0.494346155,0.151821832,0.077232594,0.588138902,0.180837097,0.176968293,0.209551025,0.141201489,0,0.013093506,0.146980107,0.511467894,0.09261821,0.087998387,0.200453734,0,0.055049736,0.261993652,0.840522833,0.277554979,0.408503596,0.345363413,0.193286553,0.449188174,0.053545548,0.180169317,0.25659644,0.188252393,0,0.273363799,0.415131319,0.075791741,0.043911737,0.237931046,0.423290084,0.38080371,0.360972552,0.112544139,0.753888855,1.193986661,0,0.4027597,0.063188663,0.30658306,0,0.298419879,0.049389244
Nedd4,4.338804931,4.160517034,3.628498125,3.29946711,4.295859826,3.703310735,3.541596127,3.642708621,4.555754044,3.172466954,4.19643109,4.233932394,4.317576657,3.91870774,4.28716292,4.131028893,4.207689146,3.939754238,3.551139244,4.036248941,4.588092342,4.089810253,3.987726749,4.228632713,3.957448982,3.942347993,3.411209338,4.146251174,2.795232286,4.144986975,3.369490959,3.80388345,4.42830962,3.485569605,4.204933016,3.951823446,4.018684644,4.177120024,3.6465443,4.655079192,4.199020701,3.680878204,4.332324387,4.218733552,3.632618007,4.207144253,4.222821739,4.737220733,3.796219699,4.3291991,4.284028453,4.014769697,3.39688077,3.625453124,4.534002908,4.070840774,3.51577421,4.423129749,4.435922403,3.773817611,4.192058249,3.107017166,4.159211738,4.078368501,3.941995571,3.593939488,3.670087247,3.736759129
Nfatc1,0,0.034691928,0,0.08906794,0,0,0.363010753,0,0.016198038,0.193797716,0.251830152,0.095909423,0.299588846,0.055037838,0.04135115,0.036046816,0,0,0.188574059,0.10478952,0,0,0.152915505,0.173636631,0,0.007523778,0,0.18682268,0.039693281,0.155232471,0,0.06594977,0.063778473,0,0.192899726,0.025384105,0,0.054292351,0.040650994,0.077773647,0.6386664,0.029190798,0.033083624,0.33062493,0.055777532,0,0.092666658,0,0.238453453,0,0.186468406,0.092444545,0.02753617,0,0.032090477,0.148599822,0.265546634,0.008932534,0.088149783,0,0.474834659,0,0,0.237790558,0.124248283,0,0.041972806,0
Nfatc2ip,2.031814008,1.950446533,1.413783794,2.74274066,2.067888131,1.905826063,1.608994589,1.551673092,1.78065015,1.613895935,1.203250238,2.142336999,2.725752087,1.680212583,1.668735398,1.88883917,2.028174902,2.068004931,1.468397177,2.432275619,2.555784749,2.352150446,0.670610951,1.809428358,2.439107012,2.795649854,2.239875779,2.297816175,2.655748757,1.95186585,2.362152527,2.262854124,1.678785463,2.301974011,1.50588914,2.702377211,1.568572614,2.130148803,1.949455233,2.43043445,1.78094976,2.412844444,2.656409465,2.802226032,2.139325168,1.231476431,2.181331498,1.801020604,1.621468155,1.24720181,2.139695213,1.141733326,2.595483238,2.484653619,2.274142759,1.736253669,2.56700958,2.028461952,2.420964591,2.099108005,2.590866027,2.042976989,2.559216959,2.173702518,1.417087279,2.335717521,1.549572861,2.112932757
Nfatc3,1.161629902,0.794924712,1.277913075,0.81248747,1.073804056,1.005106288,1.174453448,0.866280355,1.118517989,1.003416514,1.113629337,0.992083486,1.240068132,1.09306126,0.761061282,1.026967451,1.076609963,0.901661928,1.054845973,0.823166126,1.042655166,1.246844103,0.803524549,0.875442389,0.8623162,1.470404118,1.259099516,1.149742703,0.924332617,0.969116939,1.125229803,0.9433636,1.141468979,0.889224493,0.913854656,0.952858001,1.057112403,0.618803267,1.07465997,1.330497919,1.502972043,0.915400649,1.067593068,0.940746448,0.780658913,0.703346105,1.112967378,1.007204719,0.856599759,0.688823623,0.669337342,1.285334516,1.346361496,0.645923301,0.842921939,1.216876128,1.201645426,1.43260539,0.476012051,0.94709043,1.238850928,1.041760903,0.930001919,1.158535969,0.966136084,1.029968936,0.998370939,0.827705061
Nfatc4,0,0.072099159,0.098995825,0.05115681,0.338873044,0.1969792,0.120475158,0.209988531,0.141289817,0.312866128,0.044940674,0.184719751,0.058733613,0,0.091266708,0.025393392,0.076647176,0.008436317,0.015625032,0.649675393,0.234492695,0.201240356,0.469752214,0.101687695,0.027222061,0.041942255,0.01258234,0.117854821,0.287253262,0.389064716,0.074368108,0.16839963,0.226311487,0.118576118,0.197572627,0.258464765,0.155788829,0.031945183,0.320440472,0,0,0,0.079951425,0.132763873,0.081557307,0.074426227,0.033201239,0.251991767,0.107783874,0.118481204,0.02792186,0.042418756,0,0,0.015104081,0.050985384,0.245060038,0.073557614,0.040415403,0.41811127,0.197291656,0.027429784,0,0.043813616,0.149684075,0.235748791,0.114868873,0.064940012
Nfe2l1,2.201331332,2.285612367,2.381585174,2.381314907,1.691534056,2.135629427,1.728865178,2.55764873,2.596464475,2.088998495,3.126467205,2.565333906,2.49242928,2.353303178,2.294263901,2.563450859,2.811444501,2.056385016,1.997322389,2.140880112,2.23086494,2.274957041,1.422735962,2.701695568,2.67488631,2.371959656,2.687015813,2.298499422,2.53418467,2.584352348,2.05745052,2.328931189,1.850958089,2.225564626,2.593931107,2.649720459,2.145941755,2.433472765,2.080214316,2.466767619,2.256863653,2.478046615,2.495123009,2.447511682,2.620222863,2.037878916,2.32463192,2.358609332,2.449270946,2.744269614,2.391939169,2.547702238,2.084538211,1.927005714,2.528887636,2.107262681,2.561490515,2.878953898,2.137806183,2.504099798,2.019159494,2.549653596,2.833548826,2.428511973,2.355108623,1.90266277,2.367276574,2.393707084
Nfe2l2,1.797380135,1.372411039,1.583228639,1.285809628,1.451011833,1.289403156,1.112454353,1.130054448,1.187575541,1.523233535,1.325484464,1.400485425,1.795485612,1.174664983,1.618129016,0.995313453,1.152067117,1.555277692,1.15943706,0.751030408,1.266643641,1.995834511,1.511304578,1.330105884,1.183771508,1.033318807,1.770494725,1.155110843,1.278035534,1.383598918,1.713754062,1.48314426,1.483521583,1.654827432,1.210527208,1.449476373,1.532898945,1.21509646,0.882400093,2.232262631,1.700571583,1.483766695,1.140599614,1.394816834,1.251078955,1.730280581,1.458867808,1.834223271,1.592631118,1.586329222,1.429307412,1.891085234,1.951995383,1.111140885,1.428841149,1.330065642,1.705309842,1.659697053,1.30281536,1.599415903,2.687754643,1.305205652,1.951334465,1.282291813,0.884285403,0.98112395,1.375513407,1.354312034
Nfia,0.237495006,0.021523526,0.105941334,0.413732987,0.295021605,0,0.244495836,0.012507728,0.008195626,0.010213897,0,0.018236783,0.091236197,0.009209769,0.004139226,0.170624766,0.022906646,0.010995987,0.086016153,0.058792927,0.020208893,0.02248554,0.098225556,0.003841265,0.00400224,0.011137775,0.098435773,0.012296942,0.010134658,0.062415277,0.016607241,0.261149848,0.026601246,0.007708595,0.022186753,0.495835988,0.065883766,0.013760826,0.008125053,0.007874469,0.010020142,0.010885625,0.004127686,0.007510722,0.091126872,0.004473659,0.011773285,0.176739782,0.267335468,0.017931567,0.004953226,0.009403061,0.004571207,0,0.005334295,0.00906937,0.004267023,0.021966661,0.058921008,0.008284998,0.022716643,0.053113176,0.020763683,0.005209851,0.242567799,0.007492344,0.268743145,0.016413616
Nfib,0.79949566,0.547357623,0.154979395,0.138395077,0.792292011,0.160953174,0.566425527,0.910861722,0.563568444,0.211665699,0.890051657,0.203497531,0.386457607,0,0.318764026,0.548072818,0.750192269,0.68431838,0.539156931,0.343002519,0.465156844,0.539159717,0.791234278,0.820596264,0.203755925,0.146759037,0.930429859,0.724110434,0.5930143,0.938615683,0.169394461,0.671825852,0.214904667,0.550903809,0.320039448,0.953977114,0.432740248,0.143049526,0.379825136,0.646037037,0.735354862,0.706641766,0.524334574,0.622303081,0.901237803,0.551615556,0.609066913,0.350652777,0.545188134,1.100850851,0.593876979,0.394386702,0.019261814,0.349476803,0.738287087,0.48214417,0.308603758,0.751090907,0.395353462,1.145519019,0.027056789,0.202939781,0.592303877,0.689564619,0.460992437,0.611285023,0.402762972,0.462482684
Nfic,0.784271909,0.371022387,0.204741379,0.264099132,0,0.745985474,0.21458696,0.164947857,0.332832093,0.153468179,0.302939036,0.60963197,0.470074846,0.15423522,0.134694224,0.857676838,0.431375092,0,0,0.104267498,0.34971791,1.171923779,0.306404946,0.317530211,0.488654315,0,1.106495663,0.506184757,0.797598535,0.068391452,0.397917643,0.343391512,0.963356416,0,0,0.687572222,0,0,0,1.655880802,0.216337664,0.730871796,0.546196075,0.463114498,0.653951178,0.353607424,0.514455732,0.489067595,0.565231017,0.174376617,0.693746368,0.531465585,0.774169768,0.242169365,0.111292838,0.545059579,1.027167957,0.13352937,0.410790686,0.406701717,0.614240459,0.398525489,0.810834825,0.218252683,0.261758322,0.084811636,0,0
Nfil3,0.023624834,0.175199472,0.17959659,0.294534432,0,0,0.023544819,0.058739723,0.11085552,0.204827,0,0.104589783,0.15875947,0,0.132228716,0.083596106,0.126517956,0,0.077071985,0,0.019195846,0.182612495,0.070689106,0,0.056269043,0.069448018,0.126459388,0.085802995,0,0.0447619,0,0.351312407,0.099026766,0,0,0.257397368,0.251703162,0,0,0.108838687,0.201231651,0.164124738,0.495917859,0.035497622,0.081464506,0,0,0,0.104798894,0.083624371,0.135509429,0.169704138,0,0.195816869,0.025281869,0.220983441,0.390664239,0.062029381,0.062907198,0.150457853,0,0.146548227,0.312828421,0.119457945,0.091194731,0.035411639,0.273600141,0
