X,RamDA_mESC_72h_A04,RamDA_mESC_72h_A05,RamDA_mESC_72h_A06,RamDA_mESC_72h_A07,RamDA_mESC_72h_A08,RamDA_mESC_72h_A09,RamDA_mESC_72h_A11,RamDA_mESC_72h_B01,RamDA_mESC_72h_B02,RamDA_mESC_72h_B03,RamDA_mESC_72h_B04,RamDA_mESC_72h_B05,RamDA_mESC_72h_B06,RamDA_mESC_72h_B07,RamDA_mESC_72h_B08,RamDA_mESC_72h_B09,RamDA_mESC_72h_B10,RamDA_mESC_72h_B11,RamDA_mESC_72h_B12,RamDA_mESC_72h_C01,RamDA_mESC_72h_C02,RamDA_mESC_72h_C03,RamDA_mESC_72h_C04,RamDA_mESC_72h_C05,RamDA_mESC_72h_C06,RamDA_mESC_72h_C07,RamDA_mESC_72h_C08,RamDA_mESC_72h_C09,RamDA_mESC_72h_C10,RamDA_mESC_72h_C11,RamDA_mESC_72h_C12,RamDA_mESC_72h_D01,RamDA_mESC_72h_D02,RamDA_mESC_72h_D03,RamDA_mESC_72h_D04,RamDA_mESC_72h_D05,RamDA_mESC_72h_D06,RamDA_mESC_72h_D07,RamDA_mESC_72h_D08,RamDA_mESC_72h_D09,RamDA_mESC_72h_D10,RamDA_mESC_72h_D11,RamDA_mESC_72h_D12,RamDA_mESC_72h_E01,RamDA_mESC_72h_E02,RamDA_mESC_72h_E03,RamDA_mESC_72h_E04,RamDA_mESC_72h_E05,RamDA_mESC_72h_E06,RamDA_mESC_72h_E07,RamDA_mESC_72h_E08,RamDA_mESC_72h_E09,RamDA_mESC_72h_E10,RamDA_mESC_72h_E11,RamDA_mESC_72h_E12,RamDA_mESC_72h_F01,RamDA_mESC_72h_F02,RamDA_mESC_72h_F03,RamDA_mESC_72h_F04,RamDA_mESC_72h_F05,RamDA_mESC_72h_F06,RamDA_mESC_72h_F07,RamDA_mESC_72h_F08,RamDA_mESC_72h_F09,RamDA_mESC_72h_F10,RamDA_mESC_72h_F11,RamDA_mESC_72h_F12,RamDA_mESC_72h_G01,RamDA_mESC_72h_G02,RamDA_mESC_72h_G03,RamDA_mESC_72h_G04,RamDA_mESC_72h_G05,RamDA_mESC_72h_G06,RamDA_mESC_72h_G07,RamDA_mESC_72h_G08,RamDA_mESC_72h_G09,RamDA_mESC_72h_G10,RamDA_mESC_72h_G11,RamDA_mESC_72h_G12,RamDA_mESC_72h_H01,RamDA_mESC_72h_H02,RamDA_mESC_72h_H03,RamDA_mESC_72h_H04,RamDA_mESC_72h_H05,RamDA_mESC_72h_H06,RamDA_mESC_72h_H07,RamDA_mESC_72h_H08,RamDA_mESC_72h_H09,RamDA_mESC_72h_H10,RamDA_mESC_72h_H11,RamDA_mESC_72h_H12
Meis1,0.744102929,1.655382566,0.506277307,1.061384461,0.680188591,1.476765181,1.053257519,0.648322646,0.803371833,1.50748071,0.951857362,0.517745912,0.620639651,1.554705811,0.770575161,0.762501629,0.899927889,1.028290475,1.155662011,0.886739409,0.756775761,1.546254939,1.427488893,1.129108185,0.776828569,1.129882182,0.514509588,0.845690729,1.466511227,0.495122559,0.650671236,0.798332447,1.400513952,0.906353913,0.570528562,0.391453222,1.444045803,0.225959406,0.751163756,0.805674854,0.596632795,0.940537845,0.665692797,0.528519529,1.252989502,0.600983052,0.610694866,0.615031408,0.357912383,0.8466432,1.590473562,1.012272312,0.390793017,0.386221071,0.802067589,1.191685738,0.857149151,0.978198329,0.812558806,0.320402231,0.846600736,0.523128193,0.992519537,1.130220139,1.170018916,0.711448978,0.766250832,0.019634643,1.099355396,0.563127923,0.316232546,0.648555632,0.724715589,0.672437876,0.328645065,0.548560588,0.704358324,1.392476531,0.994824056,0.546953949,0.726079319,0.911351809,1.596283522,0.27416001,0.743046056,0.505503792,1.478533047,1.543078015,0.512472762,0.218081289,1.055220382
Meis3,0.827355169,0.448242302,1.491244417,1.253636166,0.68318502,0.101631169,0.616750337,0.590058483,0.58137732,1.203134282,0.988842725,0.592426947,0.314649575,0.393528543,1.280644826,0.332528265,0.149132003,0.508466111,1.694917232,0.524373051,0.508614776,1.182363776,1.142165135,0.805212925,1.363660721,1.649958639,0.761348212,0.495207035,1.04921983,1.240601284,1.103750397,0.866053951,0.677445673,0.799835439,0.405512903,0.685991963,0.856559077,1.312769565,0.675969279,0.703037637,1.033622509,0.662729916,0.687493071,0.902390799,0.633090882,1.07009198,1.349382111,0.804174876,0.298766387,0.199058083,0.918048544,0.658865184,0.591755058,0.333411485,0.635357301,0.643854667,0.778166703,0.554040449,0.950362014,0.945724603,0.472527421,1.0559998,0.587661701,1.436279764,0.522203716,1.179588973,0.575623408,0.872583977,0.615277853,0.552095008,0.730441057,1.147635787,1.096676921,0.478654083,0.440557374,0.345021321,0.8835193,0.791498828,0.512980172,0.670554311,0.720000109,0.131900517,1.094892721,0.66749257,0.604523451,0.784519707,0.851667333,0.901660402,0.607777026,0.327416494,0.906810413
Men1,1.489903604,1.507786183,1.699840887,1.649759608,1.514152136,2.088201691,1.934100301,1.812003889,1.569870816,1.253423071,1.856755114,1.787591117,2.050647822,1.56587499,2.175661808,1.545555541,1.646032436,1.437750588,2.513840377,2.033253043,2.211304918,2.445731326,2.037165197,1.536795606,2.095191235,1.607686068,1.516570781,1.871445552,1.645371494,1.508254308,1.682116795,1.778427203,1.93230615,0.963291647,1.640146531,1.660897257,1.615774072,1.535350461,1.105262137,2.052234708,1.914950785,2.256686049,2.110780381,1.461112767,1.763838503,1.110853025,1.954128323,2.591138651,1.65680508,2.062089955,1.17590026,2.142209319,1.464519724,1.250250099,1.961121385,1.678230759,1.64233331,1.49211535,2.040704361,1.934030631,1.874483482,1.728855717,1.397716456,1.309307628,2.382421855,1.576417558,2.264235869,1.709566564,1.304069581,1.24164665,1.991024155,2.382284139,2.547670358,2.046616157,1.190728397,1.646559048,1.564484875,1.500141736,1.657634403,1.18855524,2.472631612,2.023606533,2.4330473,1.637382637,2.005465923,1.919604896,1.76494478,2.397049058,2.154381876,1.615632085,1.637733161
Mgst3,1.761541097,1.777094345,2.228286826,1.659468456,2.284598069,0.649529126,1.681523671,1.593314256,1.641726833,1.979994016,1.203074801,2.637510269,1.969587986,1.46877249,2.074959006,1.949809246,2.227925333,2.226983868,1.717150347,1.704201511,1.529445066,2.041941527,1.690138879,1.440772133,2.276331684,2.532857681,0.800759087,1.032971487,1.447995657,0.88502094,2.833659074,1.880009899,2.423262072,1.950489996,1.730328766,1.241674777,1.765193717,2.400767865,1.166623646,2.176900505,2.624718964,1.701872427,2.857084199,1.227344331,1.878926948,1.964016292,2.146873002,1.086658712,1.755697067,1.95746257,2.112962825,2.294673157,1.630713715,2.48334958,2.010846752,2.140643397,0.826556859,1.889419657,1.742342624,2.451835809,1.275986697,1.503034921,1.496314807,1.377684569,2.237217864,2.184791755,1.471443801,2.286708458,2.052234385,1.260202991,0.684376694,1.500779708,1.337785168,1.759656814,2.335065206,1.152323081,2.718643771,1.816810321,1.853693812,1.97549448,2.372333563,1.682631025,1.762902224,1.407398222,1.24414485,1.363689364,2.065322823,1.585591766,1.922262997,2.295094818,2.074217144
Mis18bp1,0.50754757,0.812053756,0.44582025,0.148428631,1.426911409,0.834914651,0.92993795,0.216770031,0.619384139,0.252697284,0.824925126,0.893976106,0.949677665,1.072472066,1.601867748,1.206459952,1.906767611,0.015757622,0,0.973500523,0.599092277,0.132226908,0.01082589,0.768103655,0.628080427,0.106054727,0.547581358,1.172102725,0.871470924,1.088908171,0,0.754361561,0.320016177,0.045009421,1.076180818,0.749156317,0.469759908,0.921996368,1.278981568,0.322140329,1.629308033,1.380116712,0.606297442,0.158853711,0.693257026,0.997006534,0.760431191,1.967816903,0.303700067,0.666807363,0.567979053,1.204788879,0.929603043,0.398763707,0.658494991,0.468546173,1.000215681,0.850080488,0.689287228,0.800522236,1.1705619,0.115619137,0,0.296959123,1.432107133,0.381355088,0.311214437,0.383160624,0.819012559,2.047704688,0.198963666,0.301851738,0.93650627,0.868815829,0,0.705951624,0.953340859,1.145232045,0.08365564,0.306008024,0.842420526,0.015650048,1.503240545,0.574029873,0.613781619,0.660853864,0.941898106,0.827464207,1.182049904,0.720300585,1.518570249
Mitf,0.452288826,0.515140807,0,0.235177569,0.27318607,0.228529822,0.164583069,0.208557686,1.001905405,0.152627084,0.189198566,0.139827533,0.469889259,0.452924847,0.16228093,0,0.038965113,0.120243216,0.99760651,0.95712385,0.42409206,0.42716813,0.269399551,0.226937402,0.223780748,0.12935546,0.33172191,0.216833972,0.255394266,0.242114749,0.118342672,0.573220247,0.04514278,0.060497674,0.242437917,0.137710889,0.371812274,0.975871151,0.037050734,0.646113026,0.096961005,0.42017792,0.081318187,0.547103013,0.290116547,0.355806576,0.541292396,0.316360529,0.173627094,0.172606542,0.208382906,0.565020664,0.653468153,0.286123553,0.852195734,0.087447055,0.274426857,0.391043808,0.709828914,0.160891955,0.392162893,0,0.464837082,0.222975723,0.51135664,0,0.553077078,0.183284473,0.2435114,0.271759561,0.760616044,0.581216749,0.32866898,0.265627959,0.196240877,0.381524959,0.563239617,0.796613023,0,0.711030466,0.239423994,0.142417735,0.620508853,0,0.546591973,0.12219757,0.218611617,0.825036381,0.187573426,0.088904093,0.478393987
Mkrn1,3.171848966,2.050213241,2.508088861,2.548639537,3.229428528,2.922616583,2.386158753,2.970286571,2.407487608,3.015881495,2.265933,2.617485708,2.889434207,2.942263653,3.12464506,2.205346534,3.187855394,2.747349724,2.588466964,2.378192639,2.66528675,2.698220241,2.567664708,2.415321932,2.931719203,2.040571141,2.368261599,2.808221687,2.411334134,2.52498862,2.37374259,2.746271653,2.236773971,2.905797125,2.533281728,2.856759383,2.733737361,3.089006956,3.51061525,2.030195971,3.196987814,2.727653383,3.044813242,2.12489235,2.568513593,2.322130325,3.293650871,2.600527323,3.276977313,1.78023179,2.782904519,3.116360325,3.462143002,2.202128694,2.464551363,2.114740093,2.356459148,1.974363671,2.022363735,2.896914695,2.477348455,3.437400133,2.378864248,2.559792103,2.462604093,3.039492553,3.001624965,3.073249877,2.616183052,2.284410101,2.41761774,2.348717908,2.929716203,2.95051201,1.824452427,2.841348962,2.754791788,2.35475939,1.687374271,1.577956163,3.141829365,0.948871663,2.75187031,2.751399223,3.04180369,2.615797513,3.003603202,2.475279445,1.806787467,3.303336314,2.949976032
Mkx,0.529691131,1.111103071,0.553845204,0.457656346,0.17875144,0.831173222,0.893298729,0.742658375,1.048201469,0.053753473,0.075401575,0.034432456,1.018210801,1.132152691,0.479894899,0.67568347,0.402189277,0.27159961,0.187536863,0.198788507,0.312381495,0.945630766,0.167758569,0.605721472,0.012311151,0.295090238,0.857943368,0.457573859,1.097356931,0.907918202,0.633541348,1.036816119,0.19486164,0.328822206,0.754317717,0.66188847,0.506840057,0.38088322,0.642836546,0.421643058,0.951223139,0.435891099,0.334777121,0.248791511,0.338849007,0.406382864,0.734960989,0.63811447,0.392580658,0.419180858,0.857154471,1.044612853,0.50383515,0.709935429,0.722901539,0.138323345,0.793168294,0.840350081,0.91309833,0.688396092,0.787382512,0.411839858,0.282741361,0.304106388,0.798261867,0.064133585,0.332874081,0.757661988,0.440431658,0.493937604,0,0.534155789,0.441069629,0.146135526,0.16731087,0.568572599,1.129416129,0.409977436,0.557812067,0.407338614,0.509529888,0.45095561,0.458579872,0.497267839,0.66938569,0.102172789,0.523504989,0,0.805992309,0,1.021347694
Mllt1,1.110483833,0.870499121,0.449917509,0.922313536,0.618979305,0.86626527,0.968112773,0.947809818,0.930148227,0.317557138,0.859785784,0.63033558,0.794866304,0.877577453,0.708511704,0.965002076,0.570215935,0.198986263,0.84760413,0.894819285,1.124293891,0.817479396,1.060825618,1.114700622,1.137682078,0.715045975,0.636433264,0.639898876,0.861449484,0.831737933,0.600898528,1.068491316,0.745872955,0.8372416,1.011880155,0.590709788,0.613840223,0.391428014,0.886637911,0.939004485,0.757292273,1.211438851,0.735992375,0.35878939,0.884064262,0.635349305,1.089289161,1.114960673,1.003688136,0.691738159,0.464603573,0.810971261,0.600348054,0.702724823,1.202173283,0.867926963,1.199394138,0.788556153,0.788384644,1.215668718,0.995396035,0.89441537,0.623104181,1.02644197,0.757387838,0.248510551,1.143894071,0.763914744,0.864548201,0.825153243,0.790327553,0.832928791,0.524556072,0.867522634,0.687766058,1.007755117,0.679873726,0.989586788,1.0227479,0.891461215,0.591381853,0.758227713,0.959612174,0.632996303,0.949442352,0.481695245,0.722755161,0.77235075,0.683895859,0.542995535,0.594683322
Mlxip,1.097126821,0.941267978,1.551508874,1.33242129,0.905064001,0.852220001,0.823318957,0.878818318,0.469786697,0.814822375,0.434857287,1.155354639,1.049668858,0.641696721,0.756503243,0.400327328,1.002392101,0.827654698,0.824030658,0.674727358,0.696587526,0.838877383,1.241580336,0.804918678,1.244290341,0.725180374,1.197319637,0.845287841,0.793503762,1.143567542,1.677400934,1.052708211,0.952146416,0.522538538,0.931794604,1.14808817,0.907125809,1.670341366,0.554205482,1.102313947,1.380593689,0.578026676,0.661556391,1.116900127,0.559723787,0.697154861,0.774869666,1.162605816,0.871389696,0.608379247,0.487995618,0.910107452,0.917405918,1.543449411,0.668790415,0.960111662,0.778990376,0.930931044,0.978166085,1.077097478,1.046235029,0.769925489,0.477045313,1.118916128,0.520362384,0.477523984,1.058581832,1.231565451,0.826951493,1.115811721,1.029131622,1.504485461,0.976792545,0.823220675,0.966651911,0.721893551,0.677822632,0.846341443,0.963366967,0.602155468,0.698728255,0.949589775,0.980875037,1.646793499,0.52241239,0.768876486,0.517766234,1.12246509,0.777975305,1.044436568,1.039756949
Mlxipl,0.025593492,0.085302395,0.074458971,0,0.172361281,0,0.024314217,0.013555466,0.077057655,0,0.023224202,0.156532498,0,0,0.162563625,0,0.010841642,0.022333269,0.093909525,0.012878973,0.010300587,0.01039391,0.010230333,0.02398394,0.069961481,0.065215133,0,0.022316575,0.073228338,0.029704114,0,0,0.051368075,0.024961274,0,0,0.074341419,0.055072277,0,0.028776351,0.075629178,0.081290374,0.090159265,0.210549423,0,0.021251898,0.050933121,0,0.031740472,0,0.09342178,0.026846217,0.058955938,0,0.02560521,0.024238855,0.007127439,0.023829582,0.012097371,0.011610404,0.024128906,0.139999735,0.02650247,0.080369206,0.011317598,0.049968347,0,0.046294817,0.022377242,0.061258636,0.042398107,0.154519753,0,0.010827842,0.024858163,0,0,0,0,0,0.029444983,0,0.038338363,0.08518982,0,0.026586006,0,0.01179684,0.022750515,0.011677722,0
Mme,3.74467875,3.868431531,1.890373165,2.964160613,3.718912651,3.572827936,3.465804342,3.221412263,2.812445803,3.751368197,3.909144277,2.627209272,3.617403531,3.695429622,4.08139344,3.256229282,3.684118623,3.787444714,2.864513413,3.278941978,2.413968102,3.212857389,3.282199705,2.506073096,2.699219988,3.739455665,3.635345401,3.066289157,3.523601796,2.641067315,3.507158697,2.736047588,3.659241193,3.359880321,3.411216628,2.153437808,3.0843331,3.26338998,3.234836182,3.254266874,3.29789979,3.200663553,2.449060688,3.264872314,3.641852967,3.48694091,3.038692311,3.019691923,3.069700918,3.4900062,2.879788019,3.777224132,3.659253404,2.175172641,4.122993363,3.842570686,3.373898047,3.500262866,1.715009196,3.156136041,2.912138874,1.426082014,2.989809306,2.87956265,3.492276395,1.960452186,3.175015844,3.587319409,3.600675722,2.666264787,1.868393305,3.778016779,3.412799654,4.027481115,4.04916596,3.325898957,3.241581874,4.160298051,3.564450902,3.39938338,3.637856051,3.637553323,3.697381114,3.624824713,3.311134346,3.518207857,3.767802758,4.363455951,3.861590545,3.261592454,3.98261554
Morc4,2.523802695,2.530096431,0.774825089,2.980116042,1.124162973,2.627993561,1.932559558,3.160976344,2.228573979,0.316784503,0.45440599,1.613763577,2.360361696,1.71109952,1.297169573,2.223714,1.058636448,0.476457877,2.082691269,1.390020395,1.926807588,1.850632372,0.500242155,1.538760301,2.632542967,0.90081872,1.565241262,2.279167691,1.311913569,0.375271098,2.971020956,2.273468589,1.862258549,1.011417732,1.431339719,0.84431254,1.620818108,0.266547657,1.04492045,2.365821546,1.160585179,2.665096172,0.71114378,0.761588896,1.805619623,0.392670377,1.726332003,2.496887619,1.762471936,2.015708678,0.797380796,0.539318048,1.699491994,2.53441611,0.699626609,2.454759807,2.233719472,1.35793408,2.601049137,2.952242921,2.469196551,0.506591622,2.644309387,1.480678767,2.455862977,0.862586996,2.514501849,1.677316776,2.24656675,0.988317282,1.98141255,3.537885501,1.308239959,2.555278011,1.540774098,2.026297301,0.579986675,1.318917869,2.989317888,2.198657213,1.118566505,0.06337746,3.280620318,2.212368298,0.473998199,2.067121928,1.700634696,1.422128899,1.318968153,1.110721058,0
Morf4l2,4.279291753,4.780245723,3.76548471,3.250430907,3.897811364,3.101721207,5.165065109,4.296881487,4.983707722,4.689187994,4.094031895,4.840940673,4.45341914,3.775298691,3.750771871,5.18151242,3.023301929,4.47985571,5.396105318,3.579637041,3.847535265,5.409551901,4.24049667,3.443514227,4.628531227,4.745990936,4.048827417,5.373991212,4.820914561,3.911762283,2.996009502,4.087604362,4.851437204,4.867463119,4.436979148,3.090986895,4.672232583,3.800580682,2.669277825,4.425481891,3.139916731,4.716484398,6.031335536,4.751514473,5.270509652,4.790590158,3.352378548,4.791924771,4.488157202,5.492285082,3.990586572,3.816219113,3.641725958,5.377860948,3.745611818,4.955385576,4.636890449,5.07360469,4.61822571,4.291969586,4.259869641,4.160384889,5.239648641,4.798627601,4.833320329,4.637632711,4.605469221,4.952205308,4.601748435,3.254318555,4.159478369,4.715429226,3.169670014,4.025825174,4.513994142,5.270634944,4.810647551,5.140524626,4.247709892,3.7297972,4.337429297,5.527492481,4.342189379,3.998972744,4.938143144,4.837540937,4.326739454,3.879180887,5.42611638,3.621000684,4.255016125
Mov10,0.486614211,0.769535831,1.67355015,1.441445481,1.043558303,0.927541673,0.501750994,1.101216319,1.622783535,0.369241949,0.363982786,1.882864649,0.216498886,0.568446059,1.654328202,1.018877801,1.242750824,1.176508794,1.889000354,0.483922629,0.825996836,1.186811338,1.433512307,0.589535055,0.844572123,1.632610455,0.394564418,0.665006132,0.479781211,1.551914911,0.976002177,0.433750075,0.368921482,1.166597511,0.29567592,1.064382986,0.32937648,1.466824635,1.009410491,0.816963088,1.718776952,0.872417172,1.455319404,1.252675024,1.893098091,1.229209373,1.346617086,0.778879544,0.903491352,0.86867379,0.724820998,1.028784693,1.119656764,2.192750041,1.174094767,0.281052183,0.772611588,0.638650834,0.932152915,0.617964687,0.513397952,0.743016809,1.202382565,0.759130992,0.6047867,1.621583303,0.277760753,1.267202729,0.631182718,0.725800985,0.893783062,0.622020881,0.848208915,0.257132324,1.194467515,0.565523396,0.404128155,0.850937784,0.266016989,1.064381406,0.758551814,0.545134514,2.040082013,0.474243129,0.592123493,0.621786326,1.591739037,1.655804162,0.716165864,0.870623477,0.892290141
Mphosph8,2.698165032,2.483356102,2.440160136,2.305263539,2.64761605,2.267369166,1.971999776,2.512835799,2.639936443,2.19122968,2.15220946,2.351247689,2.897048743,2.219225615,1.934923412,1.85076035,2.68932864,2.775728356,1.153165371,2.064532377,2.780153027,2.86339641,2.422298075,3.183217026,2.769478423,2.375494028,2.64416073,2.405739956,2.139896541,2.239428831,2.599427216,2.719471685,2.779205482,2.11727333,2.354525885,1.86564978,2.438130812,2.526436375,3.137737814,2.765720179,2.144701263,3.167854154,2.135145112,2.784098861,2.537190395,1.717722635,2.742741846,3.306616092,2.51533261,2.152515716,2.150725553,2.169163774,2.903959572,2.748971093,2.988930775,2.867116173,2.817014968,1.795492605,2.699228413,2.074034567,2.438145323,1.222255505,2.472153686,2.151540975,2.101610907,3.01542001,2.703380886,2.17794426,1.818480008,3.286536693,3.569345548,2.627264234,2.197304716,2.642207671,1.253844673,2.571958313,1.975170468,2.423013129,2.267610537,2.443758371,1.363337871,1.896262067,3.091091045,2.336288951,2.472588605,1.404329421,1.934848799,2.16264856,2.532084105,2.563470374,2.735417722
Mras,0.719230236,0.414507191,0,0.358845229,0.399202038,0.040291998,0.709539528,0.156622301,0.378601718,0.433423607,0.358305849,0.192416391,0.497569596,0.268591845,0.680815214,0.558523322,0.544138936,0,0.503184373,0.47432603,0.160957737,0.766035723,0,0,0.242021652,0.333820707,0.328261475,0,0.688207481,0,1.020053698,0.796969401,0.188434681,0,0.187725978,0,0.008488081,0.528656255,0,0.208040746,0.297223143,0.847505413,0.04419225,0.366803165,0.519521014,0.691623896,1.006523139,0.044377316,1.049150647,0.835912391,0.776911999,0,0.277238354,0.174244045,0.246333889,0.479448171,0.125896131,0.879071374,0.140500818,0.378499181,0.366085369,0.302034203,0.065127236,0.307924199,0.080475798,0.150734143,0.507631948,1.109874795,0.694712964,0.464759654,0,0.039158303,0,0.414973095,1.692288513,0.159995661,0.942403804,0.315830141,0,0.597584509,0.883855032,0,0.274366385,0.397291353,0.704226695,0,0.650619057,0.878958466,0,0.850589476,0
Msc,0,0,0.043201607,0,0,0,0,0,0,0,0,0,0,0,0,0.039147672,0.023969211,0.035016558,0.180873088,0.042525789,0,0.034387947,0,0.027365438,0.102490907,0,0,0,0.012516518,0,0,0,0,0,0,0,0.414781587,0,0,0,0,0,0,0.079517298,0.079382066,0,0,0,0,0,0.050806149,0.09787503,0.153380405,0,0.075735363,0,0,0.037009852,0,0,0,0,0,0.07668219,0,0.062966936,0.377443253,0,0,0,0,0,0,0,0,0.120566182,0,0.035318183,0.042744339,0.103054289,0,0,0,0,0,0,0.048763889,0,0,0.076186331,0
Msh6,2.209724849,2.169365154,1.021904136,1.90112346,1.187369185,2.382289933,1.606153552,1.754707931,1.424277503,1.942003987,1.135545309,1.668456229,1.191201295,2.15090689,1.7731923,1.593536621,1.749403484,1.320822828,0.985843823,1.837312555,1.816437731,2.217145268,1.474057195,1.784869779,1.596618276,1.198892519,1.429629275,1.50804523,1.707236325,0.89107585,1.58521555,1.408396822,1.953683808,1.56681881,1.251871789,1.679072762,1.783967698,1.791078362,1.648838013,1.208864745,1.511949139,1.19125753,0.944880481,1.542832612,2.072472013,1.49233288,1.551112296,0.712984514,1.616079914,1.457822106,1.714489299,1.196683121,1.180533893,2.172550401,1.87454483,1.772876939,1.344657751,1.202737743,2.301745621,1.151111943,1.191921161,1.612851017,1.574114258,1.856396642,0.930898707,1.634630767,1.252508506,1.583209806,1.829746346,1.719238502,2.054909673,1.397436017,1.065947298,1.657953799,1.758677042,1.582712214,1.293201442,1.542232908,1.544645998,1.890877214,2.386959037,1.130471755,0.99323376,2.253700796,0.760542976,2.129800666,2.13210287,1.719757961,1.210892418,1.675920666,1.065028236
Msx2,1.442991626,0.775688781,0.383668787,0.871545303,1.245760375,0.830300714,0.64332449,1.015145195,0.255441695,0.478540266,0.678079938,0.353568764,0.762587509,0.933145476,0.786880454,0.724315698,1.156197169,0.615659227,0.506017751,1.290990395,0.817108526,1.047989581,1.139475075,0.184595079,0.634278817,0.851506673,0.74402042,0.548641092,0.856036457,0.272070331,0.59379016,0.533952961,1.422061647,0.71770586,0.884030111,0.493036932,0.580302018,0.442108984,0.837833813,0.883959802,1.063928733,0.946940927,0.361450148,0.915712708,1.524360727,0.595213009,1.036304785,0.534495428,0.789949205,0.240954081,0.330443332,1.088257404,0.780631591,0.554443307,0.750308114,1.166182748,1.108911802,0.594035062,0.237643496,0.722895915,1.069185904,0.394976057,0.685687771,0.569972702,1.135256952,0.139545793,1.054159197,0.351937893,0.598367974,1.636053978,0.72187387,0.706799292,1.115699765,0.938661641,0.736855693,0.988541413,0.197084621,0.548561239,1.267709172,1.631372068,0.89330567,0.913200318,0.470365724,1.015979589,1.035466113,0.444033306,1.230661376,0.769626225,0.623387777,0.838914979,1.110997506
Mt1,0.857154821,2.407528768,1.549810296,0.829659258,0.121851706,0.883214904,1.631444596,2.113983635,3.253180839,3.491250523,1.463247862,4.128723691,0.490838141,1.013157351,1.136680087,0.583429244,0.685246912,3.951220125,3.484497851,3.071773666,2.805675445,2.259441703,0.363773612,0.294362614,0.749914338,3.20828538,0.393348561,0.690472301,0.508412596,2.79458589,2.389979911,1.7851449,2.275091738,2.154817715,2.899132511,0,1.808321679,2.358451242,2.682199421,3.253817569,0.985133338,0.217823997,0.867447266,1.324835043,1.468605173,5.230495697,2.201702691,2.048411861,1.318517633,2.411734422,4.755733631,3.050594739,0.308104546,2.716736447,0.324960032,0.402160125,1.41349902,3.011241805,2.342596618,0.573807731,2.174308593,2.696861166,1.503774965,1.161534999,3.122001164,1.424412189,1.371129184,0.606490435,2.189431233,1.599217771,1.486902689,0.348760488,0.597697382,1.146915705,2.05373372,1.688758104,3.359213047,2.850379846,0.240773852,2.564977884,1.08420026,0,0,0,1.371001975,1.043060719,2.275403411,2.151326156,1.832762178,1.486143831,1.02837055
Mt2,0,0,0.839175098,0,0,0,0.290009856,0.540182016,0.233010057,0.818296401,0.10160505,2.502595588,0,0,0.33821163,0,0.284199765,2.373115829,0.345277551,0.119393326,0.756539643,0,0,0,0,1.405617588,0,0,0,0.341277845,1.322073074,0.503071653,0.315568143,0.305160171,0.649121638,0,0.103907861,1.237105595,0,0,0.180954071,0,0.305915499,0,0.325621932,3.241298939,0,0.490347886,0.192432029,0,3.970331865,0.995641966,0,0.262573156,0,0,0.282947248,1.857184314,0,0,0,1.997358746,0,0,1.39802056,0.402349395,0,0.1372525,0.278061945,0,0,0,0,0.724536707,0.416239994,0.095597645,0.943338102,0.440820607,0,0,0,0,0,0,0.116596003,0,0.580864871,0.297908305,0.205307596,1.219940282,0
Mta3,0.818608903,1.253376123,1.8293694,1.289438357,1.392161403,1.841512276,1.253841246,1.148371395,1.21154594,1.291294811,0.69036519,1.255569853,1.53454002,1.332525921,1.989201076,1.408164333,1.442637161,1.44007901,1.240503482,0.965413105,1.343204416,1.035046304,1.067445259,1.275676567,1.304354901,1.484163345,1.164638116,1.173587757,1.297110771,0.791599873,1.36953604,1.187417805,1.236056616,1.105046921,1.308979736,1.303924753,0.581938093,1.552852167,1.475846857,1.301978891,0.906972198,1.14932086,0.698815439,1.127020597,1.848994498,1.067906058,1.187796764,1.349276633,1.673800317,0.858858221,1.092216874,0.935080275,1.38756294,1.709326109,1.310068031,0.874138167,1.710868621,1.217653716,1.512277514,1.497188722,1.239518353,1.34041687,1.343310624,0.678910182,0.808704329,1.229515935,1.189449731,1.237133448,1.151234602,1.153682609,1.643074664,1.281227957,1.699445232,1.119520284,1.191379486,1.107148926,1.17822087,1.265472525,1.216943803,1.361343193,1.111858812,1.537673584,1.52112051,1.022545978,0.814097777,1.235633855,1.272009802,1.133275982,1.403242,1.151799922,1.519051354
Mtf2,2.117464001,2.379855549,2.192726035,2.275015868,1.904030952,2.388465122,2.197924448,2.022174598,2.572386402,1.785484525,1.18953408,2.012218589,1.807700553,2.794525187,2.552840572,1.531168005,2.329332377,3.403880712,1.494016832,1.822220014,1.683770385,1.023296226,2.255056646,2.186461534,2.101622644,2.471218782,1.663291077,1.836291175,2.286574217,2.462160475,1.10425765,2.103931312,2.11667934,1.895683598,1.757262319,2.048438066,1.985555122,1.680921906,2.543358088,1.488236469,2.591166929,2.072719324,2.165051501,2.108866464,1.920442359,1.993936925,1.625066747,2.158443608,2.460064438,1.455654291,2.817203143,2.514186239,2.253554406,2.202674963,2.577851596,1.101547744,1.86651824,2.566458105,1.832175557,1.512121467,2.426904609,1.715858335,2.19514713,1.064811818,2.020979498,2.226693321,1.563968878,1.836500784,1.642032321,2.215234764,2.454013107,1.47723197,1.847230979,2.129998403,1.508739572,2.137130557,2.526649696,1.964829901,1.353739655,1.652890576,2.360840316,0.461978956,2.424428663,2.071086833,2.141288657,2.265200639,2.128964821,1.675343733,1.910671156,2.225718056,2.178401352
